"X1";"X302";"X51";"X57";"X49";"X33";"X34";"X25";"X28";"X46";"X60";"X64";"X17";"X55";"X8";"X59";"X44";"X21";"X38";"X10";"X24";"X2";"X39";"X3";"X13";"X11";"X48";"X12";"X31";"X62";"X18";"X63";"X61";"X14";"X15";"X35";"X22";"X9";"X45";"X27";"X6";"X7";"X53";"X5";"X37";"X16";"X56";"X36";"X54";"X52";"X32";"X4";"X30";"X50";"X23";"X19";"X29";"X40";"X1.1";"X47";"X43";"X20";"X26";"X58";"X41";"X42"
51;21;36;26;33;62;16;35;10;14;15;12;37;25;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;58;18;52;64;20;63;53;31;61;48;5;2;55;46;40;22;34;50;1;49;56;27;30;45;23;29;6;32;9;17;59;24;38;54;28;34;280
34;280;51;21;36;26;33;62;16;35;10;14;15;12;37;25;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;58;18;52;64;20;63;53;31;61;48;5;2;55;46;40;22;34;50;1;49;56;27;30;45;23;29;6;32;9;17;59;24;38;54;28
51;21;36;26;33;62;16;35;10;14;48;12;37;25;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;58;18;52;64;20;63;53;31;61;15;5;2;55;46;40;22;34;50;1;49;56;27;30;45;23;29;6;32;9;17;59;24;38;54;28;34;292
34;280;51;21;36;26;33;62;16;35;10;14;15;12;37;25;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;58;18;52;64;20;63;53;31;61;48;5;2;55;46;40;22;34;50;1;49;56;27;30;45;23;29;6;32;9;17;59;24;38;54;28
51;21;36;26;33;62;16;35;10;14;15;12;37;32;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;58;18;52;64;20;63;53;31;61;48;5;2;55;46;40;22;34;50;1;49;56;27;30;45;23;29;6;25;9;17;59;24;38;54;28;34;268
34;268;51;21;36;26;33;62;16;35;10;14;15;12;37;32;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;58;18;52;64;20;63;53;31;61;48;5;2;55;46;40;22;34;50;1;49;56;27;30;45;23;29;6;25;9;17;59;24;38;54;28
51;21;36;26;33;62;16;35;10;14;15;12;37;58;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;32;18;52;64;20;63;53;31;61;48;5;2;55;46;40;22;34;50;1;49;56;27;30;45;23;29;6;25;9;17;59;24;38;54;28;34;292
34;292;51;21;36;26;33;62;16;35;10;14;15;12;37;58;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;32;18;52;64;20;63;53;31;61;48;5;2;55;46;40;22;34;50;1;49;56;27;30;45;23;29;6;25;9;17;59;24;38;54;28
51;21;36;26;33;62;16;35;61;14;15;12;37;58;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;30;45;23;29;6;25;9;17;59;24;38;54;28;34;292
34;292;51;21;36;26;33;62;16;35;61;14;15;12;37;58;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;30;45;23;29;6;25;9;17;59;24;38;54;28
51;21;36;26;33;62;16;35;61;14;15;12;37;58;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;30;28;23;29;6;25;9;17;59;24;38;54;45;34;292
34;292;51;21;36;26;33;62;16;35;61;14;15;12;37;58;39;60;4;13;11;43;44;3;47;8;19;57;42;41;7;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;30;28;23;29;6;25;9;17;59;24;38;54;45
51;3;36;26;33;62;16;35;61;14;15;12;37;58;39;60;4;13;11;43;44;21;47;8;19;57;42;41;7;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;30;28;23;29;6;25;9;17;59;24;38;54;45;34;290
34;290;51;3;36;26;33;62;16;35;61;14;15;12;37;58;39;60;4;13;11;43;44;21;47;8;19;57;42;41;7;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;30;28;23;29;6;25;9;17;59;24;38;54;45
51;3;36;26;33;62;16;35;30;14;15;12;37;58;39;60;4;13;11;43;44;21;47;8;19;57;42;41;7;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;61;28;23;29;6;25;9;17;59;24;38;54;45;34;290
34;290;51;3;36;26;33;62;16;35;30;14;15;12;37;58;39;60;4;13;11;43;44;21;47;8;19;57;42;41;7;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;61;28;23;29;6;25;9;17;59;24;38;54;45
51;3;36;26;33;62;16;35;30;14;15;12;37;58;39;60;4;13;11;43;44;21;47;8;19;57;42;41;17;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;61;28;23;29;6;25;9;7;59;24;38;54;45;34;290
34;290;51;3;36;26;33;62;16;35;30;14;15;12;37;58;39;60;4;13;11;43;44;21;47;8;19;57;42;41;17;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;61;28;23;29;6;25;9;7;59;24;38;54;45
51;3;36;26;33;62;16;35;30;14;15;12;37;58;39;60;4;13;11;43;44;21;47;8;24;57;42;41;17;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;61;28;23;29;6;25;9;7;59;19;38;54;45;34;290
34;290;51;3;36;26;33;62;16;35;30;14;15;12;37;58;39;60;4;13;11;43;44;21;47;8;24;57;42;41;17;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;61;28;23;29;6;25;9;7;59;19;38;54;45
51;3;36;26;33;62;16;35;30;14;15;12;37;58;39;60;25;13;11;43;44;21;47;8;24;57;42;41;17;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;61;28;23;29;6;4;9;7;59;19;38;54;45;34;298
35;298;51;3;36;26;33;62;16;35;30;14;15;12;37;58;39;60;25;13;11;43;44;21;47;8;24;57;42;41;17;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;61;28;23;29;6;4;9;7;59;19;38;54;45
51;3;36;26;33;62;16;35;30;14;15;12;37;58;39;60;25;13;11;45;44;21;47;8;24;57;42;41;17;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;61;28;23;29;6;4;9;7;59;19;38;54;43;35;294
35;294;51;3;36;26;33;62;16;35;30;14;15;12;37;58;39;60;25;13;11;45;44;21;47;8;24;57;42;41;17;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;27;61;28;23;29;6;4;9;7;59;19;38;54;43
51;3;27;26;33;62;16;35;30;14;15;12;37;58;39;60;25;13;11;45;44;21;47;8;24;57;42;41;17;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;36;61;28;23;29;6;4;9;7;59;19;38;54;43;35;290
35;290;51;3;27;26;33;62;16;35;30;14;15;12;37;58;39;60;25;13;11;45;44;21;47;8;24;57;42;41;17;32;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;36;61;28;23;29;6;4;9;7;59;19;38;54;43
51;3;27;26;33;62;16;35;30;14;15;12;37;58;39;60;25;13;11;45;44;21;47;8;24;57;42;41;17;23;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;36;61;28;32;29;6;4;9;7;59;19;38;54;43;35;290
35;290;51;3;27;26;33;62;16;35;30;14;15;12;37;58;39;60;25;13;11;45;44;21;47;8;24;57;42;41;17;23;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;36;61;28;32;29;6;4;9;7;59;19;38;54;43
51;3;27;26;33;62;16;35;30;14;15;12;37;58;39;60;25;13;11;45;44;21;47;8;24;57;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;28;32;29;6;4;9;7;59;19;38;54;43;35;296
35;296;51;3;27;26;33;62;16;35;30;14;15;12;37;58;39;60;25;13;11;45;44;21;47;8;24;57;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;28;32;29;6;4;9;7;59;19;38;54;43
51;3;27;26;33;62;16;35;30;14;15;12;37;58;39;28;25;13;11;45;44;21;47;8;24;57;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;4;9;7;59;19;38;54;43;35;296
35;296;51;3;27;26;33;62;16;35;30;14;15;12;37;58;39;28;25;13;11;45;44;21;47;8;24;57;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;4;9;7;59;19;38;54;43
51;3;27;26;33;62;16;35;30;14;15;12;37;58;7;28;25;13;11;45;44;21;47;8;24;57;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;4;9;39;59;19;38;54;43;35;298
35;298;51;3;27;26;33;62;16;35;30;14;15;12;37;58;7;28;25;13;11;45;44;21;47;8;24;57;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;4;9;39;59;19;38;54;43
51;3;27;26;33;62;16;35;30;14;15;12;37;58;7;28;25;13;11;45;44;21;47;8;24;4;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;57;9;39;59;19;38;54;43;35;298
35;298;51;3;27;26;33;62;16;35;30;14;15;12;37;58;7;28;25;13;11;45;44;21;47;8;24;4;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;57;9;39;59;19;38;54;43
51;3;27;26;33;62;16;35;24;14;15;12;37;58;7;28;25;13;11;45;44;21;47;8;30;4;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;57;9;39;59;19;38;54;43;35;298
35;298;51;3;27;26;33;62;16;35;24;14;15;12;37;58;7;28;25;13;11;45;44;21;47;8;30;4;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;57;9;39;59;19;38;54;43
51;3;27;26;33;62;16;35;24;14;15;12;37;58;7;28;25;13;9;45;44;21;47;8;30;4;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;57;11;39;59;19;38;54;43;35;298
35;298;51;3;27;26;33;62;16;35;24;14;15;12;37;58;7;28;25;13;9;45;44;21;47;8;30;4;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;57;11;39;59;19;38;54;43
51;3;27;26;33;62;16;35;24;57;15;12;37;58;7;28;25;13;9;45;44;21;47;8;30;4;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;14;11;39;59;19;38;54;43;35;298
35;298;51;3;27;26;33;62;16;35;24;57;15;12;37;58;7;28;25;13;9;45;44;21;47;8;30;4;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;14;11;39;59;19;38;54;43
12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;25;13;9;45;44;21;47;8;30;4;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;14;11;39;59;19;38;54;43;35;298
35;298;12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;25;13;9;45;44;21;47;8;30;4;42;41;17;23;18;52;50;20;63;53;31;10;48;5;2;55;46;40;22;34;64;1;49;56;36;61;60;32;29;6;14;11;39;59;19;38;54;43
12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;25;13;9;45;44;21;47;8;30;4;42;41;17;23;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;36;61;60;32;29;6;14;11;39;59;19;38;54;43;35;292
35;292;12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;25;13;9;45;44;21;47;8;30;4;42;41;17;23;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;36;61;60;32;29;6;14;11;39;59;19;38;54;43
12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;25;17;23;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;36;61;60;32;29;6;14;11;39;59;19;38;54;43;35;280
35;280;12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;25;17;23;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;34;50;1;49;56;36;61;60;32;29;6;14;11;39;59;19;38;54;43
12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;25;17;23;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;59;50;1;49;56;36;61;60;32;29;6;14;11;39;34;19;38;54;43;35;268
35;268;12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;25;17;23;18;52;64;20;63;53;31;10;48;5;2;55;46;40;22;59;50;1;49;56;36;61;60;32;29;6;14;11;39;34;19;38;54;43
12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;52;17;23;18;25;64;20;63;53;31;10;48;5;2;55;46;40;22;59;50;1;49;56;36;61;60;32;29;6;14;11;39;34;19;38;54;43;35;268
35;268;12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;52;17;23;18;25;64;20;63;53;31;10;48;5;2;55;46;40;22;59;50;1;49;56;36;61;60;32;29;6;14;11;39;34;19;38;54;43
12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;52;17;23;18;25;64;20;63;53;38;10;48;5;2;55;46;40;22;59;50;1;49;56;36;61;60;32;29;6;14;11;39;34;19;31;54;43;35;272
35;272;12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;52;17;23;18;25;64;20;63;53;38;10;48;5;2;55;46;40;22;59;50;1;49;56;36;61;60;32;29;6;14;11;39;34;19;31;54;43
12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;52;17;23;18;25;64;20;63;53;38;10;48;1;2;55;46;40;22;59;50;5;49;56;36;61;60;32;29;6;14;11;39;34;19;31;54;43;35;272
35;272;12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;52;17;23;18;25;64;20;63;53;38;10;48;1;2;55;46;40;22;59;50;5;49;56;36;61;60;32;29;6;14;11;39;34;19;31;54;43
12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;61;60;32;29;6;14;48;39;34;19;31;54;43;35;278
35;278;12;3;27;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;9;45;44;21;47;8;30;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;61;60;32;29;6;14;48;39;34;19;31;54;43
12;3;9;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;27;45;44;21;47;8;30;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;61;60;32;29;6;14;48;39;34;19;31;54;43;35;286
35;286;12;3;9;26;33;62;16;35;24;57;15;51;37;58;7;28;41;13;27;45;44;21;47;8;30;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;61;60;32;29;6;14;48;39;34;19;31;54;43
12;3;9;26;33;62;16;35;24;57;15;30;37;58;7;28;41;13;27;45;44;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;61;60;32;29;6;14;48;39;34;19;31;54;43;35;286
36;286;12;3;9;26;33;62;16;35;24;57;15;30;37;58;7;28;41;13;27;45;44;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;61;60;32;29;6;14;48;39;34;19;31;54;43
12;3;9;26;33;62;16;35;24;60;15;30;37;58;7;28;41;13;27;45;44;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;61;57;32;29;6;14;48;39;34;19;31;54;43;36;290
36;290;12;3;9;26;33;62;16;35;24;60;15;30;37;58;7;28;41;13;27;45;44;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;61;57;32;29;6;14;48;39;34;19;31;54;43
12;3;9;26;33;62;16;35;24;60;15;30;37;58;7;28;41;13;27;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;44;57;32;29;6;14;48;39;34;19;31;54;43;36;290
36;290;12;3;9;26;33;62;16;35;24;60;15;30;37;58;7;28;41;13;27;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;44;57;32;29;6;14;48;39;34;19;31;54;43
12;3;9;26;33;62;16;35;24;60;15;30;37;58;7;41;28;13;27;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;44;57;32;29;6;14;48;39;34;19;31;54;43;36;290
36;290;12;3;9;26;33;62;16;35;24;60;15;30;37;58;7;41;28;13;27;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;1;2;55;46;40;22;59;50;5;49;56;36;44;57;32;29;6;14;48;39;34;19;31;54;43
1;3;9;26;33;62;16;35;24;60;15;30;37;58;7;41;28;13;27;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;40;22;59;50;5;49;56;36;44;57;32;29;6;14;48;39;34;19;31;54;43;36;290
36;290;1;3;9;26;33;62;16;35;24;60;15;30;37;58;7;41;28;13;27;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;40;22;59;50;5;49;56;36;44;57;32;29;6;14;48;39;34;19;31;54;43
1;3;9;26;33;62;16;35;24;60;15;30;37;58;7;41;28;13;27;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;40;22;59;50;5;49;56;39;44;57;32;29;6;14;48;36;34;19;31;54;43;36;290
36;290;1;3;9;26;33;62;16;35;24;60;15;30;37;58;7;41;28;13;27;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;40;22;59;50;5;49;56;39;44;57;32;29;6;14;48;36;34;19;31;54;43
1;3;9;26;33;62;16;35;44;60;15;30;37;58;7;41;28;13;27;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;40;22;59;50;5;49;56;39;24;57;32;29;6;14;48;36;34;19;31;54;43;36;290
36;290;1;3;9;26;33;62;16;35;44;60;15;30;37;58;7;41;28;13;27;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;40;22;59;50;5;49;56;39;24;57;32;29;6;14;48;36;34;19;31;54;43
1;3;9;26;33;62;16;35;44;60;15;30;37;58;7;27;28;13;41;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;40;22;59;50;5;49;56;39;24;57;32;29;6;14;48;36;34;19;31;54;43;36;290
36;290;1;3;9;26;33;62;16;35;44;60;15;30;37;58;7;27;28;13;41;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;40;22;59;50;5;49;56;39;24;57;32;29;6;14;48;36;34;19;31;54;43
1;3;9;26;33;62;16;35;44;60;15;30;37;58;7;27;28;13;41;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;14;22;59;50;5;49;56;39;24;57;32;29;6;40;48;36;34;19;31;54;43;36;294
36;294;1;3;9;26;33;62;16;35;44;60;15;30;37;58;7;27;28;13;41;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;14;22;59;50;5;49;56;39;24;57;32;29;6;40;48;36;34;19;31;54;43
1;3;9;26;33;62;16;35;44;60;15;29;37;58;7;27;28;13;41;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;14;22;59;50;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43;36;294
36;294;1;3;9;26;33;62;16;35;44;60;15;29;37;58;7;27;28;13;41;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;14;22;59;50;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43
1;3;7;26;33;62;16;35;44;60;15;29;37;58;9;27;28;13;41;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;14;22;59;50;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43;36;266
36;266;1;3;7;26;33;62;16;35;44;60;15;29;37;58;9;27;28;13;41;45;61;21;47;8;51;4;42;52;17;23;18;25;64;20;63;53;38;10;11;12;2;55;46;14;22;59;50;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43
1;3;7;26;33;62;16;35;44;60;15;29;37;58;64;27;28;13;41;45;61;21;47;8;51;4;42;52;17;23;18;25;9;20;63;53;38;10;11;12;2;55;46;14;22;59;50;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43;36;262
36;262;1;3;7;26;33;62;16;35;44;60;15;29;37;58;64;27;28;13;41;45;61;21;47;8;51;4;42;52;17;23;18;25;9;20;63;53;38;10;11;12;2;55;46;14;22;59;50;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43
1;3;7;26;33;62;16;35;44;60;15;29;37;58;64;27;28;13;41;45;61;21;47;8;51;4;42;50;17;23;18;25;9;20;63;53;38;10;11;12;2;55;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43;36;262
36;262;1;3;7;26;33;62;16;35;44;60;15;29;37;58;64;27;28;13;41;45;61;21;47;8;51;4;42;50;17;23;18;25;9;20;63;53;38;10;11;12;2;55;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43
1;3;7;26;33;62;16;35;44;60;15;29;37;58;64;27;28;13;41;53;61;21;47;8;51;4;42;50;17;23;18;25;9;20;63;45;38;10;11;12;2;55;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43;36;266
36;266;1;3;7;26;33;62;16;35;44;60;15;29;37;58;64;27;28;13;41;53;61;21;47;8;51;4;42;50;17;23;18;25;9;20;63;45;38;10;11;12;2;55;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43
1;3;7;26;33;62;16;35;44;60;15;29;37;58;64;27;28;13;41;53;61;21;47;8;55;4;42;50;17;23;18;25;9;20;63;45;38;10;11;12;2;51;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43;36;266
36;266;1;3;7;26;33;62;16;35;44;60;15;29;37;58;64;27;28;13;41;53;61;21;47;8;55;4;42;50;17;23;18;25;9;20;63;45;38;10;11;12;2;51;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43
1;3;7;26;33;62;16;35;44;60;15;29;37;58;64;27;28;13;41;53;61;21;47;8;55;4;25;50;17;23;18;42;9;20;63;45;38;10;11;12;2;51;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43;36;256
36;256;1;3;7;26;33;62;16;35;44;60;15;29;37;58;64;27;28;13;41;53;61;21;47;8;55;4;25;50;17;23;18;42;9;20;63;45;38;10;11;12;2;51;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43
1;3;7;26;51;62;16;35;44;60;15;29;37;58;64;27;28;13;41;53;61;21;47;8;55;4;25;50;17;23;18;42;9;20;63;45;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43;36;256
36;256;1;3;7;26;51;62;16;35;44;60;15;29;37;58;64;27;28;13;41;53;61;21;47;8;55;4;25;50;17;23;18;42;9;20;63;45;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43
1;3;7;26;51;62;16;35;44;60;15;29;37;58;64;27;28;13;41;53;61;45;47;8;55;4;25;50;17;23;18;42;9;20;63;21;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43;36;254
36;254;1;3;7;26;51;62;16;35;44;60;15;29;37;58;64;27;28;13;41;53;61;45;47;8;55;4;25;50;17;23;18;42;9;20;63;21;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43
1;3;7;26;51;58;16;35;44;60;15;29;37;62;64;27;28;13;41;53;61;45;47;8;55;4;25;50;17;23;18;42;9;20;63;21;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43;36;250
36;250;1;3;7;26;51;58;16;35;44;60;15;29;37;62;64;27;28;13;41;53;61;45;47;8;55;4;25;50;17;23;18;42;9;20;63;21;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43
1;3;7;26;51;58;9;35;44;60;15;29;37;62;64;27;28;13;41;53;61;45;47;8;55;4;25;50;17;23;18;42;16;20;63;21;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43;36;248
36;248;1;3;7;26;51;58;9;35;44;60;15;29;37;62;64;27;28;13;41;53;61;45;47;8;55;4;25;50;17;23;18;42;16;20;63;21;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;34;19;31;54;43
1;3;7;26;51;58;9;35;44;60;15;29;37;62;64;27;28;13;41;53;61;45;47;8;55;4;25;50;17;23;18;42;16;20;63;21;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;19;34;31;54;43;36;248
37;248;1;3;7;26;51;58;9;35;44;60;15;29;37;62;64;27;28;13;41;53;61;45;47;8;55;4;25;50;17;23;18;42;16;20;63;21;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;19;34;31;54;43
1;3;7;26;51;58;9;35;44;60;15;29;37;62;64;27;28;13;41;53;16;45;47;8;55;4;25;50;17;23;18;42;61;20;63;21;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;19;34;31;54;43;37;244
37;244;1;3;7;26;51;58;9;35;44;60;15;29;37;62;64;27;28;13;41;53;16;45;47;8;55;4;25;50;17;23;18;42;61;20;63;21;38;10;11;12;2;33;46;14;22;59;52;5;49;56;39;24;57;32;30;6;40;48;36;19;34;31;54;43
