"X1";"X304";"X43";"X11";"X37";"X32";"X53";"X20";"X35";"X41";"X15";"X40";"X50";"X26";"X13";"X14";"X34";"X1.1";"X19";"X42";"X7";"X6";"X29";"X57";"X16";"X2";"X18";"X38";"X12";"X46";"X8";"X36";"X58";"X45";"X64";"X56";"X55";"X17";"X22";"X5";"X61";"X3";"X10";"X59";"X51";"X31";"X33";"X47";"X9";"X48";"X39";"X62";"X24";"X44";"X63";"X4";"X25";"X23";"X21";"X54";"X27";"X60";"X28";"X52";"X49";"X30"
64;8;38;25;22;49;40;33;21;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;20;10;35;6;53;63;15;14;32;24;61;19;46;51;9;4;30;59;47;17;62;36;45;1;18;12;48;60;23;55;7;13;3;11;41;39;258
39;258;64;8;38;25;22;49;40;33;21;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;20;10;35;6;53;63;15;14;32;24;61;19;46;51;9;4;30;59;47;17;62;36;45;1;18;12;48;60;23;55;7;13;3;11;41
64;8;38;25;22;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;20;10;35;6;53;63;15;14;32;24;61;19;46;51;9;4;30;59;47;17;21;36;45;1;18;12;48;60;23;55;7;13;3;11;41;39;258
39;258;64;8;38;25;22;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;20;10;35;6;53;63;15;14;32;24;61;19;46;51;9;4;30;59;47;17;21;36;45;1;18;12;48;60;23;55;7;13;3;11;41
64;8;38;25;22;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;20;10;35;6;53;63;15;14;32;24;61;19;46;51;9;4;18;59;47;17;21;36;45;1;30;12;48;60;23;55;7;13;3;11;41;39;250
39;250;64;8;38;25;22;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;20;10;35;6;53;63;15;14;32;24;61;19;46;51;9;4;18;59;47;17;21;36;45;1;30;12;48;60;23;55;7;13;3;11;41
64;8;38;25;59;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;20;10;35;6;53;63;15;14;32;24;61;19;46;51;9;4;18;22;47;17;21;36;45;1;30;12;48;60;23;55;7;13;3;11;41;39;250
39;250;64;8;38;25;59;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;20;10;35;6;53;63;15;14;32;24;61;19;46;51;9;4;18;22;47;17;21;36;45;1;30;12;48;60;23;55;7;13;3;11;41
64;8;51;25;59;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;20;10;35;6;53;63;15;14;32;24;61;19;46;38;9;4;18;22;47;17;21;36;45;1;30;12;48;60;23;55;7;13;3;11;41;39;246
39;246;64;8;51;25;59;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;20;10;35;6;53;63;15;14;32;24;61;19;46;38;9;4;18;22;47;17;21;36;45;1;30;12;48;60;23;55;7;13;3;11;41
64;8;51;25;59;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;35;6;53;63;15;14;32;24;61;19;46;38;9;4;18;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41;39;246
39;246;64;8;51;25;59;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;35;6;53;63;15;14;32;24;61;19;46;38;9;4;18;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41
64;8;51;25;59;49;40;33;62;44;5;37;27;53;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;35;6;2;63;15;14;32;24;61;19;46;38;9;4;18;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41;39;270
39;246;64;8;51;25;59;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;35;6;53;63;15;14;32;24;61;19;46;38;9;4;18;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41
64;8;51;25;59;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;19;46;38;9;4;35;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41;39;258
39;258;64;8;51;25;59;49;40;33;62;44;5;37;27;2;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;19;46;38;9;4;35;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41
64;8;51;25;59;49;2;33;62;44;5;37;27;40;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;19;46;38;9;4;35;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41;39;274
40;274;64;8;51;25;59;49;2;33;62;44;5;37;27;40;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;19;46;38;9;4;35;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41
64;8;51;25;35;49;2;33;62;44;5;37;27;40;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;19;46;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41;40;286
40;286;64;8;51;25;35;49;2;33;62;44;5;37;27;40;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;19;46;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41
64;8;51;25;35;49;2;33;62;46;5;37;27;40;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;19;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41;40;286
40;286;64;8;51;25;35;49;2;33;62;46;5;37;27;40;34;29;16;42;28;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;19;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41
64;8;51;25;35;49;2;33;62;46;5;37;27;40;34;29;16;42;19;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41;40;286
40;286;64;8;51;25;35;49;2;33;62;46;5;37;27;40;34;29;16;42;19;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;7;13;3;11;41
64;8;51;25;35;49;2;33;62;46;5;37;27;40;34;29;16;42;7;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;19;13;3;11;41;40;274
40;274;64;8;51;25;35;49;2;33;62;46;5;37;27;40;34;29;16;42;7;58;31;57;50;43;56;54;52;39;26;21;10;18;6;53;63;15;14;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;19;13;3;11;41
64;8;51;25;35;49;2;33;62;46;5;37;27;40;34;29;16;53;7;58;31;57;50;43;56;54;52;39;26;21;10;18;6;42;63;15;14;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;19;13;3;11;41;40;274
40;274;64;8;51;25;35;49;2;33;62;46;5;37;27;40;34;29;16;53;7;58;31;57;50;43;56;54;52;39;26;21;10;18;6;42;63;15;14;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;19;13;3;11;41
64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;16;53;7;58;25;57;50;43;56;54;52;39;26;21;10;18;6;42;63;15;14;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;19;13;3;11;41;40;278
40;278;64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;16;53;7;58;25;57;50;43;56;54;52;39;26;21;10;18;6;42;63;15;14;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;19;13;3;11;41
64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;16;53;7;58;25;57;50;43;56;54;52;39;26;21;10;18;6;42;63;15;41;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;19;13;3;11;14;40;270
40;270;64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;16;53;7;58;25;57;50;43;56;54;52;39;26;21;10;18;6;42;63;15;41;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;55;19;13;3;11;14
64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;16;53;7;58;25;57;50;43;56;54;52;39;26;21;10;18;6;42;63;15;41;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;11;19;13;3;55;14;40;270
40;270;64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;16;53;7;58;25;57;50;43;56;54;52;39;26;21;10;18;6;42;63;15;41;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;48;60;23;11;19;13;3;55;14
64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;16;53;7;58;25;57;48;43;56;54;52;39;26;21;10;18;6;42;63;15;41;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;50;60;23;11;19;13;3;55;14;40;270
40;270;64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;16;53;7;58;25;57;48;43;56;54;52;39;26;21;10;18;6;42;63;15;41;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;50;60;23;11;19;13;3;55;14
64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;52;53;7;58;25;57;48;43;56;54;16;39;26;21;10;18;6;42;63;15;41;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;50;60;23;11;19;13;3;55;14;40;270
40;270;64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;52;53;7;58;25;57;48;43;56;54;16;39;26;21;10;18;6;42;63;15;41;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;50;60;23;11;19;13;3;55;14
64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;52;53;7;58;25;57;48;43;56;54;55;39;26;21;10;18;6;42;63;15;41;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;50;60;23;11;19;13;3;16;14;40;270
40;270;64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;52;53;7;58;25;57;48;43;56;54;55;39;26;21;10;18;6;42;63;15;41;32;24;61;28;44;38;9;4;59;22;47;17;20;36;45;1;30;12;50;60;23;11;19;13;3;16;14
64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;52;53;7;58;25;57;48;43;56;54;55;39;26;21;10;18;6;42;63;15;41;32;24;61;28;19;38;9;4;59;22;47;17;20;36;45;1;30;12;50;60;23;11;44;13;3;16;14;40;270
40;270;64;8;51;31;35;49;2;33;62;46;5;37;27;40;34;29;52;53;7;58;25;57;48;43;56;54;55;39;26;21;10;18;6;42;63;15;41;32;24;61;28;19;38;9;4;59;22;47;17;20;36;45;1;30;12;50;60;23;11;44;13;3;16;14
64;8;51;6;35;49;2;33;62;46;5;37;27;40;34;29;52;53;7;58;25;57;48;43;56;54;55;39;26;21;10;18;31;42;63;15;41;32;24;61;28;19;38;9;4;59;22;47;17;20;36;45;1;30;12;50;60;23;11;44;13;3;16;14;40;258
40;258;64;8;51;6;35;49;2;33;62;46;5;37;27;40;34;29;52;53;7;58;25;57;48;43;56;54;55;39;26;21;10;18;31;42;63;15;41;32;24;61;28;19;38;9;4;59;22;47;17;20;36;45;1;30;12;50;60;23;11;44;13;3;16;14
64;8;51;6;35;49;2;33;62;46;5;37;27;1;34;29;52;53;7;58;25;57;48;43;56;54;55;39;26;21;10;18;31;42;63;15;41;32;24;61;28;19;38;9;4;59;22;47;17;20;36;45;40;30;12;50;60;23;11;44;13;3;16;14;40;238
40;238;64;8;51;6;35;49;2;33;62;46;5;37;27;1;34;29;52;53;7;58;25;57;48;43;56;54;55;39;26;21;10;18;31;42;63;15;41;32;24;61;28;19;38;9;4;59;22;47;17;20;36;45;40;30;12;50;60;23;11;44;13;3;16;14
64;8;51;6;35;49;2;33;62;46;5;37;27;1;34;29;52;53;7;58;25;57;48;43;56;54;42;39;26;21;10;18;31;55;63;15;41;32;24;61;28;19;38;9;4;59;22;47;17;20;36;45;40;30;12;50;60;23;11;44;13;3;16;14;40;250
40;250;64;8;51;6;35;49;2;33;62;46;5;37;27;1;34;29;52;53;7;58;25;57;48;43;56;54;42;39;26;21;10;18;31;55;63;15;41;32;24;61;28;19;38;9;4;59;22;47;17;20;36;45;40;30;12;50;60;23;11;44;13;3;16;14
64;8;51;6;35;49;2;33;62;46;5;37;27;1;34;29;52;53;7;58;25;57;48;43;56;54;42;39;26;21;10;18;31;55;63;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;14;40;250
40;250;64;8;51;6;35;49;2;33;62;46;5;37;27;1;34;29;52;53;7;58;25;57;48;43;56;54;42;39;26;21;10;18;31;55;63;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;14
64;14;51;6;35;49;2;33;62;46;5;37;27;1;34;29;52;53;7;58;25;57;48;43;56;54;42;39;26;21;10;18;31;55;63;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8;40;250
40;250;64;14;51;6;35;49;2;33;62;46;5;37;27;1;34;29;52;53;7;58;25;57;48;43;56;54;42;39;26;21;10;18;31;55;63;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8
9;14;51;6;35;49;2;33;62;46;5;37;27;1;34;29;52;53;7;58;25;57;48;43;56;54;42;39;26;21;10;18;31;55;63;15;41;36;24;61;28;19;38;64;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8;40;274
40;250;64;14;51;6;35;49;2;33;62;46;5;37;27;1;34;29;52;53;7;58;25;57;48;43;56;54;42;39;26;21;10;18;31;55;63;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8
64;14;51;6;35;49;2;33;62;46;5;37;27;1;34;29;26;53;7;58;25;57;48;43;56;54;42;39;52;21;10;18;31;55;63;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8;40;246
40;246;64;14;51;6;35;49;2;33;62;46;5;37;27;1;34;29;26;53;7;58;25;57;48;43;56;54;42;39;52;21;10;18;31;55;63;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8
64;52;51;6;35;49;2;33;62;46;5;37;27;1;34;29;26;53;7;58;25;57;48;43;56;54;42;39;14;21;10;18;31;55;63;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8;40;246
41;246;64;52;51;6;35;49;2;33;62;46;5;37;27;1;34;29;26;53;7;58;25;57;48;43;56;54;42;39;14;21;10;18;31;55;63;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8
64;52;51;6;35;49;2;33;62;46;5;37;27;1;34;29;26;53;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8;41;246
41;246;64;52;51;6;35;49;2;33;62;46;5;37;27;1;34;29;26;53;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8
64;52;51;6;5;49;2;33;62;46;35;37;27;1;34;29;26;53;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8;41;242
41;242;64;52;51;6;5;49;2;33;62;46;35;37;27;1;34;29;26;53;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;36;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8
64;52;51;6;5;49;2;33;62;46;35;37;27;1;34;29;26;36;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;53;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8;41;242
41;242;64;52;51;6;5;49;2;33;62;46;35;37;27;1;34;29;26;36;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;53;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8
41;52;51;6;5;49;2;33;62;46;35;37;27;1;34;29;26;36;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;64;53;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8;41;278
41;242;64;52;51;6;5;49;2;33;62;46;35;37;27;1;34;29;26;36;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;53;24;61;28;19;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8
64;52;51;6;5;49;2;33;62;46;35;37;27;1;34;19;26;36;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;53;24;61;28;29;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8;41;242
41;242;64;52;51;6;5;49;2;33;62;46;35;37;27;1;34;19;26;36;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;53;24;61;28;29;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;44;13;3;16;8
64;52;51;6;5;49;2;33;44;46;35;37;27;1;34;19;26;36;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;53;24;61;28;29;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;62;13;3;16;8;41;242
41;242;64;52;51;6;5;49;2;33;44;46;35;37;27;1;34;19;26;36;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;53;24;61;28;29;38;9;4;59;22;47;17;20;32;45;40;30;12;50;60;23;11;62;13;3;16;8
64;52;51;6;5;49;2;33;44;46;35;37;27;1;34;19;26;36;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;53;24;61;28;29;38;9;4;59;22;47;17;50;32;45;40;30;12;20;60;23;11;62;13;3;16;8;41;242
41;242;64;52;51;6;5;49;2;33;44;46;35;37;27;1;34;19;26;36;7;58;25;57;48;43;56;54;63;39;14;21;10;18;31;55;42;15;41;53;24;61;28;29;38;9;4;59;22;47;17;50;32;45;40;30;12;20;60;23;11;62;13;3;16;8
64;52;51;6;5;49;2;33;44;46;35;37;27;1;34;19;26;36;7;58;25;57;48;43;56;54;63;50;14;21;10;18;31;55;42;15;41;53;24;61;28;29;38;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;11;62;13;3;16;8;41;234
41;234;64;52;51;6;5;49;2;33;44;46;35;37;27;1;34;19;26;36;7;58;25;57;48;43;56;54;63;50;14;21;10;18;31;55;42;15;41;53;24;61;28;29;38;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;11;62;13;3;16;8
64;52;51;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;7;58;25;57;48;43;56;54;63;50;14;21;10;18;31;55;42;15;41;53;24;61;28;29;38;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;11;62;13;3;16;8;41;230
41;230;64;52;51;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;7;58;25;57;48;43;56;54;63;50;14;21;10;18;31;55;42;15;41;53;24;61;28;29;38;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;11;62;13;3;16;8
64;52;51;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;38;58;25;57;48;43;56;54;63;50;14;21;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;11;62;13;3;16;8;41;218
41;218;64;52;51;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;38;58;25;57;48;43;56;54;63;50;14;21;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;11;62;13;3;16;8
64;52;8;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;38;58;25;57;48;43;56;54;63;50;14;21;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;11;62;13;3;16;51;41;218
41;218;64;52;8;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;38;58;25;57;48;43;56;54;63;50;14;21;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;11;62;13;3;16;51
64;52;8;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;38;58;25;57;48;43;56;54;63;50;14;11;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;3;16;51;41;222
41;222;64;52;8;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;38;58;25;57;48;43;56;54;63;50;14;11;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;3;16;51
64;52;8;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;58;25;57;48;38;56;54;63;50;14;11;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;3;16;51;41;210
41;210;64;52;8;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;58;25;57;48;38;56;54;63;50;14;11;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;3;16;51
46;52;8;44;5;49;2;33;6;64;35;37;27;1;34;19;26;36;43;58;25;57;48;38;56;54;63;50;14;11;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;3;16;51;41;226
41;210;64;52;8;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;58;25;57;48;38;56;54;63;50;14;11;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;3;16;51
64;52;8;44;5;49;2;33;6;46;35;37;27;3;34;19;26;36;43;58;25;57;48;38;56;54;63;50;14;11;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;1;16;51;41;222
41;210;64;52;8;44;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;58;25;57;48;38;56;54;63;50;14;11;10;18;31;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;3;16;51
64;52;8;31;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;58;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;3;16;51;41;210
41;210;64;52;8;31;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;58;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;3;16;51
64;52;8;31;5;49;2;54;6;46;35;37;27;1;34;19;26;36;43;58;25;57;48;38;56;33;63;50;14;11;10;18;44;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;3;16;51;41;242
41;210;64;52;8;31;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;58;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;40;30;12;20;60;23;21;62;13;3;16;51
64;52;8;31;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;58;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;12;30;40;20;60;23;21;62;13;3;16;51;41;210
41;210;64;52;8;31;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;58;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;12;30;40;20;60;23;21;62;13;3;16;51
64;52;8;31;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;12;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;58;30;40;20;60;23;21;62;13;3;16;51;41;212
41;212;64;52;8;31;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;12;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;28;29;7;9;4;59;22;47;17;39;32;45;58;30;40;20;60;23;21;62;13;3;16;51
64;52;8;31;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;12;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;23;29;7;9;4;59;22;47;17;39;32;45;58;30;40;20;60;28;21;62;13;3;16;51;41;212
42;212;64;52;8;31;5;49;2;33;6;46;35;37;27;1;34;19;26;36;43;12;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;23;29;7;9;4;59;22;47;17;39;32;45;58;30;40;20;60;28;21;62;13;3;16;51
64;52;8;31;5;49;2;33;6;46;51;37;27;1;34;19;26;36;43;12;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;23;29;7;9;4;59;22;47;17;39;32;45;58;30;40;20;60;28;21;62;13;3;16;35;42;220
42;220;64;52;8;31;5;49;2;33;6;46;51;37;27;1;34;19;26;36;43;12;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;23;29;7;9;4;59;22;47;17;39;32;45;58;30;40;20;60;28;21;62;13;3;16;35
64;52;8;31;5;49;2;33;6;46;51;37;27;1;34;19;26;36;43;12;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;23;20;7;9;4;59;22;47;17;39;32;45;58;30;40;29;60;28;21;62;13;3;16;35;42;220
42;220;64;52;8;31;5;49;2;33;6;46;51;37;27;1;34;19;26;36;43;12;25;57;48;38;56;54;63;50;14;11;10;18;44;55;42;15;41;53;24;61;23;20;7;9;4;59;22;47;17;39;32;45;58;30;40;29;60;28;21;62;13;3;16;35
64;52;8;31;5;49;2;33;6;46;51;37;27;1;34;19;26;36;43;12;25;57;48;38;42;54;63;50;14;11;10;18;44;55;56;15;41;53;24;61;23;20;7;9;4;59;22;47;17;39;32;45;58;30;40;29;60;28;21;62;13;3;16;35;42;224
42;224;64;52;8;31;5;49;2;33;6;46;51;37;27;1;34;19;26;36;43;12;25;57;48;38;42;54;63;50;14;11;10;18;44;55;56;15;41;53;24;61;23;20;7;9;4;59;22;47;17;39;32;45;58;30;40;29;60;28;21;62;13;3;16;35
