"X1";"X27466";"X5";"X3";"X20";"X13";"X19";"X9";"X16";"X32";"X7";"X8";"X25";"X4";"X29";"X17";"X23";"X2";"X6";"X1.1";"X15";"X31";"X27";"X26";"X21";"X18";"X30";"X11";"X14";"X10";"X28";"X12";"X24";"X22"
62;27220;22;4;29;19;12;8;1;14;10;2;23;27;7;24;32;11;30;17;21;18;28;16;13;5;6;20;31;25;26;3;15;9
22;4;29;19;12;8;1;14;10;2;23;27;7;24;32;11;30;17;21;18;28;13;16;5;6;20;31;25;26;3;15;9;62;27420
62;27420;22;4;29;19;12;8;1;14;10;2;23;27;7;24;32;11;30;17;21;18;28;13;16;5;6;20;31;25;26;3;15;9
22;4;29;21;12;8;1;14;10;2;23;27;7;24;32;11;30;17;19;18;28;13;16;5;6;20;31;25;26;3;15;9;62;27640
62;27640;22;4;29;21;12;8;1;14;10;2;23;27;7;24;32;11;30;17;19;18;28;13;16;5;6;20;31;25;26;3;15;9
22;4;29;21;12;8;1;14;10;2;23;27;7;24;3;11;30;17;19;18;28;13;16;5;6;20;31;25;26;32;15;9;62;27674
62;27674;22;4;29;21;12;8;1;14;10;2;23;27;7;24;3;11;30;17;19;18;28;13;16;5;6;20;31;25;26;32;15;9
22;4;29;21;12;8;1;14;10;2;32;27;7;24;3;11;30;17;19;18;28;13;16;5;6;20;31;25;26;23;15;9;62;28354
62;28354;22;4;29;21;12;8;1;14;10;2;32;27;7;24;3;11;30;17;19;18;28;13;16;5;6;20;31;25;26;23;15;9
22;4;29;21;12;8;1;14;10;2;32;27;7;24;3;11;30;17;19;18;28;5;16;13;6;20;31;25;26;23;15;9;62;28234
63;28234;22;4;29;21;12;8;1;14;10;2;32;27;7;24;3;11;30;17;19;18;28;5;16;13;6;20;31;25;26;23;15;9
22;4;29;21;9;8;1;14;10;2;32;27;7;24;3;11;30;17;19;18;28;5;16;13;6;20;31;25;26;23;15;12;63;28294
63;28234;22;4;29;21;12;8;1;14;10;2;32;27;7;24;3;11;30;17;19;18;28;5;16;13;6;20;31;25;26;23;15;9
22;4;29;21;12;8;1;14;10;2;32;27;7;24;3;11;30;17;19;18;9;5;16;13;6;20;31;25;26;23;15;28;63;27916
63;27916;22;4;29;21;12;8;1;14;10;2;32;27;7;24;3;11;30;17;19;18;9;5;16;13;6;20;31;25;26;23;15;28
22;4;29;21;12;8;1;14;10;19;32;27;7;24;3;11;30;17;2;18;9;5;16;13;6;20;31;25;26;23;15;28;63;28154
63;28154;22;4;29;21;12;8;1;14;10;19;32;27;7;24;3;11;30;17;2;18;9;5;16;13;6;20;31;25;26;23;15;28
22;4;29;21;12;8;1;14;10;19;32;27;7;24;3;11;30;28;2;18;9;5;16;13;6;20;31;25;26;23;15;17;63;27534
63;27534;22;4;29;21;12;8;1;14;10;19;32;27;7;24;3;11;30;28;2;18;9;5;16;13;6;20;31;25;26;23;15;17
22;4;29;21;12;8;1;14;10;28;32;27;7;24;3;11;30;19;2;18;9;5;16;13;6;20;31;25;26;23;15;17;63;27694
63;27694;22;4;29;21;12;8;1;14;10;28;32;27;7;24;3;11;30;19;2;18;9;5;16;13;6;20;31;25;26;23;15;17
22;13;29;21;12;8;1;14;10;28;32;27;7;24;3;11;30;19;2;18;9;5;16;4;6;20;31;25;26;23;15;17;63;27894
63;27894;22;13;29;21;12;8;1;14;10;28;32;27;7;24;3;11;30;19;2;18;9;5;16;4;6;20;31;25;26;23;15;17
22;13;29;21;12;8;1;14;10;11;32;27;7;24;3;28;30;19;2;18;9;5;16;4;6;20;31;25;26;23;15;17;63;28108
63;28108;22;13;29;21;12;8;1;14;10;11;32;27;7;24;3;28;30;19;2;18;9;5;16;4;6;20;31;25;26;23;15;17
22;13;29;21;12;8;4;14;10;11;32;27;7;24;3;28;30;19;2;18;9;5;16;1;6;20;31;25;26;23;15;17;63;28248
63;28248;22;13;29;21;12;8;4;14;10;11;32;27;7;24;3;28;30;19;2;18;9;5;16;1;6;20;31;25;26;23;15;17
22;13;29;21;12;8;4;14;10;11;32;27;7;24;3;28;30;19;18;2;9;5;16;1;6;20;31;25;26;23;15;17;63;27788
63;27788;22;13;29;21;12;8;4;14;10;11;32;27;7;24;3;28;30;19;18;2;9;5;16;1;6;20;31;25;26;23;15;17
22;13;29;21;30;8;4;14;10;11;32;27;7;24;3;28;12;19;18;2;9;5;16;1;6;20;31;25;26;23;15;17;63;28130
63;28130;22;13;29;21;30;8;4;14;10;11;32;27;7;24;3;28;12;19;18;2;9;5;16;1;6;20;31;25;26;23;15;17
22;13;29;21;30;8;4;14;10;11;32;27;7;24;3;28;12;19;18;2;20;5;16;1;6;9;31;25;26;23;15;17;63;28840
63;28130;22;13;29;21;30;8;4;14;10;11;32;27;7;24;3;28;12;19;18;2;9;5;16;1;6;20;31;25;26;23;15;17
22;13;29;21;30;8;4;14;10;2;32;27;7;24;3;28;12;19;18;11;9;5;16;1;6;20;31;25;26;23;15;17;63;27950
63;27950;22;13;29;21;30;8;4;14;10;2;32;27;7;24;3;28;12;19;18;11;9;5;16;1;6;20;31;25;26;23;15;17
22;13;29;21;30;8;14;4;10;2;32;27;7;24;3;28;12;19;18;11;9;5;16;1;6;20;31;25;26;23;15;17;63;27370
63;27370;22;13;29;21;30;8;14;4;10;2;32;27;7;24;3;28;12;19;18;11;9;5;16;1;6;20;31;25;26;23;15;17
22;19;29;21;30;8;14;4;10;2;32;27;7;24;3;28;12;13;18;11;9;5;16;1;6;20;31;25;26;23;15;17;63;28190
63;27370;22;13;29;21;30;8;14;4;10;2;32;27;7;24;3;28;12;19;18;11;9;5;16;1;6;20;31;25;26;23;15;17
22;13;29;21;27;8;14;4;10;2;32;30;7;24;3;28;12;19;18;11;9;5;16;1;6;20;31;25;26;23;15;17;63;27250
63;27250;22;13;29;21;27;8;14;4;10;2;32;30;7;24;3;28;12;19;18;11;9;5;16;1;6;20;31;25;26;23;15;17
22;13;29;21;27;8;14;4;10;2;32;30;7;24;3;28;12;19;18;11;9;5;16;1;31;20;6;25;26;23;15;17;63;27410
63;27250;22;13;29;21;27;8;14;4;10;2;32;30;7;24;3;28;12;19;18;11;9;5;16;1;6;20;31;25;26;23;15;17
22;13;10;21;27;8;14;4;29;2;32;30;7;24;3;28;12;19;18;11;9;5;16;1;6;20;31;25;26;23;15;17;63;27326
63;27250;22;13;29;21;27;8;14;4;10;2;32;30;7;24;3;28;12;19;18;11;9;5;16;1;6;20;31;25;26;23;15;17
22;13;29;21;27;8;14;4;10;2;32;30;5;24;3;28;12;19;18;11;9;7;16;1;6;20;31;25;26;23;15;17;63;27450
63;27450;22;13;29;21;27;8;14;4;10;2;32;30;5;24;3;28;12;19;18;11;9;7;16;1;6;20;31;25;26;23;15;17
22;13;29;15;27;8;14;4;10;2;32;30;5;24;3;28;12;19;18;11;9;7;16;1;6;20;31;25;26;23;21;17;63;26528
63;26528;22;13;29;15;27;8;14;4;10;2;32;30;5;24;3;28;12;19;18;11;9;7;16;1;6;20;31;25;26;23;21;17
22;13;29;15;27;8;14;4;10;2;32;30;11;24;3;28;12;19;18;5;9;7;16;1;6;20;31;25;26;23;21;17;63;26008
64;26008;22;13;29;15;27;8;14;4;10;2;32;30;11;24;3;28;12;19;18;5;9;7;16;1;6;20;31;25;26;23;21;17
22;13;29;15;27;8;14;4;10;2;32;30;6;24;3;28;12;19;18;5;9;7;16;1;11;20;31;25;26;23;21;17;64;26448
64;26008;22;13;29;15;27;8;14;4;10;2;32;30;11;24;3;28;12;19;18;5;9;7;16;1;6;20;31;25;26;23;21;17
7;13;29;15;27;8;14;4;10;2;32;30;11;24;3;28;12;19;18;5;9;22;16;1;6;20;31;25;26;23;21;17;64;25982
64;25982;7;13;29;15;27;8;14;4;10;2;32;30;11;24;3;28;12;19;18;5;9;22;16;1;6;20;31;25;26;23;21;17
7;13;29;15;19;8;14;4;10;2;32;30;11;24;3;28;12;27;18;5;9;22;16;1;6;20;31;25;26;23;21;17;64;26342
64;26342;7;13;29;15;19;8;14;4;10;2;32;30;11;24;3;28;12;27;18;5;9;22;16;1;6;20;31;25;26;23;21;17
7;13;29;15;19;11;14;4;10;2;32;30;8;24;3;28;12;27;18;5;9;22;16;1;6;20;31;25;26;23;21;17;64;26542
64;26542;7;13;29;15;19;11;14;4;10;2;32;30;8;24;3;28;12;27;18;5;9;22;16;1;6;20;31;25;26;23;21;17
7;13;29;15;19;11;14;4;10;28;32;30;8;24;3;2;12;27;18;5;9;22;16;1;6;20;31;25;26;23;21;17;64;26704
64;26704;7;13;29;15;19;11;14;4;10;28;32;30;8;24;3;2;12;27;18;5;9;22;16;1;6;20;31;25;26;23;21;17
7;13;29;15;19;11;14;4;10;28;32;30;8;24;3;2;18;27;12;5;9;22;16;1;6;20;31;25;26;23;21;17;64;27508
64;26704;7;13;29;15;19;11;14;4;10;28;32;30;8;24;3;2;12;27;18;5;9;22;16;1;6;20;31;25;26;23;21;17
7;13;18;15;19;11;14;4;10;28;32;30;8;24;3;2;12;27;29;5;9;22;16;1;6;20;31;25;26;23;21;17;64;26184
64;26184;7;13;18;15;19;11;14;4;10;28;32;30;8;24;3;2;12;27;29;5;9;22;16;1;6;20;31;25;26;23;21;17
7;13;10;15;19;11;14;4;18;28;32;30;8;24;3;2;12;27;29;5;9;22;16;1;6;20;31;25;26;23;21;17;64;26368
64;26368;7;13;10;15;19;11;14;4;18;28;32;30;8;24;3;2;12;27;29;5;9;22;16;1;6;20;31;25;26;23;21;17
7;13;10;15;19;11;14;1;18;28;32;30;8;24;3;2;12;27;29;5;9;22;16;4;6;20;31;25;26;23;21;17;64;26208
64;26208;7;13;10;15;19;11;14;1;18;28;32;30;8;24;3;2;12;27;29;5;9;22;16;4;6;20;31;25;26;23;21;17
7;13;10;15;18;11;14;1;19;28;32;30;8;24;3;2;12;27;29;5;9;22;16;4;6;20;31;25;26;23;21;17;64;26208
64;26208;7;13;10;15;18;11;14;1;19;28;32;30;8;24;3;2;12;27;29;5;9;22;16;4;6;20;31;25;26;23;21;17
7;13;10;15;18;11;14;1;9;28;32;30;8;24;3;2;12;27;29;5;19;22;16;4;6;20;31;25;26;23;21;17;64;26280
64;26280;7;13;10;15;18;11;14;1;9;28;32;30;8;24;3;2;12;27;29;5;19;22;16;4;6;20;31;25;26;23;21;17
7;13;10;15;18;11;14;1;9;28;32;6;8;24;3;2;12;27;29;5;19;22;16;4;30;20;31;25;26;23;21;17;64;25624
64;25624;7;13;10;15;18;11;14;1;9;28;32;6;8;24;3;2;12;27;29;5;19;22;16;4;30;20;31;25;26;23;21;17
7;13;10;15;18;11;14;24;9;28;32;6;8;1;3;2;12;27;29;5;19;22;16;4;30;20;31;25;26;23;21;17;64;27184
64;25624;7;13;10;15;18;11;14;1;9;28;32;6;8;24;3;2;12;27;29;5;19;22;16;4;30;20;31;25;26;23;21;17
7;13;10;15;18;11;14;1;9;28;32;6;8;24;3;2;23;27;29;5;19;22;16;4;30;20;31;25;26;12;21;17;64;26208
64;26208;7;13;10;15;18;11;14;1;9;28;32;6;8;24;3;2;23;27;29;5;19;22;16;4;30;20;31;25;26;12;21;17
6;13;10;15;18;11;14;1;9;28;32;7;8;24;3;2;23;27;29;5;19;22;16;4;30;20;31;25;26;12;21;17;64;26088
64;26088;6;13;10;15;18;11;14;1;9;28;32;7;8;24;3;2;23;27;29;5;19;22;16;4;30;20;31;25;26;12;21;17
6;13;10;15;18;11;14;1;9;28;32;7;8;24;3;2;23;27;29;16;19;22;5;4;30;20;31;25;26;12;21;17;64;26428
64;26428;6;13;10;15;18;11;14;1;9;28;32;7;8;24;3;2;23;27;29;16;19;22;5;4;30;20;31;25;26;12;21;17
6;13;10;15;18;11;14;1;9;28;32;7;8;25;3;2;23;27;29;16;19;22;5;4;30;20;31;24;26;12;21;17;64;26428
64;26428;6;13;10;15;18;11;14;1;9;28;32;7;8;25;3;2;23;27;29;16;19;22;5;4;30;20;31;24;26;12;21;17
6;13;10;15;14;11;18;1;9;28;32;7;8;25;3;2;23;27;29;16;19;22;5;4;30;20;31;24;26;12;21;17;64;26788
64;26428;6;13;10;15;18;11;14;1;9;28;32;7;8;25;3;2;23;27;29;16;19;22;5;4;30;20;31;24;26;12;21;17
6;13;10;15;18;11;14;1;9;28;32;7;8;25;3;2;5;27;29;16;19;22;23;4;30;20;31;24;26;12;21;17;64;25582
64;25582;6;13;10;15;18;11;14;1;9;28;32;7;8;25;3;2;5;27;29;16;19;22;23;4;30;20;31;24;26;12;21;17
6;13;10;15;18;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;19;22;23;29;30;20;31;24;26;12;21;17;64;25182
65;25182;6;13;10;15;18;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;19;22;23;29;30;20;31;24;26;12;21;17
6;13;10;15;18;11;14;1;9;28;32;7;8;25;3;26;5;27;4;16;19;22;23;29;30;20;31;24;2;12;21;17;65;25984
65;25182;6;13;10;15;18;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;19;22;23;29;30;20;31;24;26;12;21;17
6;13;10;15;18;11;14;1;9;28;32;7;3;25;8;2;5;27;4;16;19;22;23;29;30;20;31;24;26;12;21;17;65;25462
65;25182;6;13;10;15;18;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;19;22;23;29;30;20;31;24;26;12;21;17
6;13;10;15;19;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;21;17;65;25182
65;25182;6;13;10;15;19;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;21;17
6;13;10;15;19;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;24;31;26;12;21;17;65;25622
65;25182;6;13;10;15;19;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;21;17
6;13;10;15;28;11;14;1;9;19;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;21;17;65;25502
65;25182;6;13;10;15;19;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;21;17
6;13;10;15;19;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;24;31;26;12;21;17;65;25622
65;25182;6;13;10;15;19;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;21;17
6;13;19;15;10;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;21;17;65;24798
65;24798;6;13;19;15;10;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;21;17
6;13;19;10;15;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;21;17;65;24838
65;24838;6;13;19;10;15;11;14;1;9;28;32;7;8;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;21;17
6;13;19;10;15;11;14;1;9;28;32;7;21;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;8;17;65;24862
65;24862;6;13;19;10;15;11;14;1;9;28;32;7;21;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;8;17
14;13;19;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;8;17;65;25022
65;25022;14;13;19;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;4;16;18;22;23;29;30;20;31;24;26;12;8;17
14;13;19;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;20;16;18;22;23;29;30;4;31;24;26;12;8;17;65;24470
65;24470;14;13;19;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;20;16;18;22;23;29;30;4;31;24;26;12;8;17
14;13;23;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;20;16;18;22;19;29;30;4;31;24;26;12;8;17;65;24430
65;24430;14;13;23;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;20;16;18;22;19;29;30;4;31;24;26;12;8;17
14;13;23;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;20;16;18;22;26;29;30;4;31;24;19;12;8;17;65;24350
65;24350;14;13;23;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;20;16;18;22;26;29;30;4;31;24;19;12;8;17
14;13;23;10;15;11;30;1;9;28;32;7;21;25;3;2;5;27;20;16;18;22;26;29;6;4;31;24;19;12;8;17;65;24896
65;24350;14;13;23;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;20;16;18;22;26;29;30;4;31;24;19;12;8;17
4;13;23;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;20;16;18;22;26;29;30;14;31;24;19;12;8;17;65;24110
65;24110;4;13;23;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;20;16;18;22;26;29;30;14;31;24;19;12;8;17
4;22;23;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;20;16;18;13;26;29;30;14;31;24;19;12;8;17;65;24714
65;24714;4;22;23;10;15;11;6;1;9;28;32;7;21;25;3;2;5;27;20;16;18;13;26;29;30;14;31;24;19;12;8;17
5;22;23;10;15;11;6;1;9;28;32;7;21;25;3;2;4;27;20;16;18;13;26;29;30;14;31;24;19;12;8;17;65;24794
65;24794;5;22;23;10;15;11;6;1;9;28;32;7;21;25;3;2;4;27;20;16;18;13;26;29;30;14;31;24;19;12;8;17
5;22;23;10;15;11;6;1;9;28;32;7;21;25;3;2;4;27;20;16;18;13;26;29;30;19;31;24;14;12;8;17;65;25364
65;25364;5;22;23;10;15;11;6;1;9;28;32;7;21;25;3;2;4;27;20;16;18;13;26;29;30;19;31;24;14;12;8;17
5;22;23;10;15;11;6;1;9;28;32;7;21;25;3;2;4;27;20;16;18;13;26;29;30;19;12;24;14;31;8;17;65;25364
65;25364;5;22;23;10;15;11;6;1;9;28;32;7;21;25;3;2;4;27;20;16;18;13;26;29;30;19;12;24;14;31;8;17
5;22;23;10;15;11;6;1;9;28;32;26;21;25;3;2;4;27;20;16;18;13;7;29;30;19;12;24;14;31;8;17;65;25570
66;25570;5;22;23;10;15;11;6;1;9;28;32;26;21;25;3;2;4;27;20;16;18;13;7;29;30;19;12;24;14;31;8;17
5;22;23;10;31;11;6;1;9;28;32;26;21;25;3;2;4;27;20;16;18;13;7;29;30;19;12;24;14;15;8;17;66;26260
66;26260;5;22;23;10;31;11;6;1;9;28;32;26;21;25;3;2;4;27;20;16;18;13;7;29;30;19;12;24;14;15;8;17
5;22;23;10;31;11;6;1;9;28;32;26;21;25;3;2;4;12;20;16;18;13;7;29;30;19;27;24;14;15;8;17;66;26710
66;26260;5;22;23;10;31;11;6;1;9;28;32;26;21;25;3;2;4;27;20;16;18;13;7;29;30;19;12;24;14;15;8;17
5;22;23;10;31;11;27;1;9;28;32;26;21;25;3;2;4;6;20;16;18;13;7;29;30;19;12;24;14;15;8;17;66;26712
66;26712;5;22;23;10;31;11;27;1;9;28;32;26;21;25;3;2;4;6;20;16;18;13;7;29;30;19;12;24;14;15;8;17
5;22;23;10;31;11;27;1;9;28;32;26;18;25;3;2;4;6;20;16;21;13;7;29;30;19;12;24;14;15;8;17;66;26752
66;26752;5;22;23;10;31;11;27;1;9;28;32;26;18;25;3;2;4;6;20;16;21;13;7;29;30;19;12;24;14;15;8;17
5;22;23;10;31;11;27;1;9;28;32;26;18;25;3;2;4;6;20;16;21;30;7;29;13;19;12;24;14;15;8;17;66;26630
66;26630;5;22;23;10;31;11;27;1;9;28;32;26;18;25;3;2;4;6;20;16;21;30;7;29;13;19;12;24;14;15;8;17
5;22;23;10;31;21;27;1;9;28;32;26;18;25;3;2;4;6;20;16;11;30;7;29;13;19;12;24;14;15;8;17;66;26578
66;26578;5;22;23;10;31;21;27;1;9;28;32;26;18;25;3;2;4;6;20;16;11;30;7;29;13;19;12;24;14;15;8;17
5;22;23;10;31;21;27;1;9;28;32;26;14;25;3;2;4;6;20;16;11;30;7;29;13;19;12;24;18;15;8;17;66;27104
66;27104;5;22;23;10;31;21;27;1;9;28;32;26;14;25;3;2;4;6;20;16;11;30;7;29;13;19;12;24;18;15;8;17
4;22;23;10;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;16;11;30;7;29;13;19;12;24;18;15;8;17;66;26864
66;26864;4;22;23;10;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;16;11;30;7;29;13;19;12;24;18;15;8;17
4;22;23;10;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;16;30;7;29;13;19;12;24;18;15;8;17;66;26664
66;26664;4;22;23;10;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;16;30;7;29;13;19;12;24;18;15;8;17
4;22;10;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;16;30;7;29;13;19;12;24;18;15;8;17;66;26636
66;26636;4;22;10;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;16;30;7;29;13;19;12;24;18;15;8;17
4;22;10;23;31;21;27;1;9;28;32;26;14;19;3;2;5;6;20;11;16;30;7;29;13;25;12;24;18;15;8;17;66;26876
66;26636;4;22;10;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;16;30;7;29;13;19;12;24;18;15;8;17
4;22;18;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;16;30;7;29;13;19;12;24;10;15;8;17;66;25896
66;25896;4;22;18;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;16;30;7;29;13;19;12;24;10;15;8;17
4;15;18;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;16;30;7;29;13;19;12;24;10;22;8;17;66;26282
66;25896;4;22;18;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;16;30;7;29;13;19;12;24;10;15;8;17
4;22;24;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;16;30;7;29;13;19;12;18;10;15;8;17;66;26196
66;25896;4;22;18;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;16;30;7;29;13;19;12;24;10;15;8;17
4;22;18;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;13;30;7;29;16;19;12;24;10;15;8;17;66;25996
66;25996;4;22;18;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;13;30;7;29;16;19;12;24;10;15;8;17
4;22;18;23;31;21;27;1;9;28;32;26;14;25;3;2;19;6;20;11;13;30;7;29;16;5;12;24;10;15;8;17;66;26052
66;25996;4;22;18;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;13;30;7;29;16;19;12;24;10;15;8;17
4;22;18;23;31;11;27;1;9;28;32;26;14;25;3;2;5;6;20;21;13;30;7;29;16;19;12;24;10;15;8;17;66;26430
66;25996;4;22;18;23;31;21;27;1;9;28;32;26;14;25;3;2;5;6;20;11;13;30;7;29;16;19;12;24;10;15;8;17
4;22;18;23;31;21;27;1;9;32;28;26;14;25;3;2;5;6;20;11;13;30;7;29;16;19;12;24;10;15;8;17;66;25816
66;25816;4;22;18;23;31;21;27;1;9;32;28;26;14;25;3;2;5;6;20;11;13;30;7;29;16;19;12;24;10;15;8;17
4;22;23;18;31;21;27;1;9;32;28;26;14;25;3;2;5;6;20;11;13;30;7;29;16;19;12;24;10;15;8;17;66;25896
66;25896;4;22;23;18;31;21;27;1;9;32;28;26;14;25;3;2;5;6;20;11;13;30;7;29;16;19;12;24;10;15;8;17
4;22;23;18;31;21;27;11;9;32;28;26;14;25;3;2;5;6;20;1;13;30;7;29;16;19;12;24;10;15;8;17;66;26096
67;25896;4;22;23;18;31;21;27;1;9;32;28;26;14;25;3;2;5;6;20;11;13;30;7;29;16;19;12;24;10;15;8;17
4;22;23;18;31;21;27;1;9;32;28;26;14;25;3;2;5;6;20;11;13;30;7;24;16;19;12;29;10;15;8;17;67;25736
67;25736;4;22;23;18;31;21;27;1;9;32;28;26;14;25;3;2;5;6;20;11;13;30;7;24;16;19;12;29;10;15;8;17
4;22;23;18;31;21;27;1;9;32;28;26;14;25;3;2;5;6;20;24;13;30;7;11;16;19;12;29;10;15;8;17;67;25924
67;25736;4;22;23;18;31;21;27;1;9;32;28;26;14;25;3;2;5;6;20;11;13;30;7;24;16;19;12;29;10;15;8;17
4;22;23;18;31;21;20;1;9;32;28;26;14;25;3;2;5;6;27;11;13;30;7;24;16;19;12;29;10;15;8;17;67;26676
67;25736;4;22;23;18;31;21;27;1;9;32;28;26;14;25;3;2;5;6;20;11;13;30;7;24;16;19;12;29;10;15;8;17
4;22;23;18;31;21;27;1;20;32;28;26;14;25;3;2;5;6;9;11;13;30;7;24;16;19;12;29;10;15;8;17;67;26106
67;26106;4;22;23;18;31;21;27;1;20;32;28;26;14;25;3;2;5;6;9;11;13;30;7;24;16;19;12;29;10;15;8;17
4;22;23;18;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;30;7;24;16;19;12;29;10;1;8;17;67;25786
67;25786;4;22;23;18;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;30;7;24;16;19;12;29;10;1;8;17
30;22;23;18;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;4;7;24;16;19;12;29;10;1;8;17;67;26068
67;26068;30;22;23;18;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;4;7;24;16;19;12;29;10;1;8;17
30;22;23;18;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;10;1;8;17;67;25688
67;25688;30;22;23;18;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;10;1;8;17
30;22;23;10;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;18;1;8;17;67;26360
67;25688;30;22;23;18;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;10;1;8;17
30;22;23;18;31;21;27;15;20;32;28;26;14;25;8;2;5;6;9;11;13;16;7;24;4;19;12;29;10;1;3;17;67;25928
67;25688;30;22;23;18;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;10;1;8;17
30;22;23;18;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;4;7;24;16;19;12;29;10;1;8;17;67;26068
67;25688;30;22;23;18;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;10;1;8;17
30;22;23;18;31;10;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;21;1;8;17;67;26092
67;25688;30;22;23;18;31;21;27;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;10;1;8;17
30;27;23;18;31;21;22;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;10;1;8;17;67;26048
67;26048;30;27;23;18;31;21;22;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;10;1;8;17
30;1;23;18;31;21;22;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;10;27;8;17;67;26854
67;26854;30;1;23;18;31;21;22;15;20;32;28;26;14;25;3;2;5;6;9;11;13;16;7;24;4;19;12;29;10;27;8;17
30;1;23;18;31;21;22;15;20;32;28;26;14;5;3;2;25;6;9;11;13;16;7;24;4;19;12;29;10;27;8;17;67;26330
67;26330;30;1;23;18;31;21;22;15;20;32;28;26;14;5;3;2;25;6;9;11;13;16;7;24;4;19;12;29;10;27;8;17
30;1;32;18;31;21;22;15;20;23;28;26;14;5;3;2;25;6;9;11;13;16;7;24;4;19;12;29;10;27;8;17;67;27090
