"X1";"X262";"X40";"X18";"X5";"X17";"X16";"X24";"X55";"X19";"X53";"X23";"X38";"X37";"X47";"X63";"X45";"X35";"X22";"X61";"X4";"X8";"X30";"X41";"X10";"X20";"X7";"X31";"X50";"X60";"X42";"X39";"X46";"X27";"X43";"X32";"X9";"X14";"X1.1";"X44";"X57";"X64";"X13";"X56";"X6";"X49";"X62";"X29";"X2";"X48";"X25";"X52";"X3";"X59";"X58";"X33";"X12";"X26";"X28";"X54";"X51";"X21";"X15";"X34";"X36";"X11"
34;266;57;6;52;40;51;25;64;19;11;63;3;60;18;43;41;28;56;5;50;53;16;49;4;23;61;42;38;29;47;59;54;45;26;55;2;13;39;1;9;34;37;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;36;17;10;30;62;58;7
57;6;52;40;51;25;64;19;11;63;3;60;18;43;41;28;56;5;50;53;16;49;4;23;61;42;38;29;47;59;54;45;34;55;2;13;39;1;9;26;37;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;36;17;10;30;62;58;7;34;264
34;264;57;6;52;40;51;25;64;19;11;63;3;60;18;43;41;28;56;5;50;53;16;49;4;23;61;42;38;29;47;59;54;45;34;55;2;13;39;1;9;26;37;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;36;17;10;30;62;58;7
57;6;52;40;51;25;64;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;4;23;61;42;38;29;47;59;54;45;34;55;2;13;39;1;9;26;37;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;36;17;10;30;62;58;7;34;268
34;268;57;6;52;40;51;25;64;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;4;23;61;42;38;29;47;59;54;45;34;55;2;13;39;1;9;26;37;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;36;17;10;30;62;58;7
61;6;52;40;51;25;64;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;4;23;57;42;38;29;47;59;54;45;34;55;2;13;39;1;9;26;37;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;36;17;10;30;62;58;7;34;268
34;268;61;6;52;40;51;25;64;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;4;23;57;42;38;29;47;59;54;45;34;55;2;13;39;1;9;26;37;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;36;17;10;30;62;58;7
61;6;52;40;51;25;2;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;4;23;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;37;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;36;17;10;30;62;58;7;34;274
34;274;61;6;52;40;51;25;2;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;4;23;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;37;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;36;17;10;30;62;58;7
61;6;36;40;51;25;2;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;4;23;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;37;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;52;17;10;30;62;58;7;34;276
34;276;61;6;36;40;51;25;2;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;4;23;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;37;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;52;17;10;30;62;58;7
61;6;36;40;51;25;2;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;37;23;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;4;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;52;17;10;30;62;58;7;34;276
34;276;61;6;36;40;51;25;2;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;37;23;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;4;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;52;17;10;30;62;58;7
61;6;36;40;51;25;2;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;37;7;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;4;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;52;17;10;30;62;58;23;34;276
34;276;61;6;36;40;51;25;2;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;37;7;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;4;24;31;21;20;15;44;12;48;32;14;27;22;8;33;46;35;52;17;10;30;62;58;23
61;6;36;40;51;25;2;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;37;7;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;4;24;31;21;20;15;44;12;48;32;14;27;30;8;33;46;35;52;17;10;22;62;58;23;34;276
34;276;61;6;36;40;51;25;2;19;11;63;60;3;18;43;41;28;56;5;50;53;16;49;37;7;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;4;24;31;21;20;15;44;12;48;32;14;27;30;8;33;46;35;52;17;10;22;62;58;23
61;6;36;40;51;25;2;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;4;24;31;21;20;15;44;12;28;32;14;27;30;8;33;46;35;52;17;10;22;62;58;23;34;276
34;276;61;6;36;40;51;25;2;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;57;42;38;29;47;59;54;45;34;55;64;13;39;1;9;26;4;24;31;21;20;15;44;12;28;32;14;27;30;8;33;46;35;52;17;10;22;62;58;23
61;6;36;40;51;29;2;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;57;42;38;25;47;59;54;45;34;55;64;13;39;1;9;26;4;24;31;21;20;15;44;12;28;32;14;27;30;8;33;46;35;52;17;10;22;62;58;23;34;276
34;276;61;6;36;40;51;29;2;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;57;42;38;25;47;59;54;45;34;55;64;13;39;1;9;26;4;24;31;21;20;15;44;12;28;32;14;27;30;8;33;46;35;52;17;10;22;62;58;23
61;6;36;40;51;29;2;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;26;42;38;25;47;59;54;45;34;55;64;13;39;1;9;57;4;24;31;21;20;15;44;12;28;32;14;27;30;8;33;46;35;52;17;10;22;62;58;23;34;276
34;276;61;6;36;40;51;29;2;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;26;42;38;25;47;59;54;45;34;55;64;13;39;1;9;57;4;24;31;21;20;15;44;12;28;32;14;27;30;8;33;46;35;52;17;10;22;62;58;23
61;6;36;33;51;29;2;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;26;42;38;25;47;59;54;45;34;55;64;13;39;1;9;57;4;24;31;21;20;15;44;12;28;32;14;27;30;8;40;46;35;52;17;10;22;62;58;23;34;276
34;276;61;6;36;33;51;29;2;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;26;42;38;25;47;59;54;45;34;55;64;13;39;1;9;57;4;24;31;21;20;15;44;12;28;32;14;27;30;8;40;46;35;52;17;10;22;62;58;23
61;6;36;33;51;29;47;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;34;55;64;13;39;1;9;57;4;24;31;21;20;15;44;12;28;32;14;27;30;8;40;46;35;52;17;10;22;62;58;23;34;276
35;276;61;6;36;33;51;29;47;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;34;55;64;13;39;1;9;57;4;24;31;21;20;15;44;12;28;32;14;27;30;8;40;46;35;52;17;10;22;62;58;23
61;6;36;33;14;29;47;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;34;55;64;13;39;1;9;57;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;10;22;62;58;23;35;276
35;276;61;6;36;33;14;29;47;19;11;63;60;3;18;43;41;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;34;55;64;13;39;1;9;57;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;10;22;62;58;23
61;6;36;33;14;29;47;19;11;63;60;3;18;43;57;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;34;55;64;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;10;22;62;58;23;35;270
35;270;61;6;36;33;14;29;47;19;11;63;60;3;18;43;57;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;34;55;64;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;10;22;62;58;23
61;6;36;33;14;29;47;19;11;63;60;3;18;43;57;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;10;22;62;58;23;35;270
35;270;61;6;36;33;14;29;47;19;11;63;60;3;18;43;57;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;10;22;62;58;23
61;6;36;33;14;29;47;19;11;63;60;3;10;43;57;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;18;22;62;58;23;35;270
35;270;61;6;36;33;14;29;47;19;11;63;60;3;10;43;57;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;18;22;62;58;23
61;6;36;33;14;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;18;22;47;58;23;35;270
35;270;61;6;36;33;14;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;16;49;37;7;26;42;38;25;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;18;22;47;58;23
61;6;36;33;14;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;25;49;37;7;26;42;38;16;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;18;22;47;58;23;35;274
35;274;61;6;36;33;14;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;25;49;37;7;26;42;38;16;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;18;22;47;58;23
61;7;36;33;14;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;18;22;47;58;23;35;274
35;274;61;7;36;33;14;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;18;22;47;58;23
61;7;36;33;14;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;32;16;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;38;51;27;30;8;40;46;35;52;17;18;22;47;58;23;35;278
35;274;61;7;36;33;14;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;52;17;18;22;47;58;23
61;7;36;33;14;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23;35;274
35;274;61;7;36;33;14;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;64;55;34;13;39;1;9;41;4;24;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23
61;7;36;33;24;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;64;55;34;13;39;1;9;41;4;14;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23;35;274
35;274;61;7;36;33;24;29;62;19;11;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;64;55;34;13;39;1;9;41;4;14;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23
61;7;36;33;24;29;62;19;64;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;55;34;13;39;1;9;41;4;14;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23;35;274
35;274;61;7;36;33;24;29;62;19;64;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;55;34;13;39;1;9;41;4;14;31;21;20;15;44;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23
61;7;36;33;24;29;62;19;64;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;44;34;13;39;1;9;41;4;14;31;21;20;15;55;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23;35;274
35;274;61;7;36;33;24;29;62;19;64;63;60;3;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;44;34;13;39;1;9;41;4;14;31;21;20;15;55;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23
3;7;36;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;44;34;13;39;1;9;41;4;14;31;21;20;15;55;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23;35;274
35;274;3;7;36;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;44;34;13;39;1;9;41;4;14;31;21;20;15;55;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23
3;7;36;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;44;34;13;39;1;9;31;4;14;41;21;20;15;55;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23;35;274
35;274;3;7;36;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;44;34;13;39;1;9;31;4;14;41;21;20;15;55;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23
3;7;20;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;44;34;13;39;1;9;31;4;14;41;21;36;15;55;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23;35;274
35;274;3;7;20;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;44;34;13;39;1;9;31;4;14;41;21;36;15;55;12;28;32;51;27;30;8;40;46;35;22;17;18;52;47;58;23
3;7;20;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;44;34;13;39;1;9;31;4;14;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;18;46;47;58;23;35;274
35;274;3;7;20;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;11;44;34;13;39;1;9;31;4;14;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;18;46;47;58;23
3;7;20;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;18;44;34;13;39;1;9;31;4;14;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;11;46;47;58;23;35;270
35;270;3;7;20;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;18;44;34;13;39;1;9;31;4;14;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;11;46;47;58;23
3;7;20;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;18;44;34;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;14;46;47;58;23;35;270
35;270;3;7;20;33;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;18;44;34;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;14;46;47;58;23
3;33;20;7;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;18;44;34;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;14;46;47;58;23;35;270
35;270;3;33;20;7;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;18;44;34;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;14;46;47;58;23
3;33;20;7;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;18;44;47;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;14;46;34;58;23;35;278
36;278;3;33;20;7;24;29;62;19;64;63;60;61;10;43;57;48;56;5;50;53;25;49;37;6;26;42;38;16;2;59;54;45;18;44;47;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;14;46;34;58;23
3;33;20;7;24;29;62;19;64;63;60;61;10;43;57;48;56;34;50;53;25;49;37;6;26;42;38;16;2;59;54;45;18;44;47;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;14;46;5;58;23;36;278
36;278;3;33;20;7;24;29;62;19;64;63;60;61;10;43;57;48;56;34;50;53;25;49;37;6;26;42;38;16;2;59;54;45;18;44;47;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;8;40;52;35;22;17;14;46;5;58;23
3;33;20;7;24;29;62;19;64;63;60;61;10;43;57;48;56;34;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;16;40;52;35;22;17;14;46;5;58;23;36;282
36;282;3;33;20;7;24;29;62;19;64;63;60;61;10;43;57;48;56;34;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;16;40;52;35;22;17;14;46;5;58;23
3;33;20;7;35;29;62;19;64;63;60;61;10;43;57;48;56;34;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;16;40;52;24;22;17;14;46;5;58;23;36;282
36;282;3;33;20;7;35;29;62;19;64;63;60;61;10;43;57;48;56;34;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;27;30;16;40;52;24;22;17;14;46;5;58;23
3;33;20;7;35;29;62;19;64;63;27;61;10;43;57;48;56;34;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;60;30;16;40;52;24;22;17;14;46;5;58;23;36;274
36;274;3;33;20;7;35;29;62;19;64;63;27;61;10;43;57;48;56;34;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;41;21;36;15;55;12;28;32;51;60;30;16;40;52;24;22;17;14;46;5;58;23
3;33;20;7;35;29;62;19;64;63;27;61;10;43;57;48;56;41;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;34;21;36;15;55;12;28;32;51;60;30;16;40;52;24;22;17;14;46;5;58;23;36;274
36;274;3;33;20;7;35;29;62;19;64;63;27;61;10;43;57;48;56;41;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;34;21;36;15;55;12;28;32;51;60;30;16;40;52;24;22;17;14;46;5;58;23
3;33;20;7;35;29;62;19;64;63;27;61;10;43;57;48;56;51;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;58;23;36;274
36;274;3;33;20;7;35;29;62;19;64;63;27;61;10;43;57;48;56;51;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;58;23
58;33;20;7;35;29;62;19;64;63;27;61;10;43;57;48;56;51;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23;36;274
36;274;58;33;20;7;35;29;62;19;64;63;27;61;10;43;57;48;56;51;50;53;25;49;37;6;26;42;38;8;2;59;54;45;18;44;47;13;39;1;9;31;4;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23
58;33;20;7;35;29;62;19;64;63;27;61;10;43;57;48;56;51;50;53;25;49;37;6;26;42;38;8;4;59;54;45;18;44;47;13;39;1;9;31;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23;36;274
36;274;58;33;20;7;35;29;62;19;64;63;27;61;10;43;57;48;56;51;50;53;25;49;37;6;26;42;38;8;4;59;54;45;18;44;47;13;39;1;9;31;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23
58;33;20;7;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;8;4;59;54;45;18;44;47;13;39;1;9;31;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23;36;294
36;294;58;33;20;7;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;8;4;59;54;45;18;44;47;13;39;1;9;31;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23
58;54;20;7;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;8;4;59;33;45;18;44;47;13;39;1;9;31;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23;36;294
36;294;58;54;20;7;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;8;4;59;33;45;18;44;47;13;39;1;9;31;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23
58;54;20;7;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;8;4;59;9;45;18;44;47;13;39;1;33;31;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23;36;282
36;282;58;54;20;7;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;8;4;59;9;45;18;44;47;13;39;1;33;31;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23
58;54;20;7;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;39;1;33;31;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23;36;282
36;282;58;54;20;7;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;39;1;33;31;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23
58;54;20;7;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;2;1;33;31;39;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23;36;290
36;282;58;54;20;7;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;39;1;33;31;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23
58;54;20;31;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;39;1;33;7;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23;36;278
36;278;58;54;20;31;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;25;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;39;1;33;7;2;11;34;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23
58;54;20;31;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;34;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;39;1;33;7;2;11;25;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23;36;278
36;278;58;54;20;31;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;34;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;39;1;33;7;2;11;25;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23
11;54;20;31;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;34;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;39;1;33;7;2;58;25;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23;36;278
36;278;11;54;20;31;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;34;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;39;1;33;7;2;58;25;21;36;15;55;12;28;32;41;60;30;16;40;52;24;22;17;14;46;5;3;23
11;54;20;31;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;34;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;39;1;33;7;2;58;25;21;36;15;55;12;28;32;41;60;30;16;40;52;14;22;17;24;46;5;3;23;36;278
36;278;11;54;20;31;35;29;62;19;64;63;27;61;10;6;57;48;56;51;50;53;34;49;37;43;26;42;38;4;8;59;9;45;18;44;47;13;39;1;33;7;2;58;25;21;36;15;55;12;28;32;41;60;30;16;40;52;14;22;17;24;46;5;3;23
11;54;20;31;35;13;62;19;64;63;27;61;10;6;57;48;56;51;50;53;34;49;37;43;26;42;38;4;8;59;9;45;18;44;47;29;39;1;33;7;2;58;25;21;36;15;55;12;28;32;41;60;30;16;40;52;14;22;17;24;46;5;3;23;36;286
36;286;11;54;20;31;35;13;62;19;64;63;27;61;10;6;57;48;56;51;50;53;34;49;37;43;26;42;38;4;8;59;9;45;18;44;47;29;39;1;33;7;2;58;25;21;36;15;55;12;28;32;41;60;30;16;40;52;14;22;17;24;46;5;3;23
11;54;20;31;35;13;62;19;64;63;27;61;10;6;57;48;56;51;50;53;34;49;37;43;26;42;38;4;8;59;9;45;18;44;47;29;39;1;33;7;2;58;25;21;36;15;40;12;28;32;41;60;30;16;55;52;14;22;17;24;46;5;3;23;36;286
