"X1";"X280";"X13";"X33";"X49";"X64";"X46";"X21";"X43";"X14";"X22";"X52";"X58";"X30";"X36";"X15";"X39";"X10";"X35";"X50";"X12";"X47";"X51";"X7";"X9";"X44";"X24";"X27";"X3";"X41";"X25";"X6";"X8";"X11";"X31";"X60";"X28";"X48";"X29";"X32";"X5";"X45";"X42";"X62";"X1.1";"X16";"X40";"X37";"X59";"X63";"X26";"X56";"X57";"X34";"X19";"X23";"X2";"X54";"X18";"X4";"X55";"X17";"X61";"X38";"X20";"X53"
39;280;26;34;15;30;49;44;31;42;56;61;18;47;17;12;41;3;36;59;53;21;62;16;2;60;28;14;40;55;48;43;25;20;46;38;1;9;63;64;7;11;50;57;58;22;24;19;8;13;54;35;5;32;52;6;39;33;51;45;10;23;37;4;29;27
26;34;15;30;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;16;2;60;28;14;40;55;48;43;25;20;46;38;1;9;63;64;7;11;50;57;58;22;24;19;8;13;54;35;5;32;52;6;39;33;51;45;10;23;37;4;29;27;39;284
39;284;26;34;15;30;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;16;2;60;28;14;40;55;48;43;25;20;46;38;1;9;63;64;7;11;50;57;58;22;24;19;8;13;54;35;5;32;52;6;39;33;51;45;10;23;37;4;29;27
26;34;15;30;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;60;28;14;40;55;48;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;19;8;13;54;35;5;32;52;6;39;33;51;45;10;23;37;4;29;27;39;284
39;284;26;34;15;30;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;60;28;14;40;55;48;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;19;8;13;54;35;5;32;52;6;39;33;51;45;10;23;37;4;29;27
26;34;15;10;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;60;28;14;40;55;48;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;19;8;13;54;35;5;32;52;6;39;33;51;45;30;23;37;4;29;27;39;292
39;292;26;34;15;10;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;60;28;14;40;55;48;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;19;8;13;54;35;5;32;52;6;39;33;51;45;30;23;37;4;29;27
26;34;15;10;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;30;28;14;40;55;48;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;19;8;13;54;35;5;32;52;6;39;33;51;45;60;23;37;4;29;27;39;292
39;292;26;34;15;10;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;30;28;14;40;55;48;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;19;8;13;54;35;5;32;52;6;39;33;51;45;60;23;37;4;29;27
26;34;15;10;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;30;28;14;40;55;19;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;54;35;5;32;52;6;39;33;51;45;60;23;37;4;29;27;39;288
39;288;26;34;15;10;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;30;28;14;40;55;19;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;54;35;5;32;52;6;39;33;51;45;60;23;37;4;29;27
26;45;15;10;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;30;28;14;40;55;19;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;54;35;5;32;52;6;39;33;51;34;60;23;37;4;29;27;39;288
39;288;26;45;15;10;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;30;28;14;40;55;19;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;54;35;5;32;52;6;39;33;51;34;60;23;37;4;29;27
26;45;15;10;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;30;28;14;40;55;19;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;37;35;5;32;52;6;39;33;51;34;60;23;54;4;29;27;39;288
39;288;26;45;15;10;49;44;31;42;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;30;28;14;40;55;19;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;37;35;5;32;52;6;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;44;42;31;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;30;28;14;40;55;19;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;37;35;5;32;52;6;39;33;51;34;60;23;54;4;29;27;39;296
39;296;26;45;15;10;49;44;42;31;56;61;18;47;17;3;41;12;36;59;53;21;62;25;2;30;28;14;40;55;19;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;37;35;5;32;52;6;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;44;42;31;56;61;53;47;17;3;41;12;36;59;18;21;62;25;2;30;28;14;40;55;19;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;37;35;5;32;52;6;39;33;51;34;60;23;54;4;29;27;39;296
39;296;26;45;15;10;49;44;42;31;56;61;53;47;17;3;41;12;36;59;18;21;62;25;2;30;28;14;40;55;19;43;16;20;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;37;35;5;32;52;6;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;62;25;2;30;28;14;40;55;19;43;16;31;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;37;35;5;32;52;6;39;33;51;34;60;23;54;4;29;27;39;294
39;294;26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;62;25;2;30;28;14;40;55;19;43;16;31;46;38;1;9;63;64;7;11;50;57;58;22;24;48;8;13;37;35;5;32;52;6;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;62;25;2;30;28;14;40;22;19;43;16;31;46;38;1;9;63;64;7;11;50;57;58;55;24;48;8;13;37;35;5;32;52;6;39;33;51;34;60;23;54;4;29;27;39;290
40;290;26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;62;25;2;30;28;14;40;22;19;43;16;31;46;38;1;9;63;64;7;11;50;57;58;55;24;48;8;13;37;35;5;32;52;6;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;62;25;2;30;28;14;40;22;6;43;16;31;46;38;1;9;63;64;7;11;50;57;58;55;24;48;8;13;37;35;5;32;52;19;39;33;51;34;60;23;54;4;29;27;40;290
40;290;26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;62;25;2;30;28;14;40;22;6;43;16;31;46;38;1;9;63;64;7;11;50;57;58;55;24;48;8;13;37;35;5;32;52;19;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;62;25;2;30;28;14;40;22;6;43;16;31;46;38;1;9;63;64;7;58;50;57;11;55;24;48;8;13;37;35;5;32;52;19;39;33;51;34;60;23;54;4;29;27;40;290
40;290;26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;62;25;2;30;28;14;40;22;6;43;16;31;46;38;1;9;63;64;7;58;50;57;11;55;24;48;8;13;37;35;5;32;52;19;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;19;25;2;30;28;14;40;22;6;43;16;31;46;38;1;9;63;64;7;58;50;57;11;55;24;48;8;13;37;35;5;32;52;62;39;33;51;34;60;23;54;4;29;27;40;290
40;290;26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;19;25;2;30;28;14;40;22;6;43;16;31;46;38;1;9;63;64;7;58;50;57;11;55;24;48;8;13;37;35;5;32;52;62;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;19;25;2;30;28;14;40;22;6;43;16;31;46;38;1;9;63;64;7;58;50;35;11;55;24;48;8;13;37;57;5;32;52;62;39;33;51;34;60;23;54;4;29;27;40;290
40;290;26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;19;25;2;30;28;14;40;22;6;43;16;31;46;38;1;9;63;64;7;58;50;35;11;55;24;48;8;13;37;57;5;32;52;62;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;19;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;8;13;37;57;5;32;52;62;39;33;51;34;60;23;54;4;29;27;40;290
40;290;26;45;15;10;49;44;42;20;56;61;53;47;17;3;41;12;36;59;18;21;19;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;8;13;37;57;5;32;52;62;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;37;42;20;56;61;53;47;17;3;41;12;36;59;18;21;19;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;8;13;44;57;5;32;52;62;39;33;51;34;60;23;54;4;29;27;40;286
40;286;26;45;15;10;49;37;42;20;56;61;53;47;17;3;41;12;36;59;18;21;19;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;8;13;44;57;5;32;52;62;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;37;42;20;56;61;53;47;17;3;41;12;36;19;18;21;59;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;8;13;44;57;5;32;52;62;39;33;51;34;60;23;54;4;29;27;40;286
40;286;26;45;15;10;49;37;42;20;56;61;53;47;17;3;41;12;36;19;18;21;59;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;8;13;44;57;5;32;52;62;39;33;51;34;60;23;54;4;29;27
26;45;15;10;49;37;42;20;56;61;53;47;17;3;29;12;36;19;18;21;59;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;8;13;44;57;5;32;52;62;39;33;51;34;60;23;54;4;41;27;40;288
40;288;26;45;15;10;49;37;42;20;56;61;53;47;17;3;29;12;36;19;18;21;59;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;8;13;44;57;5;32;52;62;39;33;51;34;60;23;54;4;41;27
26;45;15;10;49;37;42;20;56;61;53;47;17;3;29;12;36;19;18;21;59;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;60;13;44;57;5;32;52;62;39;33;51;34;8;23;54;4;41;27;40;288
40;288;26;45;15;10;49;37;42;20;56;61;53;47;17;3;29;12;36;19;18;21;59;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;60;13;44;57;5;32;52;62;39;33;51;34;8;23;54;4;41;27
51;45;15;10;49;37;42;20;56;61;53;47;17;3;29;12;36;19;18;21;59;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;60;13;44;57;5;32;52;62;39;33;26;34;8;23;54;4;41;27;40;288
40;288;51;45;15;10;49;37;42;20;56;61;53;47;17;3;29;12;36;19;18;21;59;25;2;30;28;50;40;22;6;43;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;60;13;44;57;5;32;52;62;39;33;26;34;8;23;54;4;41;27
51;45;15;10;49;37;42;20;56;61;53;47;17;3;29;12;36;19;18;21;59;25;2;30;28;50;40;22;6;39;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27;40;284
40;284;51;45;15;10;49;37;42;20;56;61;53;47;17;3;29;12;36;19;18;21;59;25;2;30;28;50;40;22;6;39;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27
51;45;30;10;49;37;42;20;56;61;53;47;17;3;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27;40;290
40;290;51;45;30;10;49;37;42;20;56;61;53;47;17;3;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;16;31;46;38;1;9;63;64;7;58;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27
51;45;30;10;49;37;42;20;56;61;53;47;58;3;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;16;31;46;38;1;9;63;64;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27;40;290
40;290;51;45;30;10;49;37;42;20;56;61;53;47;58;3;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;16;31;46;38;1;9;63;64;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27
51;45;30;10;49;1;42;20;56;61;53;47;58;3;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;16;31;46;38;37;9;63;64;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27;40;294
40;294;51;45;30;10;49;1;42;20;56;61;53;47;58;3;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;16;31;46;38;37;9;63;64;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27
51;45;30;10;49;1;42;20;47;61;53;56;58;3;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;16;31;46;38;37;9;63;64;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27;40;294
40;294;51;45;30;10;49;1;42;20;47;61;53;56;58;3;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;16;31;46;38;37;9;63;64;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27
51;45;30;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;3;31;46;38;37;9;63;64;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27;40;298
40;298;51;45;30;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;3;31;46;38;37;9;63;64;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;26;34;8;23;54;4;41;27
51;45;30;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;3;31;46;38;37;9;63;26;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;64;34;8;23;54;4;41;27;40;298
40;298;51;45;30;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;28;50;40;22;6;39;3;31;46;38;37;9;63;26;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;64;34;8;23;54;4;41;27
51;45;28;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;30;50;40;22;6;39;3;31;46;38;37;9;63;26;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;64;34;8;23;54;4;41;27;40;298
40;298;51;45;28;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;30;50;40;22;6;39;3;31;46;38;37;9;63;26;7;17;14;35;11;55;24;48;60;13;44;57;5;32;52;62;43;33;64;34;8;23;54;4;41;27
51;45;28;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;30;50;40;22;6;39;3;31;46;35;37;9;63;26;7;17;14;38;11;55;24;48;60;13;44;57;5;32;52;62;43;33;64;34;8;23;54;4;41;27;40;298
40;298;51;45;28;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;30;50;40;22;6;39;3;31;46;35;37;9;63;26;7;17;14;38;11;55;24;48;60;13;44;57;5;32;52;62;43;33;64;34;8;23;54;4;41;27
51;45;28;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;30;50;40;22;6;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;44;57;5;32;52;62;43;33;64;34;8;23;54;4;41;27;40;302
41;302;51;45;28;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;30;50;40;22;6;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;44;57;5;32;52;62;43;33;64;34;8;23;54;4;41;27
51;45;28;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;30;50;40;22;6;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;44;57;5;32;52;62;43;33;64;34;8;54;23;4;41;27;41;302
41;302;51;45;28;10;49;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;30;50;40;22;6;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;44;57;5;32;52;62;43;33;64;34;8;54;23;4;41;27
51;45;28;10;6;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;30;50;40;22;49;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;44;57;5;32;52;62;43;33;64;34;8;54;23;4;41;27;41;302
41;302;51;45;28;10;6;1;42;20;47;61;53;56;58;16;29;12;36;19;18;21;59;25;2;15;30;50;40;22;49;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;44;57;5;32;52;62;43;33;64;34;8;54;23;4;41;27
51;45;28;10;6;1;42;20;47;61;53;56;58;16;29;12;36;44;18;21;59;25;2;15;30;50;40;22;49;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;19;57;5;32;52;62;43;33;64;34;8;54;23;4;41;27;41;302
41;302;51;45;28;10;6;1;42;20;47;61;53;56;58;16;29;12;36;44;18;21;59;25;2;15;30;50;40;22;49;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;19;57;5;32;52;62;43;33;64;34;8;54;23;4;41;27
51;45;28;10;6;1;42;20;47;61;53;56;58;16;29;12;36;44;18;21;59;25;2;15;30;50;40;49;22;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;19;57;5;32;52;62;43;33;64;34;8;54;23;4;41;27;41;302
41;302;51;45;28;10;6;1;42;20;47;61;53;56;58;16;29;12;36;44;18;21;59;25;2;15;30;50;40;49;22;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;19;57;5;32;52;62;43;33;64;34;8;54;23;4;41;27
51;45;28;10;6;1;42;20;47;61;53;56;58;16;29;12;36;44;18;21;59;25;2;15;5;50;40;49;22;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27;41;302
41;302;51;45;28;10;6;1;42;20;47;61;53;56;58;16;29;12;36;44;18;21;59;25;2;15;5;50;40;49;22;39;3;31;46;35;37;9;63;26;7;17;14;38;11;13;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27
51;45;28;10;6;1;42;20;26;61;53;56;58;16;29;12;36;44;18;21;59;25;2;15;5;50;40;49;22;39;3;31;46;35;37;9;63;47;7;17;14;38;11;13;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27;41;302
41;302;51;45;28;10;6;1;42;20;26;61;53;56;58;16;29;12;36;44;18;21;59;25;2;15;5;50;40;49;22;39;3;31;46;35;37;9;63;47;7;17;14;38;11;13;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27
51;45;28;10;6;1;42;20;26;61;53;56;58;16;29;12;36;44;18;21;59;25;2;13;5;50;40;49;22;39;3;31;46;35;37;9;63;47;7;17;14;38;11;15;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27;41;302
41;302;51;45;28;10;6;1;42;20;26;61;53;56;58;16;29;12;36;44;18;21;59;25;2;13;5;50;40;49;22;39;3;31;46;35;37;9;63;47;7;17;14;38;11;15;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27
51;45;28;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;2;13;5;50;40;49;22;39;3;31;46;35;37;9;63;47;7;17;14;38;11;15;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27;41;302
41;302;51;45;28;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;2;13;5;50;40;49;22;39;3;31;46;35;37;9;63;47;7;17;14;38;11;15;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27
51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;2;28;5;50;40;49;22;39;3;31;46;35;37;9;63;47;7;17;14;38;11;15;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27;41;298
41;298;51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;2;28;5;50;40;49;22;39;3;31;46;35;37;9;63;47;7;17;14;38;11;15;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27
51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;2;28;5;50;40;49;22;39;3;31;46;35;17;9;63;47;7;37;14;38;11;15;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27;41;304
41;304;51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;2;28;5;50;40;49;22;39;3;31;46;35;17;9;63;47;7;37;14;38;11;15;24;48;60;55;19;57;30;32;52;62;43;33;64;34;8;54;23;4;41;27
51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;2;28;32;50;40;49;22;39;3;31;46;35;17;9;63;47;7;37;14;38;11;15;24;48;60;55;19;57;30;5;52;62;43;33;64;34;8;54;23;4;41;27;41;304
41;304;51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;2;28;32;50;40;49;22;39;3;31;46;35;17;9;63;47;7;37;14;38;11;15;24;48;60;55;19;57;30;5;52;62;43;33;64;34;8;54;23;4;41;27
51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;2;28;32;34;40;49;22;39;3;31;46;35;17;9;63;47;7;37;14;38;11;15;24;48;60;55;19;57;30;5;52;62;43;33;64;50;8;54;23;4;41;27;41;304
41;304;51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;2;28;32;34;40;49;22;39;3;31;46;35;17;9;63;47;7;37;14;38;11;15;24;48;60;55;19;57;30;5;52;62;43;33;64;50;8;54;23;4;41;27
51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;4;28;32;34;40;49;22;39;3;31;46;35;17;9;63;47;7;37;14;38;11;15;24;48;60;55;19;57;30;5;52;62;43;33;64;50;8;54;23;2;41;27;41;304
41;304;51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;4;28;32;34;40;49;22;39;3;31;46;35;17;9;63;47;7;37;14;38;11;15;24;48;60;55;19;57;30;5;52;62;43;33;64;50;8;54;23;2;41;27
51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;4;28;32;34;40;49;22;39;3;31;46;35;17;9;63;47;7;37;14;38;11;15;24;48;60;30;19;57;55;5;52;62;43;33;64;50;8;54;23;2;41;27;41;304
41;304;51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;4;28;32;34;40;49;22;39;3;31;46;35;17;9;63;47;7;37;14;38;11;15;24;48;60;30;19;57;55;5;52;62;43;33;64;50;8;54;23;2;41;27
51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;4;28;32;34;40;49;22;39;3;31;46;47;17;9;63;35;7;37;14;38;11;15;24;48;60;30;19;57;55;5;52;62;43;33;64;50;8;54;23;2;41;27;41;304
41;304;51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;59;25;4;28;32;34;40;49;22;39;3;31;46;47;17;9;63;35;7;37;14;38;11;15;24;48;60;30;19;57;55;5;52;62;43;33;64;50;8;54;23;2;41;27
51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;62;25;4;28;32;34;40;49;22;39;3;31;46;47;17;9;63;35;7;37;14;38;11;15;24;48;60;30;19;57;55;5;52;59;43;33;64;50;8;54;23;2;41;27;41;304
41;304;51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;62;25;4;28;32;34;40;49;22;39;3;31;46;47;17;9;63;35;7;37;14;38;11;15;24;48;60;30;19;57;55;5;52;59;43;33;64;50;8;54;23;2;41;27
51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;62;25;4;28;32;34;40;49;22;39;3;31;46;47;17;9;63;35;7;37;38;14;11;15;24;48;60;30;19;57;55;5;52;59;43;33;64;50;8;54;23;2;41;27;41;304
41;304;51;45;13;10;6;1;42;20;26;61;53;56;58;16;36;12;29;44;18;21;62;25;4;28;32;34;40;49;22;39;3;31;46;47;17;9;63;35;7;37;38;14;11;15;24;48;60;30;19;57;55;5;52;59;43;33;64;50;8;54;23;2;41;27
51;45;13;10;6;1;42;46;26;61;53;56;58;16;36;12;29;44;18;21;62;25;4;28;32;34;40;49;22;39;3;31;20;47;17;9;63;35;7;37;38;14;11;15;24;48;60;30;19;57;55;5;52;59;43;33;64;50;8;54;23;2;41;27;41;286
41;286;51;45;13;10;6;1;42;46;26;61;53;56;58;16;36;12;29;44;18;21;62;25;4;28;32;34;40;49;22;39;3;31;20;47;17;9;63;35;7;37;38;14;11;15;24;48;60;30;19;57;55;5;52;59;43;33;64;50;8;54;23;2;41;27
51;45;13;10;6;1;42;46;26;61;53;56;58;16;36;12;29;44;18;21;62;25;4;28;32;34;40;49;22;39;3;31;20;47;17;9;63;35;7;37;38;14;11;15;24;48;60;30;19;57;33;5;52;59;43;55;64;50;8;54;23;2;41;27;41;286
41;286;51;45;13;10;6;1;42;46;26;61;53;56;58;16;36;12;29;44;18;21;62;25;4;28;32;34;40;49;22;39;3;31;20;47;17;9;63;35;7;37;38;14;11;15;24;48;60;30;19;57;33;5;52;59;43;55;64;50;8;54;23;2;41;27
51;45;13;10;26;1;42;46;6;61;53;56;58;16;36;12;29;44;18;21;62;25;4;28;32;34;40;49;22;39;3;31;20;47;17;9;63;35;7;37;38;14;11;15;24;48;60;30;19;57;33;5;52;59;43;55;64;50;8;54;23;2;41;27;41;286
42;286;51;45;13;10;26;1;42;46;6;61;53;56;58;16;36;12;29;44;18;21;62;25;4;28;32;34;40;49;22;39;3;31;20;47;17;9;63;35;7;37;38;14;11;15;24;48;60;30;19;57;33;5;52;59;43;55;64;50;8;54;23;2;41;27
51;45;13;10;26;1;42;46;6;61;53;56;58;16;36;12;29;44;18;21;62;25;4;28;32;34;40;19;22;39;3;31;20;47;17;9;63;35;7;37;38;14;11;15;24;48;60;30;49;57;33;5;52;59;43;55;64;50;8;54;23;2;41;27;42;282
