"X1";"X26636";"X4";"X29";"X26";"X13";"X21";"X10";"X22";"X28";"X16";"X30";"X15";"X23";"X14";"X1.1";"X9";"X32";"X27";"X31";"X3";"X6";"X24";"X12";"X7";"X25";"X18";"X5";"X2";"X19";"X17";"X11";"X8";"X20"
75;26518;14;2;9;27;5;6;31;12;15;23;16;21;13;1;3;18;8;19;25;17;32;29;10;24;11;7;20;28;22;26;30;4
14;2;3;27;5;6;31;12;15;23;16;21;13;1;9;18;8;19;25;17;32;29;10;24;11;7;20;28;22;26;30;4;75;26518
75;26518;14;2;3;27;5;6;31;12;15;23;16;21;13;1;9;18;8;19;25;17;32;29;10;24;11;7;20;28;22;26;30;4
14;2;3;27;5;21;31;12;15;23;16;6;13;1;9;18;8;19;25;17;32;29;10;24;11;7;20;28;22;26;30;4;75;26388
75;26388;14;2;3;27;5;21;31;12;15;23;16;6;13;1;9;18;8;19;25;17;32;29;10;24;11;7;20;28;22;26;30;4
14;2;3;27;5;21;31;12;15;23;16;6;13;25;9;18;8;19;1;17;32;29;10;24;11;7;20;28;22;26;30;4;75;26532
75;26532;14;2;3;27;5;21;31;12;15;23;16;6;13;25;9;18;8;19;1;17;32;29;10;24;11;7;20;28;22;26;30;4
14;2;3;27;5;10;31;12;15;23;16;6;13;25;9;18;8;19;1;17;32;29;21;24;11;7;20;28;22;26;30;4;75;25980
75;25980;14;2;3;27;5;10;31;12;15;23;16;6;13;25;9;18;8;19;1;17;32;29;21;24;11;7;20;28;22;26;30;4
14;2;22;27;5;10;31;12;15;23;16;6;13;25;9;18;8;19;1;17;32;29;21;24;11;7;20;28;3;26;30;4;75;26592
75;26592;14;2;22;27;5;10;31;12;15;23;16;6;13;25;9;18;8;19;1;17;32;29;21;24;11;7;20;28;3;26;30;4
14;30;22;27;5;10;31;12;15;23;16;6;13;25;9;18;8;19;1;17;32;29;21;24;11;7;20;28;3;26;2;4;75;26550
75;26550;14;30;22;27;5;10;31;12;15;23;16;6;13;25;9;18;8;19;1;17;32;29;21;24;11;7;20;28;3;26;2;4
14;30;22;27;5;10;31;12;15;23;20;6;13;25;9;18;8;19;1;17;32;29;21;24;11;7;16;28;3;26;2;4;75;27718
75;26550;14;30;22;27;5;10;31;12;15;23;16;6;13;25;9;18;8;19;1;17;32;29;21;24;11;7;20;28;3;26;2;4
14;30;22;27;5;10;31;12;15;23;16;6;13;25;9;8;18;19;1;17;32;29;21;24;11;7;20;28;3;26;2;4;75;26550
75;26550;14;30;22;27;5;10;31;12;15;23;16;6;13;25;9;8;18;19;1;17;32;29;21;24;11;7;20;28;3;26;2;4
14;30;22;27;5;11;31;12;15;23;16;6;13;25;9;8;18;19;1;17;32;29;21;24;10;7;20;28;3;26;2;4;75;26890
75;26890;14;30;22;27;5;11;31;12;15;23;16;6;13;25;9;8;18;19;1;17;32;29;21;24;10;7;20;28;3;26;2;4
14;30;22;27;5;11;31;12;15;23;16;6;13;25;9;28;18;19;1;17;32;29;21;24;10;7;20;8;3;26;2;4;75;26874
75;26874;14;30;22;27;5;11;31;12;15;23;16;6;13;25;9;28;18;19;1;17;32;29;21;24;10;7;20;8;3;26;2;4
14;30;22;27;5;11;31;12;15;23;16;6;13;25;9;28;17;19;1;18;32;29;21;24;10;7;20;8;3;26;2;4;75;27034
75;26874;14;30;22;27;5;11;31;12;15;23;16;6;13;25;9;28;18;19;1;17;32;29;21;24;10;7;20;8;3;26;2;4
14;30;22;27;5;11;26;12;15;23;16;6;13;25;9;28;18;19;1;17;32;29;21;24;10;7;20;8;3;31;2;4;75;26994
75;26994;14;30;22;27;5;11;26;12;15;23;16;6;13;25;9;28;18;19;1;17;32;29;21;24;10;7;20;8;3;31;2;4
14;30;22;27;5;32;26;12;15;23;16;6;13;25;9;28;18;19;1;17;11;29;21;24;10;7;20;8;3;31;2;4;75;27010
75;27010;14;30;22;27;5;32;26;12;15;23;16;6;13;25;9;28;18;19;1;17;11;29;21;24;10;7;20;8;3;31;2;4
14;30;22;27;5;32;26;12;15;6;16;23;13;25;9;28;18;19;1;17;11;29;21;24;10;7;20;8;3;31;2;4;75;27116
75;27116;14;30;22;27;5;32;26;12;15;6;16;23;13;25;9;28;18;19;1;17;11;29;21;24;10;7;20;8;3;31;2;4
14;30;22;27;5;32;26;1;15;6;16;23;13;25;9;28;18;19;12;17;11;29;21;24;10;7;20;8;3;31;2;4;75;27156
75;27156;14;30;22;27;5;32;26;1;15;6;16;23;13;25;9;28;18;19;12;17;11;29;21;24;10;7;20;8;3;31;2;4
14;30;22;27;31;32;26;1;15;6;16;23;13;25;9;28;18;19;12;17;11;29;21;24;10;7;20;8;3;5;2;4;75;26294
75;26294;14;30;22;27;31;32;26;1;15;6;16;23;13;25;9;28;18;19;12;17;11;29;21;24;10;7;20;8;3;5;2;4
14;30;22;27;31;32;26;1;15;6;16;23;13;25;9;28;18;19;12;17;11;29;21;24;10;7;20;8;3;4;2;5;75;26294
75;26294;14;30;22;27;31;32;26;1;15;6;16;23;13;25;9;28;18;19;12;17;11;29;21;24;10;7;20;8;3;4;2;5
14;30;22;27;31;32;26;1;4;6;16;23;13;25;9;28;18;19;12;17;11;29;21;24;10;7;20;8;3;15;2;5;75;26934
76;26294;14;30;22;27;31;32;26;1;15;6;16;23;13;25;9;28;18;19;12;17;11;29;21;24;10;7;20;8;3;4;2;5
8;30;22;27;31;32;26;1;15;6;16;23;13;25;9;28;18;19;12;17;11;29;21;24;10;7;20;14;3;4;2;5;76;26094
76;26094;8;30;22;27;31;32;26;1;15;6;16;23;13;25;9;28;18;19;12;17;11;29;21;24;10;7;20;14;3;4;2;5
8;30;28;27;31;32;26;1;15;6;16;23;13;25;9;22;18;19;12;17;11;29;21;24;10;7;20;14;3;4;2;5;76;26074
76;26074;8;30;28;27;31;32;26;1;15;6;16;23;13;25;9;22;18;19;12;17;11;29;21;24;10;7;20;14;3;4;2;5
8;30;28;27;31;32;26;1;15;6;16;23;13;25;9;22;18;19;12;24;11;29;21;17;10;7;20;14;3;4;2;5;76;25954
76;25954;8;30;28;27;31;32;26;1;15;6;16;23;13;25;9;22;18;19;12;24;11;29;21;17;10;7;20;14;3;4;2;5
8;30;28;27;31;32;26;1;15;6;16;23;13;25;10;22;18;19;12;24;11;29;21;17;9;7;20;14;3;4;2;5;76;25694
76;25694;8;30;28;27;31;32;26;1;15;6;16;23;13;25;10;22;18;19;12;24;11;29;21;17;9;7;20;14;3;4;2;5
8;30;28;27;31;32;26;1;15;6;16;23;13;7;10;22;18;19;12;24;11;29;21;17;9;25;20;14;3;4;2;5;76;26138
76;25694;8;30;28;27;31;32;26;1;15;6;16;23;13;25;10;22;18;19;12;24;11;29;21;17;9;7;20;14;3;4;2;5
8;30;28;27;31;32;26;1;15;10;16;23;13;25;6;22;18;19;12;24;11;29;21;17;9;7;20;14;3;4;2;5;76;25774
76;25774;8;30;28;27;31;32;26;1;15;10;16;23;13;25;6;22;18;19;12;24;11;29;21;17;9;7;20;14;3;4;2;5
8;30;28;27;31;32;26;12;15;10;16;23;13;25;6;22;18;19;1;24;11;29;21;17;9;7;20;14;3;4;2;5;76;25294
76;25294;8;30;28;27;31;32;26;12;15;10;16;23;13;25;6;22;18;19;1;24;11;29;21;17;9;7;20;14;3;4;2;5
8;30;28;27;31;32;26;12;15;10;16;23;13;25;18;22;6;19;1;24;11;29;21;17;9;7;20;14;3;4;2;5;76;24908
76;24908;8;30;28;27;31;32;26;12;15;10;16;23;13;25;18;22;6;19;1;24;11;29;21;17;9;7;20;14;3;4;2;5
8;30;28;27;31;32;26;12;15;10;16;23;13;25;18;22;19;6;1;24;11;29;21;17;9;7;20;14;3;4;2;5;76;25090
76;25090;8;30;28;27;31;32;26;12;15;10;16;23;13;25;18;22;19;6;1;24;11;29;21;17;9;7;20;14;3;4;2;5
8;30;28;27;31;32;26;12;15;10;16;23;6;25;18;22;19;13;1;24;11;29;21;17;9;7;20;14;3;4;2;5;76;25230
76;25230;8;30;28;27;31;32;26;12;15;10;16;23;6;25;18;22;19;13;1;24;11;29;21;17;9;7;20;14;3;4;2;5
8;30;28;27;31;32;26;12;15;10;16;23;6;25;11;22;19;13;1;24;18;29;21;17;9;7;20;14;3;4;2;5;76;25146
76;25146;8;30;28;27;31;32;26;12;15;10;16;23;6;25;11;22;19;13;1;24;18;29;21;17;9;7;20;14;3;4;2;5
8;30;28;27;31;32;25;12;15;10;16;23;6;26;11;22;19;13;1;24;18;29;21;17;9;7;20;14;3;4;2;5;76;25886
76;25146;8;30;28;27;31;32;26;12;15;10;16;23;6;25;11;22;19;13;1;24;18;29;21;17;9;7;20;14;3;4;2;5
8;30;28;27;31;32;26;12;5;10;16;23;6;25;11;22;19;13;1;24;18;29;21;17;9;7;20;14;3;4;2;15;76;24906
76;24906;8;30;28;27;31;32;26;12;5;10;16;23;6;25;11;22;19;13;1;24;18;29;21;17;9;7;20;14;3;4;2;15
8;30;28;27;31;32;26;12;5;10;16;23;6;25;11;22;19;13;1;24;18;29;21;17;15;7;20;14;3;4;2;9;76;24986
76;24986;8;30;28;27;31;32;26;12;5;10;16;23;6;25;11;22;19;13;1;24;18;29;21;17;15;7;20;14;3;4;2;9
8;30;28;27;31;11;26;12;5;10;16;23;6;25;32;22;19;13;1;24;18;29;21;17;15;7;20;14;3;4;2;9;76;25154
76;24986;8;30;28;27;31;32;26;12;5;10;16;23;6;25;11;22;19;13;1;24;18;29;21;17;15;7;20;14;3;4;2;9
8;30;22;27;31;32;26;12;5;10;16;23;6;25;11;28;19;13;1;24;18;29;21;17;15;7;20;14;3;4;2;9;76;24926
76;24926;8;30;22;27;31;32;26;12;5;10;16;23;6;25;11;28;19;13;1;24;18;29;21;17;15;7;20;14;3;4;2;9
8;16;22;27;31;32;26;12;5;10;30;23;6;25;11;28;19;13;1;24;18;29;21;17;15;7;20;14;3;4;2;9;76;24864
76;24864;8;16;22;27;31;32;26;12;5;10;30;23;6;25;11;28;19;13;1;24;18;29;21;17;15;7;20;14;3;4;2;9
8;16;22;27;31;32;26;12;5;10;30;23;6;25;11;28;19;13;1;7;18;29;21;17;15;24;20;14;3;4;2;9;76;24852
76;24852;8;16;22;27;31;32;26;12;5;10;30;23;6;25;11;28;19;13;1;7;18;29;21;17;15;24;20;14;3;4;2;9
8;16;22;18;31;32;26;12;5;10;30;23;6;25;11;28;19;13;1;7;27;29;21;17;15;24;20;14;3;4;2;9;76;25572
76;24852;8;16;22;27;31;32;26;12;5;10;30;23;6;25;11;28;19;13;1;7;18;29;21;17;15;24;20;14;3;4;2;9
8;16;22;27;31;32;26;12;5;10;30;23;6;25;11;28;19;13;21;7;18;29;1;17;15;24;20;14;3;4;2;9;76;25130
77;24852;8;16;22;27;31;32;26;12;5;10;30;23;6;25;11;28;19;13;1;7;18;29;21;17;15;24;20;14;3;4;2;9
8;16;11;27;31;32;26;12;5;10;30;23;6;25;22;28;19;13;1;7;18;29;21;17;15;24;20;14;3;4;2;9;77;25300
77;24852;8;16;22;27;31;32;26;12;5;10;30;23;6;25;11;28;19;13;1;7;18;29;21;17;15;24;20;14;3;4;2;9
8;16;22;27;31;32;24;12;5;10;30;23;6;25;11;28;19;13;1;7;18;29;21;17;15;26;20;14;3;4;2;9;77;24992
77;24852;8;16;22;27;31;32;26;12;5;10;30;23;6;25;11;28;19;13;1;7;18;29;21;17;15;24;20;14;3;4;2;9
8;16;22;27;31;32;26;12;5;10;30;23;6;25;20;28;19;13;1;7;18;29;21;17;15;24;11;14;3;4;2;9;77;24490
77;24490;8;16;22;27;31;32;26;12;5;10;30;23;6;25;20;28;19;13;1;7;18;29;21;17;15;24;11;14;3;4;2;9
8;16;22;27;31;32;26;12;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;15;19;11;14;3;4;2;9;77;24290
77;24290;8;16;22;27;31;32;26;12;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;15;19;11;14;3;4;2;9
8;16;25;27;31;32;26;12;5;10;30;23;6;22;20;28;24;13;1;7;18;29;21;17;15;19;11;14;3;4;2;9;77;24730
77;24290;8;16;22;27;31;32;26;12;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;15;19;11;14;3;4;2;9
8;16;22;29;31;32;26;12;5;10;30;23;6;25;20;28;24;13;1;7;18;27;21;17;15;19;11;14;3;4;2;9;77;24970
77;24290;8;16;22;27;31;32;26;12;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;15;19;11;14;3;4;2;9
8;16;22;27;31;14;26;12;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;15;19;11;32;3;4;2;9;77;25852
77;24290;8;16;22;27;31;32;26;12;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;15;19;11;14;3;4;2;9
8;9;22;27;31;32;26;12;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;15;19;11;14;3;4;2;16;77;24570
77;24290;8;16;22;27;31;32;26;12;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;15;19;11;14;3;4;2;9
8;16;22;27;31;32;26;12;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;9;19;11;14;3;4;2;15;77;24210
77;24210;8;16;22;27;31;32;26;12;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;9;19;11;14;3;4;2;15
8;16;22;27;31;32;26;19;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;9;12;11;14;3;4;2;15;77;23666
77;23666;8;16;22;27;31;32;26;19;5;10;30;23;6;25;20;28;24;13;1;7;18;29;21;17;9;12;11;14;3;4;2;15
8;16;22;27;31;32;26;19;5;10;30;23;6;1;20;28;24;13;25;7;18;29;21;17;9;12;11;14;3;4;2;15;77;23698
77;23698;8;16;22;27;31;32;26;19;5;10;30;23;6;1;20;28;24;13;25;7;18;29;21;17;9;12;11;14;3;4;2;15
8;16;22;27;31;32;26;19;5;10;30;23;6;1;18;28;24;13;25;7;20;29;21;17;9;12;11;14;3;4;2;15;77;24098
77;23698;8;16;22;27;31;32;26;19;5;10;30;23;6;1;20;28;24;13;25;7;18;29;21;17;9;12;11;14;3;4;2;15
8;16;22;27;28;32;26;19;5;10;30;23;6;1;20;31;24;13;25;7;18;29;21;17;9;12;11;14;3;4;2;15;77;23618
77;23618;8;16;22;27;28;32;26;19;5;10;30;23;6;1;20;31;24;13;25;7;18;29;21;17;9;12;11;14;3;4;2;15
8;16;12;27;28;32;26;19;5;10;30;23;6;1;20;31;24;13;25;7;18;29;21;17;9;22;11;14;3;4;2;15;77;24764
77;23618;8;16;22;27;28;32;26;19;5;10;30;23;6;1;20;31;24;13;25;7;18;29;21;17;9;12;11;14;3;4;2;15
8;16;22;27;28;32;26;19;5;10;30;13;6;1;20;31;24;23;25;7;18;29;21;17;9;12;11;14;3;4;2;15;77;24572
77;23618;8;16;22;27;28;32;26;19;5;10;30;23;6;1;20;31;24;13;25;7;18;29;21;17;9;12;11;14;3;4;2;15
8;16;22;27;28;32;26;19;5;10;30;23;6;1;20;31;17;13;25;7;18;29;21;24;9;12;11;14;3;4;2;15;77;24618
77;23618;8;16;22;27;28;32;26;19;5;10;30;23;6;1;20;31;24;13;25;7;18;29;21;17;9;12;11;14;3;4;2;15
8;16;22;27;28;32;26;19;5;10;30;23;6;1;13;31;24;20;25;7;18;29;21;17;9;12;11;14;3;4;2;15;77;24234
77;23618;8;16;22;27;28;32;26;19;5;10;30;23;6;1;20;31;24;13;25;7;18;29;21;17;9;12;11;14;3;4;2;15
8;16;22;27;28;32;26;19;5;10;30;23;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;14;3;4;20;15;77;24100
77;24100;8;16;22;27;28;32;26;19;5;10;30;23;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;14;3;4;20;15
8;16;22;27;28;30;26;19;5;10;32;23;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;14;3;4;20;15;77;24180
77;24180;8;16;22;27;28;30;26;19;5;10;32;23;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;14;3;4;20;15
8;16;22;27;28;14;26;19;5;10;32;23;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;30;3;4;20;15;77;25146
78;24180;8;16;22;27;28;30;26;19;5;10;32;23;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;14;3;4;20;15
8;16;22;27;3;30;26;19;5;10;32;23;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;14;28;4;20;15;78;25192
78;25192;8;16;22;27;3;30;26;19;5;10;32;23;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;14;28;4;20;15
8;16;22;27;3;30;26;24;5;10;32;23;6;1;2;31;19;13;25;7;18;29;21;17;9;12;11;14;28;4;20;15;78;25432
78;25192;8;16;22;27;3;30;26;19;5;10;32;23;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;14;28;4;20;15
8;16;22;27;23;30;26;19;5;10;32;3;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;14;28;4;20;15;78;24954
78;24954;8;16;22;27;23;30;26;19;5;10;32;3;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;14;28;4;20;15
8;16;22;27;23;30;26;19;5;10;32;3;6;1;2;31;24;13;25;7;18;29;21;17;9;4;11;14;28;12;20;15;78;25554
78;24954;8;16;22;27;23;30;26;19;5;10;32;3;6;1;2;31;24;13;25;7;18;29;21;17;9;12;11;14;28;4;20;15
8;16;22;27;23;30;26;19;5;10;32;18;6;1;2;31;24;13;25;7;3;29;21;17;9;12;11;14;28;4;20;15;78;25072
78;25072;8;16;22;27;23;30;26;19;5;10;32;18;6;1;2;31;24;13;25;7;3;29;21;17;9;12;11;14;28;4;20;15
8;16;22;27;23;30;5;19;26;10;32;18;6;1;2;31;24;13;25;7;3;29;21;17;9;12;11;14;28;4;20;15;78;25644
78;25072;8;16;22;27;23;30;26;19;5;10;32;18;6;1;2;31;24;13;25;7;3;29;21;17;9;12;11;14;28;4;20;15
8;16;22;27;23;12;26;19;5;10;32;18;6;1;2;31;24;13;25;7;3;29;21;17;9;30;11;14;28;4;20;15;78;26098
78;25072;8;16;22;27;23;30;26;19;5;10;32;18;6;1;2;31;24;13;25;7;3;29;21;17;9;12;11;14;28;4;20;15
8;18;22;27;23;30;26;19;5;10;32;16;6;1;2;31;24;13;25;7;3;29;21;17;9;12;11;14;28;4;20;15;78;24902
78;24902;8;18;22;27;23;30;26;19;5;10;32;16;6;1;2;31;24;13;25;7;3;29;21;17;9;12;11;14;28;4;20;15
8;18;22;27;23;30;26;19;5;10;32;16;6;1;2;31;24;13;25;7;3;12;21;17;9;29;11;14;28;4;20;15;78;25092
78;25092;8;18;22;27;23;30;26;19;5;10;32;16;6;1;2;31;24;13;25;7;3;12;21;17;9;29;11;14;28;4;20;15
8;18;22;27;23;30;26;19;5;10;13;16;6;1;2;31;24;32;25;7;3;12;21;17;9;29;11;14;28;4;20;15;78;26338
78;25092;8;18;22;27;23;30;26;19;5;10;32;16;6;1;2;31;24;13;25;7;3;12;21;17;9;29;11;14;28;4;20;15
8;18;22;27;23;30;26;19;5;10;32;16;6;1;2;31;24;28;25;7;3;12;21;17;9;29;11;14;13;4;20;15;78;25408
78;25092;8;18;22;27;23;30;26;19;5;10;32;16;6;1;2;31;24;13;25;7;3;12;21;17;9;29;11;14;28;4;20;15
8;18;22;27;23;30;26;19;5;10;32;16;6;1;2;31;20;13;25;7;3;12;21;17;9;29;11;14;28;4;24;15;78;25652
78;25092;8;18;22;27;23;30;26;19;5;10;32;16;6;1;2;31;24;13;25;7;3;12;21;17;9;29;11;14;28;4;20;15
8;18;22;27;23;30;26;19;5;10;32;16;6;1;2;29;24;13;25;7;3;12;21;17;9;31;11;14;28;4;20;15;78;25532
78;25092;8;18;22;27;23;30;26;19;5;10;32;16;6;1;2;31;24;13;25;7;3;12;21;17;9;29;11;14;28;4;20;15
8;18;22;27;23;30;26;19;10;5;32;16;6;1;2;31;24;13;25;7;3;12;21;17;9;29;11;14;28;4;20;15;78;25052
78;25052;8;18;22;27;23;30;26;19;10;5;32;16;6;1;2;31;24;13;25;7;3;12;21;17;9;29;11;14;28;4;20;15
8;18;22;27;23;30;26;19;10;5;32;16;6;1;2;31;24;13;25;7;4;12;21;17;9;29;11;14;28;3;20;15;78;25112
78;25112;8;18;22;27;23;30;26;19;10;5;32;16;6;1;2;31;24;13;25;7;4;12;21;17;9;29;11;14;28;3;20;15
8;18;22;27;23;30;26;12;10;5;32;16;6;1;2;31;24;13;25;7;4;19;21;17;9;29;11;14;28;3;20;15;78;25110
78;25110;8;18;22;27;23;30;26;12;10;5;32;16;6;1;2;31;24;13;25;7;4;19;21;17;9;29;11;14;28;3;20;15
8;18;22;27;23;30;26;12;10;5;32;13;6;1;2;31;24;16;25;7;4;19;21;17;9;29;11;14;28;3;20;15;78;25730
78;25110;8;18;22;27;23;30;26;12;10;5;32;16;6;1;2;31;24;13;25;7;4;19;21;17;9;29;11;14;28;3;20;15
8;18;22;27;23;30;26;12;10;4;32;16;6;1;2;31;24;13;25;7;5;19;21;17;9;29;11;14;28;3;20;15;78;25310
78;25310;8;18;22;27;23;30;26;12;10;4;32;16;6;1;2;31;24;13;25;7;5;19;21;17;9;29;11;14;28;3;20;15
30;18;22;27;23;8;26;12;10;4;32;16;6;1;2;31;24;13;25;7;5;19;21;17;9;29;11;14;28;3;20;15;78;25236
78;25236;30;18;22;27;23;8;26;12;10;4;32;16;6;1;2;31;24;13;25;7;5;19;21;17;9;29;11;14;28;3;20;15
30;18;22;27;23;8;26;12;10;4;32;16;6;1;25;31;24;13;2;7;5;19;21;17;9;29;11;14;28;3;20;15;78;24830
79;24830;30;18;22;27;23;8;26;12;10;4;32;16;6;1;25;31;24;13;2;7;5;19;21;17;9;29;11;14;28;3;20;15
30;18;27;22;23;8;26;12;10;4;32;16;6;1;25;31;24;13;2;7;5;19;21;17;9;29;11;14;28;3;20;15;79;24830
79;24830;30;18;27;22;23;8;26;12;10;4;32;16;6;1;25;31;24;13;2;7;5;19;21;17;9;29;11;14;28;3;20;15
30;18;27;22;23;12;26;8;10;4;32;16;6;1;25;31;24;13;2;7;5;19;21;17;9;29;11;14;28;3;20;15;79;24770
79;24770;30;18;27;22;23;12;26;8;10;4;32;16;6;1;25;31;24;13;2;7;5;19;21;17;9;29;11;14;28;3;20;15
30;18;27;22;13;12;26;8;10;4;32;16;6;1;25;31;24;23;2;7;5;19;21;17;9;29;11;14;28;3;20;15;79;26462
79;24770;30;18;27;22;23;12;26;8;10;4;32;16;6;1;25;31;24;13;2;7;5;19;21;17;9;29;11;14;28;3;20;15
30;18;27;22;23;12;26;8;19;4;32;16;6;1;25;31;24;13;2;7;5;10;21;17;9;29;11;14;28;3;20;15;79;24994
79;24994;30;18;27;22;23;12;26;8;19;4;32;16;6;1;25;31;24;13;2;7;5;10;21;17;9;29;11;14;28;3;20;15
30;18;27;22;23;12;26;8;19;28;32;16;6;1;25;31;24;13;2;7;5;10;21;17;9;29;11;14;4;3;20;15;79;24434
79;24434;30;18;27;22;23;12;26;8;19;28;32;16;6;1;25;31;24;13;2;7;5;10;21;17;9;29;11;14;4;3;20;15
30;18;27;22;23;12;26;8;19;28;32;16;6;1;25;31;24;13;2;7;5;10;21;17;9;29;15;14;4;3;20;11;79;24354
79;24354;30;18;27;22;23;12;26;8;19;28;32;16;6;1;25;31;24;13;2;7;5;10;21;17;9;29;15;14;4;3;20;11
30;25;27;22;23;12;26;8;19;28;32;16;6;1;18;31;24;13;2;7;5;10;21;17;9;29;15;14;4;3;20;11;79;24274
79;24274;30;25;27;22;23;12;26;8;19;28;32;16;6;1;18;31;24;13;2;7;5;10;21;17;9;29;15;14;4;3;20;11
30;25;27;22;17;12;26;8;19;28;32;16;6;1;18;31;24;13;2;7;5;10;21;23;9;29;15;14;4;3;20;11;79;25094
79;24274;30;25;27;22;23;12;26;8;19;28;32;16;6;1;18;31;24;13;2;7;5;10;21;17;9;29;15;14;4;3;20;11
30;25;7;22;23;12;26;8;19;28;32;16;6;1;18;31;24;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11;79;25132
79;25132;30;25;7;22;23;12;26;8;19;28;32;16;6;1;18;31;24;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11
30;25;7;22;23;12;26;8;19;28;32;16;6;1;18;5;24;13;2;27;31;10;21;17;9;29;15;14;4;3;20;11;79;25694
79;25132;30;25;7;22;23;12;26;8;19;28;32;16;6;1;18;31;24;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11
30;25;7;22;23;12;26;8;19;28;32;16;6;1;18;14;24;13;2;27;5;10;21;17;9;29;15;31;4;3;20;11;79;25580
79;25132;30;25;7;22;23;12;26;8;19;28;32;16;6;1;18;31;24;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11
30;6;7;22;23;12;26;8;19;28;32;16;25;1;18;31;24;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11;79;25386
79;25132;30;25;7;22;23;12;26;8;19;28;32;16;6;1;18;31;24;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11
30;25;7;22;23;12;26;8;19;28;32;16;6;1;18;5;24;13;2;27;31;10;21;17;9;29;15;14;4;3;20;11;79;25694
79;25132;30;25;7;22;23;12;26;8;19;28;32;16;6;1;18;31;24;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11
30;25;7;22;23;12;26;8;19;28;32;16;24;1;18;31;6;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11;79;25540
79;25132;30;25;7;22;23;12;26;8;19;28;32;16;6;1;18;31;24;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11
30;25;7;22;23;12;26;8;19;28;32;16;6;1;24;31;18;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11;79;25552
79;25552;30;25;7;22;23;12;26;8;19;28;32;16;6;1;24;31;18;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11
30;25;7;22;23;12;26;8;19;28;32;16;6;1;24;31;13;18;2;27;5;10;21;17;9;29;15;14;4;3;20;11;79;26894
79;25552;30;25;7;22;23;12;26;8;19;28;32;16;6;1;24;31;18;13;2;27;5;10;21;17;9;29;15;14;4;3;20;11
30;25;7;22;23;12;26;8;19;28;32;5;6;1;24;31;18;13;2;27;16;10;21;17;9;29;15;14;4;3;20;11;79;25652
79;25652;30;25;7;22;23;12;26;8;19;28;32;5;6;1;24;31;18;13;2;27;16;10;21;17;9;29;15;14;4;3;20;11
21;25;7;22;23;12;26;8;19;28;32;5;6;1;24;31;18;13;2;27;16;10;30;17;9;29;15;14;4;3;20;11;79;25912
79;25652;30;25;7;22;23;12;26;8;19;28;32;5;6;1;24;31;18;13;2;27;16;10;21;17;9;29;15;14;4;3;20;11
30;25;7;22;23;12;26;8;19;28;32;5;6;1;18;31;24;13;2;27;16;10;21;17;9;29;15;14;4;3;20;11;79;25312
79;25312;30;25;7;22;23;12;26;8;19;28;32;5;6;1;18;31;24;13;2;27;16;10;21;17;9;29;15;14;4;3;20;11
30;25;7;22;23;12;26;8;19;28;32;5;6;1;18;31;24;13;2;27;16;10;15;17;9;29;21;14;4;3;20;11;79;25174
80;25174;30;25;7;22;23;12;26;8;19;28;32;5;6;1;18;31;24;13;2;27;16;10;15;17;9;29;21;14;4;3;20;11
30;25;7;22;23;12;2;8;19;28;32;5;6;1;18;31;24;13;26;27;16;10;15;17;9;29;21;14;4;3;20;11;80;26716
80;25174;30;25;7;22;23;12;26;8;19;28;32;5;6;1;18;31;24;13;2;27;16;10;15;17;9;29;21;14;4;3;20;11
30;25;7;22;23;12;26;8;19;5;32;28;6;1;18;31;24;13;2;27;16;10;15;17;9;29;21;14;4;3;20;11;80;24728
