"X1";"X282";"X29";"X64";"X8";"X57";"X38";"X33";"X46";"X47";"X20";"X32";"X39";"X36";"X41";"X15";"X58";"X59";"X50";"X24";"X43";"X60";"X10";"X11";"X6";"X14";"X30";"X34";"X3";"X4";"X44";"X26";"X27";"X19";"X45";"X49";"X1.1";"X25";"X53";"X13";"X16";"X12";"X61";"X56";"X51";"X21";"X28";"X62";"X48";"X37";"X54";"X5";"X18";"X42";"X23";"X55";"X52";"X31";"X22";"X7";"X17";"X40";"X9";"X2";"X63";"X35"
30;290;16;17;20;46;43;5;51;37;6;24;64;32;13;21;62;58;23;26;41;22;33;44;27;60;59;36;31;18;63;9;55;19;25;11;8;29;52;54;42;12;2;53;45;40;61;47;39;28;56;3;49;38;48;1;7;10;50;35;57;15;34;4;14;30
58;17;20;46;43;5;51;37;6;24;64;32;13;21;62;16;23;26;41;22;33;44;27;60;59;36;31;18;63;9;55;19;25;11;8;29;52;54;42;12;2;53;45;40;61;47;39;28;56;3;49;38;48;1;7;10;50;35;57;15;34;4;14;30;30;290
30;290;58;17;20;46;43;5;51;37;6;24;64;32;13;21;62;16;23;26;41;22;33;44;27;60;59;36;31;18;63;9;55;19;25;11;8;29;52;54;42;12;2;53;45;40;61;47;39;28;56;3;49;38;48;1;7;10;50;35;57;15;34;4;14;30
58;17;20;46;43;5;51;37;6;24;64;32;13;21;62;16;23;26;41;22;33;44;27;60;59;36;31;18;63;9;55;19;25;11;8;57;52;54;42;12;2;53;45;40;61;47;39;28;56;3;49;38;48;1;7;10;50;35;29;15;34;4;14;30;30;290
30;290;58;17;20;46;43;5;51;37;6;24;64;32;13;21;62;16;23;26;41;22;33;44;27;60;59;36;31;18;63;9;55;19;25;11;8;57;52;54;42;12;2;53;45;40;61;47;39;28;56;3;49;38;48;1;7;10;50;35;29;15;34;4;14;30
58;17;20;46;43;5;51;37;6;24;64;32;13;21;62;16;23;26;41;22;33;44;35;60;59;36;31;18;63;9;55;19;25;11;8;57;52;54;42;12;2;53;45;40;61;47;39;28;56;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30;30;290
30;290;58;17;20;46;43;5;51;37;6;24;64;32;13;21;62;16;23;26;41;22;33;44;35;60;59;36;31;18;63;9;55;19;25;11;8;57;52;54;42;12;2;53;45;40;61;47;39;28;56;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30
58;17;20;46;43;5;51;37;6;24;64;32;13;21;62;16;23;26;41;22;33;44;35;60;59;36;31;18;63;9;55;19;25;28;8;57;52;54;42;12;2;53;45;40;61;47;39;11;56;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30;30;290
30;290;58;17;20;46;43;5;51;37;6;24;64;32;13;21;62;16;23;26;41;22;33;44;35;60;59;36;31;18;63;9;55;19;25;28;8;57;52;54;42;12;2;53;45;40;61;47;39;11;56;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30
58;17;20;46;43;5;51;37;6;24;64;32;13;21;62;16;23;26;41;22;33;44;35;60;59;36;18;31;63;9;55;19;25;28;8;57;52;54;42;12;2;53;45;40;61;47;39;11;56;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30;30;274
30;274;58;17;20;46;43;5;51;37;6;24;64;32;13;21;62;16;23;26;41;22;33;44;35;60;59;36;18;31;63;9;55;19;25;28;8;57;52;54;42;12;2;53;45;40;61;47;39;11;56;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30
58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;36;18;31;63;9;55;19;25;28;8;57;52;54;42;12;2;53;45;40;61;47;39;11;32;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30;30;274
30;274;58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;36;18;31;63;9;55;19;25;28;8;57;52;54;42;12;2;53;45;40;61;47;39;11;32;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30
58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;36;18;31;63;9;42;19;25;28;8;57;52;54;55;12;2;53;45;40;61;47;39;11;32;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30;30;280
30;280;58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;36;18;31;63;9;42;19;25;28;8;57;52;54;55;12;2;53;45;40;61;47;39;11;32;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30
58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;36;18;31;63;9;42;19;25;28;8;57;52;54;53;12;2;55;45;40;61;47;39;11;32;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30;30;274
30;274;58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;36;18;31;63;9;42;19;25;28;8;57;52;54;53;12;2;55;45;40;61;47;39;11;32;3;49;38;48;1;7;10;50;27;29;15;34;4;14;30
58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;36;18;31;29;9;42;19;25;28;8;57;52;54;53;12;2;55;45;40;61;47;39;11;32;3;49;38;48;1;7;10;50;27;63;15;34;4;14;30;30;274
30;274;58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;36;18;31;29;9;42;19;25;28;8;57;52;54;53;12;2;55;45;40;61;47;39;11;32;3;49;38;48;1;7;10;50;27;63;15;34;4;14;30
58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;3;18;31;29;9;42;19;25;28;8;57;52;54;53;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;50;27;63;15;34;4;14;30;30;274
31;274;58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;3;18;31;29;9;42;19;25;28;8;57;52;54;53;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;50;27;63;15;34;4;14;30
58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;3;18;31;29;9;42;19;25;28;8;4;52;54;53;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;50;27;63;15;34;57;14;30;31;274
31;274;58;17;20;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;60;59;3;18;31;29;9;42;19;25;28;8;4;52;54;53;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;50;27;63;15;34;57;14;30
58;17;60;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;20;59;3;18;31;29;9;42;19;25;28;8;4;52;54;53;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;50;27;63;15;34;57;14;30;31;274
31;274;58;17;60;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;20;59;3;18;31;29;9;42;19;25;28;8;4;52;54;53;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;50;27;63;15;34;57;14;30
58;17;60;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;53;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;50;27;63;15;34;57;14;3;31;274
31;274;58;17;60;46;43;5;51;37;6;24;64;56;13;21;62;16;23;26;41;22;33;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;53;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;50;27;63;15;34;57;14;3
58;17;60;46;43;23;51;37;6;24;64;56;13;21;62;16;5;26;41;22;33;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;53;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;50;27;63;15;34;57;14;3;31;274
31;274;58;17;60;46;43;23;51;37;6;24;64;56;13;21;62;16;5;26;41;22;33;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;53;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;50;27;63;15;34;57;14;3
58;17;60;46;43;23;51;37;6;24;64;56;13;21;62;16;5;26;41;22;33;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;50;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;53;27;63;15;34;57;14;3;31;262
31;262;58;17;60;46;43;23;51;37;6;24;64;56;13;21;62;16;5;26;41;22;33;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;50;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;53;27;63;15;34;57;14;3
58;17;60;46;43;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;33;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;50;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;53;27;63;15;34;57;14;3;31;264
31;264;58;17;60;46;43;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;33;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;50;12;2;55;45;40;61;47;39;11;32;36;49;38;48;1;7;10;53;27;63;15;34;57;14;3
58;17;60;46;43;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;47;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;50;12;2;55;45;40;61;33;39;11;32;36;49;38;48;1;7;10;53;27;63;15;34;57;14;3;31;272
31;272;58;17;60;46;43;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;47;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;50;12;2;55;45;40;61;33;39;11;32;36;49;38;48;1;7;10;53;27;63;15;34;57;14;3
58;17;60;46;43;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;47;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;50;12;2;55;45;27;61;33;39;11;32;36;49;38;48;1;7;10;53;40;63;15;34;57;14;3;31;284
31;284;58;17;60;46;43;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;47;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;50;12;2;55;45;27;61;33;39;11;32;36;49;38;48;1;7;10;53;40;63;15;34;57;14;3
58;17;60;46;43;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;47;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;50;12;2;55;45;27;61;33;39;11;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3;31;284
31;284;58;17;60;46;43;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;47;44;35;20;59;30;18;31;29;9;42;19;25;28;8;4;52;54;50;12;2;55;45;27;61;33;39;11;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3
58;17;60;46;43;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;47;44;35;29;59;30;18;31;20;9;42;19;25;28;8;4;52;54;50;12;2;55;45;27;61;33;39;11;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3;31;284
31;284;58;17;60;46;43;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;47;44;35;29;59;30;18;31;20;9;42;19;25;28;8;4;52;54;50;12;2;55;45;27;61;33;39;11;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3
58;17;60;46;9;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;47;44;35;29;59;30;18;31;20;43;42;19;25;28;8;4;52;54;50;12;2;55;45;27;61;33;39;11;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3;31;280
31;280;58;17;60;46;9;23;51;37;6;24;64;56;13;21;16;62;5;26;41;22;47;44;35;29;59;30;18;31;20;43;42;19;25;28;8;4;52;54;50;12;2;55;45;27;61;33;39;11;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3
58;17;60;46;9;23;51;37;6;24;64;56;13;21;16;62;5;26;28;22;47;44;35;29;59;30;18;31;20;43;42;19;25;41;8;4;52;54;50;12;2;55;45;27;61;33;39;11;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3;31;272
31;272;58;17;60;46;9;23;51;37;6;24;64;56;13;21;16;62;5;26;28;22;47;44;35;29;59;30;18;31;20;43;42;19;25;41;8;4;52;54;50;12;2;55;45;27;61;33;39;11;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3
58;17;60;46;9;23;51;37;6;24;64;56;13;21;16;62;5;26;28;22;47;44;35;29;59;30;18;31;20;43;42;19;25;41;8;4;52;54;50;12;2;55;45;27;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3;31;260
31;260;58;17;60;46;9;23;51;37;6;24;64;56;13;21;16;62;5;26;28;22;47;44;35;29;59;30;18;31;20;43;42;19;25;41;8;4;52;54;50;12;2;55;45;27;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3
58;17;60;46;9;23;51;37;6;24;64;56;13;21;16;62;5;26;28;22;27;44;35;29;59;30;18;31;20;43;42;19;25;41;8;4;52;54;50;12;2;55;45;47;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3;31;264
31;264;58;17;60;46;9;23;51;37;6;24;64;56;13;21;16;62;5;26;28;22;27;44;35;29;59;30;18;31;20;43;42;19;25;41;8;4;52;54;50;12;2;55;45;47;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3
58;17;60;46;9;23;51;37;6;12;64;56;13;21;16;62;5;26;28;22;27;44;35;29;59;30;18;31;20;43;42;19;25;41;8;4;52;54;50;24;2;55;45;47;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3;31;276
31;276;58;17;60;46;9;23;51;37;6;12;64;56;13;21;16;62;5;26;28;22;27;44;35;29;59;30;18;31;20;43;42;19;25;41;8;4;52;54;50;24;2;55;45;47;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3
58;17;60;46;9;23;51;37;6;12;64;56;13;21;16;62;5;26;28;22;27;44;35;29;59;30;18;31;20;43;42;19;25;41;8;47;52;54;50;24;2;55;45;4;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3;31;272
31;272;58;17;60;46;9;23;51;37;6;12;64;56;13;21;16;62;5;26;28;22;27;44;35;29;59;30;18;31;20;43;42;19;25;41;8;47;52;54;50;24;2;55;45;4;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3
58;17;60;46;9;23;51;37;6;12;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;42;19;25;29;8;47;52;54;50;24;2;55;45;4;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3;31;272
31;272;58;17;60;46;9;23;51;37;6;12;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;42;19;25;29;8;47;52;54;50;24;2;55;45;4;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;57;7;3
58;17;60;46;9;57;51;37;6;12;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;42;19;25;29;8;47;52;54;50;24;2;55;45;4;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;23;7;3;31;288
31;288;58;17;60;46;9;57;51;37;6;12;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;42;19;25;29;8;47;52;54;50;24;2;55;45;4;61;11;39;33;32;36;49;38;48;1;14;10;53;40;63;15;34;23;7;3
58;17;60;46;9;57;51;37;6;12;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;42;19;25;29;8;47;52;54;50;24;14;55;45;4;61;11;39;33;32;36;49;38;48;1;2;10;53;40;63;15;34;23;7;3;31;288
31;288;58;17;60;46;9;57;51;37;6;12;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;42;19;25;29;8;47;52;54;50;24;14;55;45;4;61;11;39;33;32;36;49;38;48;1;2;10;53;40;63;15;34;23;7;3
58;17;60;46;9;57;51;37;6;39;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;42;19;25;29;8;47;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;2;10;53;40;63;15;34;23;7;3;31;292
32;292;58;17;60;46;9;57;51;37;6;39;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;42;19;25;29;8;47;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;2;10;53;40;63;15;34;23;7;3
58;17;60;46;9;57;51;37;6;39;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;42;19;25;29;8;47;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;2;10;53;3;63;15;34;23;7;40;32;292
32;292;58;17;60;46;9;57;51;37;6;39;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;42;19;25;29;8;47;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;2;10;53;3;63;15;34;23;7;40
58;17;60;46;9;57;51;37;6;39;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;47;19;25;29;8;42;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;2;10;53;3;63;15;34;23;7;40;32;292
32;292;58;17;60;46;9;57;51;37;6;39;64;56;13;21;16;62;5;26;28;22;27;44;35;41;59;30;18;31;20;43;47;19;25;29;8;42;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;2;10;53;3;63;15;34;23;7;40
58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;29;8;42;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;2;10;53;3;63;15;34;23;7;40;32;296
32;296;58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;29;8;42;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;2;10;53;3;63;15;34;23;7;40
58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;29;8;42;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;3;10;53;2;63;15;34;23;7;40;32;296
32;296;58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;29;8;42;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;3;10;53;2;63;15;34;23;7;40
58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;40;8;42;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;3;10;53;2;63;15;34;23;7;29;32;296
32;296;58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;40;8;42;52;54;50;24;14;55;45;4;61;11;12;33;32;36;49;38;48;1;3;10;53;2;63;15;34;23;7;29
58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;40;8;42;52;54;50;24;14;55;45;4;61;11;12;33;32;36;10;38;48;1;3;49;53;2;63;15;34;23;7;29;32;296
32;296;58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;40;8;42;52;54;50;24;14;55;45;4;61;11;12;33;32;36;10;38;48;1;3;49;53;2;63;15;34;23;7;29
58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;40;8;42;52;33;50;24;14;55;45;4;61;11;12;54;32;36;10;38;48;1;3;49;53;2;63;15;34;23;7;29;32;296
32;296;58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;40;8;42;52;33;50;24;14;55;45;4;61;11;12;54;32;36;10;38;48;1;3;49;53;2;63;15;34;23;7;29
58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;40;8;42;52;33;50;24;14;55;45;4;61;11;12;7;32;36;10;38;48;1;3;49;53;2;63;15;34;23;54;29;32;296
32;296;58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;40;8;42;52;33;50;24;14;55;45;4;61;11;12;7;32;36;10;38;48;1;3;49;53;2;63;15;34;23;54;29
58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;40;7;42;52;33;50;24;14;55;45;4;61;11;12;8;32;36;10;38;48;1;3;49;53;2;63;15;34;23;54;29;32;294
32;294;58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;47;19;25;40;7;42;52;33;50;24;14;55;45;4;61;11;12;8;32;36;10;38;48;1;3;49;53;2;63;15;34;23;54;29
58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;12;8;32;36;10;38;48;1;3;49;53;2;63;15;34;23;54;29;32;294
32;294;58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;41;59;30;18;31;20;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;12;8;32;36;10;38;48;1;3;49;53;2;63;15;34;23;54;29
58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;15;59;30;18;31;20;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;12;8;32;36;10;38;48;1;3;49;53;2;63;41;34;23;54;29;32;294
32;294;58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;26;28;22;27;44;39;15;59;30;18;31;20;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;12;8;32;36;10;38;48;1;3;49;53;2;63;41;34;23;54;29
58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;12;28;22;27;44;39;15;59;30;18;31;20;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;26;8;32;36;10;38;48;1;3;49;53;2;63;41;34;23;54;29;32;294
32;294;58;17;60;46;9;57;51;37;6;35;64;56;13;21;16;62;5;12;28;22;27;44;39;15;59;30;18;31;20;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;26;8;32;36;10;38;48;1;3;49;53;2;63;41;34;23;54;29
58;17;60;46;9;57;51;37;6;35;64;56;32;21;16;62;5;12;28;22;27;44;39;15;59;30;18;31;20;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;26;8;13;36;10;38;48;1;3;49;53;2;63;41;34;23;54;29;32;294
32;294;58;17;60;46;9;57;51;37;6;35;64;56;32;21;16;62;5;12;28;22;27;44;39;15;59;30;18;31;20;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;26;8;13;36;10;38;48;1;3;49;53;2;63;41;34;23;54;29
58;17;60;46;9;57;51;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;39;15;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;26;8;13;36;10;38;48;1;3;49;53;2;63;41;34;23;54;29;32;286
32;286;58;17;60;46;9;57;51;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;39;15;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;26;8;13;36;10;38;48;1;3;49;53;2;63;41;34;23;54;29
58;17;60;46;9;38;51;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;39;15;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;26;8;13;36;10;57;48;1;3;49;53;2;63;41;34;23;54;29;32;278
32;278;58;17;60;46;9;38;51;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;39;15;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;24;14;55;45;4;61;11;26;8;13;36;10;57;48;1;3;49;53;2;63;41;34;23;54;29
58;17;60;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;39;15;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;24;14;51;45;4;61;11;26;8;13;36;10;57;48;1;3;49;53;2;63;41;34;23;54;29;32;278
32;278;58;17;60;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;39;15;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;24;14;51;45;4;61;11;26;8;13;36;10;57;48;1;3;49;53;2;63;41;34;23;54;29
58;17;60;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;3;15;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;24;14;51;45;4;61;11;26;8;13;36;10;57;48;1;39;49;53;2;63;41;34;23;54;29;32;278
32;278;58;17;60;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;3;15;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;24;14;51;45;4;61;11;26;8;13;36;10;57;48;1;39;49;53;2;63;41;34;23;54;29
58;17;60;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;3;24;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;15;14;51;45;4;61;11;26;8;13;36;10;57;48;1;39;49;53;2;63;41;34;23;54;29;32;278
32;278;58;17;60;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;3;24;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;15;14;51;45;4;61;11;26;8;13;36;10;57;48;1;39;49;53;2;63;41;34;23;54;29
58;17;60;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;3;61;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;15;14;51;45;4;24;11;26;8;13;36;10;57;48;1;39;49;53;2;63;41;34;23;54;29;32;278
32;278;58;17;60;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;3;61;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;15;14;51;45;4;24;11;26;8;13;36;10;57;48;1;39;49;53;2;63;41;34;23;54;29
58;17;10;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;3;61;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;15;14;51;45;4;24;11;26;8;13;36;60;57;48;1;39;49;53;2;63;41;34;23;54;29;32;280
33;280;58;17;10;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;3;61;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;15;14;51;45;4;24;11;26;8;13;36;60;57;48;1;39;49;53;2;63;41;34;23;54;29
58;17;10;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;3;61;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;15;14;51;45;4;24;11;26;41;13;36;60;57;48;1;39;49;53;2;63;8;34;23;54;29;33;280
33;280;58;17;10;46;9;38;55;37;6;20;64;56;32;21;16;62;5;12;28;22;27;44;3;61;59;30;18;31;35;43;40;19;25;47;7;42;52;33;50;15;14;51;45;4;24;11;26;41;13;36;60;57;48;1;39;49;53;2;63;8;34;23;54;29
58;17;10;46;9;38;55;30;6;20;64;56;32;21;16;62;5;12;28;22;27;44;3;61;59;37;18;31;35;43;40;19;25;47;7;42;52;33;50;15;14;51;45;4;24;11;26;41;13;36;60;57;48;1;39;49;53;2;63;8;34;23;54;29;33;268
