"X1";"X27744";"X30";"X8";"X29";"X18";"X10";"X17";"X16";"X1.1";"X12";"X20";"X28";"X13";"X3";"X7";"X32";"X31";"X2";"X4";"X5";"X11";"X14";"X23";"X21";"X22";"X9";"X25";"X6";"X26";"X24";"X27";"X19";"X15"
26;14;8;12;23;2;7;3;10;16;28;22;6;18;27;5;11;25;13;21;31;29;15;4;24;1;17;20;32;9;30;19;77;25540
77;25540;26;14;8;12;23;2;7;3;10;16;28;22;6;18;27;5;11;25;13;21;31;29;15;4;24;1;17;20;32;9;30;19
26;14;8;18;23;2;7;3;10;16;28;22;6;12;27;5;11;25;13;21;31;29;15;4;24;1;17;20;32;9;30;19;77;25998
77;25998;26;14;8;18;23;2;7;3;10;16;28;22;6;12;27;5;11;25;13;21;31;29;15;4;24;1;17;20;32;9;30;19
26;6;8;18;23;2;7;3;10;16;28;22;14;12;27;5;11;25;13;21;31;29;15;4;24;1;17;20;32;9;30;19;77;25718
77;25718;26;6;8;18;23;2;7;3;10;16;28;22;14;12;27;5;11;25;13;21;31;29;15;4;24;1;17;20;32;9;30;19
13;6;8;18;23;2;7;3;10;16;28;22;14;12;27;5;11;25;26;21;31;29;15;4;24;1;17;20;32;9;30;19;77;26126
77;25718;26;6;8;18;23;2;7;3;10;16;28;22;14;12;27;5;11;25;13;21;31;29;15;4;24;1;17;20;32;9;30;19
26;6;8;18;23;2;7;3;10;16;28;29;14;12;27;5;11;25;13;21;31;22;15;4;24;1;17;20;32;9;30;19;77;25498
77;25498;26;6;8;18;23;2;7;3;10;16;28;29;14;12;27;5;11;25;13;21;31;22;15;4;24;1;17;20;32;9;30;19
26;6;8;18;23;2;7;3;10;16;28;29;14;12;27;5;11;25;15;21;31;22;13;4;24;1;17;20;32;9;30;19;77;25698
77;25698;26;6;8;18;23;2;7;3;10;16;28;29;14;12;27;5;11;25;15;21;31;22;13;4;24;1;17;20;32;9;30;19
26;6;8;18;23;2;7;3;10;16;28;9;14;12;27;5;11;25;15;21;31;22;13;4;24;1;17;20;32;29;30;19;77;25406
77;25406;26;6;8;18;23;2;7;3;10;16;28;9;14;12;27;5;11;25;15;21;31;22;13;4;24;1;17;20;32;29;30;19
26;6;8;18;23;2;1;3;10;16;28;9;14;12;27;5;11;25;15;21;31;22;13;4;24;7;17;20;32;29;30;19;77;25506
77;25506;26;6;8;18;23;2;1;3;10;16;28;9;14;12;27;5;11;25;15;21;31;22;13;4;24;7;17;20;32;29;30;19
26;6;8;18;23;2;1;3;10;16;28;9;14;12;4;5;11;25;15;21;31;22;13;27;24;7;17;20;32;29;30;19;77;25084
78;25084;26;6;8;18;23;2;1;3;10;16;28;9;14;12;4;5;11;25;15;21;31;22;13;27;24;7;17;20;32;29;30;19
26;6;8;18;23;2;1;3;10;16;28;9;14;12;4;5;24;25;15;21;31;22;13;27;11;7;17;20;32;29;30;19;78;25756
78;25084;26;6;8;18;23;2;1;3;10;16;28;9;14;12;4;5;11;25;15;21;31;22;13;27;24;7;17;20;32;29;30;19
26;6;8;18;1;2;23;3;10;16;28;9;14;12;4;5;11;25;15;21;31;22;13;27;24;7;17;20;32;29;30;19;78;24700
78;24700;26;6;8;18;1;2;23;3;10;16;28;9;14;12;4;5;11;25;15;21;31;22;13;27;24;7;17;20;32;29;30;19
26;6;8;18;1;2;23;3;10;16;28;9;14;12;4;5;11;25;15;21;31;22;24;27;13;7;17;20;32;29;30;19;78;24794
78;24794;26;6;8;18;1;2;23;3;10;16;28;9;14;12;4;5;11;25;15;21;31;22;24;27;13;7;17;20;32;29;30;19
26;6;8;18;1;2;23;3;10;16;28;9;14;12;4;5;11;25;15;21;30;22;24;27;13;7;17;20;32;29;31;19;78;24894
78;24894;26;6;8;18;1;2;23;3;10;16;28;9;14;12;4;5;11;25;15;21;30;22;24;27;13;7;17;20;32;29;31;19
26;6;8;18;30;2;23;3;10;16;28;9;14;12;4;5;11;25;15;21;1;22;24;27;13;7;17;20;32;29;31;19;78;26150
78;24894;26;6;8;18;1;2;23;3;10;16;28;9;14;12;4;5;11;25;15;21;30;22;24;27;13;7;17;20;32;29;31;19
26;6;8;18;1;2;23;3;10;16;28;9;14;12;4;5;7;25;15;21;30;22;24;27;13;11;17;20;32;29;31;19;78;24654
78;24654;26;6;8;18;1;2;23;3;10;16;28;9;14;12;4;5;7;25;15;21;30;22;24;27;13;11;17;20;32;29;31;19
26;6;8;18;1;2;23;3;10;16;28;9;14;5;4;12;7;25;15;21;30;22;24;27;13;11;17;20;32;29;31;19;78;24854
78;24854;26;6;8;18;1;2;23;3;10;16;28;9;14;5;4;12;7;25;15;21;30;22;24;27;13;11;17;20;32;29;31;19
26;6;8;18;1;2;23;3;10;16;28;9;14;5;4;12;7;20;15;21;30;22;24;27;13;11;17;25;32;29;31;19;78;25434
78;24854;26;6;8;18;1;2;23;3;10;16;28;9;14;5;4;12;7;25;15;21;30;22;24;27;13;11;17;20;32;29;31;19
26;6;17;18;1;2;23;3;10;16;28;9;14;5;4;12;7;25;15;21;30;22;24;27;13;11;8;20;32;29;31;19;78;25840
78;24854;26;6;8;18;1;2;23;3;10;16;28;9;14;5;4;12;7;25;15;21;30;22;24;27;13;11;17;20;32;29;31;19
26;6;8;18;1;2;23;3;10;16;28;9;14;5;4;12;30;25;15;21;7;22;24;27;13;11;17;20;32;29;31;19;78;26092
78;24854;26;6;8;18;1;2;23;3;10;16;28;9;14;5;4;12;7;25;15;21;30;22;24;27;13;11;17;20;32;29;31;19
26;6;8;18;1;2;23;3;10;11;28;9;14;5;4;12;7;25;15;21;30;22;24;27;13;16;17;20;32;29;31;19;78;25654
78;25654;26;6;8;18;1;2;23;3;10;11;28;9;14;5;4;12;7;25;15;21;30;22;24;27;13;16;17;20;32;29;31;19
26;6;8;18;1;2;23;3;10;11;28;9;14;5;4;12;7;25;15;21;30;22;24;27;13;16;17;19;32;29;31;20;78;25534
78;25534;26;6;8;18;1;2;23;3;10;11;28;9;14;5;4;12;7;25;15;21;30;22;24;27;13;16;17;19;32;29;31;20
26;6;8;18;1;2;23;3;10;11;28;9;14;5;4;12;7;25;15;31;30;22;24;27;13;16;17;19;32;29;21;20;78;25574
78;25574;26;6;8;18;1;2;23;3;10;11;28;9;14;5;4;12;7;25;15;31;30;22;24;27;13;16;17;19;32;29;21;20
26;6;8;18;1;2;23;3;10;11;28;9;25;5;4;12;7;14;15;31;30;22;24;27;13;16;17;19;32;29;21;20;78;25160
78;25160;26;6;8;18;1;2;23;3;10;11;28;9;25;5;4;12;7;14;15;31;30;22;24;27;13;16;17;19;32;29;21;20
26;6;8;9;1;2;23;3;10;11;28;18;25;5;4;12;7;14;15;31;30;22;24;27;13;16;17;19;32;29;21;20;78;25086
78;25086;26;6;8;9;1;2;23;3;10;11;28;18;25;5;4;12;7;14;15;31;30;22;24;27;13;16;17;19;32;29;21;20
26;6;8;9;1;2;23;3;10;11;28;18;25;5;4;12;7;14;15;31;30;22;24;27;13;16;19;17;32;29;21;20;78;25166
78;25166;26;6;8;9;1;2;23;3;10;11;28;18;25;5;4;12;7;14;15;31;30;22;24;27;13;16;19;17;32;29;21;20
26;6;8;9;1;2;23;3;10;11;28;18;25;5;4;12;7;14;15;31;30;22;24;27;13;19;16;17;32;29;21;20;78;25646
78;25166;26;6;8;9;1;2;23;3;10;11;28;18;25;5;4;12;7;14;15;31;30;22;24;27;13;16;19;17;32;29;21;20
26;6;8;9;1;2;23;3;10;11;28;18;25;31;4;12;7;14;15;5;30;22;24;27;13;16;19;17;32;29;21;20;78;24674
78;24674;26;6;8;9;1;2;23;3;10;11;28;18;25;31;4;12;7;14;15;5;30;22;24;27;13;16;19;17;32;29;21;20
7;6;8;9;1;2;23;3;10;11;28;18;25;31;4;12;26;14;15;5;30;22;24;27;13;16;19;17;32;29;21;20;78;24962
78;24962;7;6;8;9;1;2;23;3;10;11;28;18;25;31;4;12;26;14;15;5;30;22;24;27;13;16;19;17;32;29;21;20
7;6;8;3;1;2;23;9;10;11;28;18;25;31;4;12;26;14;15;5;30;22;24;27;13;16;19;17;32;29;21;20;78;24482
79;24482;7;6;8;3;1;2;23;9;10;11;28;18;25;31;4;12;26;14;15;5;30;22;24;27;13;16;19;17;32;29;21;20
7;6;8;3;1;2;23;9;10;11;28;18;25;31;4;12;26;21;15;5;30;22;24;27;13;16;19;17;32;29;14;20;79;24844
79;24482;7;6;8;3;1;2;23;9;10;11;28;18;25;31;4;12;26;14;15;5;30;22;24;27;13;16;19;17;32;29;21;20
7;6;8;3;1;2;23;9;10;11;28;18;25;31;4;29;26;14;15;5;30;22;24;27;13;16;19;17;32;12;21;20;79;25302
79;24482;7;6;8;3;1;2;23;9;10;11;28;18;25;31;4;12;26;14;15;5;30;22;24;27;13;16;19;17;32;29;21;20
7;6;8;3;1;2;23;9;10;11;28;18;25;31;4;12;26;14;24;5;30;22;15;27;13;16;19;17;32;29;21;20;79;24548
79;24548;7;6;8;3;1;2;23;9;10;11;28;18;25;31;4;12;26;14;24;5;30;22;15;27;13;16;19;17;32;29;21;20
7;6;8;3;13;2;23;9;10;11;28;18;25;31;4;12;26;14;24;5;30;22;15;27;1;16;19;17;32;29;21;20;79;25128
79;24548;7;6;8;3;1;2;23;9;10;11;28;18;25;31;4;12;26;14;24;5;30;22;15;27;13;16;19;17;32;29;21;20
7;6;8;3;1;2;23;9;10;11;28;18;25;31;4;12;26;14;24;5;15;22;30;27;13;16;19;17;32;29;21;20;79;24560
79;24560;7;6;8;3;1;2;23;9;10;11;28;18;25;31;4;12;26;14;24;5;15;22;30;27;13;16;19;17;32;29;21;20
7;6;8;3;20;2;23;9;10;11;28;18;25;31;4;12;26;14;24;5;15;22;30;27;13;16;19;17;32;29;21;1;79;24646
79;24646;7;6;8;3;20;2;23;9;10;11;28;18;25;31;4;12;26;14;24;5;15;22;30;27;13;16;19;17;32;29;21;1
7;6;8;3;20;2;23;9;10;11;28;18;25;31;32;12;26;14;24;5;15;22;30;27;13;16;19;17;4;29;21;1;79;26066
79;24646;7;6;8;3;20;2;23;9;10;11;28;18;25;31;4;12;26;14;24;5;15;22;30;27;13;16;19;17;32;29;21;1
7;6;8;3;20;27;23;9;10;11;28;18;25;31;4;12;26;14;24;5;15;22;30;2;13;16;19;17;32;29;21;1;79;24868
79;24868;7;6;8;3;20;27;23;9;10;11;28;18;25;31;4;12;26;14;24;5;15;22;30;2;13;16;19;17;32;29;21;1
7;6;8;3;20;27;23;9;10;11;28;18;25;31;21;12;26;14;24;5;15;22;30;2;13;16;19;17;32;29;4;1;79;25286
79;25286;7;6;8;3;20;27;23;9;10;11;28;18;25;31;21;12;26;14;24;5;15;22;30;2;13;16;19;17;32;29;4;1
7;6;8;3;20;27;23;1;10;11;28;18;25;31;21;12;26;14;24;5;15;22;30;2;13;16;19;17;32;29;4;9;79;25366
79;25366;7;6;8;3;20;27;23;1;10;11;28;18;25;31;21;12;26;14;24;5;15;22;30;2;13;16;19;17;32;29;4;9
7;6;8;3;20;27;23;1;10;11;28;18;25;31;21;12;26;15;24;5;14;22;30;2;13;16;19;17;32;29;4;9;79;25326
79;25326;7;6;8;3;20;27;23;1;10;11;28;18;25;31;21;12;26;15;24;5;14;22;30;2;13;16;19;17;32;29;4;9
7;6;8;17;20;27;23;1;10;11;28;18;25;31;21;12;26;15;24;5;14;22;30;2;13;16;19;3;32;29;4;9;79;25840
79;25326;7;6;8;3;20;27;23;1;10;11;28;18;25;31;21;12;26;15;24;5;14;22;30;2;13;16;19;17;32;29;4;9
7;6;8;3;20;27;23;1;10;11;28;18;25;31;21;12;26;15;24;5;14;22;30;2;13;16;4;17;32;29;19;9;79;25222
79;25222;7;6;8;3;20;27;23;1;10;11;28;18;25;31;21;12;26;15;24;5;14;22;30;2;13;16;4;17;32;29;19;9
7;6;8;3;20;27;23;1;10;11;28;18;25;31;21;12;26;15;24;5;14;13;30;2;22;16;4;17;32;29;19;9;79;26536
79;25222;7;6;8;3;20;27;23;1;10;11;28;18;25;31;21;12;26;15;24;5;14;22;30;2;13;16;4;17;32;29;19;9
7;6;8;3;20;27;23;1;5;11;28;18;25;31;21;12;26;15;24;10;14;22;30;2;13;16;4;17;32;29;19;9;79;25262
79;25262;7;6;8;3;20;27;23;1;5;11;28;18;25;31;21;12;26;15;24;10;14;22;30;2;13;16;4;17;32;29;19;9
7;6;8;3;20;27;23;1;5;11;28;18;25;31;21;12;24;15;26;10;14;22;30;2;13;16;4;17;32;29;19;9;79;25102
79;25102;7;6;8;3;20;27;23;1;5;11;28;18;25;31;21;12;24;15;26;10;14;22;30;2;13;16;4;17;32;29;19;9
7;6;8;3;20;27;23;1;5;11;13;18;25;31;21;12;24;15;26;10;14;22;30;2;28;16;4;17;32;29;19;9;79;26574
79;25102;7;6;8;3;20;27;23;1;5;11;28;18;25;31;21;12;24;15;26;10;14;22;30;2;13;16;4;17;32;29;19;9
7;6;8;4;20;27;23;1;5;11;28;18;25;31;21;12;24;15;26;10;14;22;30;2;13;16;3;17;32;29;19;9;79;25162
79;25162;7;6;8;4;20;27;23;1;5;11;28;18;25;31;21;12;24;15;26;10;14;22;30;2;13;16;3;17;32;29;19;9
7;6;8;9;20;27;23;1;5;11;28;18;25;31;21;12;24;15;26;10;14;22;30;2;13;16;3;17;32;29;19;4;79;25342
79;25342;7;6;8;9;20;27;23;1;5;11;28;18;25;31;21;12;24;15;26;10;14;22;30;2;13;16;3;17;32;29;19;4
7;6;8;5;20;27;23;1;9;11;28;18;25;31;21;12;24;15;26;10;14;22;30;2;13;16;3;17;32;29;19;4;79;25222
80;25222;7;6;8;5;20;27;23;1;9;11;28;18;25;31;21;12;24;15;26;10;14;22;30;2;13;16;3;17;32;29;19;4
7;6;8;5;20;27;23;14;9;11;28;18;25;31;21;12;24;15;26;10;1;22;30;2;13;16;3;17;32;29;19;4;80;25702
80;25702;7;6;8;5;20;27;23;14;9;11;28;18;25;31;21;12;24;15;26;10;1;22;30;2;13;16;3;17;32;29;19;4
22;6;8;5;20;27;23;14;9;11;28;18;25;31;21;12;24;15;26;10;1;7;30;2;13;16;3;17;32;29;19;4;80;26176
80;26176;22;6;8;5;20;27;23;14;9;11;28;18;25;31;21;12;24;15;26;10;1;7;30;2;13;16;3;17;32;29;19;4
22;6;8;5;20;27;23;14;9;11;28;18;25;31;21;12;24;3;26;10;1;7;30;2;13;16;15;17;32;29;19;4;80;26756
80;26176;22;6;8;5;20;27;23;14;9;11;28;18;25;31;21;12;24;15;26;10;1;7;30;2;13;16;3;17;32;29;19;4
22;15;8;5;20;27;23;14;9;11;28;18;25;31;21;12;24;6;26;10;1;7;30;2;13;16;3;17;32;29;19;4;80;27056
80;26176;22;6;8;5;20;27;23;14;9;11;28;18;25;31;21;12;24;15;26;10;1;7;30;2;13;16;3;17;32;29;19;4
22;6;8;5;20;27;23;14;9;11;28;18;25;26;21;12;24;15;31;10;1;7;30;2;13;16;3;17;32;29;19;4;80;26216
80;26216;22;6;8;5;20;27;23;14;9;11;28;18;25;26;21;12;24;15;31;10;1;7;30;2;13;16;3;17;32;29;19;4
22;6;8;5;20;27;23;14;9;11;28;18;25;26;21;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;4;80;25916
80;25916;22;6;8;5;20;27;23;14;9;11;28;18;25;26;21;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;4
22;6;8;5;20;27;23;14;9;11;28;4;25;26;21;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;18;80;26260
80;26260;22;6;8;5;20;27;23;14;9;11;28;4;25;26;21;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;18
21;6;8;5;20;27;23;14;9;11;28;4;25;26;22;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;18;80;26600
80;26600;21;6;8;5;20;27;23;14;9;11;28;4;25;26;22;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;18
26;6;8;5;20;27;23;14;9;11;28;4;25;21;22;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;18;80;26360
80;26360;26;6;8;5;20;27;23;14;9;11;28;4;25;21;22;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;18
26;6;8;5;20;27;23;14;9;28;11;4;25;21;22;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;18;80;26138
80;26138;26;6;8;5;20;27;23;14;9;28;11;4;25;21;22;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;18
26;6;8;5;21;27;23;14;9;28;11;4;25;20;22;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;18;80;26178
80;26178;26;6;8;5;21;27;23;14;9;28;11;4;25;20;22;12;24;15;32;10;1;7;30;2;13;16;3;17;31;29;19;18
26;6;8;5;21;27;23;14;9;28;11;4;25;20;22;12;24;15;32;10;2;7;30;1;13;16;3;17;31;29;19;18;80;25958
80;25958;26;6;8;5;21;27;23;14;9;28;11;4;25;20;22;12;24;15;32;10;2;7;30;1;13;16;3;17;31;29;19;18
26;6;8;5;21;27;22;14;9;28;11;4;25;20;23;12;24;15;32;10;2;7;30;1;13;16;3;17;31;29;19;18;80;25558
80;25558;26;6;8;5;21;27;22;14;9;28;11;4;25;20;23;12;24;15;32;10;2;7;30;1;13;16;3;17;31;29;19;18
26;6;8;5;21;27;22;14;9;29;11;4;25;20;23;12;24;15;32;10;2;7;30;1;13;16;3;17;31;28;19;18;80;25238
80;25238;26;6;8;5;21;27;22;14;9;29;11;4;25;20;23;12;24;15;32;10;2;7;30;1;13;16;3;17;31;28;19;18
26;6;16;5;21;27;22;14;9;29;11;4;25;20;23;12;24;15;32;10;2;7;30;1;13;8;3;17;31;28;19;18;80;25518
80;25518;26;6;16;5;21;27;22;14;9;29;11;4;25;20;23;12;24;15;32;10;2;7;30;1;13;8;3;17;31;28;19;18
26;6;16;5;21;27;22;14;9;29;11;4;18;20;23;12;24;15;32;10;2;7;30;1;13;8;3;17;31;28;19;25;80;25238
80;25238;26;6;16;5;21;27;22;14;9;29;11;4;18;20;23;12;24;15;32;10;2;7;30;1;13;8;3;17;31;28;19;25
26;6;16;5;21;25;22;14;9;29;11;4;18;20;23;12;24;15;32;10;2;7;30;1;13;8;3;17;31;28;19;27;80;25838
80;25238;26;6;16;5;21;27;22;14;9;29;11;4;18;20;23;12;24;15;32;10;2;7;30;1;13;8;3;17;31;28;19;25
26;31;16;5;21;27;22;14;9;29;11;4;18;20;23;12;24;15;32;10;2;7;30;1;13;8;3;17;6;28;19;25;80;25478
80;25238;26;6;16;5;21;27;22;14;9;29;11;4;18;20;23;12;24;15;32;10;2;7;30;1;13;8;3;17;31;28;19;25
26;6;16;5;3;27;22;14;9;29;11;4;18;20;23;12;24;15;32;10;2;7;30;1;13;8;21;17;31;28;19;25;80;24936
80;24936;26;6;16;5;3;27;22;14;9;29;11;4;18;20;23;12;24;15;32;10;2;7;30;1;13;8;21;17;31;28;19;25
26;29;16;5;3;27;22;14;9;6;11;4;18;20;23;12;24;15;32;10;2;7;30;1;13;8;21;17;31;28;19;25;80;26724
81;24936;26;6;16;5;3;27;22;14;9;29;11;4;18;20;23;12;24;15;32;10;2;7;30;1;13;8;21;17;31;28;19;25
26;6;16;5;3;27;22;14;9;29;18;4;11;20;23;12;24;15;32;10;2;7;30;1;13;8;21;17;31;28;19;25;81;25836
81;25836;26;6;16;5;3;27;22;14;9;29;18;4;11;20;23;12;24;15;32;10;2;7;30;1;13;8;21;17;31;28;19;25
26;6;16;5;30;27;22;14;9;29;18;4;11;20;23;12;24;15;32;10;2;7;3;1;13;8;21;17;31;28;19;25;81;26392
81;25836;26;6;16;5;3;27;22;14;9;29;18;4;11;20;23;12;24;15;32;10;2;7;30;1;13;8;21;17;31;28;19;25
26;6;16;5;3;27;22;14;9;31;18;4;11;20;23;12;24;15;32;10;2;7;30;1;13;8;21;17;29;28;19;25;81;25876
81;25876;26;6;16;5;3;27;22;14;9;31;18;4;11;20;23;12;24;15;32;10;2;7;30;1;13;8;21;17;29;28;19;25
26;6;16;5;3;27;22;14;9;31;18;4;11;20;19;12;24;15;32;10;2;7;30;1;13;8;21;17;29;28;23;25;81;26136
81;26136;26;6;16;5;3;27;22;14;9;31;18;4;11;20;19;12;24;15;32;10;2;7;30;1;13;8;21;17;29;28;23;25
26;6;16;5;17;27;22;14;9;31;18;4;11;20;19;12;24;15;32;10;2;7;30;1;13;8;21;3;29;28;23;25;81;26750
81;26136;26;6;16;5;3;27;22;14;9;31;18;4;11;20;19;12;24;15;32;10;2;7;30;1;13;8;21;17;29;28;23;25
26;6;16;5;13;27;22;14;9;31;18;4;11;20;19;12;24;15;32;10;2;7;30;1;3;8;21;17;29;28;23;25;81;26756
81;26136;26;6;16;5;3;27;22;14;9;31;18;4;11;20;19;12;24;15;32;10;2;7;30;1;13;8;21;17;29;28;23;25
26;6;16;5;3;27;22;14;9;31;18;4;11;20;19;12;24;15;30;10;2;7;32;1;13;8;21;17;29;28;23;25;81;26296
81;26296;26;6;16;5;3;27;22;14;9;31;18;4;11;20;19;12;24;15;30;10;2;7;32;1;13;8;21;17;29;28;23;25
26;6;16;5;3;27;22;14;9;31;18;4;11;20;19;12;24;15;30;10;2;7;32;1;13;8;21;28;29;17;23;25;81;26096
81;26096;26;6;16;5;3;27;22;14;9;31;18;4;11;20;19;12;24;15;30;10;2;7;32;1;13;8;21;28;29;17;23;25
26;6;16;8;3;27;22;14;9;31;18;4;11;20;19;12;24;15;30;10;2;7;32;1;13;5;21;28;29;17;23;25;81;25836
81;25836;26;6;16;8;3;27;22;14;9;31;18;4;11;20;19;12;24;15;30;10;2;7;32;1;13;5;21;28;29;17;23;25
26;6;16;8;3;27;22;14;9;31;2;4;11;20;19;12;24;15;30;10;18;7;32;1;13;5;21;28;29;17;23;25;81;25146
81;25146;26;6;16;8;3;27;22;14;9;31;2;4;11;20;19;12;24;15;30;10;18;7;32;1;13;5;21;28;29;17;23;25
26;6;16;8;3;27;22;14;9;31;2;4;11;20;19;12;24;15;30;10;18;17;32;1;13;5;21;28;29;7;23;25;81;26172
81;26172;26;6;16;8;3;27;22;14;9;31;2;4;11;20;19;12;24;15;30;10;18;17;32;1;13;5;21;28;29;7;23;25
26;6;16;8;3;27;22;14;9;31;2;4;11;20;28;12;24;15;30;10;18;17;32;1;13;5;21;19;29;7;23;25;81;26352
81;26172;26;6;16;8;3;27;22;14;9;31;2;4;11;20;19;12;24;15;30;10;18;17;32;1;13;5;21;28;29;7;23;25
28;6;16;8;3;27;22;14;9;31;2;4;11;20;19;12;24;15;30;10;18;17;32;1;13;5;21;26;29;7;23;25;81;26492
81;26492;28;6;16;8;3;27;22;14;9;31;2;4;11;20;19;12;24;15;30;10;18;17;32;1;13;5;21;26;29;7;23;25
28;6;10;8;3;27;22;14;9;31;2;4;11;20;19;12;24;15;30;16;18;17;32;1;13;5;21;26;29;7;23;25;81;26632
81;26632;28;6;10;8;3;27;22;14;9;31;2;4;11;20;19;12;24;15;30;16;18;17;32;1;13;5;21;26;29;7;23;25
27;6;10;8;3;28;22;14;9;31;2;4;11;20;19;12;24;15;30;16;18;17;32;1;13;5;21;26;29;7;23;25;81;26532
81;26532;27;6;10;8;3;28;22;14;9;31;2;4;11;20;19;12;24;15;30;16;18;17;32;1;13;5;21;26;29;7;23;25
27;6;10;8;3;28;22;14;9;31;2;4;11;20;19;12;24;15;30;26;18;17;32;1;13;5;21;16;29;7;23;25;81;26088
81;26088;27;6;10;8;3;28;22;14;9;31;2;4;11;20;19;12;24;15;30;26;18;17;32;1;13;5;21;16;29;7;23;25
27;6;10;8;3;28;22;14;9;31;2;4;11;20;19;12;24;15;21;26;18;17;32;1;13;5;30;16;29;7;23;25;81;25888
81;25888;27;6;10;8;3;28;22;14;9;31;2;4;11;20;19;12;24;15;21;26;18;17;32;1;13;5;30;16;29;7;23;25
27;6;10;8;3;28;22;14;9;31;2;4;11;20;19;12;24;15;21;26;16;17;32;1;13;5;30;18;29;7;23;25;81;26498
81;26498;27;6;10;8;3;28;22;14;9;31;2;4;11;20;19;12;24;15;21;26;16;17;32;1;13;5;30;18;29;7;23;25
27;6;10;8;3;28;29;14;9;31;2;4;11;20;19;12;24;15;21;26;16;17;32;1;13;5;30;18;22;7;23;25;81;27258
81;26498;27;6;10;8;3;28;22;14;9;31;2;4;11;20;19;12;24;15;21;26;16;17;32;1;13;5;30;18;29;7;23;25
27;6;10;8;3;28;22;14;9;31;2;4;11;25;19;12;24;15;21;26;16;17;32;1;13;5;30;18;29;7;23;20;81;26138
82;26138;27;6;10;8;3;28;22;14;9;31;2;4;11;25;19;12;24;15;21;26;16;17;32;1;13;5;30;18;29;7;23;20
27;6;10;8;3;28;22;14;9;31;2;4;11;25;19;12;24;15;21;13;16;17;32;1;26;5;30;18;29;7;23;20;82;26790
82;26790;27;6;10;8;3;28;22;14;9;31;2;4;11;25;19;12;24;15;21;13;16;17;32;1;26;5;30;18;29;7;23;20
27;6;10;8;3;28;22;24;9;31;2;4;11;25;19;12;14;15;21;13;16;17;32;1;26;5;30;18;29;7;23;20;82;26518
82;26518;27;6;10;8;3;28;22;24;9;31;2;4;11;25;19;12;14;15;21;13;16;17;32;1;26;5;30;18;29;7;23;20
27;2;10;8;3;28;22;24;9;31;6;4;11;25;19;12;14;15;21;13;16;17;32;1;26;5;30;18;29;7;23;20;82;26498
82;26498;27;2;10;8;3;28;22;24;9;31;6;4;11;25;19;12;14;15;21;13;16;17;32;1;26;5;30;18;29;7;23;20
27;2;10;8;3;28;22;24;9;31;6;15;11;25;19;12;14;4;21;13;16;17;32;1;26;5;30;18;29;7;23;20;82;26978
82;26498;27;2;10;8;3;28;22;24;9;31;6;4;11;25;19;12;14;15;21;13;16;17;32;1;26;5;30;18;29;7;23;20
27;2;10;8;3;28;22;24;9;31;25;4;11;6;19;12;14;15;21;13;16;17;32;1;26;5;30;18;29;7;23;20;82;27162
82;27162;27;2;10;8;3;28;22;24;9;31;25;4;11;6;19;12;14;15;21;13;16;17;32;1;26;5;30;18;29;7;23;20
27;2;10;8;3;28;22;24;9;31;18;4;11;6;19;12;14;15;21;13;16;17;32;1;26;5;30;25;29;7;23;20;82;26962
82;26962;27;2;10;8;3;28;22;24;9;31;18;4;11;6;19;12;14;15;21;13;16;17;32;1;26;5;30;25;29;7;23;20
27;2;10;8;3;28;22;24;9;1;18;4;11;6;19;12;14;15;21;13;16;17;32;31;26;5;30;25;29;7;23;20;82;26852
82;26852;27;2;10;8;3;28;22;24;9;1;18;4;11;6;19;12;14;15;21;13;16;17;32;31;26;5;30;25;29;7;23;20
27;2;10;8;3;28;22;24;9;12;18;4;11;6;19;1;14;15;21;13;16;17;32;31;26;5;30;25;29;7;23;20;82;27552
82;26852;27;2;10;8;3;28;22;24;9;1;18;4;11;6;19;12;14;15;21;13;16;17;32;31;26;5;30;25;29;7;23;20
27;2;10;8;3;28;22;24;9;1;18;4;11;6;19;12;14;15;21;13;16;17;32;31;26;5;20;25;29;7;23;30;82;27092
82;26852;27;2;10;8;3;28;22;24;9;1;18;4;11;6;19;12;14;15;21;13;16;17;32;31;26;5;30;25;29;7;23;20
27;2;10;8;3;28;22;24;9;23;18;4;11;6;19;12;14;15;21;13;16;17;32;31;26;5;30;25;29;7;1;20;82;26458
82;26458;27;2;10;8;3;28;22;24;9;23;18;4;11;6;19;12;14;15;21;13;16;17;32;31;26;5;30;25;29;7;1;20
27;2;10;8;3;28;22;24;9;23;18;4;11;6;19;12;14;15;21;13;16;17;32;31;26;5;29;25;30;7;1;20;82;26398
82;26398;27;2;10;8;3;28;22;24;9;23;18;4;11;6;19;12;14;15;21;13;16;17;32;31;26;5;29;25;30;7;1;20
