"X1";"X292";"X38";"X34";"X16";"X5";"X30";"X39";"X48";"X49";"X57";"X7";"X46";"X17";"X13";"X61";"X42";"X26";"X33";"X22";"X20";"X59";"X21";"X36";"X11";"X19";"X53";"X64";"X58";"X31";"X50";"X4";"X45";"X52";"X9";"X25";"X62";"X1.1";"X41";"X14";"X37";"X8";"X3";"X43";"X27";"X6";"X54";"X29";"X12";"X28";"X55";"X24";"X32";"X44";"X51";"X60";"X40";"X23";"X35";"X2";"X15";"X63";"X18";"X56";"X10";"X47"
31;308;41;64;25;18;28;21;29;38;63;31;40;39;62;17;42;27;20;3;33;49;44;61;35;46;6;30;58;45;34;56;47;19;59;2;16;52;36;9;51;54;23;10;55;48;50;57;15;24;26;8;14;60;22;7;43;13;5;4;11;12;37;1;32;53
41;64;25;18;28;21;29;38;63;31;40;39;62;17;42;27;20;3;33;49;44;61;23;46;6;30;58;45;34;56;47;19;59;2;16;52;36;9;51;54;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;13;5;4;11;12;37;1;32;53;31;308
31;308;41;64;25;18;28;21;29;38;63;31;40;39;62;17;42;27;20;3;33;49;44;61;23;46;6;30;58;45;34;56;47;19;59;2;16;52;36;9;51;54;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;13;5;4;11;12;37;1;32;53
41;64;25;18;28;21;29;38;63;31;40;39;62;17;42;27;20;3;33;49;44;61;23;46;6;30;58;45;34;56;47;54;59;2;16;52;36;9;51;19;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;13;5;4;11;12;37;1;32;53;31;304
31;304;41;64;25;18;28;21;29;38;63;31;40;39;62;17;42;27;20;3;33;49;44;61;23;46;6;30;58;45;34;56;47;54;59;2;16;52;36;9;51;19;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;13;5;4;11;12;37;1;32;53
41;64;25;18;28;30;29;38;63;31;40;39;62;17;42;27;20;3;33;49;44;61;23;46;6;21;58;45;34;56;47;54;59;2;16;52;36;9;51;19;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;13;5;4;11;12;37;1;32;53;31;304
31;304;41;64;25;18;28;30;29;38;63;31;40;39;62;17;42;27;20;3;33;49;44;61;23;46;6;21;58;45;34;56;47;54;59;2;16;52;36;9;51;19;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;13;5;4;11;12;37;1;32;53
41;64;25;18;28;30;29;38;63;31;40;39;62;17;42;27;20;3;33;49;44;61;23;46;37;21;58;45;34;56;47;54;59;2;16;52;36;9;51;19;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;13;5;4;11;12;6;1;32;53;31;304
31;304;41;64;25;18;28;30;29;38;63;31;40;39;62;17;42;27;20;3;33;49;44;61;23;46;37;21;58;45;34;56;47;54;59;2;16;52;36;9;51;19;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;13;5;4;11;12;6;1;32;53
41;64;25;18;28;30;29;38;63;31;40;39;62;17;42;27;20;3;33;49;44;61;23;46;37;21;58;45;34;56;47;54;59;2;16;52;36;9;51;19;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53;31;304
32;304;41;64;25;18;28;30;29;38;63;31;40;39;62;17;42;27;20;3;33;49;44;61;23;46;37;21;58;45;34;56;47;54;59;2;16;52;36;9;51;19;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53
41;64;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;54;59;2;16;52;36;9;51;19;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53;32;302
32;302;41;64;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;54;59;2;16;52;36;9;51;19;35;10;55;48;50;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53
41;64;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;54;59;2;16;50;36;9;51;19;35;10;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53;32;302
32;302;41;64;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;54;59;2;16;50;36;9;51;19;35;10;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53
41;64;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;16;59;2;54;50;36;9;51;19;35;10;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53;32;302
32;302;41;64;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;16;59;2;54;50;36;9;51;19;35;10;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53
41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;16;59;2;54;50;64;9;51;19;35;10;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53;32;302
32;302;41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;16;59;2;54;50;64;9;51;19;35;10;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53
41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;16;59;10;54;50;64;9;51;19;35;2;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53;32;302
32;302;41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;16;59;10;54;50;64;9;51;19;35;2;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;4;11;12;6;1;32;53
41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;16;4;10;54;50;64;9;51;19;35;2;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;59;11;12;6;1;32;53;32;302
32;302;41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;56;47;16;4;10;54;50;64;9;51;19;35;2;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;59;11;12;6;1;32;53
41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;35;47;16;4;10;54;50;64;9;51;19;56;2;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;59;11;12;6;1;32;53;32;298
32;298;41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;35;47;16;4;10;54;50;64;9;51;19;56;2;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;59;11;12;6;1;32;53
41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;35;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;59;11;12;6;1;32;53;32;298
32;298;41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;35;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;57;15;24;26;8;14;60;22;7;43;5;13;59;11;12;6;1;32;53
41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;35;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;60;22;7;43;5;13;59;11;12;6;1;32;57;32;286
32;286;41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;35;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;60;22;7;43;5;13;59;11;12;6;1;32;57
41;36;25;18;28;30;29;38;63;31;40;39;62;17;32;27;20;3;33;49;44;61;23;46;42;21;58;45;34;35;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;60;22;7;43;5;13;59;11;12;6;1;37;57;32;296
32;286;41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;35;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;60;22;7;43;5;13;59;11;12;6;1;32;57
41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;35;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;60;43;5;13;59;11;12;6;1;32;57;32;286
32;286;41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;21;58;45;34;35;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;60;43;5;13;59;11;12;6;1;32;57
41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;35;58;45;34;21;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;60;43;5;13;59;11;12;6;1;32;57;32;282
32;282;41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;49;44;61;23;46;42;35;58;45;34;21;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;60;43;5;13;59;11;12;6;1;32;57
41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;44;49;61;23;46;42;35;58;45;34;21;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;60;43;5;13;59;11;12;6;1;32;57;32;286
32;286;41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;44;49;61;23;46;42;35;58;45;34;21;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;60;43;5;13;59;11;12;6;1;32;57
41;36;25;18;28;58;29;38;63;31;40;39;62;17;37;27;20;3;33;44;49;61;23;46;42;35;30;45;34;21;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;60;43;5;13;59;11;12;6;1;32;57;32;302
32;286;41;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;33;44;49;61;23;46;42;35;58;45;34;21;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;60;43;5;13;59;11;12;6;1;32;57
33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;42;35;58;45;34;21;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;60;43;5;13;59;11;12;6;1;32;57;32;294
32;294;33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;42;35;58;45;34;21;47;16;4;10;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;60;43;5;13;59;11;12;6;1;32;57
33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;42;35;58;45;34;21;47;16;4;60;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;5;13;59;11;12;6;1;32;57;32;294
32;294;33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;42;35;58;45;34;21;47;16;4;60;54;50;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;5;13;59;11;12;6;1;32;57
33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;50;35;58;45;34;21;47;16;4;60;54;42;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;5;13;59;11;12;6;1;32;57;32;294
32;294;33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;50;35;58;45;34;21;47;16;4;60;54;42;2;9;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;5;13;59;11;12;6;1;32;57
33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;50;35;58;45;34;21;47;16;4;60;54;42;2;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;11;12;6;1;32;57;32;294
32;294;33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;50;35;58;45;34;21;47;16;4;60;54;42;2;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;11;12;6;1;32;57
33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;50;35;58;45;34;21;47;16;4;60;54;42;2;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;1;32;11;32;294
32;294;33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;50;35;58;45;34;21;47;16;4;60;54;42;2;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;1;32;11
33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;50;35;58;45;34;21;47;16;4;60;54;1;2;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;32;11;32;294
33;294;33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;50;35;58;45;34;21;47;16;4;60;54;1;2;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;32;11
33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;51;46;50;35;58;45;34;21;47;16;4;60;54;1;2;5;23;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;32;11;33;306
33;294;33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;61;23;46;50;35;58;45;34;21;47;16;4;60;54;1;2;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;32;11
33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;21;23;46;50;35;58;45;34;61;47;16;4;60;54;1;2;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;32;11;33;286
33;286;33;36;25;18;28;30;29;38;63;31;40;39;62;17;37;27;20;3;41;44;49;21;23;46;50;35;58;45;34;61;47;16;4;60;54;1;2;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;32;11
33;36;25;18;28;30;29;38;63;31;40;39;62;17;2;27;20;3;41;44;49;21;23;46;50;35;58;45;34;61;47;16;4;60;54;1;37;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;32;11;33;284
33;284;33;36;25;18;28;30;29;38;63;31;40;39;62;17;2;27;20;3;41;44;49;21;23;46;50;35;58;45;34;61;47;16;4;60;54;1;37;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;32;11
33;36;25;18;28;30;29;38;63;31;40;39;62;17;2;32;20;3;41;44;49;21;23;46;50;35;58;45;34;61;47;16;4;60;54;1;37;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;27;11;33;284
33;284;33;36;25;18;28;30;29;38;63;31;40;39;62;17;2;32;20;3;41;44;49;21;23;46;50;35;58;45;34;61;47;16;4;60;54;1;37;5;51;19;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;27;11
33;36;25;18;28;30;29;38;63;31;40;39;62;17;19;32;20;3;41;44;49;21;23;46;50;35;58;45;34;61;47;16;4;60;54;1;37;5;51;2;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;27;11;33;286
33;286;33;36;25;18;28;30;29;38;63;31;40;39;62;17;19;32;20;3;41;44;49;21;23;46;50;35;58;45;34;61;47;16;4;60;54;1;37;5;51;2;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;27;11
33;36;25;18;28;30;29;38;63;31;40;39;62;17;19;23;20;3;41;44;49;21;32;46;50;35;58;45;34;61;47;16;4;60;54;1;37;5;51;2;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;27;11;33;286
33;286;33;36;25;18;28;30;29;38;63;31;40;39;62;17;19;23;20;3;41;44;49;21;32;46;50;35;58;45;34;61;47;16;4;60;54;1;37;5;51;2;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;13;59;57;12;6;42;27;11
33;36;25;18;28;30;29;38;63;31;40;39;62;17;19;23;20;3;41;13;49;21;32;46;50;35;58;45;34;61;47;16;4;60;54;1;37;5;51;2;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;44;59;57;12;6;42;27;11;33;286
33;286;33;36;25;18;28;30;29;38;63;31;40;39;62;17;19;23;20;3;41;13;49;21;32;46;50;35;58;45;34;61;47;16;4;60;54;1;37;5;51;2;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;44;59;57;12;6;42;27;11
33;36;25;18;28;30;29;38;63;31;40;39;62;17;19;23;20;3;41;13;49;21;32;46;50;35;58;45;34;61;47;16;4;60;54;1;37;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;44;59;5;12;6;42;27;11;33;286
33;286;33;36;25;18;28;30;29;38;63;31;40;39;62;17;19;23;20;3;41;13;49;21;32;46;50;35;58;45;34;61;47;16;4;60;54;1;37;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;22;10;43;9;44;59;5;12;6;42;27;11
33;36;25;18;28;30;29;38;63;31;40;39;62;17;19;23;20;3;41;22;49;21;32;46;50;35;58;45;34;61;47;16;4;60;54;1;37;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;280
33;280;33;36;25;18;28;30;29;38;63;31;40;39;62;17;19;23;20;3;41;22;49;21;32;46;50;35;58;45;34;61;47;16;4;60;54;1;37;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;25;18;28;30;29;38;63;16;40;39;62;17;19;23;20;3;41;22;49;21;32;46;50;35;58;45;34;61;47;31;4;60;54;1;37;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;280
33;280;33;36;25;18;28;30;29;38;63;16;40;39;62;17;19;23;20;3;41;22;49;21;32;46;50;35;58;45;34;61;47;31;4;60;54;1;37;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;25;18;28;30;29;38;63;16;40;39;62;17;19;23;20;3;41;22;49;21;32;46;50;35;58;37;34;61;47;31;4;60;54;1;45;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;288
33;288;33;36;25;18;28;30;29;38;63;16;40;39;62;17;19;23;20;3;41;22;49;21;32;46;50;35;58;37;34;61;47;31;4;60;54;1;45;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;25;18;28;30;29;38;63;49;40;39;62;17;19;23;20;3;41;22;16;21;32;46;50;35;58;37;34;61;47;31;4;60;54;1;45;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;276
33;276;33;36;25;18;28;30;29;38;63;49;40;39;62;17;19;23;20;3;41;22;16;21;32;46;50;35;58;37;34;61;47;31;4;60;54;1;45;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;25;18;28;30;29;38;63;49;40;39;31;17;19;23;20;3;41;22;16;21;32;46;50;35;58;37;34;61;47;62;4;60;54;1;45;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;274
33;274;33;36;25;18;28;30;29;38;63;49;40;39;31;17;19;23;20;3;41;22;16;21;32;46;50;35;58;37;34;61;47;62;4;60;54;1;45;57;51;2;56;64;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;25;18;28;30;29;38;63;64;40;39;31;17;19;23;20;3;41;22;16;21;32;46;50;35;58;37;34;61;47;62;4;60;54;1;45;57;51;2;56;49;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;282
33;282;33;36;25;18;28;30;29;38;63;64;40;39;31;17;19;23;20;3;41;22;16;21;32;46;50;35;58;37;34;61;47;62;4;60;54;1;45;57;51;2;56;49;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;25;18;28;30;29;38;63;64;40;39;31;17;19;23;20;3;41;22;16;21;32;46;50;35;47;37;34;61;58;62;4;60;54;1;45;57;51;2;56;49;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;286
33;286;33;36;25;18;28;30;29;38;63;64;40;39;31;17;19;23;20;3;41;22;16;21;32;46;50;35;47;37;34;61;58;62;4;60;54;1;45;57;51;2;56;49;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;25;18;28;30;29;38;63;64;40;39;31;17;19;23;56;3;41;22;16;21;32;46;50;35;47;37;34;61;58;62;4;60;54;1;45;57;51;2;20;49;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;270
33;270;33;36;25;18;28;30;29;38;63;64;40;39;31;17;19;23;56;3;41;22;16;21;32;46;50;35;47;37;34;61;58;62;4;60;54;1;45;57;51;2;20;49;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;25;18;28;30;29;49;63;64;40;39;31;17;19;23;56;3;41;22;16;21;32;46;50;35;47;37;34;61;58;62;4;60;54;1;45;57;51;2;20;38;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;274
33;274;33;36;25;18;28;30;29;49;63;64;40;39;31;17;19;23;56;3;41;22;16;21;32;46;50;35;47;37;34;61;58;62;4;60;54;1;45;57;51;2;20;38;55;48;52;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;25;18;28;30;29;49;63;64;40;39;31;17;19;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;4;60;54;1;45;57;51;2;20;38;55;48;3;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;274
33;274;33;36;25;18;28;30;29;49;63;64;40;39;31;17;19;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;4;60;54;1;45;57;51;2;20;38;55;48;3;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;25;18;28;30;29;49;19;64;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;4;60;54;1;45;57;51;2;20;38;55;48;3;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;260
33;260;33;36;25;18;28;30;29;49;19;64;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;4;60;54;1;45;57;51;2;20;38;55;48;3;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;4;18;28;30;29;49;19;64;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;57;51;2;20;38;55;48;3;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;33;268
34;268;33;36;4;18;28;30;29;49;19;64;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;57;51;2;20;38;55;48;3;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;4;18;28;30;29;49;19;51;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;57;64;2;20;38;55;48;3;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11;34;266
34;266;33;36;4;18;28;30;29;49;19;51;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;57;64;2;20;38;55;48;3;53;15;24;26;8;14;7;13;10;43;9;44;59;5;12;6;42;27;11
33;36;4;18;28;30;29;49;19;51;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;57;64;2;20;38;55;48;3;53;15;24;26;8;14;7;13;10;43;9;44;12;5;59;6;42;27;11;34;266
34;266;33;36;4;18;28;30;29;49;19;51;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;57;64;2;20;38;55;48;3;53;15;24;26;8;14;7;13;10;43;9;44;12;5;59;6;42;27;11
33;36;4;18;28;30;29;49;19;51;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;48;64;2;20;38;55;57;3;53;15;24;26;8;14;7;13;10;43;9;44;12;5;59;6;42;27;11;34;250
34;250;33;36;4;18;28;30;29;49;19;51;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;48;64;2;20;38;55;57;3;53;15;24;26;8;14;7;13;10;43;9;44;12;5;59;6;42;27;11
33;36;4;18;28;30;29;8;19;51;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;48;64;2;20;38;55;57;3;53;15;24;26;49;14;7;13;10;43;9;44;12;5;59;6;42;27;11;34;278
34;278;33;36;4;18;28;30;29;8;19;51;40;39;31;17;63;23;56;52;41;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;48;64;2;20;38;55;57;3;53;15;24;26;49;14;7;13;10;43;9;44;12;5;59;6;42;27;11
33;36;4;18;28;30;29;8;41;51;40;39;31;17;63;23;56;52;19;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;48;64;2;20;38;55;57;3;53;15;24;26;49;14;7;13;10;43;9;44;12;5;59;6;42;27;11;34;274
34;274;33;36;4;18;28;30;29;8;41;51;40;39;31;17;63;23;56;52;19;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;48;64;2;20;38;55;57;3;53;15;24;26;49;14;7;13;10;43;9;44;12;5;59;6;42;27;11
17;36;4;18;28;30;29;8;41;51;40;39;31;33;63;23;56;52;19;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;48;64;2;20;38;55;57;3;53;15;24;26;49;14;7;13;10;43;9;44;12;5;59;6;42;27;11;34;278
34;274;33;36;4;18;28;30;29;8;41;51;40;39;31;17;63;23;56;52;19;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;48;64;2;20;38;55;57;3;53;15;24;26;49;14;7;13;10;43;9;44;12;5;59;6;42;27;11
33;36;4;18;28;30;29;8;41;51;40;39;31;17;63;23;56;52;19;22;16;21;32;46;50;35;47;37;34;61;58;62;25;60;54;1;45;59;64;2;20;38;55;57;3;53;15;24;26;49;14;7;13;10;43;9;44;12;5;48;6;42;27;11;34;274
