"X1";"X282";"X35";"X5";"X10";"X20";"X52";"X57";"X25";"X59";"X41";"X53";"X22";"X34";"X30";"X40";"X49";"X50";"X9";"X3";"X33";"X23";"X12";"X58";"X37";"X7";"X27";"X51";"X47";"X61";"X60";"X1.1";"X38";"X31";"X16";"X62";"X32";"X48";"X8";"X21";"X2";"X24";"X54";"X43";"X45";"X36";"X39";"X55";"X46";"X64";"X13";"X26";"X6";"X17";"X44";"X4";"X11";"X14";"X15";"X19";"X42";"X56";"X18";"X63";"X29";"X28"
27;256;40;55;46;53;3;39;16;58;34;1;33;38;31;54;28;15;44;8;49;13;62;57;42;11;23;22;64;50;18;25;19;12;61;4;10;47;2;45;30;48;17;43;26;52;63;35;37;36;5;32;60;21;7;41;9;56;27;6;24;20;51;14;59;29
40;55;46;53;3;39;16;58;34;1;33;38;31;54;28;15;44;8;49;13;62;57;42;11;23;22;64;17;18;25;19;12;61;4;10;47;2;45;30;48;50;43;26;52;63;35;37;36;5;32;60;21;7;41;9;56;27;6;24;20;51;14;59;29;27;252
27;252;40;55;46;53;3;39;16;58;34;1;33;38;31;54;28;15;44;8;49;13;62;57;42;11;23;22;64;17;18;25;19;12;61;4;10;47;2;45;30;48;50;43;26;52;63;35;37;36;5;32;60;21;7;41;9;56;27;6;24;20;51;14;59;29
40;55;46;37;3;39;16;58;34;1;33;38;31;54;28;15;44;8;49;13;62;57;42;11;23;22;64;17;18;25;19;12;61;4;10;47;2;45;30;48;50;43;26;52;63;35;53;36;5;32;60;21;7;41;9;56;27;6;24;20;51;14;59;29;27;248
27;248;40;55;46;37;3;39;16;58;34;1;33;38;31;54;28;15;44;8;49;13;62;57;42;11;23;22;64;17;18;25;19;12;61;4;10;47;2;45;30;48;50;43;26;52;63;35;53;36;5;32;60;21;7;41;9;56;27;6;24;20;51;14;59;29
40;55;46;37;3;39;16;58;34;1;33;38;31;54;28;15;44;8;49;13;62;57;42;11;23;22;64;17;18;25;19;12;61;4;10;47;2;45;30;32;50;43;26;52;63;35;53;36;5;48;60;21;7;41;9;56;27;6;24;20;51;14;59;29;27;248
27;248;40;55;46;37;3;39;16;58;34;1;33;38;31;54;28;15;44;8;49;13;62;57;42;11;23;22;64;17;18;25;19;12;61;4;10;47;2;45;30;32;50;43;26;52;63;35;53;36;5;48;60;21;7;41;9;56;27;6;24;20;51;14;59;29
40;55;46;37;3;39;16;58;34;1;41;38;31;54;28;15;44;8;49;13;62;57;42;11;23;22;64;17;18;25;19;12;61;4;10;47;2;45;30;32;50;43;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;6;24;20;51;14;59;29;27;256
27;256;40;55;46;37;3;39;16;58;34;1;41;38;31;54;28;15;44;8;49;13;62;57;42;11;23;22;64;17;18;25;19;12;61;4;10;47;2;45;30;32;50;43;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;6;24;20;51;14;59;29
40;55;46;37;3;39;16;58;34;1;41;38;31;54;28;15;44;2;49;13;62;57;42;11;23;22;64;17;18;25;19;12;61;4;10;47;8;45;30;32;50;43;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;6;24;20;51;14;59;29;27;268
27;268;40;55;46;37;3;39;16;58;34;1;41;38;31;54;28;15;44;2;49;13;62;57;42;11;23;22;64;17;18;25;19;12;61;4;10;47;8;45;30;32;50;43;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;6;24;20;51;14;59;29
40;55;46;37;3;39;16;58;34;1;41;38;31;54;28;15;44;2;49;13;62;57;42;11;23;22;52;17;18;25;19;12;61;4;10;47;8;45;30;32;50;43;26;64;63;35;53;36;5;48;60;21;7;33;9;56;27;6;24;20;51;14;59;29;27;296
27;268;40;55;46;37;3;39;16;58;34;1;41;38;31;54;28;15;44;2;49;13;62;57;42;11;23;22;64;17;18;25;19;12;61;4;10;47;8;45;30;32;50;43;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;6;24;20;51;14;59;29
40;55;46;37;3;39;16;58;34;1;41;38;31;54;28;15;19;2;49;13;62;57;42;11;23;22;64;17;18;25;44;12;61;4;10;47;8;45;30;32;50;43;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;6;24;20;51;14;59;29;27;268
27;268;40;55;46;37;3;39;16;58;34;1;41;38;31;54;28;15;19;2;49;13;62;57;42;11;23;22;64;17;18;25;44;12;61;4;10;47;8;45;30;32;50;43;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;6;24;20;51;14;59;29
40;55;46;37;3;39;16;58;34;1;41;38;31;54;28;15;19;2;49;6;62;57;42;11;23;22;64;17;18;25;44;12;61;4;10;47;8;45;30;32;50;43;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;13;24;20;51;14;59;29;27;268
27;268;40;55;46;37;3;39;16;58;34;1;41;38;31;54;28;15;19;2;49;6;62;57;42;11;23;22;64;17;18;25;44;12;61;4;10;47;8;45;30;32;50;43;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;13;24;20;51;14;59;29
40;55;46;37;43;39;16;58;34;1;41;38;31;54;28;15;19;2;49;6;62;57;42;11;23;22;64;17;18;25;44;12;61;4;10;47;8;45;30;32;50;3;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;13;24;20;51;14;59;29;27;268
28;268;40;55;46;37;43;39;16;58;34;1;41;38;31;54;28;15;19;2;49;6;62;57;42;11;23;22;64;17;18;25;44;12;61;4;10;47;8;45;30;32;50;3;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;13;24;20;51;14;59;29
40;55;46;37;43;25;16;58;34;1;41;38;31;54;28;15;19;2;49;6;62;57;42;11;23;22;64;17;18;39;44;12;61;4;10;47;8;45;30;32;50;3;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;13;24;20;51;14;59;29;28;268
28;268;40;55;46;37;43;25;16;58;34;1;41;38;31;54;28;15;19;2;49;6;62;57;42;11;23;22;64;17;18;39;44;12;61;4;10;47;8;45;30;32;50;3;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;13;24;20;51;14;59;29
40;55;46;37;43;25;16;58;34;1;41;38;23;54;28;15;19;2;49;6;62;57;42;11;31;22;64;17;18;39;44;12;61;4;10;47;8;45;30;32;50;3;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;13;24;20;51;14;59;29;28;268
28;268;40;55;46;37;43;25;16;58;34;1;41;38;23;54;28;15;19;2;49;6;62;57;42;11;31;22;64;17;18;39;44;12;61;4;10;47;8;45;30;32;50;3;26;52;63;35;53;36;5;48;60;21;7;33;9;56;27;13;24;20;51;14;59;29
40;55;60;37;43;25;16;58;34;1;41;38;23;54;28;15;19;2;49;6;62;57;42;11;31;22;64;17;18;39;44;12;61;4;10;47;8;45;30;32;50;3;26;52;63;35;53;36;5;48;46;21;7;33;9;56;27;13;24;20;51;14;59;29;28;270
28;270;40;55;60;37;43;25;16;58;34;1;41;38;23;54;28;15;19;2;49;6;62;57;42;11;31;22;64;17;18;39;44;12;61;4;10;47;8;45;30;32;50;3;26;52;63;35;53;36;5;48;46;21;7;33;9;56;27;13;24;20;51;14;59;29
40;55;60;37;43;25;16;58;34;1;41;38;23;54;28;15;19;2;49;6;62;57;42;11;31;22;64;17;18;39;44;12;61;8;10;47;4;45;30;32;50;3;26;52;63;35;53;36;5;48;46;21;7;33;9;56;27;13;24;20;51;14;59;29;28;254
28;254;40;55;60;37;43;25;16;58;34;1;41;38;23;54;28;15;19;2;49;6;62;57;42;11;31;22;64;17;18;39;44;12;61;8;10;47;4;45;30;32;50;3;26;52;63;35;53;36;5;48;46;21;7;33;9;56;27;13;24;20;51;14;59;29
40;55;60;37;43;25;16;58;34;1;41;38;23;54;28;15;19;2;49;6;62;57;42;11;31;22;64;17;18;39;21;12;61;8;10;47;4;45;30;32;50;3;26;52;63;35;53;36;5;48;46;44;7;33;9;56;27;13;24;20;51;14;59;29;28;254
28;254;40;55;60;37;43;25;16;58;34;1;41;38;23;54;28;15;19;2;49;6;62;57;42;11;31;22;64;17;18;39;21;12;61;8;10;47;4;45;30;32;50;3;26;52;63;35;53;36;5;48;46;44;7;33;9;56;27;13;24;20;51;14;59;29
40;55;60;37;43;25;16;58;34;1;41;38;23;54;28;15;57;2;49;6;62;19;42;11;31;22;64;17;18;39;21;12;61;8;10;47;4;45;30;32;50;3;26;52;63;35;53;36;5;48;46;44;7;33;9;56;27;13;24;20;51;14;59;29;28;252
28;252;40;55;60;37;43;25;16;58;34;1;41;38;23;54;28;15;57;2;49;6;62;19;42;11;31;22;64;17;18;39;21;12;61;8;10;47;4;45;30;32;50;3;26;52;63;35;53;36;5;48;46;44;7;33;9;56;27;13;24;20;51;14;59;29
40;55;60;37;43;25;16;58;34;1;4;38;23;54;28;15;57;2;49;6;62;19;42;11;31;22;64;17;18;39;21;12;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;5;48;46;44;7;33;9;56;27;13;24;20;51;14;59;29;28;252
28;252;40;55;60;37;43;25;16;58;34;1;4;38;23;54;28;15;57;2;49;6;62;19;42;11;31;22;64;17;18;39;21;12;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;5;48;46;44;7;33;9;56;27;13;24;20;51;14;59;29
40;55;60;37;43;25;16;58;6;1;4;38;23;54;28;15;57;2;49;34;62;19;42;11;31;22;64;17;18;39;21;12;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;5;48;46;44;7;33;9;56;27;13;24;20;51;14;59;29;28;252
28;252;40;55;60;37;43;25;16;58;6;1;4;38;23;54;28;15;57;2;49;34;62;19;42;11;31;22;64;17;18;39;21;12;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;5;48;46;44;7;33;9;56;27;13;24;20;51;14;59;29
40;55;44;37;43;25;16;58;6;1;4;38;23;54;28;15;57;2;49;34;62;19;42;11;31;22;64;17;18;39;21;12;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;5;48;46;60;7;33;9;56;27;13;24;20;51;14;59;29;28;250
28;250;40;55;44;37;43;25;16;58;6;1;4;38;23;54;28;15;57;2;49;34;62;19;42;11;31;22;64;17;18;39;21;12;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;5;48;46;60;7;33;9;56;27;13;24;20;51;14;59;29
40;55;44;37;43;25;16;58;6;1;4;38;23;54;28;15;57;2;49;34;62;19;42;11;31;22;64;17;18;39;21;12;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;5;59;46;60;7;33;9;56;27;13;24;20;51;14;48;29;28;250
28;250;40;55;44;37;43;25;16;58;6;1;4;38;23;54;28;15;57;2;49;34;62;19;42;11;31;22;64;17;18;39;21;12;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;5;59;46;60;7;33;9;56;27;13;24;20;51;14;48;29
40;55;44;37;43;25;16;58;6;1;4;38;23;54;28;15;57;2;49;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;5;59;46;60;7;33;9;56;27;13;24;20;51;14;48;29;28;256
28;256;40;55;44;37;43;25;16;58;6;1;4;38;23;54;28;15;57;2;49;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;5;59;46;60;7;33;9;56;27;13;24;20;51;14;48;29
40;55;44;37;43;25;16;58;6;1;4;38;23;54;28;15;57;2;49;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;46;59;5;60;7;33;9;56;27;13;24;20;51;14;48;29;28;256
28;256;40;55;44;37;43;25;16;58;6;1;4;38;23;54;28;15;57;2;49;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;46;59;5;60;7;33;9;56;27;13;24;20;51;14;48;29
40;55;44;37;43;25;16;58;6;1;49;38;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;46;59;5;60;7;33;9;56;27;13;24;20;51;14;48;29;28;256
28;256;40;55;44;37;43;25;16;58;6;1;49;38;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;41;45;30;32;50;3;26;52;63;35;53;36;46;59;5;60;7;33;9;56;27;13;24;20;51;14;48;29
40;55;44;37;43;25;16;58;6;1;49;41;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;38;45;30;32;50;3;26;52;63;35;53;36;46;59;5;60;7;33;9;56;27;13;24;20;51;14;48;29;28;268
28;268;40;55;44;37;43;25;16;58;6;1;49;41;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;38;45;30;32;50;3;26;52;63;35;53;36;46;59;5;60;7;33;9;56;27;13;24;20;51;14;48;29
40;55;44;37;43;25;16;58;6;1;49;33;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;38;45;30;32;50;3;26;52;63;35;53;36;46;59;5;60;7;41;9;56;27;13;24;20;51;14;48;29;28;268
28;268;40;55;44;37;43;25;16;58;6;1;49;33;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;38;45;30;32;50;3;26;52;63;35;53;36;46;59;5;60;7;41;9;56;27;13;24;20;51;14;48;29
40;55;44;37;43;25;16;58;6;36;49;33;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;38;45;30;32;50;3;26;52;63;35;53;1;46;59;5;60;7;41;9;56;27;13;24;20;51;14;48;29;28;260
28;260;40;55;44;37;43;25;16;58;6;36;49;33;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;18;39;21;64;61;8;10;47;38;45;30;32;50;3;26;52;63;35;53;1;46;59;5;60;7;41;9;56;27;13;24;20;51;14;48;29
40;55;44;37;43;25;16;58;18;36;49;33;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;38;45;30;32;50;3;26;52;63;35;53;1;46;59;5;60;7;41;9;56;27;13;24;20;51;14;48;29;28;260
28;260;40;55;44;37;43;25;16;58;18;36;49;33;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;38;45;30;32;50;3;26;52;63;35;53;1;46;59;5;60;7;41;9;56;27;13;24;20;51;14;48;29
40;55;44;37;43;25;16;58;18;36;49;33;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;9;45;30;32;50;3;26;52;63;35;53;1;46;59;5;60;7;41;38;56;27;13;24;20;51;14;48;29;28;260
28;260;40;55;44;37;43;25;16;58;18;36;49;33;23;54;28;15;57;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;9;45;30;32;50;3;26;52;63;35;53;1;46;59;5;60;7;41;38;56;27;13;24;20;51;14;48;29
40;55;44;37;43;25;28;58;18;36;49;33;23;54;16;15;57;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;9;45;30;32;50;3;26;52;63;35;53;1;46;59;5;60;7;41;38;56;27;13;24;20;51;14;48;29;28;280
28;280;40;55;44;37;43;25;28;58;18;36;49;33;23;54;16;15;57;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;9;45;30;32;50;3;26;52;63;35;53;1;46;59;5;60;7;41;38;56;27;13;24;20;51;14;48;29
40;55;44;37;43;25;28;58;18;36;49;26;23;54;16;15;57;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;9;45;30;32;50;3;33;52;63;35;53;1;46;59;5;60;7;41;38;56;27;13;24;20;51;14;48;29;28;280
29;280;40;55;44;37;43;25;28;58;18;36;49;26;23;54;16;15;57;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;9;45;30;32;50;3;33;52;63;35;53;1;46;59;5;60;7;41;38;56;27;13;24;20;51;14;48;29
40;55;44;37;43;25;28;58;18;36;49;26;23;54;16;15;24;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;9;45;30;32;50;3;33;52;63;35;53;1;46;59;5;60;7;41;38;56;27;13;57;20;51;14;48;29;29;288
29;288;40;55;44;37;43;25;28;58;18;36;49;26;23;54;16;15;24;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;9;45;30;32;50;3;33;52;63;35;53;1;46;59;5;60;7;41;38;56;27;13;57;20;51;14;48;29
40;55;44;37;43;25;28;58;18;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;9;45;30;32;50;3;33;52;63;35;53;1;46;59;36;60;7;41;38;56;27;13;57;20;51;14;48;29;29;300
29;300;40;55;44;37;43;25;28;58;18;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;10;47;9;45;30;32;50;3;33;52;63;35;53;1;46;59;36;60;7;41;38;56;27;13;57;20;51;14;48;29
40;55;44;37;43;25;28;58;18;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;7;47;9;45;30;32;50;3;33;52;63;35;53;1;46;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29;29;300
29;300;40;55;44;37;43;25;28;58;18;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;31;22;12;17;6;39;21;64;61;8;7;47;9;45;30;32;50;3;33;52;63;35;53;1;46;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29
40;55;44;37;43;25;28;58;18;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;6;22;12;17;31;39;21;64;61;8;7;47;9;45;30;32;50;3;33;52;63;35;53;1;46;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29;29;300
29;300;40;55;44;37;43;25;28;58;18;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;6;22;12;17;31;39;21;64;61;8;7;47;9;45;30;32;50;3;33;52;63;35;53;1;46;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29
40;55;44;37;43;25;28;58;18;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;6;22;12;17;31;39;21;64;61;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29;29;300
29;300;40;55;44;37;43;25;28;58;18;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;6;22;12;17;31;39;21;64;61;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29
40;55;31;37;43;25;28;58;18;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;6;22;12;17;44;39;21;64;61;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29;29;300
29;300;40;55;31;37;43;25;28;58;18;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;6;22;12;17;44;39;21;64;61;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29
40;55;31;37;43;25;28;58;61;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;6;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29;29;300
29;300;40;55;31;37;43;25;28;58;61;5;49;26;23;54;16;15;24;2;4;34;62;19;42;11;6;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29
40;55;31;37;43;25;28;58;61;5;49;26;23;42;16;15;24;2;4;34;62;19;54;11;6;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29;29;296
29;296;40;55;31;37;43;25;28;58;61;5;49;26;23;42;16;15;24;2;4;34;62;19;54;11;6;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;36;60;10;41;38;56;27;13;57;20;51;14;48;29
40;55;31;37;43;25;28;58;61;5;49;26;23;42;16;15;24;2;4;36;62;19;54;11;6;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;34;60;10;41;38;56;27;13;57;20;51;14;48;29;29;298
29;298;40;55;31;37;43;25;28;58;61;5;49;26;23;42;16;15;24;2;4;36;62;19;54;11;6;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;34;60;10;41;38;56;27;13;57;20;51;14;48;29
40;55;31;37;43;25;28;58;61;5;49;26;23;42;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;34;60;6;41;38;56;27;13;57;20;51;14;48;29;29;298
29;298;40;55;31;37;43;25;28;58;61;5;49;26;23;42;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;34;60;6;41;38;56;27;13;57;20;51;14;48;29
40;55;31;37;43;25;28;58;61;5;49;26;23;51;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;34;60;6;41;38;56;27;13;57;20;42;14;48;29;29;290
29;290;40;55;31;37;43;25;28;58;61;5;49;26;23;51;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;1;3;59;34;60;6;41;38;56;27;13;57;20;42;14;48;29
40;55;31;37;43;25;28;58;61;5;49;26;23;51;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;14;3;59;34;60;6;41;38;56;27;13;57;20;42;1;48;29;29;290
29;290;40;55;31;37;43;25;28;58;61;5;49;26;23;51;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;9;45;30;32;50;46;33;52;63;35;53;14;3;59;34;60;6;41;38;56;27;13;57;20;42;1;48;29
40;55;31;37;43;25;28;58;61;5;49;26;23;30;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;9;45;51;32;50;46;33;52;63;35;53;14;3;59;34;60;6;41;38;56;27;13;57;20;42;1;48;29;29;304
29;304;40;55;31;37;43;25;28;58;61;5;49;26;23;30;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;9;45;51;32;50;46;33;52;63;35;53;14;3;59;34;60;6;41;38;56;27;13;57;20;42;1;48;29
40;55;31;37;43;25;28;58;61;5;49;26;23;30;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;32;45;51;9;50;46;33;52;63;35;53;14;3;59;34;60;6;41;38;56;27;13;57;20;42;1;48;29;29;300
29;300;40;55;31;37;43;25;28;58;61;5;49;26;23;30;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;32;45;51;9;50;46;33;52;63;35;53;14;3;59;34;60;6;41;38;56;27;13;57;20;42;1;48;29
40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;32;45;51;61;50;46;33;52;63;35;53;14;3;59;34;60;6;41;38;56;27;13;57;20;42;1;48;29;29;300
29;300;40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;2;4;36;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;32;45;51;61;50;46;33;52;63;35;53;14;3;59;34;60;6;41;38;56;27;13;57;20;42;1;48;29
40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;2;4;61;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;32;45;51;36;50;46;33;52;63;35;53;14;3;59;34;60;6;41;38;56;27;13;57;20;42;1;48;29;29;302
29;302;40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;2;4;61;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;32;45;51;36;50;46;33;52;63;35;53;14;3;59;34;60;6;41;38;56;27;13;57;20;42;1;48;29
40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;32;45;51;36;50;46;33;52;63;35;53;14;3;59;34;60;2;41;38;56;27;13;57;20;42;1;48;29;29;302
29;302;40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;12;17;44;39;21;64;18;8;7;47;32;45;51;36;50;46;33;52;63;35;53;14;3;59;34;60;2;41;38;56;27;13;57;20;42;1;48;29
40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;12;17;44;39;21;46;18;8;7;47;32;45;51;36;50;64;33;52;63;35;53;14;3;59;34;60;2;41;38;56;27;13;57;20;42;1;48;29;29;302
29;302;40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;12;17;44;39;21;46;18;8;7;47;32;45;51;36;50;64;33;52;63;35;53;14;3;59;34;60;2;41;38;56;27;13;57;20;42;1;48;29
40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;7;17;44;39;21;46;18;8;12;47;32;45;51;36;50;64;33;52;63;35;53;14;3;59;34;60;2;41;38;56;27;13;57;20;42;1;48;29;29;292
29;292;40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;7;17;44;39;21;46;18;8;12;47;32;45;51;36;50;64;33;52;63;35;53;14;3;59;34;60;2;41;38;56;27;13;57;20;42;1;48;29
40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;7;17;44;39;21;46;18;8;12;47;32;45;51;36;50;64;33;52;63;35;53;14;3;59;34;60;42;41;38;56;27;13;57;20;2;1;48;29;29;292
30;292;40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;7;17;44;39;21;46;18;8;12;47;32;45;51;36;50;64;33;52;63;35;53;14;3;59;34;60;42;41;38;56;27;13;57;20;2;1;48;29
40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;7;17;44;39;21;46;18;8;12;47;32;45;51;36;50;64;33;52;63;35;53;14;3;59;34;2;42;41;38;56;27;13;57;20;60;1;48;29;30;292
30;292;40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;7;17;44;39;21;46;18;8;12;47;32;45;51;36;50;64;33;52;63;35;53;14;3;59;34;2;42;41;38;56;27;13;57;20;60;1;48;29
40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;7;17;8;39;21;46;18;44;12;47;32;45;51;36;50;64;33;52;63;35;53;14;3;59;34;2;42;41;38;56;27;13;57;20;60;1;48;29;30;292
30;292;40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;7;17;8;39;21;46;18;44;12;47;32;45;51;36;50;64;33;52;63;35;53;14;3;59;34;2;42;41;38;56;27;13;57;20;60;1;48;29
40;55;31;37;43;25;28;58;9;5;49;26;23;30;16;15;24;6;4;61;62;19;54;11;10;22;7;17;8;39;21;46;18;44;63;47;32;45;51;36;50;64;33;52;12;35;53;14;3;59;34;2;42;41;38;56;27;13;57;20;60;1;48;29;30;296
