"X1";"X27956";"X7";"X21";"X9";"X20";"X32";"X24";"X22";"X14";"X1.1";"X8";"X31";"X13";"X17";"X5";"X2";"X30";"X12";"X4";"X19";"X3";"X25";"X26";"X16";"X18";"X29";"X11";"X6";"X15";"X23";"X27";"X10";"X28"
3;16;29;21;14;6;15;12;22;32;13;5;18;31;28;9;23;26;1;4;2;11;25;7;24;8;19;27;17;10;20;30;71;25956
71;25956;3;16;29;21;14;6;15;12;22;32;13;5;18;31;28;9;23;26;1;4;2;11;25;7;24;8;19;27;17;10;20;30
3;16;29;21;7;6;15;12;22;32;13;5;18;31;28;9;23;26;1;4;2;11;25;14;24;8;19;27;17;10;20;30;71;25776
71;25776;3;16;29;21;7;6;15;12;22;32;13;5;18;31;28;9;23;26;1;4;2;11;25;14;24;8;19;27;17;10;20;30
3;16;29;21;7;6;15;12;22;32;13;5;18;31;28;9;23;25;1;4;2;11;26;14;24;8;19;27;17;10;20;30;71;26056
71;25776;3;16;29;21;7;6;15;12;22;32;13;5;18;31;28;9;23;26;1;4;2;11;25;14;24;8;19;27;17;10;20;30
3;16;29;21;7;6;15;12;22;26;13;5;18;31;28;9;23;32;1;4;2;11;25;14;24;8;19;27;17;10;20;30;71;25736
71;25736;3;16;29;21;7;6;15;12;22;26;13;5;18;31;28;9;23;32;1;4;2;11;25;14;24;8;19;27;17;10;20;30
3;1;29;21;7;6;15;12;22;26;13;5;18;31;28;9;23;32;16;4;2;11;25;14;24;8;19;27;17;10;20;30;71;26136
72;26136;3;1;29;21;7;6;15;12;22;26;13;5;18;31;28;9;23;32;16;4;2;11;25;14;24;8;19;27;17;10;20;30
3;1;10;21;7;6;15;12;22;26;13;5;18;31;28;9;23;32;16;4;2;11;25;14;24;8;19;27;17;29;20;30;72;24978
72;24978;3;1;10;21;7;6;15;12;22;26;13;5;18;31;28;9;23;32;16;4;2;11;25;14;24;8;19;27;17;29;20;30
3;1;10;21;7;6;15;12;22;26;13;5;18;32;28;9;23;31;16;4;2;11;25;14;24;8;19;27;17;29;20;30;72;24958
72;24958;3;1;10;21;7;6;15;12;22;26;13;5;18;32;28;9;23;31;16;4;2;11;25;14;24;8;19;27;17;29;20;30
7;1;10;21;3;6;15;12;22;26;13;5;18;32;28;9;23;31;16;4;2;11;25;14;24;8;19;27;17;29;20;30;72;24898
72;24898;7;1;10;21;3;6;15;12;22;26;13;5;18;32;28;9;23;31;16;4;2;11;25;14;24;8;19;27;17;29;20;30
7;1;10;21;3;6;15;12;27;26;13;5;18;32;28;9;23;31;16;4;2;11;25;14;24;8;19;22;17;29;20;30;72;24818
72;24818;7;1;10;21;3;6;15;12;27;26;13;5;18;32;28;9;23;31;16;4;2;11;25;14;24;8;19;22;17;29;20;30
7;1;10;21;3;6;15;12;27;26;13;5;18;32;28;9;23;31;16;4;29;11;25;14;24;8;19;22;17;2;20;30;72;24904
72;24904;7;1;10;21;3;6;15;12;27;26;13;5;18;32;28;9;23;31;16;4;29;11;25;14;24;8;19;22;17;2;20;30
7;1;10;28;3;6;15;12;27;26;13;5;18;32;21;9;23;31;16;4;29;11;25;14;24;8;19;22;17;2;20;30;72;24864
72;24864;7;1;10;28;3;6;15;12;27;26;13;5;18;32;21;9;23;31;16;4;29;11;25;14;24;8;19;22;17;2;20;30
7;31;10;28;3;6;15;12;27;26;13;5;18;32;21;9;23;1;16;4;29;11;25;14;24;8;19;22;17;2;20;30;72;25888
72;24864;7;1;10;28;3;6;15;12;27;26;13;5;18;32;21;9;23;31;16;4;29;11;25;14;24;8;19;22;17;2;20;30
7;1;10;28;3;6;15;12;2;26;13;5;18;32;21;9;23;31;16;4;29;11;25;14;24;8;19;22;17;27;20;30;72;24786
72;24786;7;1;10;28;3;6;15;12;2;26;13;5;18;32;21;9;23;31;16;4;29;11;25;14;24;8;19;22;17;27;20;30
7;1;25;28;3;6;15;12;2;26;13;5;18;32;21;9;23;31;16;4;29;11;10;14;24;8;19;22;17;27;20;30;72;25814
72;25814;7;1;25;28;3;6;15;12;2;26;13;5;18;32;21;9;23;31;16;4;29;11;10;14;24;8;19;22;17;27;20;30
7;1;25;28;3;6;9;12;2;26;13;5;18;32;21;15;23;31;16;4;29;11;10;14;24;8;19;22;17;27;20;30;72;25834
72;25834;7;1;25;28;3;6;9;12;2;26;13;5;18;32;21;15;23;31;16;4;29;11;10;14;24;8;19;22;17;27;20;30
7;1;25;28;3;6;9;12;2;26;27;5;18;32;21;15;23;31;16;4;29;11;10;14;24;8;19;22;17;13;20;30;72;25590
72;25590;7;1;25;28;3;6;9;12;2;26;27;5;18;32;21;15;23;31;16;4;29;11;10;14;24;8;19;22;17;13;20;30
7;1;25;28;3;6;9;12;2;26;27;5;18;32;21;23;15;31;16;4;29;11;10;14;24;8;19;22;17;13;20;30;72;25590
72;25590;7;1;25;28;3;6;9;12;2;26;27;5;18;32;21;23;15;31;16;4;29;11;10;14;24;8;19;22;17;13;20;30
7;1;25;28;3;6;9;12;2;32;27;5;18;26;21;23;15;31;16;4;29;11;10;14;24;8;19;22;17;13;20;30;72;25970
72;25590;7;1;25;28;3;6;9;12;2;26;27;5;18;32;21;23;15;31;16;4;29;11;10;14;24;8;19;22;17;13;20;30
7;1;25;28;3;6;9;5;2;26;27;12;18;32;21;23;15;31;16;4;29;11;10;14;24;8;19;22;17;13;20;30;72;25670
72;25670;7;1;25;28;3;6;9;5;2;26;27;12;18;32;21;23;15;31;16;4;29;11;10;14;24;8;19;22;17;13;20;30
7;18;25;28;3;6;9;5;2;26;27;12;1;32;21;23;15;31;16;4;29;11;10;14;24;8;19;22;17;13;20;30;72;26316
72;25670;7;1;25;28;3;6;9;5;2;26;27;12;18;32;21;23;15;31;16;4;29;11;10;14;24;8;19;22;17;13;20;30
7;1;25;28;3;6;9;5;2;26;27;12;18;32;21;23;15;31;16;4;14;11;10;29;24;8;19;22;17;13;20;30;72;25276
72;25276;7;1;25;28;3;6;9;5;2;26;27;12;18;32;21;23;15;31;16;4;14;11;10;29;24;8;19;22;17;13;20;30
13;1;25;28;3;6;9;5;2;26;27;12;18;32;21;23;15;31;16;4;14;11;10;29;24;8;19;22;17;7;20;30;72;26036
72;26036;13;1;25;28;3;6;9;5;2;26;27;12;18;32;21;23;15;31;16;4;14;11;10;29;24;8;19;22;17;7;20;30
13;1;25;16;3;6;9;5;2;26;27;12;18;32;21;23;15;31;28;4;14;11;10;29;24;8;19;22;17;7;20;30;72;25766
72;25766;13;1;25;16;3;6;9;5;2;26;27;12;18;32;21;23;15;31;28;4;14;11;10;29;24;8;19;22;17;7;20;30
13;14;25;16;3;6;9;5;2;26;27;12;18;32;21;23;15;31;28;4;1;11;10;29;24;8;19;22;17;7;20;30;72;25166
72;25166;13;14;25;16;3;6;9;5;2;26;27;12;18;32;21;23;15;31;28;4;1;11;10;29;24;8;19;22;17;7;20;30
13;14;25;16;3;6;9;5;2;26;27;12;18;7;21;23;15;31;28;4;1;11;10;29;24;8;19;22;17;32;20;30;72;25374
73;25166;13;14;25;16;3;6;9;5;2;26;27;12;18;32;21;23;15;31;28;4;1;11;10;29;24;8;19;22;17;7;20;30
13;14;25;16;3;1;9;5;2;26;27;12;18;32;21;23;15;31;28;4;6;11;10;29;24;8;19;22;17;7;20;30;73;25886
73;25166;13;14;25;16;3;6;9;5;2;26;27;12;18;32;21;23;15;31;28;4;1;11;10;29;24;8;19;22;17;7;20;30
13;14;25;16;3;6;4;5;2;26;27;12;18;32;21;23;15;31;28;9;1;11;10;29;24;8;19;22;17;7;20;30;73;25146
73;25146;13;14;25;16;3;6;4;5;2;26;27;12;18;32;21;23;15;31;28;9;1;11;10;29;24;8;19;22;17;7;20;30
13;14;25;16;3;6;4;5;2;26;27;12;18;32;21;23;15;28;31;9;1;11;10;29;24;8;19;22;17;7;20;30;73;24986
73;24986;13;14;25;16;3;6;4;5;2;26;27;12;18;32;21;23;15;28;31;9;1;11;10;29;24;8;19;22;17;7;20;30
13;14;25;16;28;6;4;5;2;26;27;12;18;32;21;23;15;3;31;9;1;11;10;29;24;8;19;22;17;7;20;30;73;25838
73;24986;13;14;25;16;3;6;4;5;2;26;27;12;18;32;21;23;15;28;31;9;1;11;10;29;24;8;19;22;17;7;20;30
13;14;25;16;3;7;4;5;2;26;27;12;18;32;21;23;15;28;31;9;1;11;10;29;24;8;19;22;17;6;20;30;73;24966
73;24966;13;14;25;16;3;7;4;5;2;26;27;12;18;32;21;23;15;28;31;9;1;11;10;29;24;8;19;22;17;6;20;30
13;14;25;16;3;7;4;10;2;26;27;12;18;32;21;23;15;28;31;9;1;11;5;29;24;8;19;22;17;6;20;30;73;24646
73;24646;13;14;25;16;3;7;4;10;2;26;27;12;18;32;21;23;15;28;31;9;1;11;5;29;24;8;19;22;17;6;20;30
13;14;25;16;3;7;4;10;2;26;27;12;18;32;21;23;15;28;31;9;1;11;5;29;24;20;19;22;17;6;8;30;73;25366
73;24646;13;14;25;16;3;7;4;10;2;26;27;12;18;32;21;23;15;28;31;9;1;11;5;29;24;8;19;22;17;6;20;30
13;14;25;16;3;7;19;10;2;26;27;12;18;32;21;23;15;28;31;9;1;11;5;29;24;8;4;22;17;6;20;30;73;24832
73;24832;13;14;25;16;3;7;19;10;2;26;27;12;18;32;21;23;15;28;31;9;1;11;5;29;24;8;4;22;17;6;20;30
13;14;25;16;3;7;19;10;2;26;27;12;18;32;21;23;6;28;31;9;1;11;5;29;24;8;4;22;17;15;20;30;73;24592
73;24592;13;14;25;16;3;7;19;10;2;26;27;12;18;32;21;23;6;28;31;9;1;11;5;29;24;8;4;22;17;15;20;30
13;14;25;16;3;7;19;10;2;26;27;12;18;32;21;23;6;28;31;9;1;11;5;29;24;15;4;22;17;8;20;30;73;24592
73;24592;13;14;25;16;3;7;19;10;2;26;27;12;18;32;21;23;6;28;31;9;1;11;5;29;24;15;4;22;17;8;20;30
20;14;25;16;3;7;19;10;2;26;27;12;18;32;21;23;6;28;31;9;1;11;5;29;24;15;4;22;17;8;13;30;73;25448
73;25448;20;14;25;16;3;7;19;10;2;26;27;12;18;32;21;23;6;28;31;9;1;11;5;29;24;15;4;22;17;8;13;30
20;14;25;16;3;19;7;10;2;26;27;12;18;32;21;23;6;28;31;9;1;11;5;29;24;15;4;22;17;8;13;30;73;25492
73;25492;20;14;25;16;3;19;7;10;2;26;27;12;18;32;21;23;6;28;31;9;1;11;5;29;24;15;4;22;17;8;13;30
20;14;25;16;3;19;7;10;2;26;27;12;18;32;21;23;6;28;13;9;1;11;5;29;24;15;4;22;17;8;31;30;73;25504
73;25504;20;14;25;16;3;19;7;10;2;26;27;12;18;32;21;23;6;28;13;9;1;11;5;29;24;15;4;22;17;8;31;30
20;14;25;16;3;19;7;10;2;26;27;12;18;32;21;23;6;31;13;9;1;11;5;29;24;15;4;22;17;8;28;30;73;25584
73;25584;20;14;25;16;3;19;7;10;2;26;27;12;18;32;21;23;6;31;13;9;1;11;5;29;24;15;4;22;17;8;28;30
20;14;25;16;19;3;7;10;2;26;27;12;18;32;21;23;6;31;13;9;1;11;5;29;24;15;4;22;17;8;28;30;73;25860
73;25584;20;14;25;16;3;19;7;10;2;26;27;12;18;32;21;23;6;31;13;9;1;11;5;29;24;15;4;22;17;8;28;30
20;14;25;16;3;19;7;10;2;26;27;12;18;32;21;23;6;9;13;31;1;11;5;29;24;15;4;22;17;8;28;30;73;26410
73;25584;20;14;25;16;3;19;7;10;2;26;27;12;18;32;21;23;6;31;13;9;1;11;5;29;24;15;4;22;17;8;28;30
20;14;25;16;3;19;10;7;2;26;27;12;18;32;21;23;6;31;13;9;1;11;5;29;24;15;4;22;17;8;28;30;73;25424
73;25424;20;14;25;16;3;19;10;7;2;26;27;12;18;32;21;23;6;31;13;9;1;11;5;29;24;15;4;22;17;8;28;30
20;14;25;16;3;19;10;17;2;26;27;12;18;32;21;23;6;31;13;9;1;11;5;29;24;15;4;22;7;8;28;30;73;26714
73;25424;20;14;25;16;3;19;10;7;2;26;27;12;18;32;21;23;6;31;13;9;1;11;5;29;24;15;4;22;17;8;28;30
20;14;25;16;3;19;10;7;2;26;27;12;22;32;21;23;6;31;13;9;1;11;5;29;24;15;4;18;17;8;28;30;73;25144
73;25144;20;14;25;16;3;19;10;7;2;26;27;12;22;32;21;23;6;31;13;9;1;11;5;29;24;15;4;18;17;8;28;30
20;14;25;16;3;19;10;7;2;26;12;27;22;32;21;23;6;31;13;9;1;11;5;29;24;15;4;18;17;8;28;30;73;25172
74;25172;20;14;25;16;3;19;10;7;2;26;12;27;22;32;21;23;6;31;13;9;1;11;5;29;24;15;4;18;17;8;28;30
20;14;25;16;3;19;10;7;2;26;9;27;22;32;21;23;6;31;13;12;1;11;5;29;24;15;4;18;17;8;28;30;74;25492
74;25492;20;14;25;16;3;19;10;7;2;26;9;27;22;32;21;23;6;31;13;12;1;11;5;29;24;15;4;18;17;8;28;30
20;14;25;16;3;19;10;7;2;26;9;8;22;32;21;23;6;31;13;12;1;11;5;29;24;15;4;18;17;27;28;30;74;25572
74;25572;20;14;25;16;3;19;10;7;2;26;9;8;22;32;21;23;6;31;13;12;1;11;5;29;24;15;4;18;17;27;28;30
20;14;25;7;3;19;10;16;2;26;9;8;22;32;21;23;6;31;13;12;1;11;5;29;24;15;4;18;17;27;28;30;74;25152
74;25152;20;14;25;7;3;19;10;16;2;26;9;8;22;32;21;23;6;31;13;12;1;11;5;29;24;15;4;18;17;27;28;30
20;14;25;7;3;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;6;15;4;18;17;27;28;30;74;25656
74;25656;20;14;25;7;3;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;6;15;4;18;17;27;28;30
20;14;25;7;3;19;10;16;2;31;9;8;22;32;21;23;24;26;13;12;1;11;5;29;6;15;4;18;17;27;28;30;74;26216
74;25656;20;14;25;7;3;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;6;15;4;18;17;27;28;30
20;14;25;32;3;19;10;16;2;26;9;8;22;7;21;23;24;31;13;12;1;11;5;29;6;15;4;18;17;27;28;30;74;26718
74;25656;20;14;25;7;3;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;6;15;4;18;17;27;28;30
27;14;25;7;3;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;6;15;4;18;17;20;28;30;74;25056
74;25056;27;14;25;7;3;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;6;15;4;18;17;20;28;30
27;14;25;7;3;19;10;16;2;26;9;8;13;32;21;23;24;31;22;12;1;11;5;29;6;15;4;18;17;20;28;30;74;25688
74;25056;27;14;25;7;3;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;6;15;4;18;17;20;28;30
27;6;25;7;3;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;14;15;4;18;17;20;28;30;74;24256
74;24256;27;6;25;7;3;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;14;15;4;18;17;20;28;30
27;6;25;7;3;19;10;16;2;26;9;8;22;32;21;23;1;31;13;12;24;11;5;29;14;15;4;18;17;20;28;30;74;25062
74;24256;27;6;25;7;3;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;14;15;4;18;17;20;28;30
27;6;25;7;30;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;14;15;4;18;17;20;28;3;74;24578
74;24578;27;6;25;7;30;19;10;16;2;26;9;8;22;32;21;23;24;31;13;12;1;11;5;29;14;15;4;18;17;20;28;3
27;6;25;7;30;19;10;16;2;26;9;8;23;32;21;22;24;31;13;12;1;11;5;29;14;15;4;18;17;20;28;3;74;24778
74;24778;27;6;25;7;30;19;10;16;2;26;9;8;23;32;21;22;24;31;13;12;1;11;5;29;14;15;4;18;17;20;28;3
27;6;25;7;30;19;10;16;2;26;9;8;23;32;21;22;24;31;13;12;1;18;5;29;14;15;4;11;17;20;28;3;74;25280
74;24778;27;6;25;7;30;19;10;16;2;26;9;8;23;32;21;22;24;31;13;12;1;11;5;29;14;15;4;18;17;20;28;3
27;6;25;7;30;19;10;16;2;26;9;8;1;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;20;28;3;74;25272
74;25272;27;6;25;7;30;19;10;16;2;26;9;8;1;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;20;28;3
16;6;25;7;30;19;10;27;2;26;9;8;1;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;20;28;3;74;25528
74;25528;16;6;25;7;30;19;10;27;2;26;9;8;1;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;20;28;3
1;6;25;7;30;19;10;27;2;26;9;8;16;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;20;28;3;74;25648
74;25648;1;6;25;7;30;19;10;27;2;26;9;8;16;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;20;28;3
1;6;25;7;30;19;10;27;2;20;9;8;16;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;26;28;3;74;25808
74;25808;1;6;25;7;30;19;10;27;2;20;9;8;16;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;26;28;3
1;30;25;7;6;19;10;27;2;20;9;8;16;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;26;28;3;74;25808
74;25808;1;30;25;7;6;19;10;27;2;20;9;8;16;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;26;28;3
1;30;25;7;6;19;10;20;2;27;9;8;16;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;26;28;3;74;26108
74;25808;1;30;25;7;6;19;10;27;2;20;9;8;16;32;21;22;24;31;13;12;23;11;5;29;14;15;4;18;17;26;28;3
1;30;25;7;22;19;10;27;2;20;9;8;16;32;21;6;24;31;13;12;23;11;5;29;14;15;4;18;17;26;28;3;74;25854
75;25854;1;30;25;7;22;19;10;27;2;20;9;8;16;32;21;6;24;31;13;12;23;11;5;29;14;15;4;18;17;26;28;3
1;30;25;7;22;19;10;27;2;20;9;24;16;32;21;6;8;31;13;12;23;11;5;29;14;15;4;18;17;26;28;3;75;25946
75;25946;1;30;25;7;22;19;10;27;2;20;9;24;16;32;21;6;8;31;13;12;23;11;5;29;14;15;4;18;17;26;28;3
1;30;25;7;22;19;10;27;29;20;9;24;16;32;21;6;8;31;13;12;23;11;5;2;14;15;4;18;17;26;28;3;75;26872
75;26872;1;30;25;7;22;19;10;27;29;20;9;24;16;32;21;6;8;31;13;12;23;11;5;2;14;15;4;18;17;26;28;3
1;30;25;15;22;19;10;27;29;20;9;24;16;32;21;6;8;31;13;12;23;11;5;2;14;7;4;18;17;26;28;3;75;27512
75;27512;1;30;25;15;22;19;10;27;29;20;9;24;16;32;21;6;8;31;13;12;23;11;5;2;14;7;4;18;17;26;28;3
1;30;25;15;22;19;10;27;29;20;9;26;16;32;21;6;8;31;13;12;23;11;5;2;14;7;4;18;17;24;28;3;75;26952
75;26952;1;30;25;15;22;19;10;27;29;20;9;26;16;32;21;6;8;31;13;12;23;11;5;2;14;7;4;18;17;24;28;3
1;30;8;15;22;19;10;27;29;20;9;26;16;32;21;6;25;31;13;12;23;11;5;2;14;7;4;18;17;24;28;3;75;26494
75;26494;1;30;8;15;22;19;10;27;29;20;9;26;16;32;21;6;25;31;13;12;23;11;5;2;14;7;4;18;17;24;28;3
1;30;8;15;22;19;10;27;29;20;9;26;16;32;21;6;25;31;13;12;23;11;7;2;14;5;4;18;17;24;28;3;75;26774
75;26494;1;30;8;15;22;19;10;27;29;20;9;26;16;32;21;6;25;31;13;12;23;11;5;2;14;7;4;18;17;24;28;3
1;30;8;3;22;19;10;27;29;20;9;26;16;32;21;6;25;31;13;12;23;11;5;2;14;7;4;18;17;24;28;15;75;26274
75;26274;1;30;8;3;22;19;10;27;29;20;9;26;16;32;21;6;25;31;13;12;23;11;5;2;14;7;4;18;17;24;28;15
1;19;8;3;22;30;10;27;29;20;9;26;16;32;21;6;25;31;13;12;23;11;5;2;14;7;4;18;17;24;28;15;75;26394
75;26394;1;19;8;3;22;30;10;27;29;20;9;26;16;32;21;6;25;31;13;12;23;11;5;2;14;7;4;18;17;24;28;15
1;19;8;3;28;30;10;27;29;20;9;26;16;32;21;6;25;31;13;12;23;11;5;2;14;7;4;18;17;24;22;15;75;27094
75;27094;1;19;8;3;28;30;10;27;29;20;9;26;16;32;21;6;25;31;13;12;23;11;5;2;14;7;4;18;17;24;22;15
1;19;8;3;23;30;10;27;29;20;9;26;16;32;21;6;25;31;13;12;28;11;5;2;14;7;4;18;17;24;22;15;75;26774
75;26774;1;19;8;3;23;30;10;27;29;20;9;26;16;32;21;6;25;31;13;12;28;11;5;2;14;7;4;18;17;24;22;15
1;19;8;3;23;30;10;27;29;20;9;32;16;26;21;6;25;31;13;12;28;11;5;2;14;7;4;18;17;24;22;15;75;27534
75;26774;1;19;8;3;23;30;10;27;29;20;9;26;16;32;21;6;25;31;13;12;28;11;5;2;14;7;4;18;17;24;22;15
1;19;8;3;23;30;10;27;29;20;9;26;4;32;21;6;25;31;13;12;28;11;5;2;14;7;16;18;17;24;22;15;75;27054
75;27054;1;19;8;3;23;30;10;27;29;20;9;26;4;32;21;6;25;31;13;12;28;11;5;2;14;7;16;18;17;24;22;15
1;26;8;3;23;30;10;27;29;20;9;19;4;32;21;6;25;31;13;12;28;11;5;2;14;7;16;18;17;24;22;15;75;26754
75;26754;1;26;8;3;23;30;10;27;29;20;9;19;4;32;21;6;25;31;13;12;28;11;5;2;14;7;16;18;17;24;22;15
1;26;8;3;23;30;10;27;29;20;9;19;17;32;21;6;25;31;13;12;28;11;5;2;14;7;16;18;4;24;22;15;75;25736
75;25736;1;26;8;3;23;30;10;27;29;20;9;19;17;32;21;6;25;31;13;12;28;11;5;2;14;7;16;18;4;24;22;15
1;26;8;20;23;30;10;27;29;3;9;19;17;32;21;6;25;31;13;12;28;11;5;2;14;7;16;18;4;24;22;15;75;26280
75;25736;1;26;8;3;23;30;10;27;29;20;9;19;17;32;21;6;25;31;13;12;28;11;5;2;14;7;16;18;4;24;22;15
1;26;8;3;23;30;10;27;29;20;9;19;17;32;16;6;25;31;13;12;28;11;5;2;14;7;21;18;4;24;22;15;75;25994
75;25736;1;26;8;3;23;30;10;27;29;20;9;19;17;32;21;6;25;31;13;12;28;11;5;2;14;7;16;18;4;24;22;15
1;26;8;3;23;30;10;27;29;20;9;17;19;32;21;6;25;31;13;12;28;11;5;2;14;7;16;18;4;24;22;15;75;25856
75;25736;1;26;8;3;23;30;10;27;29;20;9;19;17;32;21;6;25;31;13;12;28;11;5;2;14;7;16;18;4;24;22;15
1;26;8;3;23;30;10;27;29;20;9;19;17;32;21;6;25;31;13;12;28;11;5;14;2;7;16;18;4;24;22;15;75;26096
75;26096;1;26;8;3;23;30;10;27;29;20;9;19;17;32;21;6;25;31;13;12;28;11;5;14;2;7;16;18;4;24;22;15
1;26;8;3;23;30;12;27;29;20;9;19;17;32;21;6;25;31;13;10;28;11;5;14;2;7;16;18;4;24;22;15;75;26456
75;26456;1;26;8;3;23;30;12;27;29;20;9;19;17;32;21;6;25;31;13;10;28;11;5;14;2;7;16;18;4;24;22;15
1;26;8;3;23;30;12;27;29;20;9;19;17;32;21;10;25;31;13;6;28;11;5;14;2;7;16;18;4;24;22;15;75;26376
76;26376;1;26;8;3;23;30;12;27;29;20;9;19;17;32;21;10;25;31;13;6;28;11;5;14;2;7;16;18;4;24;22;15
1;26;8;3;23;30;12;27;29;20;9;19;17;32;21;4;25;31;13;6;28;11;5;14;2;7;16;18;10;24;22;15;76;26816
76;26816;1;26;8;3;23;30;12;27;29;20;9;19;17;32;21;4;25;31;13;6;28;11;5;14;2;7;16;18;10;24;22;15
1;26;8;3;23;30;13;27;29;20;9;19;17;32;21;4;25;31;12;6;28;11;5;14;2;7;16;18;10;24;22;15;76;27216
76;27216;1;26;8;3;23;30;13;27;29;20;9;19;17;32;21;4;25;31;12;6;28;11;5;14;2;7;16;18;10;24;22;15
1;26;8;3;23;30;13;27;29;20;2;19;17;32;21;4;25;31;12;6;28;11;5;14;9;7;16;18;10;24;22;15;76;26976
76;26976;1;26;8;3;23;30;13;27;29;20;2;19;17;32;21;4;25;31;12;6;28;11;5;14;9;7;16;18;10;24;22;15
1;26;8;3;23;30;13;27;29;20;2;19;17;32;21;4;25;31;12;6;28;11;5;14;9;7;16;18;10;22;24;15;76;26976
76;26976;1;26;8;3;23;30;13;27;29;20;2;19;17;32;21;4;25;31;12;6;28;11;5;14;9;7;16;18;10;22;24;15
14;26;8;3;23;30;13;27;29;20;2;19;17;32;21;4;25;31;12;6;28;11;5;1;9;7;16;18;10;22;24;15;76;27016
76;27016;14;26;8;3;23;30;13;27;29;20;2;19;17;32;21;4;25;31;12;6;28;11;5;1;9;7;16;18;10;22;24;15
14;26;8;3;20;30;13;27;29;23;2;19;17;32;21;4;25;31;12;6;28;11;5;1;9;7;16;18;10;22;24;15;76;27696
76;27016;14;26;8;3;23;30;13;27;29;20;2;19;17;32;21;4;25;31;12;6;28;11;5;1;9;7;16;18;10;22;24;15
14;26;8;3;6;30;13;27;29;20;2;19;17;32;21;4;25;31;12;23;28;11;5;1;9;7;16;18;10;22;24;15;76;26794
76;26794;14;26;8;3;6;30;13;27;29;20;2;19;17;32;21;4;25;31;12;23;28;11;5;1;9;7;16;18;10;22;24;15
14;26;8;3;6;30;13;27;1;20;2;19;17;32;21;4;25;31;12;23;28;11;5;29;9;7;16;18;10;22;24;15;76;26976
76;26976;14;26;8;3;6;30;13;27;1;20;2;19;17;32;21;4;25;31;12;23;28;11;5;29;9;7;16;18;10;22;24;15
14;26;8;3;6;30;13;27;1;20;2;9;17;32;21;4;25;31;12;23;28;11;5;29;19;7;16;18;10;22;24;15;76;26700
76;26700;14;26;8;3;6;30;13;27;1;20;2;9;17;32;21;4;25;31;12;23;28;11;5;29;19;7;16;18;10;22;24;15
14;26;8;3;6;30;13;27;1;22;2;9;17;32;21;4;25;31;12;23;28;11;5;29;19;7;16;18;10;20;24;15;76;26440
76;26440;14;26;8;3;6;30;13;27;1;22;2;9;17;32;21;4;25;31;12;23;28;11;5;29;19;7;16;18;10;20;24;15
14;28;8;3;6;30;13;27;1;22;2;9;17;32;21;4;25;31;12;23;26;11;5;29;19;7;16;18;10;20;24;15;76;26480
76;26480;14;28;8;3;6;30;13;27;1;22;2;9;17;32;21;4;25;31;12;23;26;11;5;29;19;7;16;18;10;20;24;15
14;28;8;3;6;30;13;27;1;24;2;9;17;32;21;4;25;31;12;23;26;11;5;29;19;7;16;18;10;20;22;15;76;26800
76;26800;14;28;8;3;6;30;13;27;1;24;2;9;17;32;21;4;25;31;12;23;26;11;5;29;19;7;16;18;10;20;22;15
14;28;8;3;6;30;13;27;1;24;2;9;18;32;21;4;25;31;12;23;26;11;5;29;19;7;16;17;10;20;22;15;76;26840
76;26840;14;28;8;3;6;30;13;27;1;24;2;9;18;32;21;4;25;31;12;23;26;11;5;29;19;7;16;17;10;20;22;15
14;28;8;3;6;13;30;27;1;24;2;9;18;32;21;4;25;31;12;23;26;11;5;29;19;7;16;17;10;20;22;15;76;25824
76;25824;14;28;8;3;6;13;30;27;1;24;2;9;18;32;21;4;25;31;12;23;26;11;5;29;19;7;16;17;10;20;22;15
14;28;4;3;6;13;30;27;1;24;2;9;18;32;21;8;25;31;12;23;26;11;5;29;19;7;16;17;10;20;22;15;76;25924
76;25924;14;28;4;3;6;13;30;27;1;24;2;9;18;32;21;8;25;31;12;23;26;11;5;29;19;7;16;17;10;20;22;15
