"X1";"X27558";"X13";"X2";"X28";"X12";"X21";"X19";"X8";"X3";"X29";"X9";"X20";"X15";"X25";"X5";"X26";"X22";"X10";"X16";"X32";"X27";"X14";"X11";"X31";"X23";"X17";"X24";"X1.1";"X4";"X30";"X6";"X18";"X7"
11;21;30;29;31;20;9;4;27;1;8;7;12;26;15;6;22;18;16;14;28;5;3;2;32;13;17;25;23;24;19;10;82;27938
82;27014;11;21;30;29;31;20;9;4;27;1;8;7;12;26;15;6;22;18;16;14;28;5;3;24;32;13;17;25;23;2;19;10
11;21;30;29;31;20;9;4;27;1;8;3;12;26;15;6;22;18;16;14;28;5;7;24;32;13;17;25;23;2;19;10;82;27074
82;27014;11;21;30;29;31;20;9;4;27;1;8;7;12;26;15;6;22;18;16;14;28;5;3;24;32;13;17;25;23;2;19;10
11;21;4;29;31;20;9;30;27;1;8;7;12;26;15;6;22;18;16;14;28;5;3;24;32;13;17;25;23;2;19;10;82;26720
83;26720;11;21;4;29;31;20;9;30;27;1;8;7;12;26;15;6;22;18;16;14;28;5;3;24;32;13;17;25;23;2;19;10
11;21;4;29;31;20;9;30;27;1;8;10;12;26;15;6;22;18;16;14;28;5;3;24;32;13;17;25;23;2;19;7;83;26960
83;26960;11;21;4;29;31;20;9;30;27;1;8;10;12;26;15;6;22;18;16;14;28;5;3;24;32;13;17;25;23;2;19;7
11;21;4;29;31;20;9;30;27;1;7;10;12;26;15;6;22;18;16;14;28;5;3;24;32;13;17;25;23;2;19;8;83;26640
83;26640;11;21;4;29;31;20;9;30;27;1;7;10;12;26;15;6;22;18;16;14;28;5;3;24;32;13;17;25;23;2;19;8
11;21;4;29;31;20;9;30;27;1;7;10;12;26;15;6;22;23;16;14;28;5;3;24;32;13;17;25;18;2;19;8;83;27120
83;26640;11;21;4;29;31;20;9;30;27;1;7;10;12;26;15;6;22;18;16;14;28;5;3;24;32;13;17;25;23;2;19;8
11;21;4;29;31;20;9;30;27;17;7;10;12;26;15;6;22;18;16;14;28;5;3;24;32;13;1;25;23;2;19;8;83;26870
83;26870;11;21;4;29;31;20;9;30;27;17;7;10;12;26;15;6;22;18;16;14;28;5;3;24;32;13;1;25;23;2;19;8
11;21;4;29;31;20;9;30;27;17;7;10;12;26;15;6;19;18;16;14;28;5;3;24;32;13;1;25;23;2;22;8;83;27390
83;26870;11;21;4;29;31;20;9;30;27;17;7;10;12;26;15;6;22;18;16;14;28;5;3;24;32;13;1;25;23;2;19;8
11;21;4;29;31;20;9;30;27;17;7;10;12;18;15;6;22;26;16;14;28;5;3;24;32;13;1;25;23;2;19;8;83;27070
83;27070;11;21;4;29;31;20;9;30;27;17;7;10;12;18;15;6;22;26;16;14;28;5;3;24;32;13;1;25;23;2;19;8
11;21;4;6;31;20;9;30;27;17;7;10;12;18;15;29;22;26;16;14;28;5;3;24;32;13;1;25;23;2;19;8;83;26944
83;26944;11;21;4;6;31;20;9;30;27;17;7;10;12;18;15;29;22;26;16;14;28;5;3;24;32;13;1;25;23;2;19;8
11;21;14;6;31;20;9;30;27;17;7;10;12;18;15;29;22;26;16;4;28;5;3;24;32;13;1;25;23;2;19;8;83;26684
83;26684;11;21;14;6;31;20;9;30;27;17;7;10;12;18;15;29;22;26;16;4;28;5;3;24;32;13;1;25;23;2;19;8
11;21;15;6;31;20;9;30;27;17;7;10;12;18;14;29;22;26;16;4;28;5;3;24;32;13;1;25;23;2;19;8;83;26524
83;26524;11;21;15;6;31;20;9;30;27;17;7;10;12;18;14;29;22;26;16;4;28;5;3;24;32;13;1;25;23;2;19;8
11;21;15;6;31;20;9;30;8;17;7;10;12;18;14;29;22;26;16;4;28;5;3;24;32;13;1;25;23;2;19;27;83;26338
83;26338;11;21;15;6;31;20;9;30;8;17;7;10;12;18;14;29;22;26;16;4;28;5;3;24;32;13;1;25;23;2;19;27
11;21;15;6;31;20;9;30;8;17;7;12;10;18;14;29;22;26;16;4;28;5;3;24;32;13;1;25;23;2;19;27;83;26058
83;26058;11;21;15;6;31;20;9;30;8;17;7;12;10;18;14;29;22;26;16;4;28;5;3;24;32;13;1;25;23;2;19;27
11;21;15;6;31;20;9;30;8;17;7;12;10;18;14;29;22;25;16;4;28;5;3;24;32;13;1;26;23;2;19;27;83;25958
83;25958;11;21;15;6;31;20;9;30;8;17;7;12;10;18;14;29;22;25;16;4;28;5;3;24;32;13;1;26;23;2;19;27
11;21;15;6;31;20;9;30;8;17;7;13;10;18;14;29;22;25;16;4;28;5;3;24;32;12;1;26;23;2;19;27;83;26158
83;26158;11;21;15;6;31;20;9;30;8;17;7;13;10;18;14;29;22;25;16;4;28;5;3;24;32;12;1;26;23;2;19;27
11;21;15;6;31;20;9;30;8;17;7;13;10;18;14;29;22;25;1;4;28;5;3;24;32;12;16;26;23;2;19;27;83;26318
83;26158;11;21;15;6;31;20;9;30;8;17;7;13;10;18;14;29;22;25;16;4;28;5;3;24;32;12;1;26;23;2;19;27
11;21;15;6;31;20;9;12;8;17;7;13;10;18;14;29;22;25;16;4;28;5;3;24;32;30;1;26;23;2;19;27;83;25630
83;25630;11;21;15;6;31;20;9;12;8;17;7;13;10;18;14;29;22;25;16;4;28;5;3;24;32;30;1;26;23;2;19;27
11;21;15;6;31;20;9;12;8;17;7;13;10;18;24;29;22;25;16;4;28;5;3;14;32;30;1;26;23;2;19;27;83;26236
83;25630;11;21;15;6;31;20;9;12;8;17;7;13;10;18;14;29;22;25;16;4;28;5;3;24;32;30;1;26;23;2;19;27
11;21;15;6;31;20;9;24;8;17;7;13;10;18;14;29;22;25;16;4;28;5;3;12;32;30;1;26;23;2;19;27;83;26118
83;25630;11;21;15;6;31;20;9;12;8;17;7;13;10;18;14;29;22;25;16;4;28;5;3;24;32;30;1;26;23;2;19;27
11;21;15;6;31;20;9;12;8;17;7;13;23;18;14;29;22;25;16;4;28;5;3;24;32;30;1;26;10;2;19;27;83;26328
83;25630;11;21;15;6;31;20;9;12;8;17;7;13;10;18;14;29;22;25;16;4;28;5;3;24;32;30;1;26;23;2;19;27
11;21;15;6;4;20;9;12;8;17;7;13;10;18;14;29;22;25;16;31;28;5;3;24;32;30;1;26;23;2;19;27;83;26500
83;25630;11;21;15;6;31;20;9;12;8;17;7;13;10;18;14;29;22;25;16;4;28;5;3;24;32;30;1;26;23;2;19;27
11;21;15;6;31;20;9;12;8;17;7;13;22;18;14;29;10;25;16;4;28;5;3;24;32;30;1;26;23;2;19;27;83;25522
84;25522;11;21;15;6;31;20;9;12;8;17;7;13;22;18;14;29;10;25;16;4;28;5;3;24;32;30;1;26;23;2;19;27
11;21;16;6;31;20;9;12;8;17;7;13;22;18;14;29;10;25;15;4;28;5;3;24;32;30;1;26;23;2;19;27;84;25862
84;25862;11;21;16;6;31;20;9;12;8;17;7;13;22;18;14;29;10;25;15;4;28;5;3;24;32;30;1;26;23;2;19;27
11;21;16;6;31;20;9;12;8;17;7;13;22;26;14;29;10;25;15;4;28;5;3;24;32;30;1;18;23;2;19;27;84;25502
84;25502;11;21;16;6;31;20;9;12;8;17;7;13;22;26;14;29;10;25;15;4;28;5;3;24;32;30;1;18;23;2;19;27
11;21;16;6;31;20;9;12;8;3;7;13;22;26;14;29;10;25;15;4;28;5;17;24;32;30;1;18;23;2;19;27;84;25718
84;25502;11;21;16;6;31;20;9;12;8;17;7;13;22;26;14;29;10;25;15;4;28;5;3;24;32;30;1;18;23;2;19;27
13;21;16;6;31;20;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;32;30;1;18;23;2;19;27;84;25582
84;25582;13;21;16;6;31;20;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;32;30;1;18;23;2;19;27
13;21;16;6;31;23;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;32;30;1;18;20;2;19;27;84;24622
84;24622;13;21;16;6;31;23;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;32;30;1;18;20;2;19;27
13;21;16;6;31;23;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;32;2;1;18;20;30;19;27;84;25938
84;24622;13;21;16;6;31;23;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;32;30;1;18;20;2;19;27
13;21;16;6;31;23;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;32;30;1;27;20;2;19;18;84;24902
84;24902;13;21;16;6;31;23;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;32;30;1;27;20;2;19;18
13;32;16;6;31;23;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;21;30;1;27;20;2;19;18;84;24922
84;24922;13;32;16;6;31;23;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;21;30;1;27;20;2;19;18
32;13;16;6;31;23;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;21;30;1;27;20;2;19;18;84;24760
84;24760;32;13;16;6;31;23;9;12;8;17;7;11;22;26;14;29;10;25;15;4;28;5;3;24;21;30;1;27;20;2;19;18
32;13;16;6;31;23;9;12;8;17;7;11;22;26;10;29;14;25;15;4;28;5;3;24;21;30;1;27;20;2;19;18;84;24860
84;24860;32;13;16;6;31;23;9;12;8;17;7;11;22;26;10;29;14;25;15;4;28;5;3;24;21;30;1;27;20;2;19;18
30;13;16;6;31;23;9;12;8;17;7;11;22;26;10;29;14;25;15;4;28;5;3;24;21;32;1;27;20;2;19;18;84;25740
84;24860;32;13;16;6;31;23;9;12;8;17;7;11;22;26;10;29;14;25;15;4;28;5;3;24;21;30;1;27;20;2;19;18
32;13;16;6;31;19;9;12;8;17;7;11;22;26;10;29;14;25;15;4;28;5;3;24;21;30;1;27;20;2;23;18;84;25400
84;24860;32;13;16;6;31;23;9;12;8;17;7;11;22;26;10;29;14;25;15;4;28;5;3;24;21;30;1;27;20;2;19;18
32;13;16;6;31;23;19;12;8;17;7;11;22;26;10;29;14;25;15;4;28;5;3;24;21;30;1;27;20;2;9;18;84;25090
84;25090;32;13;16;6;31;23;19;12;8;17;7;11;22;26;10;29;14;25;15;4;28;5;3;24;21;30;1;27;20;2;9;18
32;13;16;6;31;23;19;12;22;17;7;11;8;26;10;29;14;25;15;4;28;5;3;24;21;30;1;27;20;2;9;18;84;25364
84;25364;32;13;16;6;31;23;19;12;22;17;7;11;8;26;10;29;14;25;15;4;28;5;3;24;21;30;1;27;20;2;9;18
32;13;16;6;27;23;19;12;22;17;7;11;8;26;10;29;14;25;15;4;28;5;3;24;21;30;1;31;20;2;9;18;84;25464
84;25464;32;13;16;6;27;23;19;12;22;17;7;11;8;26;10;29;14;25;15;4;28;5;3;24;21;30;1;31;20;2;9;18
32;13;16;6;27;23;19;12;22;17;7;11;8;26;5;29;14;25;15;4;28;10;3;24;21;30;1;31;20;2;9;18;84;25424
84;25424;32;13;16;6;27;23;19;12;22;17;7;11;8;26;5;29;14;25;15;4;28;10;3;24;21;30;1;31;20;2;9;18
32;13;16;25;27;23;19;12;22;17;7;11;8;26;5;29;14;6;15;4;28;10;3;24;21;30;1;31;20;2;9;18;84;26112
84;25424;32;13;16;6;27;23;19;12;22;17;7;11;8;26;5;29;14;25;15;4;28;10;3;24;21;30;1;31;20;2;9;18
32;13;16;6;27;23;19;12;22;17;7;11;30;26;5;29;14;25;15;4;28;10;3;24;21;8;1;31;20;2;9;18;84;25600
84;25424;32;13;16;6;27;23;19;12;22;17;7;11;8;26;5;29;14;25;15;4;28;10;3;24;21;30;1;31;20;2;9;18
28;13;16;6;27;23;19;12;22;17;7;11;8;26;5;29;14;25;15;4;32;10;3;24;21;30;1;31;20;2;9;18;84;25524
84;25424;32;13;16;6;27;23;19;12;22;17;7;11;8;26;5;29;14;25;15;4;28;10;3;24;21;30;1;31;20;2;9;18
32;13;16;6;27;23;19;12;3;17;7;11;8;26;5;29;14;25;15;4;28;10;22;24;21;30;1;31;20;2;9;18;84;25240
85;25240;32;13;16;6;27;23;19;12;3;17;7;11;8;26;5;29;14;25;15;4;28;10;22;24;21;30;1;31;20;2;9;18
32;13;16;6;11;23;19;12;3;17;7;27;8;26;5;29;14;25;15;4;28;10;22;24;21;30;1;31;20;2;9;18;85;25470
85;25240;32;13;16;6;27;23;19;12;3;17;7;11;8;26;5;29;14;25;15;4;28;10;22;24;21;30;1;31;20;2;9;18
32;13;16;6;27;23;19;12;3;17;7;11;8;26;28;29;14;25;15;4;5;10;22;24;21;30;1;31;20;2;9;18;85;25836
85;25240;32;13;16;6;27;23;19;12;3;17;7;11;8;26;5;29;14;25;15;4;28;10;22;24;21;30;1;31;20;2;9;18
32;13;16;6;27;23;24;12;3;17;7;11;8;26;5;29;14;25;15;4;28;10;22;19;21;30;1;31;20;2;9;18;85;25040
85;25040;32;13;16;6;27;23;24;12;3;17;7;11;8;26;5;29;14;25;15;4;28;10;22;19;21;30;1;31;20;2;9;18
1;13;16;6;27;23;24;12;3;17;7;11;8;26;5;29;14;25;15;4;28;10;22;19;21;30;32;31;20;2;9;18;85;25328
85;25328;1;13;16;6;27;23;24;12;3;17;7;11;8;26;5;29;14;25;15;4;28;10;22;19;21;30;32;31;20;2;9;18
1;13;16;6;27;23;24;12;3;17;32;11;8;26;5;29;14;25;15;4;28;10;22;19;21;30;7;31;20;2;9;18;85;26160
85;25328;1;13;16;6;27;23;24;12;3;17;7;11;8;26;5;29;14;25;15;4;28;10;22;19;21;30;32;31;20;2;9;18
1;13;16;11;27;23;24;12;3;17;7;6;8;26;5;29;14;25;15;4;28;10;22;19;21;30;32;31;20;2;9;18;85;25408
85;25328;1;13;16;6;27;23;24;12;3;17;7;11;8;26;5;29;14;25;15;4;28;10;22;19;21;30;32;31;20;2;9;18
1;5;16;6;27;23;24;12;3;17;7;11;8;26;13;29;14;25;15;4;28;10;22;19;21;30;32;31;20;2;9;18;85;25048
85;25048;1;5;16;6;27;23;24;12;3;17;7;11;8;26;13;29;14;25;15;4;28;10;22;19;21;30;32;31;20;2;9;18
1;5;16;6;27;23;24;12;3;17;7;11;8;26;13;29;14;25;15;4;28;10;22;19;21;30;32;18;20;2;9;31;85;24808
85;24808;1;5;16;6;27;23;24;12;3;17;7;11;8;26;13;29;14;25;15;4;28;10;22;19;21;30;32;18;20;2;9;31
1;5;16;6;27;23;24;12;4;17;7;11;8;26;13;29;14;25;15;3;28;10;22;19;21;30;32;18;20;2;9;31;85;24908
85;24908;1;5;16;6;27;23;24;12;4;17;7;11;8;26;13;29;14;25;15;3;28;10;22;19;21;30;32;18;20;2;9;31
1;5;16;13;27;23;24;12;4;17;7;11;8;26;6;29;14;25;15;3;28;10;22;19;21;30;32;18;20;2;9;31;85;25268
85;24908;1;5;16;6;27;23;24;12;4;17;7;11;8;26;13;29;14;25;15;3;28;10;22;19;21;30;32;18;20;2;9;31
1;5;16;6;27;23;24;12;4;17;7;11;8;26;13;29;14;25;15;3;28;10;22;19;2;30;32;18;20;21;9;31;85;25092
85;25092;1;5;16;6;27;23;24;12;4;17;7;11;8;26;13;29;14;25;15;3;28;10;22;19;2;30;32;18;20;21;9;31
1;5;16;6;27;30;24;12;4;17;7;11;8;26;13;29;14;25;15;3;28;10;22;19;2;23;32;18;20;21;9;31;85;25152
85;25152;1;5;16;6;27;30;24;12;4;17;7;11;8;26;13;29;14;25;15;3;28;10;22;19;2;23;32;18;20;21;9;31
1;5;16;6;27;30;24;12;4;17;7;11;8;26;28;29;14;25;15;3;13;10;22;19;2;23;32;18;20;21;9;31;85;26176
85;25152;1;5;16;6;27;30;24;12;4;17;7;11;8;26;13;29;14;25;15;3;28;10;22;19;2;23;32;18;20;21;9;31
1;5;16;31;27;30;24;12;4;17;7;11;8;26;13;29;14;25;15;3;28;10;22;19;2;23;32;18;20;21;9;6;85;25482
85;25152;1;5;16;6;27;30;24;12;4;17;7;11;8;26;13;29;14;25;15;3;28;10;22;19;2;23;32;18;20;21;9;31
1;5;16;6;27;30;24;12;4;17;7;11;8;26;28;29;14;25;15;3;13;10;22;19;2;23;32;18;20;21;9;31;85;26176
85;25152;1;5;16;6;27;30;24;12;4;17;7;11;8;26;13;29;14;25;15;3;28;10;22;19;2;23;32;18;20;21;9;31
1;5;16;6;27;30;24;12;4;17;7;11;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;18;20;21;9;31;85;25632
85;25632;1;5;16;6;27;30;24;12;4;17;7;11;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;18;20;21;9;31
1;5;16;6;27;30;24;18;4;17;7;11;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31;85;25804
85;25804;1;5;16;6;27;30;24;18;4;17;7;11;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31
1;5;16;6;27;30;24;4;18;17;7;11;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31;85;26302
85;25804;1;5;16;6;27;30;24;18;4;17;7;11;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31
1;5;16;6;27;30;24;18;4;17;7;11;8;26;13;29;14;28;15;32;25;10;22;19;2;23;3;12;20;21;9;31;85;26576
85;25804;1;5;16;6;27;30;24;18;4;17;7;11;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31
1;5;16;6;27;30;24;18;4;17;7;11;8;26;13;29;14;28;15;3;25;10;22;23;2;19;32;12;20;21;9;31;85;26404
86;25804;1;5;16;6;27;30;24;18;4;17;7;11;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31
1;5;7;6;27;30;24;18;4;17;16;11;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31;86;25784
86;25784;1;5;7;6;27;30;24;18;4;17;16;11;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31
1;5;7;6;27;30;24;18;4;17;16;11;13;26;8;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31;86;26284
86;25784;1;5;7;6;27;30;24;18;4;17;16;11;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31
1;5;7;6;27;30;24;18;4;11;16;17;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31;86;26066
86;26066;1;5;7;6;27;30;24;18;4;11;16;17;8;26;13;29;14;28;15;3;25;10;22;19;2;23;32;12;20;21;9;31
1;5;7;6;27;30;24;18;4;11;16;17;8;26;13;29;22;28;15;3;25;10;14;19;2;23;32;12;20;21;9;31;86;26136
86;26136;1;5;7;6;27;30;24;18;4;11;16;17;8;26;13;29;22;28;15;3;25;10;14;19;2;23;32;12;20;21;9;31
1;19;7;6;27;30;24;18;4;11;16;17;8;26;13;29;22;28;15;3;25;10;14;5;2;23;32;12;20;21;9;31;86;26366
86;26136;1;5;7;6;27;30;24;18;4;11;16;17;8;26;13;29;22;28;15;3;25;10;14;19;2;23;32;12;20;21;9;31
1;5;7;6;27;30;24;18;4;11;16;17;8;26;13;29;22;28;15;3;25;10;14;19;2;23;20;12;32;21;9;31;86;26196
86;26196;1;5;7;6;27;30;24;18;4;11;16;17;8;26;13;29;22;28;15;3;25;10;14;19;2;23;20;12;32;21;9;31
1;5;7;6;32;30;24;18;4;11;16;17;8;26;13;29;22;28;15;3;25;10;14;19;2;23;20;12;27;21;9;31;86;26636
86;26196;1;5;7;6;27;30;24;18;4;11;16;17;8;26;13;29;22;28;15;3;25;10;14;19;2;23;20;12;32;21;9;31
1;5;7;6;27;30;24;18;4;11;16;17;8;26;13;29;22;28;2;3;25;10;14;19;15;23;20;12;32;21;9;31;86;26356
86;26196;1;5;7;6;27;30;24;18;4;11;16;17;8;26;13;29;22;28;15;3;25;10;14;19;2;23;20;12;32;21;9;31
1;5;7;6;27;30;24;18;4;11;16;17;8;25;13;29;22;28;15;3;26;10;14;19;2;23;20;12;32;21;9;31;86;26096
86;26096;1;5;7;6;27;30;24;18;4;11;16;17;8;25;13;29;22;28;15;3;26;10;14;19;2;23;20;12;32;21;9;31
1;5;7;6;27;30;24;18;4;11;16;32;8;25;13;29;22;28;15;3;26;10;14;19;2;23;20;12;17;21;9;31;86;26016
86;26016;1;5;7;6;27;30;24;18;4;11;16;32;8;25;13;29;22;28;15;3;26;10;14;19;2;23;20;12;17;21;9;31
1;5;7;6;27;30;24;18;4;11;16;32;8;25;13;29;22;28;15;3;26;12;14;19;2;23;20;10;17;21;9;31;86;26416
86;26416;1;5;7;6;27;30;24;18;4;11;16;32;8;25;13;29;22;28;15;3;26;12;14;19;2;23;20;10;17;21;9;31
1;5;7;6;27;30;24;18;4;11;16;32;8;25;13;29;14;28;15;3;26;12;22;19;2;23;20;10;17;21;9;31;86;26426
86;26426;1;5;7;6;27;30;24;18;4;11;16;32;8;25;13;29;14;28;15;3;26;12;22;19;2;23;20;10;17;21;9;31
1;5;4;6;27;30;24;18;7;11;16;32;8;25;13;29;14;28;15;3;26;12;22;19;2;23;20;10;17;21;9;31;86;27146
86;26426;1;5;7;6;27;30;24;18;4;11;16;32;8;25;13;29;14;28;15;3;26;12;22;19;2;23;20;10;17;21;9;31
1;5;7;6;27;30;24;18;4;11;12;32;8;25;13;29;14;28;15;3;26;16;22;19;2;23;20;10;17;21;9;31;86;26446
86;26446;1;5;7;6;27;30;24;18;4;11;12;32;8;25;13;29;14;28;15;3;26;16;22;19;2;23;20;10;17;21;9;31
1;23;7;6;27;30;24;18;4;11;12;32;8;25;13;29;14;28;15;3;26;16;22;19;2;5;20;10;17;21;9;31;86;25920
86;25920;1;23;7;6;27;30;24;18;4;11;12;32;8;25;13;29;14;28;15;3;26;16;22;19;2;5;20;10;17;21;9;31
1;23;7;6;27;30;24;18;4;11;12;32;26;25;13;29;14;28;15;3;8;16;22;19;2;5;20;10;17;21;9;31;86;26166
86;26166;1;23;7;6;27;30;24;18;4;11;12;32;26;25;13;29;14;28;15;3;8;16;22;19;2;5;20;10;17;21;9;31
1;23;7;6;27;30;24;18;4;11;12;32;26;25;13;29;14;28;15;3;21;16;22;19;2;5;20;10;17;8;9;31;86;25828
86;25828;1;23;7;6;27;30;24;18;4;11;12;32;26;25;13;29;14;28;15;3;21;16;22;19;2;5;20;10;17;8;9;31
1;23;7;6;30;27;24;18;4;11;12;32;26;25;13;29;14;28;15;3;21;16;22;19;2;5;20;10;17;8;9;31;86;25948
86;25948;1;23;7;6;30;27;24;18;4;11;12;32;26;25;13;29;14;28;15;3;21;16;22;19;2;5;20;10;17;8;9;31
1;7;23;6;30;27;24;18;4;11;12;32;26;25;13;29;14;28;15;3;21;16;22;19;2;5;20;10;17;8;9;31;86;26132
86;26132;1;7;23;6;30;27;24;18;4;11;12;32;26;25;13;29;14;28;15;3;21;16;22;19;2;5;20;10;17;8;9;31
1;7;23;6;30;27;24;18;4;11;12;32;26;25;13;29;14;28;15;3;21;16;22;19;2;5;20;10;17;31;9;8;86;26396
87;26132;1;7;23;6;30;27;24;18;4;11;12;32;26;25;13;29;14;28;15;3;21;16;22;19;2;5;20;10;17;8;9;31
1;7;23;6;30;27;24;18;4;11;12;32;26;25;13;29;14;28;15;3;21;16;22;19;20;5;2;10;17;8;9;31;87;26556
87;26556;1;7;23;6;30;27;24;18;4;11;12;32;26;25;13;29;14;28;15;3;21;16;22;19;20;5;2;10;17;8;9;31
1;7;23;6;30;27;24;18;11;4;12;32;26;25;13;29;14;28;15;3;21;16;22;19;20;5;2;10;17;8;9;31;87;26436
87;26436;1;7;23;6;30;27;24;18;11;4;12;32;26;25;13;29;14;28;15;3;21;16;22;19;20;5;2;10;17;8;9;31
1;7;23;6;30;28;24;18;11;4;12;32;26;25;13;29;14;27;15;3;21;16;22;19;20;5;2;10;17;8;9;31;87;26596
87;26596;1;7;23;6;30;28;24;18;11;4;12;32;26;25;13;29;14;27;15;3;21;16;22;19;20;5;2;10;17;8;9;31
1;7;23;6;30;28;24;18;11;4;12;32;26;25;13;29;14;27;15;3;31;16;22;19;20;5;2;10;17;8;9;21;87;26956
87;26596;1;7;23;6;30;28;24;18;11;4;12;32;26;25;13;29;14;27;15;3;21;16;22;19;20;5;2;10;17;8;9;31
1;7;23;6;24;28;30;18;11;4;12;32;26;25;13;29;14;27;15;3;21;16;22;19;20;5;2;10;17;8;9;31;87;26876
87;26876;1;7;23;6;24;28;30;18;11;4;12;32;26;25;13;29;14;27;15;3;21;16;22;19;20;5;2;10;17;8;9;31
1;7;23;6;11;28;30;18;24;4;12;32;26;25;13;29;14;27;15;3;21;16;22;19;20;5;2;10;17;8;9;31;87;26548
87;26548;1;7;23;6;11;28;30;18;24;4;12;32;26;25;13;29;14;27;15;3;21;16;22;19;20;5;2;10;17;8;9;31
1;4;23;6;11;28;30;18;24;7;12;32;26;25;13;29;14;27;15;3;21;16;22;19;20;5;2;10;17;8;9;31;87;27148
87;26548;1;7;23;6;11;28;30;18;24;4;12;32;26;25;13;29;14;27;15;3;21;16;22;19;20;5;2;10;17;8;9;31
1;7;23;6;11;28;30;18;24;4;12;32;26;25;13;29;14;27;15;3;21;19;22;16;20;5;2;10;17;8;9;31;87;27166
87;27166;1;7;23;6;11;28;30;18;24;4;12;32;26;25;13;29;14;27;15;3;21;19;22;16;20;5;2;10;17;8;9;31
1;7;23;6;11;28;30;18;24;4;12;32;26;25;13;29;14;27;15;3;21;19;22;16;8;5;2;10;17;20;9;31;87;27086
87;27086;1;7;23;6;11;28;30;18;24;4;12;32;26;25;13;29;14;27;15;3;21;19;22;16;8;5;2;10;17;20;9;31
1;7;23;6;11;28;30;18;24;4;12;32;26;25;13;29;14;27;15;3;21;20;22;16;8;5;2;10;17;19;9;31;87;27266
87;27266;1;7;23;6;11;28;30;18;24;4;12;32;26;25;13;29;14;27;15;3;21;20;22;16;8;5;2;10;17;19;9;31
1;7;23;28;11;6;30;18;24;4;12;32;26;25;13;29;14;27;15;3;21;20;22;16;8;5;2;10;17;19;9;31;87;27466
87;27466;1;7;23;28;11;6;30;18;24;4;12;32;26;25;13;29;14;27;15;3;21;20;22;16;8;5;2;10;17;19;9;31
1;7;23;28;11;6;30;18;24;4;12;3;26;25;13;29;14;27;15;32;21;20;22;16;8;5;2;10;17;19;9;31;87;27470
87;27470;1;7;23;28;11;6;30;18;24;4;12;3;26;25;13;29;14;27;15;32;21;20;22;16;8;5;2;10;17;19;9;31
1;7;15;28;11;6;30;18;24;4;12;3;26;25;13;29;14;27;23;32;21;20;22;16;8;5;2;10;17;19;9;31;87;26992
87;26992;1;7;15;28;11;6;30;18;24;4;12;3;26;25;13;29;14;27;23;32;21;20;22;16;8;5;2;10;17;19;9;31
1;7;15;28;11;6;30;18;24;4;12;3;26;25;13;29;14;5;23;32;21;20;22;16;8;27;2;10;17;19;9;31;87;26970
87;26970;1;7;15;28;11;6;30;18;24;4;12;3;26;25;13;29;14;5;23;32;21;20;22;16;8;27;2;10;17;19;9;31
1;7;15;28;11;6;30;18;24;4;12;3;26;25;13;29;14;5;23;8;21;20;22;16;32;27;2;10;17;19;9;31;87;26846
87;26846;1;7;15;28;11;6;30;18;24;4;12;3;26;25;13;29;14;5;23;8;21;20;22;16;32;27;2;10;17;19;9;31
1;7;15;28;16;6;30;18;24;4;12;3;26;25;13;29;14;5;23;8;21;20;22;11;32;27;2;10;17;19;9;31;87;27246
87;26846;1;7;15;28;11;6;30;18;24;4;12;3;26;25;13;29;14;5;23;8;21;20;22;16;32;27;2;10;17;19;9;31
1;7;15;28;11;14;30;18;24;4;12;3;26;25;13;29;6;5;23;8;21;20;22;16;32;27;2;10;17;19;9;31;87;26766
87;26766;1;7;15;28;11;14;30;18;24;4;12;3;26;25;13;29;6;5;23;8;21;20;22;16;32;27;2;10;17;19;9;31
