"X1";"X28066";"X10";"X7";"X17";"X24";"X8";"X9";"X18";"X19";"X30";"X11";"X21";"X31";"X6";"X25";"X32";"X13";"X28";"X2";"X23";"X5";"X29";"X27";"X3";"X22";"X26";"X12";"X16";"X20";"X15";"X4";"X1.1";"X14"
26;32;27;16;19;18;1;31;25;3;7;21;22;17;9;2;30;5;20;28;29;12;15;6;11;4;24;8;14;13;23;10;63;27752
64;26376;26;32;1;16;19;18;27;31;25;3;7;21;22;17;9;2;30;5;20;28;29;12;15;6;11;4;24;8;14;13;23;10
26;32;1;16;19;18;27;31;25;3;7;13;22;17;9;2;30;5;20;28;29;12;15;6;11;4;24;8;14;21;23;10;64;26692
64;26692;26;32;1;16;19;18;27;31;25;3;7;13;22;17;9;2;30;5;20;28;29;12;15;6;11;4;24;8;14;21;23;10
26;32;1;19;16;18;27;31;25;3;7;13;22;17;9;2;30;5;20;28;29;12;15;6;11;4;24;8;14;21;23;10;64;26756
64;26756;26;32;1;19;16;18;27;31;25;3;7;13;22;17;9;2;30;5;20;28;29;12;15;6;11;4;24;8;14;21;23;10
26;32;1;19;16;18;27;31;25;3;7;13;11;17;9;2;30;5;20;28;29;12;15;6;22;4;24;8;14;21;23;10;64;27016
64;27016;26;32;1;19;16;18;27;31;25;3;7;13;11;17;9;2;30;5;20;28;29;12;15;6;22;4;24;8;14;21;23;10
26;32;1;19;16;18;27;31;25;3;7;13;11;17;9;2;30;5;20;28;29;12;10;6;22;4;24;8;14;21;23;15;64;26976
64;26976;26;32;1;19;16;18;27;31;25;3;7;13;11;17;9;2;30;5;20;28;29;12;10;6;22;4;24;8;14;21;23;15
26;32;1;19;16;18;27;31;25;3;7;13;11;17;9;28;30;5;20;2;29;12;10;6;22;4;24;8;14;21;23;15;64;27200
64;27200;26;32;1;19;16;18;27;31;25;3;7;13;11;17;9;28;30;5;20;2;29;12;10;6;22;4;24;8;14;21;23;15
26;32;1;19;16;18;27;12;25;3;7;13;11;17;9;28;30;5;20;2;29;31;10;6;22;4;24;8;14;21;23;15;64;27614
64;27614;26;32;1;19;16;18;27;12;25;3;7;13;11;17;9;28;30;5;20;2;29;31;10;6;22;4;24;8;14;21;23;15
26;32;28;19;16;18;27;12;25;3;7;13;11;17;9;1;30;5;20;2;29;31;10;6;22;4;24;8;14;21;23;15;64;28532
64;27614;26;32;1;19;16;18;27;12;25;3;7;13;11;17;9;28;30;5;20;2;29;31;10;6;22;4;24;8;14;21;23;15
26;32;1;19;16;18;27;12;25;3;7;13;11;17;9;28;30;5;20;22;29;31;10;6;2;4;24;8;14;21;23;15;64;26874
64;26874;26;32;1;19;16;18;27;12;25;3;7;13;11;17;9;28;30;5;20;22;29;31;10;6;2;4;24;8;14;21;23;15
26;32;1;19;16;18;27;12;25;3;7;13;11;17;9;28;30;5;20;22;29;31;10;6;2;4;24;8;14;21;15;23;64;26874
64;26874;26;32;1;19;16;18;27;12;25;3;7;13;11;17;9;28;30;5;20;22;29;31;10;6;2;4;24;8;14;21;15;23
26;32;1;19;16;18;27;12;25;3;7;13;11;17;9;28;30;5;20;22;29;31;10;6;2;4;24;14;8;21;15;23;64;27274
64;27274;26;32;1;19;16;18;27;12;25;3;7;13;11;17;9;28;30;5;20;22;29;31;10;6;2;4;24;14;8;21;15;23
26;32;1;19;16;18;27;12;25;3;7;13;11;17;9;4;30;5;20;22;29;31;10;6;2;28;24;14;8;21;15;23;64;28034
64;27274;26;32;1;19;16;18;27;12;25;3;7;13;11;17;9;28;30;5;20;22;29;31;10;6;2;4;24;14;8;21;15;23
26;32;1;30;16;18;27;12;25;3;7;13;11;17;9;28;19;5;20;22;29;31;10;6;2;4;24;14;8;21;15;23;64;27154
64;27154;26;32;1;30;16;18;27;12;25;3;7;13;11;17;9;28;19;5;20;22;29;31;10;6;2;4;24;14;8;21;15;23
26;32;10;30;16;18;27;12;25;3;7;13;11;17;9;28;19;5;20;22;29;31;1;6;2;4;24;14;8;21;15;23;64;26834
64;26834;26;32;10;30;16;18;27;12;25;3;7;13;11;17;9;28;19;5;20;22;29;31;1;6;2;4;24;14;8;21;15;23
26;32;10;30;16;18;27;12;25;3;7;13;11;1;9;28;19;5;20;22;29;31;17;6;2;4;24;14;8;21;15;23;64;26512
64;26512;26;32;10;30;16;18;27;12;25;3;7;13;11;1;9;28;19;5;20;22;29;31;17;6;2;4;24;14;8;21;15;23
26;32;10;30;16;18;27;12;25;3;31;13;11;1;9;28;19;5;20;22;29;7;17;6;2;4;24;14;8;21;15;23;64;26242
64;26242;26;32;10;30;16;18;27;12;25;3;31;13;11;1;9;28;19;5;20;22;29;7;17;6;2;4;24;14;8;21;15;23
26;32;10;30;16;18;27;12;25;3;31;13;11;1;9;28;19;5;20;22;29;7;15;6;2;4;24;14;8;21;17;23;64;25552
64;25552;26;32;10;30;16;18;27;12;25;3;31;13;11;1;9;28;19;5;20;22;29;7;15;6;2;4;24;14;8;21;17;23
17;32;10;30;16;18;27;12;25;3;31;13;11;1;9;28;19;5;20;22;29;7;15;6;2;4;24;14;8;21;26;23;64;26752
64;25552;26;32;10;30;16;18;27;12;25;3;31;13;11;1;9;28;19;5;20;22;29;7;15;6;2;4;24;14;8;21;17;23
26;32;10;30;16;18;27;12;25;3;31;13;11;1;9;28;19;5;20;22;29;7;15;6;2;17;24;14;8;21;4;23;64;24860
64;24860;26;32;10;30;16;18;27;12;25;3;31;13;11;1;9;28;19;5;20;22;29;7;15;6;2;17;24;14;8;21;4;23
26;32;10;30;16;18;27;12;25;3;31;13;11;1;9;28;19;2;20;22;29;7;15;6;5;17;24;14;8;21;4;23;64;24780
64;24780;26;32;10;30;16;18;27;12;25;3;31;13;11;1;9;28;19;2;20;22;29;7;15;6;5;17;24;14;8;21;4;23
26;32;10;30;16;18;27;12;25;1;31;13;11;3;9;28;19;2;20;22;29;7;15;6;5;17;24;14;8;21;4;23;64;24900
65;24900;26;32;10;30;16;18;27;12;25;1;31;13;11;3;9;28;19;2;20;22;29;7;15;6;5;17;24;14;8;21;4;23
26;32;10;30;16;18;27;12;25;1;31;13;11;3;9;28;19;2;20;22;29;7;15;6;5;17;23;14;8;21;4;24;65;24820
65;24820;26;32;10;30;16;18;27;12;25;1;31;13;11;3;9;28;19;2;20;22;29;7;15;6;5;17;23;14;8;21;4;24
26;32;10;30;16;18;27;12;25;20;31;13;11;3;9;28;19;2;1;22;29;7;15;6;5;17;23;14;8;21;4;24;65;24966
65;24966;26;32;10;30;16;18;27;12;25;20;31;13;11;3;9;28;19;2;1;22;29;7;15;6;5;17;23;14;8;21;4;24
26;32;10;30;16;18;6;12;25;20;31;13;11;3;9;28;19;2;1;22;29;7;15;27;5;17;23;14;8;21;4;24;65;26612
65;24966;26;32;10;30;16;18;27;12;25;20;31;13;11;3;9;28;19;2;1;22;29;7;15;6;5;17;23;14;8;21;4;24
26;32;10;30;16;18;27;12;25;20;31;13;11;3;9;28;19;2;1;22;29;23;15;6;5;17;7;14;8;21;4;24;65;24644
65;24644;26;32;10;30;16;18;27;12;25;20;31;13;11;3;9;28;19;2;1;22;29;23;15;6;5;17;7;14;8;21;4;24
26;32;10;30;16;18;9;12;25;20;31;13;11;3;27;28;19;2;1;22;29;23;15;6;5;17;7;14;8;21;4;24;65;25584
65;25584;26;32;10;30;16;18;9;12;25;20;31;13;11;3;27;28;19;2;1;22;29;23;15;6;5;17;7;14;8;21;4;24
26;32;10;30;16;18;9;12;25;20;31;13;11;3;14;28;19;2;1;22;29;23;15;6;5;17;7;27;8;21;4;24;65;25770
65;25770;26;32;10;30;16;18;9;12;25;20;31;13;11;3;14;28;19;2;1;22;29;23;15;6;5;17;7;27;8;21;4;24
26;32;10;23;16;18;9;12;25;20;31;13;11;3;14;28;19;2;1;22;29;30;15;6;5;17;7;27;8;21;4;24;65;25730
65;25730;26;32;10;23;16;18;9;12;25;20;31;13;11;3;14;28;19;2;1;22;29;30;15;6;5;17;7;27;8;21;4;24
26;32;10;23;16;18;9;12;25;20;31;13;11;3;14;28;19;2;1;22;29;30;4;6;5;17;7;27;8;21;15;24;65;26050
65;25730;26;32;10;23;16;18;9;12;25;20;31;13;11;3;14;28;19;2;1;22;29;30;15;6;5;17;7;27;8;21;4;24
26;32;10;23;16;18;9;12;25;20;31;13;29;3;14;28;19;2;1;22;11;30;15;6;5;17;7;27;8;21;4;24;65;25220
65;25220;26;32;10;23;16;18;9;12;25;20;31;13;29;3;14;28;19;2;1;22;11;30;15;6;5;17;7;27;8;21;4;24
26;32;10;23;16;18;9;1;25;20;31;13;29;3;14;28;19;2;12;22;11;30;15;6;5;17;7;27;8;21;4;24;65;25700
65;25700;26;32;10;23;16;18;9;1;25;20;31;13;29;3;14;28;19;2;12;22;11;30;15;6;5;17;7;27;8;21;4;24
26;32;21;23;16;18;9;1;25;20;31;13;29;3;14;28;19;2;12;22;11;30;15;6;5;17;7;27;8;10;4;24;65;25914
65;25914;26;32;21;23;16;18;9;1;25;20;31;13;29;3;14;28;19;2;12;22;11;30;15;6;5;17;7;27;8;10;4;24
26;1;21;23;16;18;9;32;25;20;31;13;29;3;14;28;19;2;12;22;11;30;15;6;5;17;7;27;8;10;4;24;65;26076
65;26076;26;1;21;23;16;18;9;32;25;20;31;13;29;3;14;28;19;2;12;22;11;30;15;6;5;17;7;27;8;10;4;24
26;1;21;23;16;18;9;32;28;20;31;13;29;3;14;25;19;2;12;22;11;30;15;6;5;17;7;27;8;10;4;24;65;26216
65;26216;26;1;21;23;16;18;9;32;28;20;31;13;29;3;14;25;19;2;12;22;11;30;15;6;5;17;7;27;8;10;4;24
26;1;21;23;16;18;9;32;28;20;31;13;29;3;14;25;19;2;12;22;11;30;4;6;5;17;7;27;8;10;15;24;65;26376
65;26216;26;1;21;23;16;18;9;32;28;20;31;13;29;3;14;25;19;2;12;22;11;30;15;6;5;17;7;27;8;10;4;24
6;1;21;23;16;18;9;32;28;20;31;13;29;3;14;25;19;2;12;22;11;30;15;26;5;17;7;27;8;10;4;24;65;27508
65;27508;6;1;21;23;16;18;9;32;28;20;31;13;29;3;14;25;19;2;12;22;11;30;15;26;5;17;7;27;8;10;4;24
6;1;21;23;16;18;9;32;28;20;31;13;29;3;14;25;19;2;10;22;11;30;15;26;5;17;7;27;8;12;4;24;65;27748
65;27748;6;1;21;23;16;18;9;32;28;20;31;13;29;3;14;25;19;2;10;22;11;30;15;26;5;17;7;27;8;12;4;24
6;1;21;23;16;18;9;32;28;20;31;13;3;29;14;25;19;2;10;22;11;30;15;26;5;17;7;27;8;12;4;24;65;28900
65;28900;6;1;21;23;16;18;9;32;28;20;31;13;3;29;14;25;19;2;10;22;11;30;15;26;5;17;7;27;8;12;4;24
20;1;21;23;16;18;9;32;28;6;31;13;3;29;14;25;19;2;10;22;11;30;15;26;5;17;7;27;8;12;4;24;65;28698
65;28698;20;1;21;23;16;18;9;32;28;6;31;13;3;29;14;25;19;2;10;22;11;30;15;26;5;17;7;27;8;12;4;24
20;1;21;23;16;18;9;32;28;6;30;13;3;29;14;25;19;2;10;22;11;31;15;26;5;17;7;27;8;12;4;24;65;28718
65;28718;20;1;21;23;16;18;9;32;28;6;30;13;3;29;14;25;19;2;10;22;11;31;15;26;5;17;7;27;8;12;4;24
19;1;21;23;16;18;9;32;28;6;30;13;3;29;14;25;20;2;10;22;11;31;15;26;5;17;7;27;8;12;4;24;65;28758
66;28758;19;1;21;23;16;18;9;32;28;6;30;13;3;29;14;25;20;2;10;22;11;31;15;26;5;17;7;27;8;12;4;24
19;1;21;23;16;18;9;32;28;6;22;13;3;29;14;25;20;2;10;30;11;31;15;26;5;17;7;27;8;12;4;24;66;28638
66;28638;19;1;21;23;16;18;9;32;28;6;22;13;3;29;14;25;20;2;10;30;11;31;15;26;5;17;7;27;8;12;4;24
19;1;21;8;16;18;9;32;28;6;22;13;3;29;14;25;20;2;10;30;11;31;15;26;5;17;7;27;23;12;4;24;66;29350
66;29350;19;1;21;8;16;18;9;32;28;6;22;13;3;29;14;25;20;2;10;30;11;31;15;26;5;17;7;27;23;12;4;24
19;1;21;8;16;18;9;32;28;6;22;13;3;29;14;25;20;2;10;30;11;31;15;26;5;17;7;4;23;12;27;24;66;29010
66;29010;19;1;21;8;16;18;9;32;28;6;22;13;3;29;14;25;20;2;10;30;11;31;15;26;5;17;7;4;23;12;27;24
19;1;2;8;16;18;9;32;28;6;22;13;3;29;14;25;20;21;10;30;11;31;15;26;5;17;7;4;23;12;27;24;66;28742
66;28742;19;1;2;8;16;18;9;32;28;6;22;13;3;29;14;25;20;21;10;30;11;31;15;26;5;17;7;4;23;12;27;24
19;27;2;8;16;18;9;32;28;6;22;13;3;29;14;25;20;21;10;30;11;31;15;26;5;17;7;4;23;12;1;24;66;27820
66;27820;19;27;2;8;16;18;9;32;28;6;22;13;3;29;14;25;20;21;10;30;11;31;15;26;5;17;7;4;23;12;1;24
19;27;2;4;16;18;9;32;28;6;22;13;3;29;14;25;20;21;10;30;11;31;15;26;5;17;7;8;23;12;1;24;66;28040
66;28040;19;27;2;4;16;18;9;32;28;6;22;13;3;29;14;25;20;21;10;30;11;31;15;26;5;17;7;8;23;12;1;24
19;27;2;4;16;18;9;32;28;6;22;13;3;29;14;25;20;21;10;30;26;31;15;11;5;17;7;8;23;12;1;24;66;28106
66;28106;19;27;2;4;16;18;9;32;28;6;22;13;3;29;14;25;20;21;10;30;26;31;15;11;5;17;7;8;23;12;1;24
11;27;2;4;16;18;9;32;28;6;22;13;3;29;14;25;20;21;10;30;26;31;15;19;5;17;7;8;23;12;1;24;66;28310
66;28310;11;27;2;4;16;18;9;32;28;6;22;13;3;29;14;25;20;21;10;30;26;31;15;19;5;17;7;8;23;12;1;24
11;27;2;4;16;18;9;32;28;6;22;13;3;29;14;25;20;23;10;30;26;31;15;19;5;17;7;8;21;12;1;24;66;28830
66;28310;11;27;2;4;16;18;9;32;28;6;22;13;3;29;14;25;20;21;10;30;26;31;15;19;5;17;7;8;23;12;1;24
11;27;2;4;16;18;9;32;24;6;22;13;3;29;14;25;20;21;10;30;26;31;15;19;5;17;7;8;23;12;1;28;66;28450
66;28450;11;27;2;4;16;18;9;32;24;6;22;13;3;29;14;25;20;21;10;30;26;31;15;19;5;17;7;8;23;12;1;28
11;27;2;4;16;18;9;32;24;6;22;13;3;29;14;25;20;21;10;30;7;31;15;19;5;17;26;8;23;12;1;28;66;28180
66;28180;11;27;2;4;16;18;9;32;24;6;22;13;3;29;14;25;20;21;10;30;7;31;15;19;5;17;26;8;23;12;1;28
11;27;2;4;16;26;9;32;24;6;22;13;3;29;14;25;20;21;10;30;7;31;15;19;5;17;18;8;23;12;1;28;66;27940
66;27940;11;27;2;4;16;26;9;32;24;6;22;13;3;29;14;25;20;21;10;30;7;31;15;19;5;17;18;8;23;12;1;28
11;27;2;4;16;26;9;32;24;6;22;13;3;29;14;25;20;21;10;30;7;1;15;19;5;17;18;8;23;12;31;28;66;28250
66;27940;11;27;2;4;16;26;9;32;24;6;22;13;3;29;14;25;20;21;10;30;7;31;15;19;5;17;18;8;23;12;1;28
11;27;2;4;16;26;9;32;24;6;22;13;3;20;14;25;29;21;10;30;7;31;15;19;5;17;18;8;23;12;1;28;66;27780
66;27780;11;27;2;4;16;26;9;32;24;6;22;13;3;20;14;25;29;21;10;30;7;31;15;19;5;17;18;8;23;12;1;28
11;2;27;4;16;26;9;32;24;6;22;13;3;20;14;25;29;21;10;30;7;31;15;19;5;17;18;8;23;12;1;28;66;27888
66;27888;11;2;27;4;16;26;9;32;24;6;22;13;3;20;14;25;29;21;10;30;7;31;15;19;5;17;18;8;23;12;1;28
11;2;27;4;16;26;9;32;20;6;22;13;3;24;14;25;29;21;10;30;7;31;15;19;5;17;18;8;23;12;1;28;66;28148
66;28148;11;2;27;4;16;26;9;32;20;6;22;13;3;24;14;25;29;21;10;30;7;31;15;19;5;17;18;8;23;12;1;28
11;2;27;4;16;26;9;18;20;6;22;13;3;24;14;25;29;21;10;30;7;31;15;19;5;17;32;8;23;12;1;28;66;28468
66;28468;11;2;27;4;16;26;9;18;20;6;22;13;3;24;14;25;29;21;10;30;7;31;15;19;5;17;32;8;23;12;1;28
11;2;27;4;16;26;13;18;20;6;22;9;3;24;14;25;29;21;10;30;7;31;15;19;5;17;32;8;23;12;1;28;66;28688
66;28688;11;2;27;4;16;26;13;18;20;6;22;9;3;24;14;25;29;21;10;30;7;31;15;19;5;17;32;8;23;12;1;28
11;2;27;4;16;26;13;18;20;5;22;9;3;24;14;25;29;21;10;30;7;31;15;19;6;17;32;8;23;12;1;28;66;28828
66;28828;11;2;27;4;16;26;13;18;20;5;22;9;3;24;14;25;29;21;10;30;7;31;15;19;6;17;32;8;23;12;1;28
11;2;27;4;16;26;13;18;20;5;22;9;3;8;14;25;29;21;10;30;7;31;15;19;6;17;32;24;23;12;1;28;66;29472
67;29472;11;2;27;4;16;26;13;18;20;5;22;9;3;8;14;25;29;21;10;30;7;31;15;19;6;17;32;24;23;12;1;28
11;2;27;4;16;26;13;18;20;5;22;9;3;8;14;25;29;21;10;23;7;31;15;19;6;17;32;24;30;12;1;28;67;29492
67;29492;11;2;27;4;16;26;13;18;20;5;22;9;3;8;14;25;29;21;10;23;7;31;15;19;6;17;32;24;30;12;1;28
11;2;13;4;16;26;27;18;20;5;22;9;3;8;14;25;29;21;10;23;7;31;15;19;6;17;32;24;30;12;1;28;67;28940
67;28940;11;2;13;4;16;26;27;18;20;5;22;9;3;8;14;25;29;21;10;23;7;31;15;19;6;17;32;24;30;12;1;28
11;2;13;4;16;26;27;18;20;5;22;9;3;8;14;25;29;21;10;23;7;31;12;19;6;17;32;24;30;15;1;28;67;29140
67;29140;11;2;13;4;16;26;27;18;20;5;22;9;3;8;14;25;29;21;10;23;7;31;12;19;6;17;32;24;30;15;1;28
11;2;13;4;16;26;27;18;20;5;22;9;3;8;14;25;30;21;10;23;7;31;12;19;6;17;32;24;29;15;1;28;67;29120
67;29120;11;2;13;4;16;26;27;18;20;5;22;9;3;8;14;25;30;21;10;23;7;31;12;19;6;17;32;24;29;15;1;28
11;2;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;31;12;19;6;17;5;24;29;15;1;28;67;28322
67;28322;11;2;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;31;12;19;6;17;5;24;29;15;1;28
11;2;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;15;12;19;6;17;5;24;29;31;1;28;67;27816
67;27816;11;2;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;15;12;19;6;17;5;24;29;31;1;28
11;2;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;15;12;19;6;17;5;24;28;31;1;29;67;27056
67;27056;11;2;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;15;12;19;6;17;5;24;28;31;1;29
11;2;13;4;16;26;27;18;20;32;22;9;3;8;25;14;30;21;10;23;7;15;12;19;6;17;5;24;28;31;1;29;67;27246
67;27056;11;2;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;15;12;19;6;17;5;24;28;31;1;29
11;2;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;15;12;5;6;17;19;24;28;31;1;29;67;27100
67;27100;11;2;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;15;12;5;6;17;19;24;28;31;1;29
11;6;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;15;12;5;2;17;19;24;28;31;1;29;67;26640
67;26640;11;6;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;15;12;5;2;17;19;24;28;31;1;29
11;6;13;4;16;8;27;18;20;32;22;9;3;26;14;25;30;21;10;23;7;15;12;5;2;17;19;24;28;31;1;29;67;26926
67;26640;11;6;13;4;16;26;27;18;20;32;22;9;3;8;14;25;30;21;10;23;7;15;12;5;2;17;19;24;28;31;1;29
11;6;13;4;16;26;27;18;3;32;22;9;20;8;14;25;30;21;10;23;7;15;12;5;2;17;19;24;28;31;1;29;67;26350
67;26350;11;6;13;4;16;26;27;18;3;32;22;9;20;8;14;25;30;21;10;23;7;15;12;5;2;17;19;24;28;31;1;29
11;6;13;4;16;26;27;20;3;32;22;9;18;8;14;25;30;21;10;23;7;15;12;5;2;17;19;24;28;31;1;29;67;26470
67;26350;11;6;13;4;16;26;27;18;3;32;22;9;20;8;14;25;30;21;10;23;7;15;12;5;2;17;19;24;28;31;1;29
11;6;13;4;16;26;27;19;3;32;22;9;20;8;14;25;30;21;10;23;7;15;12;5;2;17;18;24;28;31;1;29;67;26190
67;26190;11;6;13;4;16;26;27;19;3;32;22;9;20;8;14;25;30;21;10;23;7;15;12;5;2;17;18;24;28;31;1;29
11;6;13;23;16;26;27;19;3;32;22;9;20;8;14;25;30;21;10;4;7;15;12;5;2;17;18;24;28;31;1;29;67;25608
67;25608;11;6;13;23;16;26;27;19;3;32;22;9;20;8;14;25;30;21;10;4;7;15;12;5;2;17;18;24;28;31;1;29
11;6;13;23;16;26;21;19;3;32;22;9;20;8;14;25;30;27;10;4;7;15;12;5;2;17;18;24;28;31;1;29;67;26688
67;26688;11;6;13;23;16;26;21;19;3;32;22;9;20;8;14;25;30;27;10;4;7;15;12;5;2;17;18;24;28;31;1;29
11;6;13;23;16;26;21;19;3;32;22;15;20;8;14;25;30;27;10;4;7;9;12;5;2;17;18;24;28;31;1;29;67;26788
67;26788;11;6;13;23;16;26;21;19;3;32;22;15;20;8;14;25;30;27;10;4;7;9;12;5;2;17;18;24;28;31;1;29
11;6;13;23;16;26;21;19;3;32;22;15;20;8;14;9;30;27;10;4;7;25;12;5;2;17;18;24;28;31;1;29;67;27386
67;26788;11;6;13;23;16;26;21;19;3;32;22;15;20;8;14;25;30;27;10;4;7;9;12;5;2;17;18;24;28;31;1;29
11;6;13;23;16;26;21;19;3;32;22;12;20;8;14;25;30;27;10;4;7;9;15;5;2;17;18;24;28;31;1;29;67;26948
67;26948;11;6;13;23;16;26;21;19;3;32;22;12;20;8;14;25;30;27;10;4;7;9;15;5;2;17;18;24;28;31;1;29
11;6;13;23;16;26;21;19;3;1;22;12;20;8;14;25;30;27;10;4;7;9;15;5;2;17;18;24;28;31;32;29;67;27138
68;27138;11;6;13;23;16;26;21;19;3;1;22;12;20;8;14;25;30;27;10;4;7;9;15;5;2;17;18;24;28;31;32;29
11;6;13;23;16;26;21;19;3;1;22;20;12;8;14;25;30;27;10;4;7;9;15;5;2;17;18;24;28;31;32;29;68;27734
68;27138;11;6;13;23;16;26;21;19;3;1;22;12;20;8;14;25;30;27;10;4;7;9;15;5;2;17;18;24;28;31;32;29
11;6;25;23;16;26;21;19;3;1;22;12;20;8;14;13;30;27;10;4;7;9;15;5;2;17;18;24;28;31;32;29;68;28008
68;27138;11;6;13;23;16;26;21;19;3;1;22;12;20;8;14;25;30;27;10;4;7;9;15;5;2;17;18;24;28;31;32;29
11;6;13;23;16;26;21;19;3;1;22;12;20;8;14;25;30;27;10;29;7;9;15;5;2;17;18;24;28;31;32;4;68;27394
68;27138;11;6;13;23;16;26;21;19;3;1;22;12;20;8;14;25;30;27;10;4;7;9;15;5;2;17;18;24;28;31;32;29
11;6;13;23;16;26;22;19;3;1;21;12;20;8;14;25;30;27;10;4;7;9;15;5;2;17;18;24;28;31;32;29;68;26878
68;26878;11;6;13;23;16;26;22;19;3;1;21;12;20;8;14;25;30;27;10;4;7;9;15;5;2;17;18;24;28;31;32;29
5;6;13;23;16;26;22;19;3;1;21;12;20;8;14;25;30;27;10;4;7;9;15;11;2;17;18;24;28;31;32;29;68;26638
68;26638;5;6;13;23;16;26;22;19;3;1;21;12;20;8;14;25;30;27;10;4;7;9;15;11;2;17;18;24;28;31;32;29
5;28;13;23;16;26;22;19;3;1;21;12;20;8;14;25;30;27;10;4;7;9;15;11;2;17;18;24;6;31;32;29;68;26478
68;26478;5;28;13;23;16;26;22;19;3;1;21;12;20;8;14;25;30;27;10;4;7;9;15;11;2;17;18;24;6;31;32;29
5;28;13;23;16;26;22;19;3;1;21;12;20;8;14;25;30;27;10;4;18;9;15;11;2;17;7;24;6;31;32;29;68;26748
68;26748;5;28;13;23;16;26;22;19;3;1;21;12;20;8;14;25;30;27;10;4;18;9;15;11;2;17;7;24;6;31;32;29
5;26;13;23;16;28;22;19;3;1;21;12;20;8;14;25;30;27;10;4;18;9;15;11;2;17;7;24;6;31;32;29;68;26668
68;26668;5;26;13;23;16;28;22;19;3;1;21;12;20;8;14;25;30;27;10;4;18;9;15;11;2;17;7;24;6;31;32;29
5;26;23;13;16;28;22;19;3;1;21;12;20;8;14;25;30;27;10;4;18;9;15;11;2;17;7;24;6;31;32;29;68;26800
68;26800;5;26;23;13;16;28;22;19;3;1;21;12;20;8;14;25;30;27;10;4;18;9;15;11;2;17;7;24;6;31;32;29
5;26;23;14;16;28;22;19;3;1;21;12;20;8;13;25;30;27;10;4;18;9;15;11;2;17;7;24;6;31;32;29;68;26720
68;26720;5;26;23;14;16;28;22;19;3;1;21;12;20;8;13;25;30;27;10;4;18;9;15;11;2;17;7;24;6;31;32;29
5;25;23;14;16;28;22;19;3;1;21;12;20;8;13;26;30;27;10;4;18;9;15;11;2;17;7;24;6;31;32;29;68;26580
68;26580;5;25;23;14;16;28;22;19;3;1;21;12;20;8;13;26;30;27;10;4;18;9;15;11;2;17;7;24;6;31;32;29
5;25;23;14;16;28;22;19;3;1;21;12;20;8;13;26;30;27;10;4;18;9;15;11;31;17;7;24;6;2;32;29;68;26420
68;26420;5;25;23;14;16;28;22;19;3;1;21;12;20;8;13;26;30;27;10;4;18;9;15;11;31;17;7;24;6;2;32;29
5;25;23;14;16;28;22;19;8;1;21;12;20;3;13;26;30;27;10;4;18;9;15;11;31;17;7;24;6;2;32;29;68;26260
68;26260;5;25;23;14;16;28;22;19;8;1;21;12;20;3;13;26;30;27;10;4;18;9;15;11;31;17;7;24;6;2;32;29
5;25;23;14;16;28;22;19;8;31;21;12;20;3;13;26;30;27;10;4;18;9;15;11;1;17;7;24;6;2;32;29;68;25954
68;25954;5;25;23;14;16;28;22;19;8;31;21;12;20;3;13;26;30;27;10;4;18;9;15;11;1;17;7;24;6;2;32;29
31;25;23;14;16;28;22;19;8;5;21;12;20;3;13;26;30;27;10;4;18;9;15;11;1;17;7;24;6;2;32;29;68;25856
68;25856;31;25;23;14;16;28;22;19;8;5;21;12;20;3;13;26;30;27;10;4;18;9;15;11;1;17;7;24;6;2;32;29
31;25;23;14;16;28;20;19;8;5;21;12;22;3;13;26;30;27;10;4;18;9;15;11;1;17;7;24;6;2;32;29;68;26316
68;26316;31;25;23;14;16;28;20;19;8;5;21;12;22;3;13;26;30;27;10;4;18;9;15;11;1;17;7;24;6;2;32;29
31;25;23;26;16;28;20;19;8;5;21;12;22;3;13;14;30;27;10;4;18;9;15;11;1;17;7;24;6;2;32;29;68;27146
68;26316;31;25;23;14;16;28;20;19;8;5;21;12;22;3;13;26;30;27;10;4;18;9;15;11;1;17;7;24;6;2;32;29
31;25;23;14;16;28;20;19;8;5;21;2;22;3;13;26;30;27;10;4;18;9;15;11;1;17;7;24;6;12;32;29;68;26756
68;26756;31;25;23;14;16;28;20;19;8;5;21;2;22;3;13;26;30;27;10;4;18;9;15;11;1;17;7;24;6;12;32;29
31;25;23;14;16;28;32;19;8;5;21;2;22;3;13;26;30;27;10;4;18;9;15;11;1;17;7;24;6;12;20;29;68;26976
68;26976;31;25;23;14;16;28;32;19;8;5;21;2;22;3;13;26;30;27;10;4;18;9;15;11;1;17;7;24;6;12;20;29
