"X1";"X26530";"X10";"X31";"X1.1";"X29";"X23";"X14";"X32";"X22";"X19";"X15";"X25";"X7";"X17";"X2";"X9";"X20";"X18";"X12";"X24";"X6";"X5";"X11";"X21";"X16";"X8";"X3";"X30";"X13";"X26";"X28";"X27";"X4"
25;7;24;4;11;3;23;27;18;8;32;26;22;10;28;31;6;13;1;21;9;20;30;2;15;14;17;29;5;19;16;12;66;24712
66;24712;25;7;24;4;11;3;23;27;18;8;32;26;22;10;28;31;6;13;1;21;9;20;30;2;15;14;17;29;5;19;16;12
25;7;24;4;11;8;23;27;18;3;32;26;22;10;28;31;6;13;1;21;9;20;30;2;15;14;17;29;5;19;16;12;66;24472
66;24472;25;7;24;4;11;8;23;27;18;3;32;26;22;10;28;31;6;13;1;21;9;20;30;2;15;14;17;29;5;19;16;12
25;7;24;4;22;8;23;27;18;3;32;26;11;10;28;31;6;13;1;21;9;20;30;2;15;14;17;29;5;19;16;12;66;25178
66;24472;25;7;24;4;11;8;23;27;18;3;32;26;22;10;28;31;6;13;1;21;9;20;30;2;15;14;17;29;5;19;16;12
25;7;24;4;11;8;23;27;18;3;32;26;22;10;28;31;6;16;1;21;9;20;30;2;15;14;17;29;5;19;13;12;66;24772
66;24772;25;7;24;4;11;8;23;27;18;3;32;26;22;10;28;31;6;16;1;21;9;20;30;2;15;14;17;29;5;19;13;12
25;7;24;4;11;8;23;27;14;3;32;26;22;10;28;31;6;16;1;21;9;20;30;2;15;18;17;29;5;19;13;12;66;26250
66;24772;25;7;24;4;11;8;23;27;18;3;32;26;22;10;28;31;6;16;1;21;9;20;30;2;15;14;17;29;5;19;13;12
25;7;24;4;11;8;23;27;18;3;32;26;22;10;28;31;6;16;1;17;9;20;30;2;15;14;21;29;5;19;13;12;66;25052
66;24772;25;7;24;4;11;8;23;27;18;3;32;26;22;10;28;31;6;16;1;21;9;20;30;2;15;14;17;29;5;19;13;12
25;7;24;4;11;8;23;27;18;3;32;26;22;10;28;31;6;16;1;21;9;17;30;2;15;14;20;29;5;19;13;12;66;25032
66;25032;25;7;24;4;11;8;23;27;18;3;32;26;22;10;28;31;6;16;1;21;9;17;30;2;15;14;20;29;5;19;13;12
25;7;24;4;11;1;23;27;18;3;32;26;22;10;28;31;6;16;8;21;9;17;30;2;15;14;20;29;5;19;13;12;66;25632
66;25032;25;7;24;4;11;8;23;27;18;3;32;26;22;10;28;31;6;16;1;21;9;17;30;2;15;14;20;29;5;19;13;12
25;7;24;4;3;8;23;27;18;11;32;26;22;10;28;31;6;16;1;21;9;17;30;2;15;14;20;29;5;19;13;12;66;25352
66;25352;25;7;24;4;3;8;23;27;18;11;32;26;22;10;28;31;6;16;1;21;9;17;30;2;15;14;20;29;5;19;13;12
25;7;24;4;3;8;23;27;18;11;32;26;22;10;28;31;21;16;1;6;9;17;30;2;15;14;20;29;5;19;13;12;66;25384
66;25384;25;7;24;4;3;8;23;27;18;11;32;26;22;10;28;31;21;16;1;6;9;17;30;2;15;14;20;29;5;19;13;12
25;7;24;4;3;8;23;27;18;11;32;26;22;10;28;31;21;16;1;6;9;17;30;20;15;14;2;29;5;19;13;12;66;25808
66;25808;25;7;24;4;3;8;23;27;18;11;32;26;22;10;28;31;21;16;1;6;9;17;30;20;15;14;2;29;5;19;13;12
25;7;24;4;3;8;23;27;18;11;32;13;22;10;28;31;21;16;1;6;9;17;30;20;15;14;2;29;5;19;26;12;66;26972
66;26972;25;7;24;4;3;8;23;27;18;11;32;13;22;10;28;31;21;16;1;6;9;17;30;20;15;14;2;29;5;19;26;12
25;7;24;4;3;8;23;27;18;11;32;13;22;10;28;31;12;16;1;6;9;17;30;20;15;14;2;29;5;19;26;21;66;26660
66;26660;25;7;24;4;3;8;23;27;18;11;32;13;22;10;28;31;12;16;1;6;9;17;30;20;15;14;2;29;5;19;26;21
25;7;24;4;3;8;23;27;18;11;29;13;22;10;28;31;12;16;1;6;9;17;30;20;15;14;2;32;5;19;26;21;66;26620
66;26620;25;7;24;4;3;8;23;27;18;11;29;13;22;10;28;31;12;16;1;6;9;17;30;20;15;14;2;32;5;19;26;21
25;7;24;4;3;8;23;27;18;11;29;13;22;10;28;31;12;16;1;6;9;17;5;20;15;14;2;32;30;19;26;21;66;26780
66;26780;25;7;24;4;3;8;23;27;18;11;29;13;22;10;28;31;12;16;1;6;9;17;5;20;15;14;2;32;30;19;26;21
25;7;24;4;3;8;23;27;10;11;29;13;22;18;28;31;12;16;1;6;9;17;5;20;15;14;2;32;30;19;26;21;66;27246
66;26780;25;7;24;4;3;8;23;27;18;11;29;13;22;10;28;31;12;16;1;6;9;17;5;20;15;14;2;32;30;19;26;21
25;7;24;4;3;8;23;27;18;11;29;13;22;10;28;31;12;30;1;6;9;17;5;20;15;14;2;32;16;19;26;21;66;26884
66;26884;25;7;24;4;3;8;23;27;18;11;29;13;22;10;28;31;12;30;1;6;9;17;5;20;15;14;2;32;16;19;26;21
25;7;24;4;3;8;23;27;18;11;29;13;22;10;28;31;12;30;1;6;9;17;5;20;15;14;2;19;16;32;26;21;66;26644
66;26644;25;7;24;4;3;8;23;27;18;11;29;13;22;10;28;31;12;30;1;6;9;17;5;20;15;14;2;19;16;32;26;21
25;7;24;4;3;8;23;27;18;32;29;13;22;10;28;31;12;30;1;6;9;17;5;20;15;14;2;19;16;11;26;21;66;26498
67;26498;25;7;24;4;3;8;23;27;18;32;29;13;22;10;28;31;12;30;1;6;9;17;5;20;15;14;2;19;16;11;26;21
25;7;24;4;3;8;27;23;18;32;29;13;22;10;28;31;12;30;1;6;9;17;5;20;15;14;2;19;16;11;26;21;67;26638
67;26638;25;7;24;4;3;8;27;23;18;32;29;13;22;10;28;31;12;30;1;6;9;17;5;20;15;14;2;19;16;11;26;21
25;7;24;21;3;8;27;23;18;32;29;13;22;10;28;31;12;30;1;6;9;17;5;20;15;14;2;19;16;11;26;4;67;26260
67;26260;25;7;24;21;3;8;27;23;18;32;29;13;22;10;28;31;12;30;1;6;9;17;5;20;15;14;2;19;16;11;26;4
25;7;24;21;3;8;27;23;18;32;29;13;22;10;28;31;12;30;1;6;4;17;5;20;15;14;2;19;16;11;26;9;67;26480
67;26260;25;7;24;21;3;8;27;23;18;32;29;13;22;10;28;31;12;30;1;6;9;17;5;20;15;14;2;19;16;11;26;4
25;7;24;21;3;8;27;23;18;32;29;13;22;10;28;31;12;30;1;6;9;17;11;20;15;14;2;19;16;5;26;4;67;26200
67;26200;25;7;24;21;3;8;27;23;18;32;29;13;22;10;28;31;12;30;1;6;9;17;11;20;15;14;2;19;16;5;26;4
25;7;24;21;3;8;27;2;18;32;29;13;22;10;28;31;12;30;1;6;9;17;11;20;15;14;23;19;16;5;26;4;67;26364
67;26364;25;7;24;21;3;8;27;2;18;32;29;13;22;10;28;31;12;30;1;6;9;17;11;20;15;14;23;19;16;5;26;4
25;7;24;21;3;8;17;2;18;32;29;13;22;10;28;31;12;30;1;6;9;27;11;20;15;14;23;19;16;5;26;4;67;25964
67;25964;25;7;24;21;3;8;17;2;18;32;29;13;22;10;28;31;12;30;1;6;9;27;11;20;15;14;23;19;16;5;26;4
25;7;24;21;3;8;17;2;18;32;29;13;22;10;28;31;12;19;1;6;9;27;11;20;15;14;23;30;16;5;26;4;67;26284
67;25964;25;7;24;21;3;8;17;2;18;32;29;13;22;10;28;31;12;30;1;6;9;27;11;20;15;14;23;19;16;5;26;4
25;7;24;21;3;8;17;2;18;32;29;13;22;10;28;31;12;30;1;6;9;27;11;20;5;14;23;19;16;15;26;4;67;26044
67;25964;25;7;24;21;3;8;17;2;18;32;29;13;22;10;28;31;12;30;1;6;9;27;11;20;15;14;23;19;16;5;26;4
25;7;24;21;3;8;17;14;18;32;29;13;22;10;28;31;12;30;1;6;9;27;11;20;15;2;23;19;16;5;26;4;67;26444
67;26444;25;7;24;21;3;8;17;14;18;32;29;13;22;10;28;31;12;30;1;6;9;27;11;20;15;2;23;19;16;5;26;4
25;7;24;21;3;31;17;14;18;32;29;13;22;10;28;8;12;30;1;6;9;27;11;20;15;2;23;19;16;5;26;4;67;27038
67;27038;25;7;24;21;3;31;17;14;18;32;29;13;22;10;28;8;12;30;1;6;9;27;11;20;15;2;23;19;16;5;26;4
25;7;24;4;3;31;17;14;18;32;29;13;22;10;28;8;12;30;1;6;9;27;11;20;15;2;23;19;16;5;26;21;67;27072
67;27072;25;7;24;4;3;31;17;14;18;32;29;13;22;10;28;8;12;30;1;6;9;27;11;20;15;2;23;19;16;5;26;21
25;7;24;11;3;31;17;14;18;32;29;13;22;10;28;8;12;30;1;6;9;27;4;20;15;2;23;19;16;5;26;21;67;27032
67;27032;25;7;24;11;3;31;17;14;18;32;29;13;22;10;28;8;12;30;1;6;9;27;4;20;15;2;23;19;16;5;26;21
25;7;24;11;3;31;17;14;18;32;29;13;22;10;28;8;12;30;1;6;9;27;4;20;15;2;23;19;16;26;5;21;67;27216
67;27216;25;7;24;11;3;31;17;14;18;32;29;13;22;10;28;8;12;30;1;6;9;27;4;20;15;2;23;19;16;26;5;21
25;7;24;11;3;31;17;14;18;32;29;22;13;10;28;8;12;30;1;6;9;27;4;20;15;2;23;19;16;26;5;21;67;27776
67;27216;25;7;24;11;3;31;17;14;18;32;29;13;22;10;28;8;12;30;1;6;9;27;4;20;15;2;23;19;16;26;5;21
25;7;24;11;3;31;17;14;5;32;29;13;22;10;28;8;12;30;1;6;9;27;4;20;15;2;23;19;16;26;18;21;67;27286
67;27286;25;7;24;11;3;31;17;14;5;32;29;13;22;10;28;8;12;30;1;6;9;27;4;20;15;2;23;19;16;26;18;21
25;7;24;11;3;31;17;14;5;32;29;13;22;10;28;8;12;30;1;6;27;9;4;20;15;2;23;19;16;26;18;21;67;27498
67;27498;25;7;24;11;3;31;17;14;5;32;29;13;22;10;28;8;12;30;1;6;27;9;4;20;15;2;23;19;16;26;18;21
25;7;24;11;3;31;17;14;5;32;28;13;22;10;29;8;12;30;1;6;27;9;4;20;15;2;23;19;16;26;18;21;67;27778
67;27498;25;7;24;11;3;31;17;14;5;32;29;13;22;10;28;8;12;30;1;6;27;9;4;20;15;2;23;19;16;26;18;21
25;7;24;11;3;31;17;14;5;32;29;13;22;10;28;8;12;30;1;6;27;9;4;20;15;2;23;19;26;16;18;21;67;27380
67;27380;25;7;24;11;3;31;17;14;5;32;29;13;22;10;28;8;12;30;1;6;27;9;4;20;15;2;23;19;26;16;18;21
25;20;24;11;3;31;17;14;5;32;29;13;22;10;28;8;12;30;1;6;27;9;4;7;15;2;23;19;26;16;18;21;67;28126
67;27380;25;7;24;11;3;31;17;14;5;32;29;13;22;10;28;8;12;30;1;6;27;9;4;20;15;2;23;19;26;16;18;21
25;7;24;11;3;31;17;14;5;32;29;13;6;10;28;8;12;30;1;22;27;9;4;20;15;2;23;19;26;16;18;21;67;27012
68;27012;25;7;24;11;3;31;17;14;5;32;29;13;6;10;28;8;12;30;1;22;27;9;4;20;15;2;23;19;26;16;18;21
25;7;24;11;3;31;17;14;5;1;29;13;6;10;28;8;12;30;32;22;27;9;4;20;15;2;23;19;26;16;18;21;68;26590
68;26590;25;7;24;11;3;31;17;14;5;1;29;13;6;10;28;8;12;30;32;22;27;9;4;20;15;2;23;19;26;16;18;21
25;7;24;11;3;31;17;14;5;1;29;13;6;10;28;8;30;12;32;22;27;9;4;20;15;2;23;19;26;16;18;21;68;26576
68;26576;25;7;24;11;3;31;17;14;5;1;29;13;6;10;28;8;30;12;32;22;27;9;4;20;15;2;23;19;26;16;18;21
25;7;18;11;3;31;17;14;5;1;29;13;6;10;28;8;30;12;32;22;27;9;4;20;15;2;23;19;26;16;24;21;68;26596
68;26596;25;7;18;11;3;31;17;14;5;1;29;13;6;10;28;8;30;12;32;22;27;9;4;20;15;2;23;19;26;16;24;21
25;7;18;11;3;31;17;14;5;1;29;13;6;10;28;8;30;12;9;22;27;32;4;20;15;2;23;19;26;16;24;21;68;27186
68;26596;25;7;18;11;3;31;17;14;5;1;29;13;6;10;28;8;30;12;32;22;27;9;4;20;15;2;23;19;26;16;24;21
7;25;18;11;3;31;17;14;5;1;29;13;6;10;28;8;30;12;32;22;27;9;4;20;15;2;23;19;26;16;24;21;68;26626
68;26626;7;25;18;11;3;31;17;14;5;1;29;13;6;10;28;8;30;12;32;22;27;9;4;20;15;2;23;19;26;16;24;21
7;25;18;11;3;31;17;14;5;1;6;13;29;10;28;8;30;12;32;22;27;9;4;20;15;2;23;19;26;16;24;21;68;26654
68;26654;7;25;18;11;3;31;17;14;5;1;6;13;29;10;28;8;30;12;32;22;27;9;4;20;15;2;23;19;26;16;24;21
7;25;18;11;3;31;17;14;5;1;6;15;29;10;28;8;30;12;32;22;27;9;4;20;13;2;23;19;26;16;24;21;68;26734
68;26734;7;25;18;11;3;31;17;14;5;1;6;15;29;10;28;8;30;12;32;22;27;9;4;20;13;2;23;19;26;16;24;21
7;25;18;11;3;31;17;27;5;1;6;15;29;10;28;8;30;12;32;22;14;9;4;20;13;2;23;19;26;16;24;21;68;26924
68;26924;7;25;18;11;3;31;17;27;5;1;6;15;29;10;28;8;30;12;32;22;14;9;4;20;13;2;23;19;26;16;24;21
7;25;18;11;3;31;17;27;5;1;6;15;29;10;28;8;30;12;32;14;22;9;4;20;13;2;23;19;26;16;24;21;68;27022
68;27022;7;25;18;11;3;31;17;27;5;1;6;15;29;10;28;8;30;12;32;14;22;9;4;20;13;2;23;19;26;16;24;21
7;25;18;11;3;31;17;27;5;1;6;15;29;10;28;32;30;12;8;14;22;9;4;20;13;2;23;19;26;16;24;21;68;27302
68;27302;7;25;18;11;3;31;17;27;5;1;6;15;29;10;28;32;30;12;8;14;22;9;4;20;13;2;23;19;26;16;24;21
7;25;18;11;3;31;17;27;5;1;6;15;29;10;4;32;30;12;8;14;22;9;28;20;13;2;23;19;26;16;24;21;68;26918
68;26918;7;25;18;11;3;31;17;27;5;1;6;15;29;10;4;32;30;12;8;14;22;9;28;20;13;2;23;19;26;16;24;21
7;25;18;11;3;31;17;27;5;1;6;15;29;10;4;32;30;12;8;14;22;9;28;20;13;2;23;24;26;16;19;21;68;27078
68;27078;7;25;18;11;3;31;17;27;5;1;6;15;29;10;4;32;30;12;8;14;22;9;28;20;13;2;23;24;26;16;19;21
7;28;18;11;3;31;17;27;5;1;6;15;29;10;4;32;30;12;8;14;22;9;25;20;13;2;23;24;26;16;19;21;68;26838
68;26838;7;28;18;11;3;31;17;27;5;1;6;15;29;10;4;32;30;12;8;14;22;9;25;20;13;2;23;24;26;16;19;21
7;28;22;11;3;31;17;27;5;1;6;15;29;10;4;32;30;12;8;14;18;9;25;20;13;2;23;24;26;16;19;21;68;26718
68;26718;7;28;22;11;3;31;17;27;5;1;6;15;29;10;4;32;30;12;8;14;18;9;25;20;13;2;23;24;26;16;19;21
7;23;22;11;3;31;17;27;5;1;6;15;29;10;4;32;30;12;8;14;18;9;25;20;13;2;28;24;26;16;19;21;68;26038
68;26038;7;23;22;11;3;31;17;27;5;1;6;15;29;10;4;32;30;12;8;14;18;9;25;20;13;2;28;24;26;16;19;21
7;23;22;11;3;31;17;27;5;1;6;15;12;10;4;32;30;29;8;14;18;9;25;20;13;2;28;24;26;16;19;21;68;26364
68;26364;7;23;22;11;3;31;17;27;5;1;6;15;12;10;4;32;30;29;8;14;18;9;25;20;13;2;28;24;26;16;19;21
7;30;22;11;3;31;17;27;5;1;6;15;12;10;4;32;23;29;8;14;18;9;25;20;13;2;28;24;26;16;19;21;68;26304
68;26304;7;30;22;11;3;31;17;27;5;1;6;15;12;10;4;32;23;29;8;14;18;9;25;20;13;2;28;24;26;16;19;21
7;30;22;11;3;31;17;27;5;1;6;15;12;10;4;32;23;29;8;20;18;9;25;14;13;2;28;24;26;16;19;21;68;25960
68;25960;7;30;22;11;3;31;17;27;5;1;6;15;12;10;4;32;23;29;8;20;18;9;25;14;13;2;28;24;26;16;19;21
7;30;22;11;3;31;17;27;5;1;6;15;12;10;4;32;23;29;8;20;18;9;25;14;24;2;28;13;26;16;19;21;68;26284
68;26284;7;30;22;11;3;31;17;27;5;1;6;15;12;10;4;32;23;29;8;20;18;9;25;14;24;2;28;13;26;16;19;21
7;30;22;3;11;31;17;27;5;1;6;15;12;10;4;32;23;29;8;20;18;9;25;14;24;2;28;13;26;16;19;21;68;26124
69;26124;7;30;22;3;11;31;17;27;5;1;6;15;12;10;4;32;23;29;8;20;18;9;25;14;24;2;28;13;26;16;19;21
7;30;22;3;11;31;17;27;5;18;6;15;12;10;4;32;23;29;8;20;1;9;25;14;24;2;28;13;26;16;19;21;69;26904
69;26124;7;30;22;3;11;31;17;27;5;1;6;15;12;10;4;32;23;29;8;20;18;9;25;14;24;2;28;13;26;16;19;21
7;30;22;3;11;23;17;27;5;1;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;28;13;26;16;19;21;69;26124
69;26124;7;30;22;3;11;23;17;27;5;1;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;28;13;26;16;19;21
7;30;22;3;11;23;26;27;5;1;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;28;13;17;16;19;21;69;25604
69;25604;7;30;22;3;11;23;26;27;5;1;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;28;13;17;16;19;21
7;30;23;3;11;22;26;27;5;1;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;28;13;17;16;19;21;69;25604
69;25604;7;30;23;3;11;22;26;27;5;1;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;28;13;17;16;19;21
7;30;8;3;11;22;26;27;5;1;6;15;12;10;4;32;31;29;23;20;18;9;25;14;24;2;28;13;17;16;19;21;69;25714
69;25604;7;30;23;3;11;22;26;27;5;1;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;28;13;17;16;19;21
7;30;23;3;11;22;26;27;5;21;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;28;13;17;16;19;1;69;25470
69;25470;7;30;23;3;11;22;26;27;5;21;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;28;13;17;16;19;1
7;30;23;3;11;22;6;27;5;21;26;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;28;13;17;16;19;1;69;25744
69;25470;7;30;23;3;11;22;26;27;5;21;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;28;13;17;16;19;1
7;30;23;3;11;28;26;27;5;21;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;22;13;17;16;19;1;69;25610
69;25610;7;30;23;3;11;28;26;27;5;21;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;22;13;17;16;19;1
7;30;23;3;11;26;28;27;5;21;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;22;13;17;16;19;1;69;25770
69;25610;7;30;23;3;11;28;26;27;5;21;6;15;12;10;4;32;31;29;8;20;18;9;25;14;24;2;22;13;17;16;19;1
7;30;23;3;11;28;26;27;5;21;6;15;22;10;4;32;31;29;8;20;18;9;25;14;24;2;12;13;17;16;19;1;69;25670
69;25670;7;30;23;3;11;28;26;27;5;21;6;15;22;10;4;32;31;29;8;20;18;9;25;14;24;2;12;13;17;16;19;1
7;30;23;3;11;28;26;27;5;21;6;15;22;10;4;32;31;29;14;20;18;9;25;8;24;2;12;13;17;16;19;1;69;25430
69;25430;7;30;23;3;11;28;26;27;5;21;6;15;22;10;4;32;31;29;14;20;18;9;25;8;24;2;12;13;17;16;19;1
7;30;23;3;11;28;26;16;5;21;6;15;22;10;4;32;31;29;14;20;18;9;25;8;24;2;12;13;17;27;19;1;69;26142
69;25430;7;30;23;3;11;28;26;27;5;21;6;15;22;10;4;32;31;29;14;20;18;9;25;8;24;2;12;13;17;16;19;1
7;30;23;3;11;28;26;27;5;21;18;15;22;10;4;32;31;29;14;20;6;9;25;8;24;2;12;13;17;16;19;1;69;26092
69;26092;7;30;23;3;11;28;26;27;5;21;18;15;22;10;4;32;31;29;14;20;6;9;25;8;24;2;12;13;17;16;19;1
7;30;23;3;11;28;26;27;5;21;18;15;22;12;4;32;31;29;14;20;6;9;25;8;24;2;10;13;17;16;19;1;69;26412
69;26412;7;30;23;3;11;28;26;27;5;21;18;15;22;12;4;32;31;29;14;20;6;9;25;8;24;2;10;13;17;16;19;1
7;30;23;18;11;28;26;27;5;21;3;15;22;12;4;32;31;29;14;20;6;9;25;8;24;2;10;13;17;16;19;1;69;26690
69;26690;7;30;23;18;11;28;26;27;5;21;3;15;22;12;4;32;31;29;14;20;6;9;25;8;24;2;10;13;17;16;19;1
7;30;23;18;11;28;26;27;5;21;3;15;31;12;4;32;22;29;14;20;6;9;25;8;24;2;10;13;17;16;19;1;69;26610
69;26610;7;30;23;18;11;28;26;27;5;21;3;15;31;12;4;32;22;29;14;20;6;9;25;8;24;2;10;13;17;16;19;1
7;30;23;18;11;28;26;27;5;21;3;15;31;12;2;32;22;29;14;20;6;9;25;8;24;4;10;13;17;16;19;1;69;26130
69;26130;7;30;23;18;11;28;26;27;5;21;3;15;31;12;2;32;22;29;14;20;6;9;25;8;24;4;10;13;17;16;19;1
7;30;23;18;11;28;26;27;5;21;3;15;31;12;2;19;22;29;14;20;6;9;25;8;24;4;10;13;17;16;32;1;69;25490
69;25490;7;30;23;18;11;28;26;27;5;21;3;15;31;12;2;19;22;29;14;20;6;9;25;8;24;4;10;13;17;16;32;1
7;30;23;18;11;28;32;27;5;21;3;15;31;12;2;19;22;29;14;20;6;9;25;8;24;4;10;13;17;16;26;1;69;26710
69;25490;7;30;23;18;11;28;26;27;5;21;3;15;31;12;2;19;22;29;14;20;6;9;25;8;24;4;10;13;17;16;32;1
7;30;23;18;11;28;26;27;5;21;3;15;31;12;2;19;22;29;14;16;6;9;25;8;24;4;10;13;17;20;32;1;69;25986
70;25986;7;30;23;18;11;28;26;27;5;21;3;15;31;12;2;19;22;29;14;16;6;9;25;8;24;4;10;13;17;20;32;1
7;30;23;18;11;28;26;27;5;21;3;15;31;12;2;19;22;29;24;16;6;9;25;8;14;4;10;13;17;20;32;1;70;26030
70;26030;7;30;23;18;11;28;26;27;5;21;3;15;31;12;2;19;22;29;24;16;6;9;25;8;14;4;10;13;17;20;32;1
7;30;5;18;11;28;26;27;23;21;3;15;31;12;2;19;22;29;24;16;6;9;25;8;14;4;10;13;17;20;32;1;70;25810
70;25810;7;30;5;18;11;28;26;27;23;21;3;15;31;12;2;19;22;29;24;16;6;9;25;8;14;4;10;13;17;20;32;1
7;30;5;18;11;28;26;27;23;21;3;15;31;12;2;19;22;29;24;16;10;9;25;8;14;4;6;13;17;20;32;1;70;25790
70;25790;7;30;5;18;11;28;26;27;23;21;3;15;31;12;2;19;22;29;24;16;10;9;25;8;14;4;6;13;17;20;32;1
7;30;5;18;3;28;26;27;23;21;11;15;31;12;2;19;22;29;24;16;10;9;25;8;14;4;6;13;17;20;32;1;70;25670
70;25670;7;30;5;18;3;28;26;27;23;21;11;15;31;12;2;19;22;29;24;16;10;9;25;8;14;4;6;13;17;20;32;1
7;30;5;18;3;28;26;27;23;21;11;15;31;12;2;19;22;8;24;16;10;9;25;29;14;4;6;13;17;20;32;1;70;24292
70;24292;7;30;5;18;3;28;26;27;23;21;11;15;31;12;2;19;22;8;24;16;10;9;25;29;14;4;6;13;17;20;32;1
7;30;5;18;3;28;2;27;23;21;11;15;31;12;26;19;22;8;24;16;10;9;25;29;14;4;6;13;17;20;32;1;70;25392
70;24292;7;30;5;18;3;28;26;27;23;21;11;15;31;12;2;19;22;8;24;16;10;9;25;29;14;4;6;13;17;20;32;1
30;7;5;18;3;28;26;27;23;21;11;15;31;12;2;19;22;8;24;16;10;9;25;29;14;4;6;13;17;20;32;1;70;24254
70;24254;30;7;5;18;3;28;26;27;23;21;11;15;31;12;2;19;22;8;24;16;10;9;25;29;14;4;6;13;17;20;32;1
30;7;5;4;3;28;26;27;23;21;11;15;31;12;2;19;22;8;24;16;10;9;25;29;14;18;6;13;17;20;32;1;70;25228
70;25228;30;7;5;4;3;28;26;27;23;21;11;15;31;12;2;19;22;8;24;16;10;9;25;29;14;18;6;13;17;20;32;1
30;7;5;4;3;28;26;27;23;21;11;19;31;12;2;15;22;8;24;16;10;9;25;29;14;18;6;13;17;20;32;1;70;25748
70;25748;30;7;5;4;3;28;26;27;23;21;11;19;31;12;2;15;22;8;24;16;10;9;25;29;14;18;6;13;17;20;32;1
30;7;5;4;21;28;26;27;23;3;11;19;31;12;2;15;22;8;24;16;10;9;25;29;14;18;6;13;17;20;32;1;70;26188
70;26188;30;7;5;4;21;28;26;27;23;3;11;19;31;12;2;15;22;8;24;16;10;9;25;29;14;18;6;13;17;20;32;1
30;7;5;16;21;28;26;27;23;3;11;19;31;12;2;15;22;8;24;4;10;9;25;29;14;18;6;13;17;20;32;1;70;26328
70;26188;30;7;5;4;21;28;26;27;23;3;11;19;31;12;2;15;22;8;24;16;10;9;25;29;14;18;6;13;17;20;32;1
30;7;5;4;21;28;26;27;23;3;2;19;31;12;11;15;22;8;24;16;10;9;25;29;14;18;6;13;17;20;32;1;70;26648
70;26648;30;7;5;4;21;28;26;27;23;3;2;19;31;12;11;15;22;8;24;16;10;9;25;29;14;18;6;13;17;20;32;1
24;7;5;4;21;28;26;27;23;3;2;19;31;12;11;15;22;8;30;16;10;9;25;29;14;18;6;13;17;20;32;1;70;26568
70;26568;24;7;5;4;21;28;26;27;23;3;2;19;31;12;11;15;22;8;30;16;10;9;25;29;14;18;6;13;17;20;32;1
24;7;5;31;21;28;26;27;23;3;2;19;4;12;11;15;22;8;30;16;10;9;25;29;14;18;6;13;17;20;32;1;70;26418
70;26418;24;7;5;31;21;28;26;27;23;3;2;19;4;12;11;15;22;8;30;16;10;9;25;29;14;18;6;13;17;20;32;1
24;7;5;31;6;28;26;27;23;3;2;19;4;12;11;15;22;8;30;16;10;9;25;29;14;18;21;13;17;20;32;1;70;26320
70;26320;24;7;5;31;6;28;26;27;23;3;2;19;4;12;11;15;22;8;30;16;10;9;25;29;14;18;21;13;17;20;32;1
32;7;5;31;6;28;26;27;23;3;2;19;4;12;11;15;22;8;30;16;10;9;25;29;14;18;21;13;17;20;24;1;70;26800
70;26800;32;7;5;31;6;28;26;27;23;3;2;19;4;12;11;15;22;8;30;16;10;9;25;29;14;18;21;13;17;20;24;1
32;7;5;31;6;28;26;27;17;3;2;19;4;12;11;15;22;8;30;16;10;9;25;29;14;18;21;13;23;20;24;1;70;27280
70;26800;32;7;5;31;6;28;26;27;23;3;2;19;4;12;11;15;22;8;30;16;10;9;25;29;14;18;21;13;17;20;24;1
32;7;5;31;6;28;26;27;23;3;2;19;4;12;11;15;22;25;30;16;10;9;8;29;14;18;21;13;17;20;24;1;70;26680
70;26680;32;7;5;31;6;28;26;27;23;3;2;19;4;12;11;15;22;25;30;16;10;9;8;29;14;18;21;13;17;20;24;1
19;7;5;31;6;28;26;27;23;3;2;32;4;12;11;15;22;25;30;16;10;9;8;29;14;18;21;13;17;20;24;1;70;26640
70;26640;19;7;5;31;6;28;26;27;23;3;2;32;4;12;11;15;22;25;30;16;10;9;8;29;14;18;21;13;17;20;24;1
19;7;5;31;6;28;26;27;23;3;2;32;4;12;11;15;22;25;30;16;10;9;8;29;14;18;21;13;17;1;24;20;70;26744
71;26744;19;7;5;31;6;28;26;27;23;3;2;32;4;12;11;15;22;25;30;16;10;9;8;29;14;18;21;13;17;1;24;20
19;7;5;31;6;28;26;27;23;9;2;32;4;12;11;15;22;25;30;16;10;3;8;29;14;18;21;13;17;1;24;20;71;26104
71;26104;19;7;5;31;6;28;26;27;23;9;2;32;4;12;11;15;22;25;30;16;10;3;8;29;14;18;21;13;17;1;24;20
