"X1";"X254";"X46";"X22";"X60";"X57";"X51";"X19";"X41";"X21";"X29";"X38";"X49";"X40";"X1.1";"X36";"X43";"X10";"X50";"X6";"X16";"X30";"X15";"X62";"X3";"X14";"X37";"X27";"X13";"X34";"X11";"X59";"X44";"X63";"X8";"X18";"X32";"X7";"X39";"X42";"X9";"X24";"X23";"X5";"X31";"X54";"X26";"X56";"X35";"X61";"X58";"X53";"X55";"X2";"X64";"X12";"X25";"X45";"X33";"X52";"X48";"X20";"X28";"X4";"X47";"X17"
35;266;51;59;12;21;32;34;15;9;13;52;14;11;40;45;38;41;18;7;39;44;54;58;56;60;53;10;35;19;47;17;36;23;26;61;1;2;22;62;50;27;5;42;63;37;3;20;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;24;4
51;59;12;21;32;34;15;9;13;52;14;11;40;45;38;41;18;7;39;44;54;58;56;60;53;10;24;19;47;17;36;23;26;61;1;2;22;62;50;27;5;42;63;37;3;20;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4;35;270
35;270;51;59;12;21;32;34;15;9;13;52;14;11;40;45;38;41;18;7;39;44;54;58;56;60;53;10;24;19;47;17;36;23;26;61;1;2;22;62;50;27;5;42;63;37;3;20;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4
51;59;12;21;32;34;15;9;13;52;14;11;40;45;38;41;18;7;39;36;54;58;56;60;53;10;24;19;47;17;44;23;26;61;1;2;22;62;50;27;5;42;63;37;3;20;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4;35;264
35;264;51;59;12;21;32;34;15;9;13;52;14;11;40;45;38;41;18;7;39;36;54;58;56;60;53;10;24;19;47;17;44;23;26;61;1;2;22;62;50;27;5;42;63;37;3;20;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4
51;59;12;21;32;34;15;9;13;52;14;11;23;45;38;41;18;7;39;36;54;58;56;60;53;10;24;19;47;17;44;40;26;61;1;2;22;62;50;27;5;42;63;37;3;20;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4;35;270
35;270;51;59;12;21;32;34;15;9;13;52;14;11;23;45;38;41;18;7;39;36;54;58;56;60;53;10;24;19;47;17;44;40;26;61;1;2;22;62;50;27;5;42;63;37;3;20;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4
51;59;12;21;32;34;15;9;13;52;14;11;23;45;2;41;18;7;39;36;54;58;56;60;53;10;24;19;47;17;44;40;26;61;1;38;22;62;50;27;5;42;63;37;3;20;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4;35;274
35;274;51;59;12;21;32;34;15;9;13;52;14;11;23;45;2;41;18;7;39;36;54;58;56;60;53;10;24;19;47;17;44;40;26;61;1;38;22;62;50;27;5;42;63;37;3;20;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4
51;59;12;21;32;34;15;9;13;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;53;10;24;19;47;17;44;40;26;61;1;38;22;62;50;27;5;42;63;37;3;20;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4;35;270
35;270;51;59;12;21;32;34;15;9;13;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;53;10;24;19;47;17;44;40;26;61;1;38;22;62;50;27;5;42;63;37;3;20;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4
51;59;12;21;20;34;15;9;13;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;53;10;24;19;47;17;44;40;26;61;1;38;22;62;50;27;5;42;63;37;3;32;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4;35;274
35;274;51;59;12;21;20;34;15;9;13;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;53;10;24;19;47;17;44;40;26;61;1;38;22;62;50;27;5;42;63;37;3;32;43;16;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4
51;59;12;21;20;34;15;9;13;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;16;10;24;19;47;17;44;40;26;61;1;38;22;62;50;27;5;42;63;37;3;32;43;53;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4;35;274
35;274;51;59;12;21;20;34;15;9;13;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;16;10;24;19;47;17;44;40;26;61;1;38;22;62;50;27;5;42;63;37;3;32;43;53;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4
51;59;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;24;19;47;17;44;40;26;61;1;38;22;62;50;27;5;42;63;37;3;32;43;53;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4;35;274
35;274;51;59;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;24;19;47;17;44;40;26;61;1;38;22;62;50;27;5;42;63;37;3;32;43;53;48;55;28;6;33;49;31;30;29;46;64;25;8;57;35;4
51;59;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;24;19;47;17;44;40;26;61;1;38;64;62;50;27;5;42;63;37;3;32;43;53;48;55;28;6;33;49;31;30;29;46;22;25;8;57;35;4;35;286
35;286;51;59;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;24;19;47;17;44;40;26;61;1;38;64;62;50;27;5;42;63;37;3;32;43;53;48;55;28;6;33;49;31;30;29;46;22;25;8;57;35;4
51;55;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;24;19;47;17;44;40;26;61;1;38;64;62;50;27;5;42;63;37;3;32;43;53;48;59;28;6;33;49;31;30;29;46;22;25;8;57;35;4;35;286
35;286;51;55;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;24;19;47;17;44;40;26;61;1;38;64;62;50;27;5;42;63;37;3;32;43;53;48;59;28;6;33;49;31;30;29;46;22;25;8;57;35;4
51;55;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;27;19;47;17;44;40;26;61;1;38;64;62;50;24;5;42;63;37;3;32;43;53;48;59;28;6;33;49;31;30;29;46;22;25;8;57;35;4;35;294
35;294;51;55;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;27;19;47;17;44;40;26;61;1;38;64;62;50;24;5;42;63;37;3;32;43;53;48;59;28;6;33;49;31;30;29;46;22;25;8;57;35;4
51;55;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;27;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;53;48;59;28;6;33;49;31;30;29;46;22;25;8;57;35;4;35;294
35;294;51;55;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;27;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;53;48;59;28;6;33;49;31;30;29;46;22;25;8;57;35;4
51;55;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;8;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;53;48;59;28;6;33;49;31;30;29;46;22;25;27;57;35;4;35;290
36;290;51;55;12;21;20;34;15;9;16;41;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;8;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;53;48;59;28;6;33;49;31;30;29;46;22;25;27;57;35;4
51;55;12;21;20;34;15;9;16;28;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;8;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;53;48;59;41;6;33;49;31;30;29;46;22;25;27;57;35;4;36;302
36;302;51;55;12;21;20;34;15;9;16;28;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;8;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;53;48;59;41;6;33;49;31;30;29;46;22;25;27;57;35;4
51;55;12;21;20;34;15;9;31;28;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;8;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;53;48;59;41;6;33;49;16;30;29;46;22;25;27;57;35;4;36;302
36;302;51;55;12;21;20;34;15;9;31;28;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;10;8;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;53;48;59;41;6;33;49;16;30;29;46;22;25;27;57;35;4
51;55;12;21;20;34;15;9;31;28;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;49;8;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;53;48;59;41;6;33;10;16;30;29;46;22;25;27;57;35;4;36;302
36;302;51;55;12;21;20;34;15;9;31;28;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;49;8;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;53;48;59;41;6;33;10;16;30;29;46;22;25;27;57;35;4
51;55;12;21;20;34;15;53;31;28;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;49;8;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;48;59;41;6;33;10;16;30;29;46;22;25;27;57;35;4;36;302
36;302;51;55;12;21;20;34;15;53;31;28;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;49;8;19;47;17;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;48;59;41;6;33;10;16;30;29;46;22;25;27;57;35;4
51;55;12;21;20;34;15;53;31;28;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;49;8;19;47;6;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;48;59;41;17;33;10;16;30;29;46;22;25;27;57;35;4;36;306
36;306;51;55;12;21;20;34;15;53;31;28;14;11;23;45;2;52;18;7;39;36;54;58;56;60;13;49;8;19;47;6;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;48;59;41;17;33;10;16;30;29;46;22;25;27;57;35;4
51;55;12;21;20;34;15;53;31;28;10;11;23;45;2;52;18;7;39;36;54;58;56;60;13;49;8;19;47;6;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;48;59;41;17;33;14;16;30;29;46;22;25;27;57;35;4;36;310
36;310;51;55;12;21;20;34;15;53;31;28;10;11;23;45;2;52;18;7;39;36;54;58;56;60;13;49;8;19;47;6;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;48;59;41;17;33;14;16;30;29;46;22;25;27;57;35;4
51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;47;6;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;48;59;41;17;33;14;16;30;29;46;22;25;27;57;35;4;36;310
36;310;51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;47;6;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;48;59;41;17;33;14;16;30;29;46;22;25;27;57;35;4
51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;47;6;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;48;59;41;17;33;14;57;30;29;46;22;25;27;16;35;4;36;310
36;310;51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;47;6;44;40;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;48;59;41;17;33;14;57;30;29;46;22;25;27;16;35;4
51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;47;6;44;48;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;40;59;41;17;33;14;57;30;29;46;22;25;27;16;35;4;36;312
36;312;51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;47;6;44;48;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;40;59;41;17;33;14;57;30;29;46;22;25;27;16;35;4
51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;40;59;41;17;33;14;57;30;29;47;22;25;27;16;35;4;36;312
36;312;51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;62;50;24;5;38;63;37;3;32;43;9;40;59;41;17;33;14;57;30;29;47;22;25;27;16;35;4
51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;41;17;33;14;57;30;29;47;22;25;27;16;35;4;36;312
36;312;51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;41;17;33;14;57;30;29;47;22;25;27;16;35;4
51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;33;14;57;30;29;41;22;25;27;16;35;4;36;312
36;312;51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;33;14;57;30;29;41;22;25;27;16;35;4
51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;33;25;57;30;29;41;22;14;27;16;35;4;36;312
36;312;51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;33;25;57;30;29;41;22;14;27;16;35;4
51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;16;25;57;30;29;41;22;14;27;33;35;4;36;312
36;312;51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;16;25;57;30;29;41;22;14;27;33;35;4
51;34;12;21;20;55;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;16;25;57;30;29;41;22;14;27;33;35;4;36;316
36;312;51;55;12;21;20;34;15;53;31;28;18;11;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;61;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;16;25;57;30;29;41;22;14;27;33;35;4
51;55;12;21;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;11;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;16;25;57;30;29;41;22;14;27;33;35;4;36;312
36;312;51;55;12;21;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;11;1;42;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;16;25;57;30;29;41;22;14;27;33;35;4
51;55;12;21;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;11;1;14;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;16;25;57;30;29;41;22;42;27;33;35;4;36;312
36;312;51;55;12;21;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;11;1;14;64;38;50;24;5;62;63;37;3;32;43;9;40;59;47;17;16;25;57;30;29;41;22;42;27;33;35;4
51;55;12;21;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;11;1;14;64;38;50;24;62;5;63;37;3;32;43;9;40;59;47;17;16;25;57;30;29;41;22;42;27;33;35;4;36;312
36;312;51;55;12;21;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;11;1;14;64;38;50;24;62;5;63;37;3;32;43;9;40;59;47;17;16;25;57;30;29;41;22;42;27;33;35;4
51;55;12;47;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;11;1;14;64;38;50;24;62;5;63;37;3;32;43;9;40;59;21;17;16;25;57;30;29;41;22;42;27;33;35;4;36;308
36;308;51;55;12;47;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;60;13;49;8;19;46;6;44;48;26;11;1;14;64;38;50;24;62;5;63;37;3;32;43;9;40;59;21;17;16;25;57;30;29;41;22;42;27;33;35;4
60;55;12;47;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;48;26;11;1;14;64;38;50;24;62;5;63;37;3;32;43;9;40;59;21;17;16;25;57;30;29;41;22;42;27;33;35;4;36;308
37;308;60;55;12;47;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;48;26;11;1;14;64;38;50;24;62;5;63;37;3;32;43;9;40;59;21;17;16;25;57;30;29;41;22;42;27;33;35;4
60;55;12;47;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;48;26;11;1;14;64;24;50;38;62;5;63;37;3;32;43;9;40;59;21;17;16;25;57;30;29;41;22;42;27;33;35;4;37;308
37;308;60;55;12;47;20;34;15;53;31;28;18;61;23;45;2;52;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;48;26;11;1;14;64;24;50;38;62;5;63;37;3;32;43;9;40;59;21;17;16;25;57;30;29;41;22;42;27;33;35;4
60;55;12;47;20;34;15;53;31;28;18;61;23;45;24;52;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;48;26;11;1;14;64;2;50;38;62;5;63;37;3;32;43;9;40;59;21;17;16;25;57;30;29;41;22;42;27;33;35;4;37;310
37;310;60;55;12;47;20;34;15;53;31;28;18;61;23;45;24;52;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;48;26;11;1;14;64;2;50;38;62;5;63;37;3;32;43;9;40;59;21;17;16;25;57;30;29;41;22;42;27;33;35;4
60;55;12;47;20;34;15;53;31;28;18;61;23;45;24;52;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;48;26;11;1;14;64;2;50;38;62;5;63;37;3;32;33;9;40;59;21;17;16;25;57;30;29;41;22;42;27;43;35;4;37;310
37;310;60;55;12;47;20;34;15;53;31;28;18;61;23;45;24;52;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;48;26;11;1;14;64;2;50;38;62;5;63;37;3;32;33;9;40;59;21;17;16;25;57;30;29;41;22;42;27;43;35;4
60;55;12;47;20;34;15;53;31;28;18;61;23;45;24;27;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;48;26;11;1;14;64;2;50;38;62;5;63;37;3;32;33;9;40;59;21;17;16;25;57;30;29;41;22;42;52;43;35;4;37;310
37;310;60;55;12;47;20;34;15;53;31;28;18;61;23;45;24;27;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;48;26;11;1;14;64;2;50;38;62;5;63;37;3;32;33;9;40;59;21;17;16;25;57;30;29;41;22;42;52;43;35;4
60;55;12;47;20;34;15;53;31;28;18;61;23;45;24;27;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;64;2;50;38;62;5;63;37;3;48;33;9;40;59;21;17;16;25;57;30;29;41;22;42;52;43;35;4;37;302
37;302;60;55;12;47;20;34;15;53;31;28;18;61;23;45;24;27;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;64;2;50;38;62;5;63;37;3;48;33;9;40;59;21;17;16;25;57;30;29;41;22;42;52;43;35;4
60;55;12;47;64;34;15;53;31;28;18;61;23;45;24;27;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;17;16;25;57;30;29;41;22;42;52;43;35;4;37;306
37;306;60;55;12;47;64;34;15;53;31;28;18;61;23;45;24;27;10;7;39;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;17;16;25;57;30;29;41;22;42;52;43;35;4
60;39;12;47;64;34;15;53;31;28;18;61;23;45;24;27;10;7;55;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;17;16;25;57;30;29;41;22;42;52;43;35;4;37;306
37;306;60;39;12;47;64;34;15;53;31;28;18;61;23;45;24;27;10;7;55;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;17;16;25;57;30;29;41;22;42;52;43;35;4
60;39;12;47;64;34;15;53;31;28;18;61;23;45;24;27;10;7;55;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;17;16;25;57;30;4;41;22;42;52;43;35;29;37;306
37;306;60;39;12;47;64;34;15;53;31;28;18;61;23;45;24;27;10;7;55;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;17;16;25;57;30;4;41;22;42;52;43;35;29
60;39;12;47;64;34;61;53;31;28;18;15;23;45;24;27;10;7;55;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;17;16;25;57;30;4;41;22;42;52;43;35;29;37;306
37;306;60;39;12;47;64;34;61;53;31;28;18;15;23;45;24;27;10;7;55;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;17;16;25;57;30;4;41;22;42;52;43;35;29
60;39;12;47;64;34;61;53;31;28;18;15;23;45;24;17;10;7;55;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;27;16;25;57;30;4;41;22;42;52;43;35;29;37;306
37;306;60;39;12;47;64;34;61;53;31;28;18;15;23;45;24;17;10;7;55;36;54;58;56;51;13;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;27;16;25;57;30;4;41;22;42;52;43;35;29
60;39;12;47;64;34;61;53;13;28;18;15;23;45;24;17;10;7;55;36;54;58;56;51;31;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;27;16;25;57;30;4;41;22;42;52;43;35;29;37;306
37;306;60;39;12;47;64;34;61;53;13;28;18;15;23;45;24;17;10;7;55;36;54;58;56;51;31;49;8;19;46;6;44;32;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;27;16;25;57;30;4;41;22;42;52;43;35;29
32;39;12;47;64;34;61;53;13;28;18;15;23;45;24;17;10;7;55;36;54;58;56;51;31;49;8;19;46;6;44;60;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;27;16;25;57;30;4;41;22;42;52;43;35;29;37;306
37;306;32;39;12;47;64;34;61;53;13;28;18;15;23;45;24;17;10;7;55;36;54;58;56;51;31;49;8;19;46;6;44;60;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;27;16;25;57;30;4;41;22;42;52;43;35;29
32;39;12;47;64;34;61;53;13;28;60;15;23;45;24;17;10;7;55;36;54;58;56;51;31;49;8;19;46;6;44;18;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;27;16;25;57;30;4;41;22;42;52;43;35;29;37;304
37;304;32;39;12;47;64;34;61;53;13;28;60;15;23;45;24;17;10;7;55;36;54;58;56;51;31;49;8;19;46;6;44;18;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;59;21;27;16;25;57;30;4;41;22;42;52;43;35;29
32;39;59;47;64;34;61;53;13;28;60;15;23;45;24;17;10;7;55;36;54;58;56;51;31;49;8;19;46;6;44;18;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;12;21;27;16;25;57;30;4;41;22;42;52;43;35;29;37;310
37;310;32;39;59;47;64;34;61;53;13;28;60;15;23;45;24;17;10;7;55;36;54;58;56;51;31;49;8;19;46;6;44;18;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;12;21;27;16;25;57;30;4;41;22;42;52;43;35;29
32;39;59;47;64;34;61;53;13;28;58;15;23;45;24;17;10;7;55;36;54;60;56;51;31;49;8;19;46;6;44;18;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;12;21;27;16;25;57;30;4;41;22;42;52;43;35;29;37;312
37;312;32;39;59;47;64;34;61;53;13;28;58;15;23;45;24;17;10;7;55;36;54;60;56;51;31;49;8;19;46;6;44;18;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;12;21;27;16;25;57;30;4;41;22;42;52;43;35;29
32;39;59;47;64;34;61;53;13;28;58;15;23;45;24;17;10;7;55;36;54;60;56;51;31;49;8;19;46;6;43;18;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;12;21;27;16;25;57;30;4;41;22;42;52;44;35;29;37;312
37;312;32;39;59;47;64;34;61;53;13;28;58;15;23;45;24;17;10;7;55;36;54;60;56;51;31;49;8;19;46;6;43;18;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;9;40;12;21;27;16;25;57;30;4;41;22;42;52;44;35;29
32;39;59;47;64;34;61;53;13;28;58;15;23;45;24;17;10;7;55;36;54;60;56;51;31;49;8;19;46;6;43;18;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;29;40;12;21;27;16;25;57;30;4;41;22;42;52;44;35;9;37;312
37;312;32;39;59;47;64;34;61;53;13;28;58;15;23;45;24;17;10;7;55;36;54;60;56;51;31;49;8;19;46;6;43;18;26;11;1;14;20;2;50;38;62;5;63;37;3;48;33;29;40;12;21;27;16;25;57;30;4;41;22;42;52;44;35;9
32;39;59;47;64;34;61;53;13;28;58;15;23;45;24;17;10;7;55;36;54;60;56;51;31;49;8;19;46;6;43;18;26;4;1;14;20;2;50;38;62;5;63;37;3;48;33;29;40;12;21;27;16;25;57;30;11;41;22;42;52;44;35;9;37;312
37;312;32;39;59;47;64;34;61;53;13;28;58;15;23;45;24;17;10;7;55;36;54;60;56;51;31;49;8;19;46;6;43;18;26;4;1;14;20;2;50;38;62;5;63;37;3;48;33;29;40;12;21;27;16;25;57;30;11;41;22;42;52;44;35;9
32;39;59;47;64;34;61;53;13;1;58;15;23;45;24;17;10;7;55;36;54;60;56;51;31;49;8;19;46;6;43;18;26;4;28;14;20;2;50;38;62;5;63;37;3;48;33;29;40;12;21;27;16;25;57;30;11;41;22;42;52;44;35;9;37;304
