"X1";"X5957337";"X11";"X8";"X17";"X24";"X10";"X23";"X7";"X18";"X21";"X22";"X26";"X1.1";"X4";"X20";"X15";"X12";"X6";"X25";"X9";"X14";"X5";"X2";"X19";"X13";"X16";"X3"
11;25;23;16;22;7;1;21;15;4;19;14;18;12;10;3;20;9;5;13;6;8;17;2;24;26;153;5503438
153;5498104;11;25;23;16;22;7;3;21;15;4;19;14;18;12;10;1;20;9;5;13;6;8;17;2;24;26
11;25;23;16;22;7;3;21;15;4;19;14;18;12;10;24;20;9;5;13;6;8;17;2;1;26;153;5520676
153;5498104;11;25;23;16;22;7;3;21;15;4;19;14;18;12;10;1;20;9;5;13;6;8;17;2;24;26
14;25;23;16;22;7;3;21;15;4;19;11;18;12;10;1;20;9;5;13;6;8;17;2;24;26;153;5507883
153;5498104;11;25;23;16;22;7;3;21;15;4;19;14;18;12;10;1;20;9;5;13;6;8;17;2;24;26
4;25;23;16;22;7;3;21;15;11;19;14;18;12;10;1;20;9;5;13;6;8;17;2;24;26;153;5517889
153;5498104;11;25;23;16;22;7;3;21;15;4;19;14;18;12;10;1;20;9;5;13;6;8;17;2;24;26
11;25;10;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;13;6;8;17;2;24;26;153;5496886
153;5496886;11;25;10;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;13;6;8;17;2;24;26
11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;8;17;2;24;26;153;5496090
153;5496090;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;8;17;2;24;26
11;25;13;16;22;7;3;19;15;4;21;14;18;12;23;1;20;9;5;10;6;8;17;2;24;26;153;5551177
153;5496090;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;8;17;2;24;26
11;25;13;16;22;7;3;21;15;6;19;14;18;12;23;1;20;9;5;10;4;8;17;2;24;26;153;5526444
153;5496090;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;8;17;2;24;26
11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;2;9;5;10;6;8;17;20;24;26;153;5562248
153;5496090;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;8;17;2;24;26
11;25;13;3;22;7;16;21;15;4;19;14;18;12;23;1;20;9;5;10;6;8;17;2;24;26;153;5554460
153;5496090;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;8;17;2;24;26
11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;2;17;8;24;26;153;5490415
153;5490415;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;2;17;8;24;26
11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;24;10;6;2;17;8;5;26;153;5714228
153;5490415;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;2;17;8;24;26
11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;2;10;6;5;17;8;24;26;153;5721594
153;5490415;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;2;17;8;24;26
11;25;13;16;22;7;3;18;15;4;19;14;21;12;23;1;20;9;5;10;6;2;17;8;24;26;153;5576261
153;5490415;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;2;17;8;24;26
11;25;13;16;22;7;3;21;15;4;19;14;5;12;23;1;20;9;18;10;6;2;17;8;24;26;153;5549064
154;5490415;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;2;17;8;24;26
11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;10;5;9;6;2;17;8;24;26;154;5580688
154;5490415;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;2;17;8;24;26
11;25;13;16;22;7;3;21;15;4;19;10;18;12;23;1;20;9;5;14;6;2;17;8;24;26;154;5509522
154;5490415;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;2;17;8;24;26
11;25;10;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;13;6;2;17;8;24;26;154;5493192
154;5490415;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;2;17;8;24;26
11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;17;2;8;24;26;154;5489121
154;5489121;11;25;13;16;22;7;3;21;15;4;19;14;18;12;23;1;20;9;5;10;6;17;2;8;24;26
11;25;13;16;22;7;3;21;1;4;19;14;18;12;23;15;20;9;5;10;6;17;2;8;24;26;154;5483117
154;5483117;11;25;13;16;22;7;3;21;1;4;19;14;18;12;23;15;20;9;5;10;6;17;2;8;24;26
11;25;13;16;2;7;3;21;1;4;19;14;18;12;23;15;20;9;5;10;6;17;22;8;24;26;154;5479886
154;5479886;11;25;13;16;2;7;3;21;1;4;19;14;18;12;23;15;20;9;5;10;6;17;22;8;24;26
11;25;17;16;2;7;3;21;1;4;19;14;18;12;23;15;20;9;5;10;6;13;22;8;24;26;154;5482805
154;5482805;11;25;17;16;2;7;3;21;1;4;19;14;18;12;23;15;20;9;5;10;6;13;22;8;24;26
11;25;24;16;2;7;3;21;1;4;19;14;18;12;23;15;20;9;5;10;6;13;22;8;17;26;154;5481861
154;5481861;11;25;24;16;2;7;3;21;1;4;19;14;18;12;23;15;20;9;5;10;6;13;22;8;17;26
11;25;24;17;2;7;3;21;1;4;19;14;18;12;23;15;20;9;5;10;6;13;22;8;16;26;154;5483637
154;5483637;11;25;24;17;2;7;3;21;1;4;19;14;18;12;23;15;20;9;5;10;6;13;22;8;16;26
11;25;24;17;2;20;3;21;1;4;19;14;18;12;23;15;7;9;5;10;6;13;22;8;16;26;154;5502085
154;5483637;11;25;24;17;2;7;3;21;1;4;19;14;18;12;23;15;20;9;5;10;6;13;22;8;16;26
11;25;24;17;2;7;3;21;1;4;19;14;18;12;13;15;20;9;5;10;6;23;22;8;16;26;154;5482706
154;5482706;11;25;24;17;2;7;3;21;1;4;19;14;18;12;13;15;20;9;5;10;6;23;22;8;16;26
11;25;24;17;2;7;19;21;1;4;3;14;18;12;13;15;20;9;5;10;6;23;22;8;16;26;154;5618972
154;5482706;11;25;24;17;2;7;3;21;1;4;19;14;18;12;13;15;20;9;5;10;6;23;22;8;16;26
11;25;24;17;2;3;7;21;1;4;19;14;18;12;13;15;20;9;5;10;6;23;22;8;16;26;154;5482706
154;5482706;11;25;24;17;2;3;7;21;1;4;19;14;18;12;13;15;20;9;5;10;6;23;22;8;16;26
11;25;24;19;2;3;7;21;1;4;17;14;18;12;13;15;20;9;5;10;6;23;22;8;16;26;154;5506067
154;5482706;11;25;24;17;2;3;7;21;1;4;19;14;18;12;13;15;20;9;5;10;6;23;22;8;16;26
11;25;24;17;2;3;7;21;1;22;19;14;18;12;13;15;20;9;5;10;6;23;4;8;16;26;154;5512841
154;5482706;11;25;24;17;2;3;7;21;1;4;19;14;18;12;13;15;20;9;5;10;6;23;22;8;16;26
11;25;24;17;2;3;7;21;1;4;19;14;18;12;13;15;20;9;5;10;8;23;22;6;16;26;154;5483033
154;5482706;11;25;24;17;2;3;7;21;1;4;19;14;18;12;13;15;20;9;5;10;6;23;22;8;16;26
11;10;24;17;2;3;7;21;1;4;19;14;18;12;13;15;20;9;5;25;6;23;22;8;16;26;154;5482883
154;5482883;11;10;24;17;2;3;7;21;1;4;19;14;18;12;13;15;20;9;5;25;6;23;22;8;16;26
11;10;24;17;2;3;7;21;1;4;19;14;18;12;13;20;15;9;5;25;6;23;22;8;16;26;154;5508649
154;5482883;11;10;24;17;2;3;7;21;1;4;19;14;18;12;13;15;20;9;5;25;6;23;22;8;16;26
11;10;24;17;2;3;7;21;1;4;19;14;18;12;13;15;20;9;5;16;6;23;22;8;25;26;154;5481117
154;5481117;11;10;24;17;2;3;7;21;1;4;19;14;18;12;13;15;20;9;5;16;6;23;22;8;25;26
11;2;24;17;10;3;7;21;1;4;19;14;18;12;13;15;20;9;5;16;6;23;22;8;25;26;154;5480960
155;5480960;11;2;24;17;10;3;7;21;1;4;19;14;18;12;13;15;20;9;5;16;6;23;22;8;25;26
11;2;24;17;10;3;7;5;1;4;19;14;18;12;13;15;20;9;21;16;6;23;22;8;25;26;155;5638744
155;5480960;11;2;24;17;10;3;7;21;1;4;19;14;18;12;13;15;20;9;5;16;6;23;22;8;25;26
16;2;24;17;10;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26;155;5481397
155;5481397;16;2;24;17;10;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
16;2;24;10;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26;155;5481397
155;5481397;16;2;24;10;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
16;2;24;10;17;3;7;21;14;4;19;1;18;12;13;15;20;9;5;11;6;23;22;8;25;26;155;5644841
155;5481397;16;2;24;10;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
16;2;24;10;17;3;7;21;1;4;19;14;18;12;9;15;20;13;5;11;6;23;22;8;25;26;155;5523314
155;5481397;16;2;24;10;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
16;2;24;10;17;3;7;23;1;4;19;14;18;12;13;15;20;9;5;11;6;21;22;8;25;26;155;5508688
155;5481397;16;2;24;10;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
2;16;24;10;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26;155;5483119
155;5483119;2;16;24;10;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
3;16;24;10;17;2;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26;155;5552675
155;5483119;2;16;24;10;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
2;16;24;10;17;3;7;14;1;4;19;21;18;12;13;15;20;9;5;11;6;23;22;8;25;26;155;5623356
155;5483119;2;16;24;10;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
2;16;24;10;17;3;7;19;1;4;21;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26;155;5539004
155;5483119;2;16;24;10;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
2;16;21;10;17;3;7;24;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26;155;5491719
155;5483119;2;16;24;10;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
10;16;24;2;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26;155;5483811
155;5483811;10;16;24;2;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
10;16;24;2;17;3;21;7;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26;155;5498611
155;5483811;10;16;24;2;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
10;16;24;2;17;3;7;21;1;4;19;14;18;12;13;15;5;9;20;11;6;23;22;8;25;26;155;5531590
155;5483811;10;16;24;2;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
10;16;24;2;17;3;7;21;1;4;19;14;18;12;26;15;20;9;5;11;6;23;22;8;25;13;155;5506979
155;5483811;10;16;24;2;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
10;16;24;2;17;3;7;21;1;4;19;14;18;12;13;8;20;9;5;11;6;23;22;15;25;26;155;5604313
155;5483811;10;16;24;2;17;3;7;21;1;4;19;14;18;12;13;15;20;9;5;11;6;23;22;8;25;26
10;16;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26;155;5485115
155;5485115;10;16;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
10;16;24;2;17;3;15;21;1;4;19;14;18;12;26;7;20;9;5;11;6;23;22;8;25;13;155;5510824
155;5485115;10;16;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
10;16;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;22;6;23;11;8;25;26;155;5486106
155;5485115;10;16;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
10;16;24;2;17;3;15;21;1;25;19;14;18;12;13;7;20;9;5;11;6;23;22;8;4;26;155;5493090
156;5485115;10;16;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
10;16;24;2;15;3;17;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26;156;5524033
156;5485115;10;16;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
7;16;24;2;17;3;15;21;1;4;19;14;18;12;13;10;20;9;5;11;6;23;22;8;25;26;156;5487344
156;5485115;10;16;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
10;6;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;16;23;22;8;25;26;156;5485731
156;5485115;10;16;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
10;16;24;2;17;3;15;21;1;18;19;14;4;12;13;7;20;9;5;11;6;23;22;8;25;26;156;5563460
156;5485115;10;16;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
10;16;24;4;17;3;15;21;1;2;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26;156;5502283
156;5485115;10;16;24;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
17;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26;156;5485153
156;5485153;17;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
17;16;24;2;10;22;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;3;8;25;26;156;5536710
156;5485153;17;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
17;16;24;2;10;3;15;5;1;4;19;14;18;12;13;7;20;9;21;11;6;23;22;8;25;26;156;5642937
156;5485153;17;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
17;16;24;2;10;3;15;21;1;4;19;14;18;11;13;7;20;9;5;12;6;23;22;8;25;26;156;5490838
156;5485153;17;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
17;16;24;2;10;3;15;21;1;20;19;14;18;12;13;7;4;9;5;11;6;23;22;8;25;26;156;5508990
156;5485153;17;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
17;16;24;2;10;23;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;3;22;8;25;26;156;5559472
156;5485153;17;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;6;23;22;8;25;26
6;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26;156;5482307
156;5482307;6;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;16;24;1;10;3;15;21;2;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26;156;5568257
156;5482307;6;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;16;24;2;10;3;15;21;1;4;19;14;9;12;13;7;20;18;5;11;17;23;22;8;25;26;156;5495429
156;5482307;6;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;16;24;8;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;2;25;26;156;5485186
156;5482307;6;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;16;24;19;10;3;15;21;1;4;2;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26;156;5496915
156;5482307;6;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;16;24;2;10;3;15;21;1;4;7;14;18;12;13;19;20;9;5;11;17;23;22;8;25;26;156;5543006
156;5482307;6;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;17;9;5;11;20;23;22;8;25;26;156;5555026
156;5482307;6;16;24;2;10;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;16;10;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26;156;5482535
156;5482535;6;16;10;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;16;10;2;24;3;15;21;1;4;19;14;18;8;13;7;20;9;5;11;17;23;22;12;25;26;156;5492030
157;5482535;6;16;10;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;16;10;2;24;3;15;21;1;4;19;18;14;12;13;7;20;9;5;11;17;23;22;8;25;26;157;5490433
157;5482535;6;16;10;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;16;10;2;24;3;15;21;1;4;19;14;18;20;13;7;12;9;5;11;17;23;22;8;25;26;157;5491377
157;5482535;6;16;10;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;12;10;2;24;3;15;21;1;4;19;14;18;16;13;7;20;9;5;11;17;23;22;8;25;26;157;5485332
157;5482535;6;16;10;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;17;23;22;8;25;26
6;16;11;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;17;23;22;8;25;26;157;5480643
157;5480643;6;16;11;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;17;23;22;8;25;26
6;16;11;2;12;3;15;21;1;4;19;14;18;24;13;7;20;9;5;10;17;23;22;8;25;26;157;5492107
157;5480643;6;16;11;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;17;23;22;8;25;26
6;16;11;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;17;26;22;8;25;23;157;5477468
157;5477468;6;16;11;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;17;26;22;8;25;23
6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;17;26;24;8;25;23;157;5476792
157;5476792;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;17;26;24;8;25;23
6;16;11;2;22;3;15;21;1;4;19;24;18;12;13;7;20;9;5;10;17;26;14;8;25;23;157;5487832
157;5476792;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;17;26;24;8;25;23
6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;24;26;17;8;25;23;157;5477058
157;5477058;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;24;26;17;8;25;23
6;16;11;2;3;22;15;21;1;4;19;14;18;12;13;7;20;9;5;10;24;26;17;8;25;23;157;5577735
157;5477058;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;24;26;17;8;25;23
6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23;157;5476253
157;5476253;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23
6;16;11;2;22;3;26;21;1;4;19;14;18;12;13;7;20;9;5;10;8;15;17;24;25;23;157;5532302
157;5476253;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23
6;16;11;9;22;3;15;21;1;4;19;14;18;12;13;7;20;2;5;10;8;26;17;24;25;23;157;5520135
157;5476253;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23
20;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;6;9;5;10;8;26;17;24;25;23;157;5529751
157;5476253;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23
6;16;10;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;11;8;26;17;24;25;23;157;5477941
157;5476253;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23
6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;24;20;9;5;10;8;26;17;7;25;23;157;5485489
157;5476253;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23
6;16;11;2;22;3;15;21;4;1;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23;157;5530593
157;5476253;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23
6;16;2;11;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23;157;5477345
157;5476253;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23
6;16;11;2;22;3;15;21;1;4;26;14;18;12;13;7;20;9;5;10;8;19;17;24;25;23;157;5501707
157;5476253;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;26;17;24;25;23
6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;17;26;24;25;23;157;5476537
158;5476537;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;17;26;24;25;23
6;16;11;2;22;3;15;21;1;4;19;14;18;23;13;7;20;9;5;10;8;17;26;24;25;12;158;5532427
158;5476537;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;17;26;24;25;23
6;25;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;17;26;24;16;23;158;5484634
158;5476537;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;17;26;24;25;23
6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;25;9;5;10;8;17;26;24;20;23;158;5527377
158;5476537;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;17;26;24;25;23
6;16;11;2;22;3;15;21;1;23;19;14;18;12;13;7;20;9;5;10;8;17;26;24;25;4;158;5479372
158;5476537;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;17;26;24;25;23
7;16;11;2;22;3;15;21;1;4;19;14;18;12;13;6;20;9;5;10;8;17;26;24;25;23;158;5488454
158;5476537;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;17;26;24;25;23
6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;10;5;9;8;17;26;24;25;23;158;5560913
158;5476537;6;16;11;2;22;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;17;26;24;25;23
6;16;11;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;17;26;22;25;23;158;5477258
158;5477258;6;16;11;2;24;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;17;26;22;25;23
6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23;158;5477266
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
6;16;11;22;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;2;25;23;158;5478857
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;10;9;5;20;8;24;26;22;25;23;158;5568596
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
14;16;11;2;17;3;15;21;1;4;19;6;18;12;13;7;20;9;5;10;8;24;26;22;25;23;158;5486523
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
6;4;11;2;17;3;15;21;1;16;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23;158;5486945
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
6;16;11;2;17;3;15;21;1;4;19;14;18;8;13;7;20;9;5;10;12;24;26;22;25;23;158;5486120
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
6;16;11;2;17;3;15;21;18;4;19;14;1;12;13;7;20;9;5;10;8;24;26;22;25;23;158;5571137
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
9;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;6;5;10;8;24;26;22;25;23;158;5541248
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;23;10;8;24;26;22;25;5;158;5670669
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
6;16;2;11;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23;158;5478249
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
6;16;11;2;17;3;15;21;1;4;13;14;18;12;19;7;20;9;5;10;8;24;26;22;25;23;158;5492022
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;23;25;22;158;5486559
158;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
6;16;1;2;17;3;15;21;11;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23;158;5521419
159;5477266;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;8;24;26;22;25;23
6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;26;24;8;22;25;23;159;5477575
159;5477575;6;16;11;2;17;3;15;21;1;4;19;14;18;12;13;7;20;9;5;10;26;24;8;22;25;23
6;7;11;2;17;3;15;21;1;4;19;14;18;12;13;16;20;9;5;10;26;24;8;22;25;23;159;5477077
159;5477077;6;7;11;2;17;3;15;21;1;4;19;14;18;12;13;16;20;9;5;10;26;24;8;22;25;23
20;7;11;2;17;3;15;21;1;4;19;14;18;12;13;16;6;9;5;10;26;24;8;22;25;23;159;5534472
159;5477077;6;7;11;2;17;3;15;21;1;4;19;14;18;12;13;16;20;9;5;10;26;24;8;22;25;23
6;22;11;2;17;3;15;21;1;4;19;14;18;12;13;16;20;9;5;10;26;24;8;7;25;23;159;5487897
159;5477077;6;7;11;2;17;3;15;21;1;4;19;14;18;12;13;16;20;9;5;10;26;24;8;22;25;23
6;4;11;2;17;3;15;21;1;7;19;14;18;12;13;16;20;9;5;10;26;24;8;22;25;23;159;5486063
