"X1";"X26738";"X1.1";"X23";"X31";"X21";"X4";"X11";"X3";"X5";"X32";"X16";"X6";"X18";"X27";"X28";"X26";"X20";"X19";"X24";"X25";"X8";"X13";"X15";"X29";"X14";"X12";"X17";"X10";"X22";"X7";"X2";"X9";"X30"
63;25998;9;14;6;7;16;28;31;4;15;19;11;10;26;22;3;18;24;23;20;2;13;1;8;21;27;25;5;12;17;30;29;32
9;14;6;7;16;28;31;4;15;19;11;10;26;22;23;18;24;3;20;2;13;1;8;21;27;25;5;12;17;30;29;32;63;26694
63;25998;9;14;6;7;16;28;31;4;15;19;11;10;26;22;3;18;24;23;20;2;13;1;8;21;27;25;5;12;17;30;29;32
9;14;6;7;16;28;31;4;15;19;11;10;26;22;3;18;24;23;20;2;13;1;8;21;30;25;5;12;17;27;29;32;63;26078
63;26078;9;14;6;7;16;28;31;4;15;19;11;10;26;22;3;18;24;23;20;2;13;1;8;21;30;25;5;12;17;27;29;32
9;14;6;7;16;28;31;4;15;19;11;10;26;5;3;18;24;23;20;2;13;1;8;21;30;25;22;12;17;27;29;32;63;26354
63;26354;9;14;6;7;16;28;31;4;15;19;11;10;26;5;3;18;24;23;20;2;13;1;8;21;30;25;22;12;17;27;29;32
27;14;6;7;16;28;31;4;15;19;11;10;26;5;3;18;24;23;20;2;13;1;8;21;30;25;22;12;17;9;29;32;63;26318
63;26318;27;14;6;7;16;28;31;4;15;19;11;10;26;5;3;18;24;23;20;2;13;1;8;21;30;25;22;12;17;9;29;32
27;14;6;7;16;28;31;4;15;9;11;10;26;5;3;18;24;23;20;2;13;1;8;21;30;25;22;12;17;19;29;32;63;26356
63;26356;27;14;6;7;16;28;31;4;15;9;11;10;26;5;3;18;24;23;20;2;13;1;8;21;30;25;22;12;17;19;29;32
27;25;6;7;16;28;31;4;15;9;11;10;26;5;3;18;24;23;20;2;13;1;8;21;30;14;22;12;17;19;29;32;63;26822
63;26356;27;14;6;7;16;28;31;4;15;9;11;10;26;5;3;18;24;23;20;2;13;1;8;21;30;25;22;12;17;19;29;32
27;14;6;10;16;28;31;4;15;9;11;7;26;5;3;18;24;23;20;2;13;1;8;21;30;25;22;12;17;19;29;32;63;26436
63;26436;27;14;6;10;16;28;31;4;15;9;11;7;26;5;3;18;24;23;20;2;13;1;8;21;30;25;22;12;17;19;29;32
27;14;6;10;16;28;31;4;15;12;11;7;26;5;3;18;24;23;20;2;13;1;8;21;30;25;22;9;17;19;29;32;63;26336
63;26336;27;14;6;10;16;28;31;4;15;12;11;7;26;5;3;18;24;23;20;2;13;1;8;21;30;25;22;9;17;19;29;32
27;14;6;10;16;28;5;4;15;12;11;7;26;31;3;18;24;23;20;2;13;1;8;21;30;25;22;9;17;19;29;32;63;25830
63;25830;27;14;6;10;16;28;5;4;15;12;11;7;26;31;3;18;24;23;20;2;13;1;8;21;30;25;22;9;17;19;29;32
27;14;6;15;16;28;5;4;10;12;11;7;26;31;3;18;24;23;20;2;13;1;8;21;30;25;22;9;17;19;29;32;63;25870
63;25870;27;14;6;15;16;28;5;4;10;12;11;7;26;31;3;18;24;23;20;2;13;1;8;21;30;25;22;9;17;19;29;32
27;14;6;18;16;28;5;4;10;12;11;7;26;31;3;15;24;23;20;2;13;1;8;21;30;25;22;9;17;19;29;32;63;25672
64;25672;27;14;6;18;16;28;5;4;10;12;11;7;26;31;3;15;24;23;20;2;13;1;8;21;30;25;22;9;17;19;29;32
27;14;6;18;16;28;5;4;10;12;11;7;26;31;3;15;24;23;20;2;13;1;8;25;30;21;22;9;17;19;29;32;64;25752
64;25752;27;14;6;18;16;28;5;4;10;12;11;7;26;31;3;15;24;23;20;2;13;1;8;25;30;21;22;9;17;19;29;32
27;14;20;18;16;28;5;4;10;12;11;7;26;31;3;15;24;23;6;2;13;1;8;25;30;21;22;9;17;19;29;32;64;26534
64;26534;27;14;20;18;16;28;5;4;10;12;11;7;26;31;3;15;24;23;6;2;13;1;8;25;30;21;22;9;17;19;29;32
27;14;20;18;16;31;5;4;10;12;11;7;26;28;3;15;24;23;6;2;13;1;8;25;30;21;22;9;17;19;29;32;64;26574
64;26574;27;14;20;18;16;31;5;4;10;12;11;7;26;28;3;15;24;23;6;2;13;1;8;25;30;21;22;9;17;19;29;32
27;14;20;18;16;31;11;4;10;12;5;7;26;28;3;15;24;23;6;2;13;1;8;25;30;21;22;9;17;19;29;32;64;26474
64;26474;27;14;20;18;16;31;11;4;10;12;5;7;26;28;3;15;24;23;6;2;13;1;8;25;30;21;22;9;17;19;29;32
11;14;20;18;16;31;27;4;10;12;5;7;26;28;3;15;24;23;6;2;13;1;8;25;30;21;22;9;17;19;29;32;64;26980
64;26474;27;14;20;18;16;31;11;4;10;12;5;7;26;28;3;15;24;23;6;2;13;1;8;25;30;21;22;9;17;19;29;32
27;14;20;18;16;31;11;4;10;12;25;7;26;28;3;15;24;23;6;2;13;1;8;5;30;21;22;9;17;19;29;32;64;26630
64;26630;27;14;20;18;16;31;11;4;10;12;25;7;26;28;3;15;24;23;6;2;13;1;8;5;30;21;22;9;17;19;29;32
27;14;20;18;16;31;11;4;10;12;25;7;26;28;3;15;24;23;6;2;13;1;8;5;22;21;30;9;17;19;29;32;64;26470
64;26470;27;14;20;18;16;31;11;4;10;12;25;7;26;28;3;15;24;23;6;2;13;1;8;5;22;21;30;9;17;19;29;32
27;14;20;18;16;31;21;4;10;12;25;7;26;28;3;15;24;23;6;2;13;1;8;5;22;11;30;9;17;19;29;32;64;27568
64;27568;27;14;20;18;16;31;21;4;10;12;25;7;26;28;3;15;24;23;6;2;13;1;8;5;22;11;30;9;17;19;29;32
27;14;20;18;16;31;19;4;10;12;25;7;26;28;3;15;24;23;6;2;13;1;8;5;22;11;30;9;17;21;29;32;64;27708
64;27708;27;14;20;18;16;31;19;4;10;12;25;7;26;28;3;15;24;23;6;2;13;1;8;5;22;11;30;9;17;21;29;32
27;14;20;18;16;31;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;1;8;5;22;11;30;9;17;21;29;32;64;27320
64;27320;27;14;20;18;16;31;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;1;8;5;22;11;30;9;17;21;29;32
14;27;20;18;16;31;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;1;8;5;22;11;30;9;17;21;29;32;64;27102
64;27102;14;27;20;18;16;31;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;1;8;5;22;11;30;9;17;21;29;32
14;27;20;18;16;31;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;1;8;5;22;11;30;9;17;21;32;29;64;27102
64;27102;14;27;20;18;16;31;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;1;8;5;22;11;30;9;17;21;32;29
14;27;20;18;16;31;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;11;8;5;22;1;30;9;17;21;32;29;64;27302
64;27302;14;27;20;18;16;31;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;11;8;5;22;1;30;9;17;21;32;29
14;27;20;18;16;1;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;11;8;5;22;31;30;9;17;21;32;29;64;26304
64;26304;14;27;20;18;16;1;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;11;8;5;22;31;30;9;17;21;32;29
14;27;20;18;16;1;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;11;8;5;32;31;30;9;17;21;22;29;64;26384
64;26304;14;27;20;18;16;1;19;4;10;12;6;7;26;28;3;15;24;23;25;2;13;11;8;5;22;31;30;9;17;21;32;29
14;27;20;18;16;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;11;8;5;15;31;30;9;17;21;32;29;64;25796
64;25796;14;27;20;18;16;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;11;8;5;15;31;30;9;17;21;32;29
14;27;20;18;32;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;11;8;5;15;31;30;9;17;21;16;29;64;25750
64;25750;14;27;20;18;32;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;11;8;5;15;31;30;9;17;21;16;29
14;27;28;18;32;1;19;4;10;12;6;7;26;20;3;22;24;23;25;2;13;11;8;5;15;31;30;9;17;21;16;29;64;25950
64;25750;14;27;20;18;32;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;11;8;5;15;31;30;9;17;21;16;29
14;27;20;18;32;1;19;4;10;12;6;7;25;28;3;22;24;23;26;2;13;11;8;5;15;31;30;9;17;21;16;29;64;26270
64;25750;14;27;20;18;32;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;11;8;5;15;31;30;9;17;21;16;29
31;27;20;18;32;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;11;8;5;15;14;30;9;17;21;16;29;64;26778
65;26778;31;27;20;18;32;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;11;8;5;15;14;30;9;17;21;16;29
31;11;20;18;32;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;27;8;5;15;14;30;9;17;21;16;29;65;26778
65;26778;31;11;20;18;32;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;27;8;5;15;14;30;9;17;21;16;29
31;9;20;18;32;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;27;8;5;15;14;30;11;17;21;16;29;65;27218
65;26778;31;11;20;18;32;1;19;4;10;12;6;7;26;28;3;22;24;23;25;2;13;27;8;5;15;14;30;9;17;21;16;29
31;11;20;18;32;1;19;4;10;29;6;7;26;28;3;22;24;23;25;2;13;27;8;5;15;14;30;9;17;21;16;12;65;26904
65;26904;31;11;20;18;32;1;19;4;10;29;6;7;26;28;3;22;24;23;25;2;13;27;8;5;15;14;30;9;17;21;16;12
31;11;20;18;32;1;19;4;29;10;6;7;26;28;3;22;24;23;25;2;13;27;8;5;15;14;30;9;17;21;16;12;65;26700
65;26700;31;11;20;18;32;1;19;4;29;10;6;7;26;28;3;22;24;23;25;2;13;27;8;5;15;14;30;9;17;21;16;12
31;11;20;18;32;1;19;4;29;10;6;7;26;28;3;30;24;23;25;2;13;27;8;5;15;14;22;9;17;21;16;12;65;27140
65;27140;31;11;20;18;32;1;19;4;29;10;6;7;26;28;3;30;24;23;25;2;13;27;8;5;15;14;22;9;17;21;16;12
31;11;20;18;32;1;19;4;29;10;6;7;26;28;3;30;24;23;25;2;13;27;5;8;15;14;22;9;17;21;16;12;65;27000
65;27000;31;11;20;18;32;1;19;4;29;10;6;7;26;28;3;30;24;23;25;2;13;27;5;8;15;14;22;9;17;21;16;12
31;11;20;18;32;1;19;4;29;10;6;7;26;28;3;30;24;23;25;2;13;15;5;8;27;14;22;9;17;21;16;12;65;27530
65;27530;31;11;20;18;32;1;19;4;29;10;6;7;26;28;3;30;24;23;25;2;13;15;5;8;27;14;22;9;17;21;16;12
31;11;20;18;32;1;6;4;29;10;19;7;26;28;3;30;24;23;25;2;13;15;5;8;27;14;22;9;17;21;16;12;65;27100
65;27100;31;11;20;18;32;1;6;4;29;10;19;7;26;28;3;30;24;23;25;2;13;15;5;8;27;14;22;9;17;21;16;12
31;11;20;18;32;1;6;4;29;10;19;7;26;28;24;30;3;23;25;2;13;15;5;8;27;14;22;9;17;21;16;12;65;27618
65;27618;31;11;20;18;32;1;6;4;29;10;19;7;26;28;24;30;3;23;25;2;13;15;5;8;27;14;22;9;17;21;16;12
31;11;20;18;32;1;6;4;29;10;19;7;26;28;24;30;3;8;25;2;13;15;5;23;27;14;22;9;17;21;16;12;65;27540
65;27540;31;11;20;18;32;1;6;4;29;10;19;7;26;28;24;30;3;8;25;2;13;15;5;23;27;14;22;9;17;21;16;12
31;11;20;18;32;1;6;4;29;10;19;7;26;28;24;22;3;8;25;2;13;15;5;23;27;14;30;9;17;21;16;12;65;27140
65;27140;31;11;20;18;32;1;6;4;29;10;19;7;26;28;24;22;3;8;25;2;13;15;5;23;27;14;30;9;17;21;16;12
29;11;20;18;32;1;6;4;31;10;19;7;26;28;24;22;3;8;25;2;13;15;5;23;27;14;30;9;17;21;16;12;65;27580
65;27580;29;11;20;18;32;1;6;4;31;10;19;7;26;28;24;22;3;8;25;2;13;15;5;23;27;14;30;9;17;21;16;12
29;11;20;18;32;1;6;4;31;26;19;7;10;28;24;22;3;8;25;2;13;15;5;23;27;14;30;9;17;21;16;12;65;27810
65;27810;29;11;20;18;32;1;6;4;31;26;19;7;10;28;24;22;3;8;25;2;13;15;5;23;27;14;30;9;17;21;16;12
29;11;7;18;32;1;6;4;31;26;19;20;10;28;24;22;3;8;25;2;13;15;5;23;27;14;30;9;17;21;16;12;65;27656
65;27656;29;11;7;18;32;1;6;4;31;26;19;20;10;28;24;22;3;8;25;2;13;15;5;23;27;14;30;9;17;21;16;12
29;11;23;18;32;1;6;4;31;26;19;20;10;28;24;22;3;8;25;2;13;15;5;7;27;14;30;9;17;21;16;12;65;28070
65;28070;29;11;23;18;32;1;6;4;31;26;19;20;10;28;24;22;3;8;25;2;13;15;5;7;27;14;30;9;17;21;16;12
29;11;23;13;32;1;6;4;31;26;19;20;10;28;24;22;3;8;25;2;18;15;5;7;27;14;30;9;17;21;16;12;65;28470
65;28070;29;11;23;18;32;1;6;4;31;26;19;20;10;28;24;22;3;8;25;2;13;15;5;7;27;14;30;9;17;21;16;12
29;11;23;18;32;1;6;4;31;26;19;20;21;28;24;22;3;8;25;2;13;15;5;7;27;14;30;9;17;10;16;12;65;27954
65;27954;29;11;23;18;32;1;6;4;31;26;19;20;21;28;24;22;3;8;25;2;13;15;5;7;27;14;30;9;17;10;16;12
29;11;23;18;32;1;27;4;31;26;19;20;21;28;24;22;3;8;25;2;13;15;5;7;6;14;30;9;17;10;16;12;65;27304
65;27304;29;11;23;18;32;1;27;4;31;26;19;20;21;28;24;22;3;8;25;2;13;15;5;7;6;14;30;9;17;10;16;12
29;11;23;18;32;1;27;4;31;26;28;20;21;19;24;22;3;8;25;2;13;15;5;7;6;14;30;9;17;10;16;12;65;27664
65;27304;29;11;23;18;32;1;27;4;31;26;19;20;21;28;24;22;3;8;25;2;13;15;5;7;6;14;30;9;17;10;16;12
29;11;23;18;32;1;27;4;31;26;19;20;21;3;24;22;28;8;25;2;13;15;5;7;6;14;30;9;17;10;16;12;65;26876
66;26876;29;11;23;18;32;1;27;4;31;26;19;20;21;3;24;22;28;8;25;2;13;15;5;7;6;14;30;9;17;10;16;12
29;11;15;18;32;1;27;4;31;26;19;20;21;3;24;22;28;8;25;2;13;23;5;7;6;14;30;9;17;10;16;12;66;26692
66;26692;29;11;15;18;32;1;27;4;31;26;19;20;21;3;24;22;28;8;25;2;13;23;5;7;6;14;30;9;17;10;16;12
29;11;15;18;32;1;27;4;31;26;19;20;24;3;21;22;28;8;25;2;13;23;5;7;6;14;30;9;17;10;16;12;66;26352
66;26352;29;11;15;18;32;1;27;4;31;26;19;20;24;3;21;22;28;8;25;2;13;23;5;7;6;14;30;9;17;10;16;12
29;11;15;18;32;1;17;4;31;26;19;20;24;3;21;22;28;8;25;2;13;23;5;7;6;14;30;9;27;10;16;12;66;27512
66;26352;29;11;15;18;32;1;27;4;31;26;19;20;24;3;21;22;28;8;25;2;13;23;5;7;6;14;30;9;17;10;16;12
29;11;23;18;32;1;27;4;31;26;19;20;24;3;21;22;28;8;25;2;13;15;5;7;6;14;30;9;17;10;16;12;66;26536
66;26536;29;11;23;18;32;1;27;4;31;26;19;20;24;3;21;22;28;8;25;2;13;15;5;7;6;14;30;9;17;10;16;12
29;31;23;18;32;1;27;4;11;26;19;20;24;3;21;22;28;8;25;2;13;15;5;7;6;14;30;9;17;10;16;12;66;26800
66;26800;29;31;23;18;32;1;27;4;11;26;19;20;24;3;21;22;28;8;25;2;13;15;5;7;6;14;30;9;17;10;16;12
29;31;23;18;32;1;27;4;11;26;19;20;24;3;21;22;7;8;25;2;13;15;5;28;6;14;30;9;17;10;16;12;66;27020
66;27020;29;31;23;18;32;1;27;4;11;26;19;20;24;3;21;22;7;8;25;2;13;15;5;28;6;14;30;9;17;10;16;12
29;31;23;18;32;1;27;4;11;26;19;20;24;3;21;22;7;6;25;2;13;15;5;28;8;14;30;9;17;10;16;12;66;26700
66;26700;29;31;23;18;32;1;27;4;11;26;19;20;24;3;21;22;7;6;25;2;13;15;5;28;8;14;30;9;17;10;16;12
29;31;23;18;32;1;27;4;11;26;19;20;9;3;21;22;7;6;25;2;13;15;5;28;8;14;30;24;17;10;16;12;66;27132
66;27132;29;31;23;18;32;1;27;4;11;26;19;20;9;3;21;22;7;6;25;2;13;15;5;28;8;14;30;24;17;10;16;12
29;31;23;18;32;16;27;4;11;26;19;20;9;3;21;22;7;6;25;2;13;15;5;28;8;14;30;24;17;10;1;12;66;27132
66;27132;29;31;23;18;32;16;27;4;11;26;19;20;9;3;21;22;7;6;25;2;13;15;5;28;8;14;30;24;17;10;1;12
29;31;23;18;32;16;27;4;11;26;19;20;9;3;21;22;7;6;25;2;13;15;10;28;8;14;30;24;17;5;1;12;66;27252
66;27252;29;31;23;18;32;16;27;4;11;26;19;20;9;3;21;22;7;6;25;2;13;15;10;28;8;14;30;24;17;5;1;12
29;31;23;18;32;16;27;4;28;26;19;20;9;3;21;22;7;6;25;2;13;15;10;11;8;14;30;24;17;5;1;12;66;27742
66;27742;29;31;23;18;32;16;27;4;28;26;19;20;9;3;21;22;7;6;25;2;13;15;10;11;8;14;30;24;17;5;1;12
29;31;17;18;32;16;27;4;28;26;19;20;9;3;21;22;7;6;25;2;13;15;10;11;8;14;30;24;23;5;1;12;66;28422
66;27742;29;31;23;18;32;16;27;4;28;26;19;20;9;3;21;22;7;6;25;2;13;15;10;11;8;14;30;24;17;5;1;12
29;31;23;18;32;16;27;4;28;26;19;20;9;3;21;22;7;6;25;1;13;15;10;11;8;14;30;24;17;5;2;12;66;27942
66;27742;29;31;23;18;32;16;27;4;28;26;19;20;9;3;21;22;7;6;25;2;13;15;10;11;8;14;30;24;17;5;1;12
29;31;23;18;32;16;27;4;28;26;19;20;9;3;21;22;7;6;25;2;13;15;10;11;8;14;1;24;17;5;30;12;66;27558
66;27558;29;31;23;18;32;16;27;4;28;26;19;20;9;3;21;22;7;6;25;2;13;15;10;11;8;14;1;24;17;5;30;12
29;31;23;18;32;19;27;4;28;26;16;20;9;3;21;22;7;6;25;2;13;15;10;11;8;14;1;24;17;5;30;12;66;27456
66;27456;29;31;23;18;32;19;27;4;28;26;16;20;9;3;21;22;7;6;25;2;13;15;10;11;8;14;1;24;17;5;30;12
29;31;23;18;32;19;27;6;28;26;16;20;9;3;21;22;7;4;25;2;13;15;10;11;8;14;1;24;17;5;30;12;66;27356
66;27356;29;31;23;18;32;19;27;6;28;26;16;20;9;3;21;22;7;4;25;2;13;15;10;11;8;14;1;24;17;5;30;12
29;31;23;18;32;19;27;6;28;26;16;9;20;3;21;22;7;4;25;2;13;15;10;11;8;14;1;24;17;5;30;12;66;26888
66;26888;29;31;23;18;32;19;27;6;28;26;16;9;20;3;21;22;7;4;25;2;13;15;10;11;8;14;1;24;17;5;30;12
29;31;23;18;32;19;27;6;13;26;16;9;20;3;21;22;7;4;25;2;28;15;10;11;8;14;1;24;17;5;30;12;66;26916
66;26916;29;31;23;18;32;19;27;6;13;26;16;9;20;3;21;22;7;4;25;2;28;15;10;11;8;14;1;24;17;5;30;12
29;31;26;18;32;19;27;6;13;23;16;9;20;3;21;22;7;4;25;2;28;15;10;11;8;14;1;24;17;5;30;12;66;26716
66;26716;29;31;26;18;32;19;27;6;13;23;16;9;20;3;21;22;7;4;25;2;28;15;10;11;8;14;1;24;17;5;30;12
29;31;26;3;32;19;27;6;13;23;16;9;20;18;21;22;7;4;25;2;28;15;10;11;8;14;1;24;17;5;30;12;66;27270
67;26716;29;31;26;18;32;19;27;6;13;23;16;9;20;3;21;22;7;4;25;2;28;15;10;11;8;14;1;24;17;5;30;12
29;31;26;18;32;19;27;6;13;23;16;9;20;3;21;22;24;4;25;2;28;15;10;11;8;14;1;7;17;5;30;12;67;26892
67;26892;29;31;26;18;32;19;27;6;13;23;16;9;20;3;21;22;24;4;25;2;28;15;10;11;8;14;1;7;17;5;30;12
29;31;26;18;32;19;10;6;13;23;16;9;20;3;21;22;24;4;25;2;28;15;27;11;8;14;1;7;17;5;30;12;67;27012
67;27012;29;31;26;18;32;19;10;6;13;23;16;9;20;3;21;22;24;4;25;2;28;15;27;11;8;14;1;7;17;5;30;12
29;31;26;18;32;19;10;6;13;23;16;9;20;3;21;22;24;4;25;2;28;15;27;11;8;14;1;5;17;7;30;12;67;27252
67;27252;29;31;26;18;32;19;10;6;13;23;16;9;20;3;21;22;24;4;25;2;28;15;27;11;8;14;1;5;17;7;30;12
29;31;26;18;32;19;10;11;13;23;16;9;20;3;21;22;24;4;25;2;28;15;27;6;8;14;1;5;17;7;30;12;67;27172
67;27172;29;31;26;18;32;19;10;11;13;23;16;9;20;3;21;22;24;4;25;2;28;15;27;6;8;14;1;5;17;7;30;12
29;31;26;16;32;19;10;11;13;23;18;9;20;3;21;22;24;4;25;2;28;15;27;6;8;14;1;5;17;7;30;12;67;27374
67;27172;29;31;26;18;32;19;10;11;13;23;16;9;20;3;21;22;24;4;25;2;28;15;27;6;8;14;1;5;17;7;30;12
29;31;26;12;32;19;10;11;13;23;16;9;20;3;21;22;24;4;25;2;28;15;27;6;8;14;1;5;17;7;30;18;67;27294
67;27294;29;31;26;12;32;19;10;11;13;23;16;9;20;3;21;22;24;4;25;2;28;15;27;6;8;14;1;5;17;7;30;18
29;31;26;12;32;19;10;11;13;23;16;9;20;3;21;22;24;6;25;2;28;15;27;4;8;14;1;5;17;7;30;18;67;27114
67;27114;29;31;26;12;32;19;10;11;13;23;16;9;20;3;21;22;24;6;25;2;28;15;27;4;8;14;1;5;17;7;30;18
29;31;26;12;32;19;10;11;13;23;16;9;20;3;21;30;24;6;25;2;28;15;27;4;8;14;1;5;17;7;22;18;67;26954
67;26954;29;31;26;12;32;19;10;11;13;23;16;9;20;3;21;30;24;6;25;2;28;15;27;4;8;14;1;5;17;7;22;18
29;31;26;12;32;19;10;11;13;23;16;9;20;3;1;30;24;6;25;2;28;15;27;4;8;14;21;5;17;7;22;18;67;27352
67;27352;29;31;26;12;32;19;10;11;13;23;16;9;20;3;1;30;24;6;25;2;28;15;27;4;8;14;21;5;17;7;22;18
29;31;26;12;32;19;10;11;13;23;18;9;20;3;1;30;24;6;25;2;28;15;27;4;8;14;21;5;17;7;22;16;67;27372
67;27372;29;31;26;12;32;19;10;11;13;23;18;9;20;3;1;30;24;6;25;2;28;15;27;4;8;14;21;5;17;7;22;16
29;31;26;12;32;19;10;11;13;24;18;9;20;3;1;30;23;6;25;2;28;15;27;4;8;14;21;5;17;7;22;16;67;27072
67;27072;29;31;26;12;32;19;10;11;13;24;18;9;20;3;1;30;23;6;25;2;28;15;27;4;8;14;21;5;17;7;22;16
11;31;26;12;32;19;10;29;13;24;18;9;20;3;1;30;23;6;25;2;28;15;27;4;8;14;21;5;17;7;22;16;67;27044
67;27044;11;31;26;12;32;19;10;29;13;24;18;9;20;3;1;30;23;6;25;2;28;15;27;4;8;14;21;5;17;7;22;16
11;31;26;12;32;19;10;29;13;24;1;9;20;3;18;30;23;6;25;2;28;15;27;4;8;14;21;5;17;7;22;16;67;27494
67;27044;11;31;26;12;32;19;10;29;13;24;18;9;20;3;1;30;23;6;25;2;28;15;27;4;8;14;21;5;17;7;22;16
11;31;26;12;32;19;10;29;13;24;18;6;20;3;1;30;23;9;25;2;28;15;27;4;8;14;21;5;17;7;22;16;67;27124
67;27124;11;31;26;12;32;19;10;29;13;24;18;6;20;3;1;30;23;9;25;2;28;15;27;4;8;14;21;5;17;7;22;16
11;8;26;12;32;19;10;29;13;24;18;6;20;3;1;30;23;9;25;2;28;15;27;4;31;14;21;5;17;7;22;16;67;27838
67;27838;11;8;26;12;32;19;10;29;13;24;18;6;20;3;1;30;23;9;25;2;28;15;27;4;31;14;21;5;17;7;22;16
11;8;26;12;32;19;10;18;13;24;29;6;20;3;1;30;23;9;25;2;28;15;27;4;31;14;21;5;17;7;22;16;67;27998
67;27838;11;8;26;12;32;19;10;29;13;24;18;6;20;3;1;30;23;9;25;2;28;15;27;4;31;14;21;5;17;7;22;16
11;8;26;24;32;19;10;29;13;12;18;6;20;3;1;30;23;9;25;2;28;15;27;4;31;14;21;5;17;7;22;16;67;27694
67;27694;11;8;26;24;32;19;10;29;13;12;18;6;20;3;1;30;23;9;25;2;28;15;27;4;31;14;21;5;17;7;22;16
11;29;26;24;32;19;10;8;13;12;18;6;20;3;1;30;23;9;25;2;28;15;27;4;31;14;21;5;17;7;22;16;67;27564
67;27564;11;29;26;24;32;19;10;8;13;12;18;6;20;3;1;30;23;9;25;2;28;15;27;4;31;14;21;5;17;7;22;16
11;29;26;24;32;19;10;8;13;12;18;6;20;3;1;4;23;9;25;2;28;15;27;30;31;14;21;5;17;7;22;16;67;27672
67;27672;11;29;26;24;32;19;10;8;13;12;18;6;20;3;1;4;23;9;25;2;28;15;27;30;31;14;21;5;17;7;22;16
11;29;26;24;32;19;10;8;13;12;18;6;20;3;1;4;23;9;25;2;28;15;27;30;31;14;21;16;17;7;22;5;67;27552
68;27552;11;29;26;24;32;19;10;8;13;12;18;6;20;3;1;4;23;9;25;2;28;15;27;30;31;14;21;16;17;7;22;5
11;29;26;24;32;19;10;8;13;12;18;6;20;3;1;4;23;2;25;9;28;15;27;30;31;14;21;16;17;7;22;5;68;27332
68;27332;11;29;26;24;32;19;10;8;13;12;18;6;20;3;1;4;23;2;25;9;28;15;27;30;31;14;21;16;17;7;22;5
11;29;26;24;32;19;27;8;13;12;18;6;20;3;1;4;23;2;25;9;28;15;10;30;31;14;21;16;17;7;22;5;68;27236
68;27236;11;29;26;24;32;19;27;8;13;12;18;6;20;3;1;4;23;2;25;9;28;15;10;30;31;14;21;16;17;7;22;5
4;29;26;24;32;19;27;8;13;12;18;6;20;3;1;11;23;2;25;9;28;15;10;30;31;14;21;16;17;7;22;5;68;27836
68;27236;11;29;26;24;32;19;27;8;13;12;18;6;20;3;1;4;23;2;25;9;28;15;10;30;31;14;21;16;17;7;22;5
11;29;26;24;32;19;27;8;13;12;18;6;20;3;1;17;23;2;25;9;28;15;10;30;31;14;21;16;4;7;22;5;68;27442
68;27442;11;29;26;24;32;19;27;8;13;12;18;6;20;3;1;17;23;2;25;9;28;15;10;30;31;14;21;16;4;7;22;5
11;29;26;24;32;19;27;8;13;12;18;6;20;3;1;17;23;2;25;9;28;15;10;30;31;14;21;16;4;22;7;5;68;27546
68;27546;11;29;26;24;32;19;27;8;13;12;18;6;20;3;1;17;23;2;25;9;28;15;10;30;31;14;21;16;4;22;7;5
11;29;26;24;32;19;27;8;13;12;18;6;20;3;1;17;23;2;25;9;28;14;10;30;31;15;21;16;4;22;7;5;68;27566
68;27566;11;29;26;24;32;19;27;8;13;12;18;6;20;3;1;17;23;2;25;9;28;14;10;30;31;15;21;16;4;22;7;5
11;29;26;24;32;19;27;8;13;12;18;3;20;6;1;17;23;2;25;9;28;14;10;30;31;15;21;16;4;22;7;5;68;27806
68;27806;11;29;26;24;32;19;27;8;13;12;18;3;20;6;1;17;23;2;25;9;28;14;10;30;31;15;21;16;4;22;7;5
11;29;26;24;32;19;27;8;13;12;18;3;20;6;1;17;23;2;25;9;28;14;10;30;31;22;21;16;4;15;7;5;68;26734
68;26734;11;29;26;24;32;19;27;8;13;12;18;3;20;6;1;17;23;2;25;9;28;14;10;30;31;22;21;16;4;15;7;5
11;29;26;24;32;19;27;8;13;12;18;3;20;6;1;17;23;2;25;9;30;14;10;28;31;22;21;16;4;15;7;5;68;26834
