"X1";"X296";"X47";"X5";"X64";"X63";"X32";"X45";"X37";"X26";"X44";"X36";"X12";"X18";"X40";"X1.1";"X39";"X15";"X23";"X25";"X62";"X60";"X58";"X28";"X50";"X46";"X6";"X17";"X38";"X41";"X34";"X42";"X57";"X61";"X55";"X8";"X53";"X4";"X43";"X14";"X27";"X10";"X13";"X24";"X59";"X11";"X22";"X2";"X29";"X31";"X9";"X56";"X30";"X21";"X49";"X7";"X19";"X52";"X3";"X51";"X33";"X20";"X16";"X48";"X35";"X54"
28;262;10;45;52;4;3;2;49;24;6;11;47;22;63;39;54;1;44;5;19;61;46;31;9;58;34;21;27;59;12;33;20;51;37;13;64;43;50;62;28;35;23;38;30;40;15;56;8;26;25;41;60;17;14;7;16;53;42;48;32;57;29;18;55;36
10;45;52;4;3;2;49;24;6;11;47;22;63;39;54;1;44;5;19;61;46;31;9;58;34;21;27;59;12;33;20;51;37;13;64;43;17;62;28;35;23;38;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;55;36;28;270
28;270;10;45;52;4;3;2;49;24;6;11;47;22;63;39;54;1;44;5;19;61;46;31;9;58;34;21;27;59;12;33;20;51;37;13;64;43;17;62;28;35;23;38;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;55;36
10;45;52;4;43;2;49;24;6;11;47;22;63;39;54;1;44;5;19;61;46;31;9;58;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;23;38;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;55;36;28;270
28;270;10;45;52;4;43;2;49;24;6;11;47;22;63;39;54;1;44;5;19;61;46;31;9;58;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;23;38;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;55;36
10;45;52;4;43;2;49;24;6;11;47;22;63;39;54;1;44;5;19;61;46;31;9;58;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;38;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;23;36;28;270
28;270;10;45;52;4;43;2;49;24;6;11;47;22;63;39;54;1;44;5;19;61;46;31;9;58;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;38;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;23;36
10;45;52;4;43;2;49;58;6;11;47;22;63;39;54;1;44;5;19;61;46;31;9;24;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;38;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;23;36;28;282
28;282;10;45;52;4;43;2;49;58;6;11;47;22;63;39;54;1;44;5;19;61;46;31;9;24;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;38;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;23;36
10;45;52;4;43;2;49;58;6;11;47;22;63;39;54;1;44;5;19;61;46;59;9;24;34;21;27;31;12;33;20;51;37;13;64;3;17;62;28;35;55;38;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;23;36;28;290
28;282;10;45;52;4;43;2;49;58;6;11;47;22;63;39;54;1;44;5;19;61;46;31;9;24;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;38;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;23;36
10;45;52;4;43;2;49;58;6;11;38;22;63;39;54;1;44;5;19;61;46;31;9;24;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;47;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;23;36;28;274
28;274;10;45;52;4;43;2;49;58;6;11;38;22;63;39;54;1;44;5;19;61;46;31;9;24;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;47;30;40;15;56;8;26;25;41;60;50;14;7;16;53;42;48;32;57;29;18;23;36
10;45;52;4;43;2;49;58;6;11;38;22;63;39;54;50;44;5;19;61;46;31;9;24;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;47;30;40;15;56;8;26;25;41;60;1;14;7;16;53;42;48;32;57;29;18;23;36;28;274
28;274;10;45;52;4;43;2;49;58;6;11;38;22;63;39;54;50;44;5;19;61;46;31;9;24;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;47;30;40;15;56;8;26;25;41;60;1;14;7;16;53;42;48;32;57;29;18;23;36
10;45;52;42;43;2;49;58;6;11;38;22;63;39;54;50;44;5;19;61;46;31;9;24;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;47;30;40;15;56;8;26;25;41;60;1;14;7;16;53;4;48;32;57;29;18;23;36;28;270
28;270;10;45;52;42;43;2;49;58;6;11;38;22;63;39;54;50;44;5;19;61;46;31;9;24;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;47;30;40;15;56;8;26;25;41;60;1;14;7;16;53;4;48;32;57;29;18;23;36
10;40;52;42;43;2;49;58;6;11;38;22;63;39;54;50;44;5;19;61;46;31;9;24;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;4;48;32;57;29;18;23;36;28;282
29;282;10;40;52;42;43;2;49;58;6;11;38;22;63;39;54;50;44;5;19;61;46;31;9;24;34;21;27;59;12;33;20;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;4;48;32;57;29;18;23;36
10;40;52;42;43;2;49;58;6;11;38;22;63;39;54;50;44;5;19;61;46;31;9;24;33;21;27;59;12;34;20;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;4;48;32;57;29;18;23;36;29;282
29;282;10;40;52;42;43;2;49;58;6;11;38;22;63;39;54;50;44;5;19;61;46;31;9;24;33;21;27;59;12;34;20;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;4;48;32;57;29;18;23;36
10;40;52;42;43;2;49;58;6;11;38;20;63;39;54;50;44;5;19;61;46;31;9;24;33;21;27;59;12;34;22;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;4;48;32;57;29;18;23;36;29;282
29;282;10;40;52;42;43;2;49;58;6;11;38;20;63;39;54;50;44;5;19;61;46;31;9;24;33;21;27;59;12;34;22;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;4;48;32;57;29;18;23;36
10;40;52;42;43;2;61;58;6;11;38;20;63;39;54;50;44;5;19;49;46;31;9;24;33;21;27;59;12;34;22;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;4;48;32;57;29;18;23;36;29;282
29;282;10;40;52;42;43;2;61;58;6;11;38;20;63;39;54;50;44;5;19;49;46;31;9;24;33;21;27;59;12;34;22;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;4;48;32;57;29;18;23;36
10;40;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;5;19;49;46;31;9;24;33;21;27;59;12;34;22;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;39;48;32;57;29;18;23;36;29;282
29;282;10;40;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;5;19;49;46;31;9;24;33;21;27;59;12;34;22;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;39;48;32;57;29;18;23;36
10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;5;19;49;46;31;9;24;33;21;27;59;12;34;22;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;39;48;32;57;40;18;23;36;29;282
29;282;10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;5;19;49;46;31;9;24;33;21;27;59;12;34;22;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;41;60;1;14;7;16;53;39;48;32;57;40;18;23;36
10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;5;19;49;46;31;9;24;33;21;27;59;12;34;22;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;18;60;1;14;7;16;53;39;48;32;57;40;41;23;36;29;282
29;282;10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;5;19;49;46;31;9;24;33;21;27;59;12;34;22;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;18;60;1;14;7;16;53;39;48;32;57;40;41;23;36
10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;5;19;49;46;31;9;24;33;21;27;59;12;34;39;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;18;60;1;14;7;16;53;22;48;32;57;40;41;23;36;29;282
29;282;10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;5;19;49;46;31;9;24;33;21;27;59;12;34;39;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;18;60;1;14;7;16;53;22;48;32;57;40;41;23;36
10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;41;19;49;46;31;9;24;33;21;27;59;12;34;39;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;18;60;1;14;7;16;53;22;48;32;57;40;5;23;36;29;282
29;282;10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;41;19;49;46;31;9;24;33;21;27;59;12;34;39;51;37;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;18;60;1;14;7;16;53;22;48;32;57;40;5;23;36
10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;41;19;49;37;31;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;18;60;1;14;7;16;53;22;48;32;57;40;5;23;36;29;278
29;278;10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;41;19;49;37;31;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;45;15;56;8;26;25;18;60;1;14;7;16;53;22;48;32;57;40;5;23;36
10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;41;19;49;37;31;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;25;18;60;1;14;45;16;53;22;48;32;57;40;5;23;36;29;270
29;270;10;29;52;42;43;2;61;58;6;11;38;20;63;4;54;50;44;41;19;49;37;31;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;25;18;60;1;14;45;16;53;22;48;32;57;40;5;23;36
10;29;52;42;43;2;61;58;6;11;38;20;22;4;54;50;44;41;19;49;37;31;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;25;18;60;1;14;45;16;53;63;48;32;57;40;5;23;36;29;270
29;270;10;29;52;42;43;2;61;58;6;11;38;20;22;4;54;50;44;41;19;49;37;31;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;25;18;60;1;14;45;16;53;63;48;32;57;40;5;23;36
10;29;52;42;43;2;61;37;6;11;38;20;22;4;54;50;44;41;19;49;58;31;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;25;18;60;1;14;45;16;53;63;48;32;57;40;5;23;36;29;262
29;262;10;29;52;42;43;2;61;37;6;11;38;20;22;4;54;50;44;41;19;49;58;31;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;25;18;60;1;14;45;16;53;63;48;32;57;40;5;23;36
10;29;52;31;43;2;61;37;6;11;38;20;22;4;54;50;44;41;19;49;58;42;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;25;18;60;1;14;45;16;53;63;48;32;57;40;5;23;36;29;260
29;260;10;29;52;31;43;2;61;37;6;11;38;20;22;4;54;50;44;41;19;49;58;42;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;25;18;60;1;14;45;16;53;63;48;32;57;40;5;23;36
10;29;52;31;43;2;61;37;6;11;38;20;22;4;54;50;44;41;25;49;58;42;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;19;18;60;1;14;45;16;53;63;48;32;57;40;5;23;36;29;272
29;272;10;29;52;31;43;2;61;37;6;11;38;20;22;4;54;50;44;41;25;49;58;42;9;24;33;21;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;19;18;60;1;14;45;16;53;63;48;32;57;40;5;23;36
10;29;52;31;43;2;61;37;6;11;38;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;19;18;60;1;14;45;16;53;63;48;32;57;40;5;23;36;29;272
29;272;10;29;52;31;43;2;61;37;6;11;38;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;56;8;26;19;18;60;1;14;45;16;53;63;48;32;57;40;5;23;36
10;29;52;31;43;2;61;37;6;11;38;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;53;8;26;19;18;60;1;14;45;16;56;63;48;32;57;40;5;23;36;29;268
29;268;10;29;52;31;43;2;61;37;6;11;38;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;34;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;53;8;26;19;18;60;1;14;45;16;56;63;48;32;57;40;5;23;36
10;29;52;34;43;2;61;37;6;11;38;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;53;8;26;19;18;60;1;14;45;16;56;63;48;32;57;40;5;23;36;29;268
29;268;10;29;52;34;43;2;61;37;6;11;38;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;53;8;26;19;18;60;1;14;45;16;56;63;48;32;57;40;5;23;36
10;29;52;34;43;2;61;37;6;11;26;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;53;8;38;19;18;60;1;14;45;16;56;63;48;32;57;40;5;23;36;29;272
29;272;10;29;52;34;43;2;61;37;6;11;26;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;53;8;38;19;18;60;1;14;45;16;56;63;48;32;57;40;5;23;36
10;29;52;34;43;2;61;37;6;11;26;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;56;35;55;47;30;7;15;53;8;38;19;18;60;1;14;45;16;28;63;48;32;57;40;5;23;36;29;290
29;272;10;29;52;34;43;2;61;37;6;11;26;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;35;55;47;30;7;15;53;8;38;19;18;60;1;14;45;16;56;63;48;32;57;40;5;23;36
10;29;52;34;43;2;61;37;6;11;26;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;47;30;7;15;53;8;38;19;18;60;1;14;45;16;35;63;48;32;57;40;5;23;36;29;272
30;272;10;29;52;34;43;2;61;37;6;11;26;20;22;4;54;50;44;41;25;49;58;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;47;30;7;15;53;8;38;19;18;60;1;14;45;16;35;63;48;32;57;40;5;23;36
10;29;52;34;58;2;61;37;6;11;26;20;22;4;54;50;44;41;25;49;43;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;47;30;7;15;53;8;38;19;18;60;1;14;45;16;35;63;48;32;57;40;5;23;36;30;272
30;272;10;29;52;34;58;2;61;37;6;11;26;20;22;4;54;50;44;41;25;49;43;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;47;30;7;15;53;8;38;19;18;60;1;14;45;16;35;63;48;32;57;40;5;23;36
10;29;52;34;58;2;61;37;6;11;26;20;22;4;54;50;44;41;25;23;43;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;47;30;7;15;53;8;38;19;18;60;1;14;45;16;35;63;48;32;57;40;5;49;36;30;274
30;274;10;29;52;34;58;2;61;37;6;11;26;20;22;4;54;50;44;41;25;23;43;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;47;30;7;15;53;8;38;19;18;60;1;14;45;16;35;63;48;32;57;40;5;49;36
10;29;52;34;58;2;61;37;6;11;26;20;60;4;54;50;44;41;25;23;43;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;47;30;7;15;53;8;38;19;18;22;1;14;45;16;35;63;48;32;57;40;5;49;36;30;274
30;274;10;29;52;34;58;2;61;37;6;11;26;20;60;4;54;50;44;41;25;23;43;42;9;21;33;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;47;30;7;15;53;8;38;19;18;22;1;14;45;16;35;63;48;32;57;40;5;49;36
10;29;52;34;58;2;61;37;6;11;26;20;60;4;54;50;44;41;25;23;43;42;9;21;47;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;45;16;35;63;48;32;57;40;5;49;36;30;274
30;274;10;29;52;34;58;2;61;37;6;11;26;20;60;4;54;50;44;41;25;23;43;42;9;21;47;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;45;16;35;63;48;32;57;40;5;49;36
10;29;52;34;58;2;61;37;6;11;26;20;60;4;54;50;44;41;25;23;43;42;9;45;47;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36;30;274
30;274;10;29;52;34;58;2;61;37;6;11;26;20;60;4;54;50;44;41;25;23;43;42;9;45;47;24;27;59;12;31;39;51;46;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36
10;29;52;34;58;2;61;37;6;11;26;20;60;4;54;50;44;41;25;23;43;42;9;45;47;24;27;59;39;31;12;51;46;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36;30;274
30;274;10;29;52;34;58;2;61;37;6;11;26;20;60;4;54;50;44;41;25;23;43;42;9;45;47;24;27;59;39;31;12;51;46;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36
10;29;52;34;58;2;46;37;6;11;26;20;60;4;54;50;44;41;25;23;43;42;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36;30;274
30;274;10;29;52;34;58;2;46;37;6;11;26;20;60;4;54;50;44;41;25;23;43;42;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36
10;29;52;42;58;2;46;37;6;11;26;20;60;4;54;50;44;41;25;23;43;34;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36;30;272
30;272;10;29;52;42;58;2;46;37;6;11;26;20;60;4;54;50;44;41;25;23;43;34;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36
10;29;52;42;58;2;46;34;6;11;26;20;60;4;54;50;44;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36;30;268
30;268;10;29;52;42;58;2;46;34;6;11;26;20;60;4;54;50;44;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36
10;29;52;42;58;2;44;34;6;11;26;20;60;4;54;50;46;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36;30;268
30;268;10;29;52;42;58;2;44;34;6;11;26;20;60;4;54;50;46;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;55;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36
10;29;52;42;58;2;55;34;6;11;26;20;60;4;54;50;46;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;44;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36;30;268
30;268;10;29;52;42;58;2;55;34;6;11;26;20;60;4;54;50;46;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;44;33;30;7;15;53;8;38;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36
10;29;52;42;58;2;55;34;38;11;26;20;60;4;54;50;46;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36;30;268
30;268;10;29;52;42;58;2;55;34;38;11;26;20;60;4;54;50;46;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;13;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;22;1;14;21;16;35;63;48;32;57;40;5;49;36
10;29;52;42;58;2;55;34;38;11;26;20;60;4;54;50;46;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;22;1;14;21;16;35;63;13;32;57;40;5;49;36;30;268
30;268;10;29;52;42;58;2;55;34;38;11;26;20;60;4;54;50;46;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;22;1;14;21;16;35;63;13;32;57;40;5;49;36
52;29;10;42;58;2;55;34;38;11;26;20;60;4;54;50;46;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;22;1;14;21;16;35;63;13;32;57;40;5;49;36;30;268
30;268;52;29;10;42;58;2;55;34;38;11;26;20;60;4;54;50;46;41;25;23;43;37;9;45;47;24;27;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;22;1;14;21;16;35;63;13;32;57;40;5;49;36
52;29;10;42;58;2;55;34;38;11;26;20;60;4;54;50;46;41;22;23;43;37;9;45;47;24;27;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;21;16;35;63;13;32;57;40;5;49;36;30;260
30;260;52;29;10;42;58;2;55;34;38;11;26;20;60;4;54;50;46;41;22;23;43;37;9;45;47;24;27;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;21;16;35;63;13;32;57;40;5;49;36
52;29;10;42;58;2;55;34;38;11;26;20;60;4;54;50;46;41;22;45;43;37;9;23;47;24;27;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;21;16;35;63;13;32;57;40;5;49;36;30;256
30;256;52;29;10;42;58;2;55;34;38;11;26;20;60;4;54;50;46;41;22;45;43;37;9;23;47;24;27;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;21;16;35;63;13;32;57;40;5;49;36
52;29;10;42;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;43;37;9;23;47;24;27;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;11;16;35;63;13;32;57;40;5;49;36;30;236
30;236;52;29;10;42;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;43;37;9;23;47;24;27;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;11;16;35;63;13;32;57;40;5;49;36
27;29;10;42;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;43;37;9;23;47;24;52;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;11;16;35;63;13;32;57;40;5;49;36;30;244
30;244;27;29;10;42;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;43;37;9;23;47;24;52;59;39;31;12;51;61;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;11;16;35;63;13;32;57;40;5;49;36
27;29;10;42;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;43;37;9;23;47;24;52;59;39;31;12;51;40;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;11;16;35;63;13;32;57;61;5;49;36;30;244
30;244;27;29;10;42;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;43;37;9;23;47;24;52;59;39;31;12;51;40;48;64;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;11;16;35;63;13;32;57;61;5;49;36
27;29;10;42;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;64;37;9;23;47;24;52;59;39;31;12;51;40;48;43;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;11;16;35;63;13;32;57;61;5;49;36;30;246
31;246;27;29;10;42;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;64;37;9;23;47;24;52;59;39;31;12;51;40;48;43;3;17;62;28;56;44;33;30;7;15;53;8;6;19;18;25;1;14;11;16;35;63;13;32;57;61;5;49;36
27;29;10;19;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;64;37;9;23;47;24;52;59;39;31;12;51;40;48;43;3;17;62;28;56;44;33;30;7;15;53;8;6;42;18;25;1;14;11;16;35;63;13;32;57;61;5;49;36;31;246
31;246;27;29;10;19;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;64;37;9;23;47;24;52;59;39;31;12;51;40;48;43;3;17;62;28;56;44;33;30;7;15;53;8;6;42;18;25;1;14;11;16;35;63;13;32;57;61;5;49;36
27;29;10;19;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;64;9;37;23;47;24;52;59;39;31;12;51;40;48;43;3;17;62;28;56;44;33;30;7;15;53;8;6;42;18;25;1;14;11;16;35;63;13;32;57;61;5;49;36;31;244
31;244;27;29;10;19;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;64;9;37;23;47;24;52;59;39;31;12;51;40;48;43;3;17;62;28;56;44;33;30;7;15;53;8;6;42;18;25;1;14;11;16;35;63;13;32;57;61;5;49;36
27;29;10;19;58;2;55;34;38;21;26;20;60;4;54;50;46;41;22;45;64;9;37;23;47;48;52;59;39;31;12;51;40;24;43;3;17;62;28;56;44;33;30;7;15;53;8;6;42;18;25;1;14;11;16;35;63;13;32;57;61;5;49;36;31;244
