"X1";"X284";"X59";"X28";"X46";"X10";"X31";"X26";"X19";"X8";"X21";"X38";"X57";"X24";"X22";"X27";"X44";"X6";"X35";"X16";"X29";"X53";"X48";"X12";"X1.1";"X15";"X25";"X42";"X30";"X7";"X5";"X2";"X4";"X47";"X37";"X43";"X51";"X52";"X9";"X41";"X63";"X14";"X33";"X50";"X3";"X60";"X18";"X61";"X23";"X20";"X49";"X11";"X58";"X64";"X55";"X62";"X32";"X17";"X40";"X45";"X39";"X54";"X34";"X36";"X13";"X56"
44;31;64;11;23;43;3;6;63;27;21;17;52;37;62;33;55;53;16;32;20;50;28;49;14;54;56;42;1;30;24;9;48;5;51;41;38;57;39;61;46;22;18;47;13;36;60;40;35;19;45;29;59;8;58;7;25;2;10;15;4;34;26;12;29;266
29;266;44;31;64;11;23;43;3;6;63;27;21;17;52;37;62;33;55;53;16;32;20;50;28;49;14;54;56;42;1;30;24;9;48;5;51;41;38;57;39;61;46;22;18;47;13;36;60;40;35;19;45;29;59;8;58;7;25;2;10;15;4;34;26;12
44;31;64;11;23;43;3;6;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;57;39;61;46;22;18;47;13;36;60;40;35;19;45;29;59;8;58;7;25;2;10;15;4;34;26;12;29;278
29;278;44;31;64;11;23;43;3;6;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;57;39;61;46;22;18;47;13;36;60;40;35;19;45;29;59;8;58;7;25;2;10;15;4;34;26;12
44;31;64;11;23;43;3;59;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;57;39;61;46;22;18;47;13;36;60;40;35;19;45;29;6;8;58;7;25;2;10;15;4;34;26;12;29;274
29;274;44;31;64;11;23;43;3;59;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;57;39;61;46;22;18;47;13;36;60;40;35;19;45;29;6;8;58;7;25;2;10;15;4;34;26;12
44;31;64;11;23;43;3;59;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;25;39;61;46;22;18;47;13;36;60;40;35;19;45;29;6;8;58;7;57;2;10;15;4;34;26;12;29;274
29;274;44;31;64;11;23;43;3;59;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;25;39;61;46;22;18;47;13;36;60;40;35;19;45;29;6;8;58;7;57;2;10;15;4;34;26;12
44;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;25;39;61;46;22;18;47;13;36;60;40;35;19;45;29;6;8;58;59;57;2;10;15;4;34;26;12;29;274
29;274;44;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;25;39;61;46;22;18;47;13;36;60;40;35;19;45;29;6;8;58;59;57;2;10;15;4;34;26;12
36;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;25;39;61;46;22;18;47;13;44;60;40;35;19;45;29;6;8;58;59;57;2;10;15;4;34;26;12;29;270
29;270;36;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;25;39;61;46;22;18;47;13;44;60;40;35;19;45;29;6;8;58;59;57;2;10;15;4;34;26;12
36;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;25;39;61;46;22;59;47;13;44;60;40;35;19;45;29;6;8;58;18;57;2;10;15;4;34;26;12;29;270
29;270;36;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;51;41;38;25;39;61;46;22;59;47;13;44;60;40;35;19;45;29;6;8;58;18;57;2;10;15;4;34;26;12
51;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;13;44;60;40;35;19;45;29;6;8;58;18;57;2;10;15;4;34;26;12;29;266
29;266;51;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;14;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;13;44;60;40;35;19;45;29;6;8;58;18;57;2;10;15;4;34;26;12
51;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;45;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;13;44;60;40;35;19;14;29;6;8;58;18;57;2;10;15;4;34;26;12;29;266
29;266;51;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;45;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;13;44;60;40;35;19;14;29;6;8;58;18;57;2;10;15;4;34;26;12
51;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;45;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;2;44;60;40;35;19;14;29;6;8;58;18;57;13;10;15;4;34;26;12;29;266
29;266;51;31;64;11;23;43;3;7;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;49;45;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;2;44;60;40;35;19;14;29;6;8;58;18;57;13;10;15;4;34;26;12
51;31;64;11;23;43;3;49;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;7;45;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;2;44;60;40;35;19;14;29;6;8;58;18;57;13;10;15;4;34;26;12;29;274
29;274;51;31;64;11;23;43;3;49;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;7;45;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;2;44;60;40;35;19;14;29;6;8;58;18;57;13;10;15;4;34;26;12
51;31;64;11;23;43;3;49;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;7;57;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;2;44;60;40;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12;29;274
29;274;51;31;64;11;23;43;3;49;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;7;57;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;2;44;60;40;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12
40;31;64;11;23;43;3;49;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;7;57;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;2;44;60;51;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12;29;274
29;274;40;31;64;11;23;43;3;49;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;7;57;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;47;2;44;60;51;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12
40;31;64;11;23;43;47;49;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;7;57;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12;29;282
29;282;40;31;64;11;23;43;47;49;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;7;57;54;56;42;1;30;24;9;48;5;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12
40;31;64;11;5;43;47;49;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;7;57;54;56;42;1;30;24;9;48;23;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12;29;282
29;282;40;31;64;11;5;43;47;49;63;27;21;17;52;37;62;33;28;53;16;32;20;50;55;7;57;54;56;42;1;30;24;9;48;23;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12
40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;32;20;50;55;7;57;54;56;42;1;30;24;9;37;23;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12;29;276
30;276;40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;32;20;50;55;7;57;54;56;42;1;30;24;9;37;23;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12
40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;42;1;30;24;9;37;23;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12;30;276
30;276;40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;42;1;30;24;9;37;23;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;29;6;8;58;18;45;13;10;15;4;34;26;12
40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;42;1;30;24;9;37;23;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;29;6;8;58;10;45;13;18;15;4;34;26;12;30;276
30;276;40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;42;1;30;24;9;37;23;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;29;6;8;58;10;45;13;18;15;4;34;26;12
40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;29;1;30;24;9;37;23;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;13;18;15;4;34;26;12;30;272
30;272;40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;29;1;30;24;9;37;23;36;41;38;25;39;61;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;13;18;15;4;34;26;12
40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;29;1;30;24;9;37;23;36;41;38;25;39;13;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;15;4;34;26;12;30;272
30;272;40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;29;1;30;24;9;37;23;36;41;38;25;39;13;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;15;4;34;26;12
40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;29;1;30;24;9;37;23;15;41;38;25;39;13;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12;30;272
30;272;40;31;64;11;5;43;47;49;63;27;21;17;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;29;1;30;24;9;37;23;15;41;38;25;39;13;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12
40;31;64;11;5;43;47;49;63;27;21;25;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;29;1;30;24;9;37;23;15;41;38;17;39;13;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12;30;272
30;272;40;31;64;11;5;43;47;49;63;27;21;25;52;48;62;33;28;53;16;20;32;50;55;7;57;54;56;29;1;30;24;9;37;23;15;41;38;17;39;13;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12
40;31;64;11;5;43;47;49;63;27;21;25;52;48;62;33;28;53;16;20;32;50;55;7;57;56;54;29;1;30;24;9;37;23;15;41;38;17;39;13;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12;30;280
30;280;40;31;64;11;5;43;47;49;63;27;21;25;52;48;62;33;28;53;16;20;32;50;55;7;57;56;54;29;1;30;24;9;37;23;15;41;38;17;39;13;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12
40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;53;16;20;32;50;55;7;57;56;54;29;1;30;24;9;37;23;15;41;38;49;39;13;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12;30;280
30;280;40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;53;16;20;32;50;55;7;57;56;54;29;1;30;24;9;37;23;15;41;38;49;39;13;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12
40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;53;16;13;32;50;55;7;57;56;54;29;1;30;24;9;37;23;15;41;38;49;39;20;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12;30;282
30;282;40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;53;16;13;32;50;55;7;57;56;54;29;1;30;24;9;37;23;15;41;38;49;39;20;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12
40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;53;16;13;32;23;55;7;57;56;54;29;1;30;24;9;37;50;15;41;38;49;39;20;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12;30;282
30;282;40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;53;16;13;32;23;55;7;57;56;54;29;1;30;24;9;37;50;15;41;38;49;39;20;46;22;59;3;2;44;60;51;35;19;14;42;6;8;58;10;45;61;18;36;4;34;26;12
40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;58;16;13;32;23;55;7;57;56;54;29;1;30;24;9;37;50;15;41;38;49;39;20;46;22;59;3;2;44;60;51;35;19;14;42;6;8;53;10;45;61;18;36;4;34;26;12;30;282
30;282;40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;58;16;13;32;23;55;7;57;56;54;29;1;30;24;9;37;50;15;41;38;49;39;20;46;22;59;3;2;44;60;51;35;19;14;42;6;8;53;10;45;61;18;36;4;34;26;12
40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;58;16;13;32;14;55;7;57;56;54;29;1;30;24;9;37;50;15;41;38;49;39;20;46;22;59;3;2;44;60;51;35;19;23;42;6;8;53;10;45;61;18;36;4;34;26;12;30;278
30;278;40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;58;16;13;32;14;55;7;57;56;54;29;1;30;24;9;37;50;15;41;38;49;39;20;46;22;59;3;2;44;60;51;35;19;23;42;6;8;53;10;45;61;18;36;4;34;26;12
40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;58;16;13;32;14;55;7;57;56;54;29;1;30;24;9;37;50;15;41;38;49;39;20;26;22;59;3;2;44;60;51;35;19;23;42;6;8;53;10;45;61;18;36;4;34;46;12;30;278
30;278;40;31;64;11;5;43;47;17;63;27;21;25;52;48;62;33;28;58;16;13;32;14;55;7;57;56;54;29;1;30;24;9;37;50;15;41;38;49;39;20;26;22;59;3;2;44;60;51;35;19;23;42;6;8;53;10;45;61;18;36;4;34;46;12
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;33;28;58;16;13;32;14;55;7;57;56;54;29;1;30;24;9;37;50;15;41;38;49;39;20;26;22;59;3;2;44;60;51;35;19;23;42;6;8;53;10;45;61;52;36;4;34;46;12;30;278
30;278;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;33;28;58;16;13;32;14;55;7;57;56;54;29;1;30;24;9;37;50;15;41;38;49;39;20;26;22;59;3;2;44;60;51;35;19;23;42;6;8;53;10;45;61;52;36;4;34;46;12
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;33;28;58;16;13;32;14;55;7;57;56;54;29;1;30;24;10;37;50;15;41;38;49;39;20;26;22;59;3;2;44;60;51;35;19;23;42;6;8;53;9;45;61;52;36;4;34;46;12;30;280
30;280;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;33;28;58;16;13;32;14;55;7;57;56;54;29;1;30;24;10;37;50;15;41;38;49;39;20;26;22;59;3;2;44;60;51;35;19;23;42;6;8;53;9;45;61;52;36;4;34;46;12
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;33;58;16;13;32;14;55;7;57;56;54;29;1;30;24;10;37;50;15;41;38;49;39;20;26;22;59;3;2;44;60;51;35;19;23;42;6;8;53;9;45;61;52;36;4;34;46;12;30;284
30;284;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;33;58;16;13;32;14;55;7;57;56;54;29;1;30;24;10;37;50;15;41;38;49;39;20;26;22;59;3;2;44;60;51;35;19;23;42;6;8;53;9;45;61;52;36;4;34;46;12
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;32;14;55;7;57;56;54;29;1;30;24;10;37;50;15;41;38;33;39;20;26;22;59;3;2;44;60;51;35;19;23;42;6;8;53;9;45;61;52;36;4;34;46;12;30;288
30;288;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;32;14;55;7;57;56;54;29;1;30;24;10;37;50;15;41;38;33;39;20;26;22;59;3;2;44;60;51;35;19;23;42;6;8;53;9;45;61;52;36;4;34;46;12
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;10;37;50;15;41;38;33;39;20;26;32;59;3;2;44;60;51;35;19;23;42;6;8;53;9;45;61;52;36;4;34;46;12;30;288
30;288;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;10;37;50;15;41;38;33;39;20;26;32;59;3;2;44;60;51;35;19;23;42;6;8;53;9;45;61;52;36;4;34;46;12
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;37;50;15;41;38;33;39;20;26;32;59;3;2;44;60;10;35;19;23;42;6;8;53;9;45;61;52;36;4;34;46;12;30;290
30;290;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;37;50;15;41;38;33;39;20;26;32;59;3;2;44;60;10;35;19;23;42;6;8;53;9;45;61;52;36;4;34;46;12
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;37;50;15;41;38;33;39;20;26;32;59;3;2;44;46;10;35;19;23;42;6;8;53;9;45;61;52;36;4;34;60;12;30;290
31;290;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;37;50;15;41;38;33;39;20;26;32;59;3;2;44;46;10;35;19;23;42;6;8;53;9;45;61;52;36;4;34;60;12
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;38;33;39;20;26;32;59;3;2;44;46;10;35;19;23;42;6;8;53;9;45;61;52;36;37;34;60;12;31;290
31;290;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;38;33;39;20;26;32;59;3;2;44;46;10;35;19;23;42;6;8;53;9;45;61;52;36;37;34;60;12
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;38;33;39;20;26;32;42;3;2;44;46;10;35;19;23;59;6;8;53;9;45;61;52;36;37;34;60;12;31;290
31;290;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;38;33;39;20;26;32;42;3;2;44;46;10;35;19;23;59;6;8;53;9;45;61;52;36;37;34;60;12
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;38;33;39;20;26;32;42;12;2;44;46;10;35;19;23;59;6;8;53;9;45;61;52;36;37;34;60;3;31;286
31;286;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;38;33;39;20;26;32;42;12;2;44;46;10;35;19;23;59;6;8;53;9;45;61;52;36;37;34;60;3
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;10;35;19;23;59;6;8;53;9;45;61;52;36;37;34;60;3;31;282
31;282;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;13;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;10;35;19;23;59;6;8;53;9;45;61;52;36;37;34;60;3
40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;60;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;10;35;19;23;59;6;8;53;9;45;61;52;36;37;34;13;3;31;280
31;280;40;31;64;11;5;43;47;17;63;27;21;25;18;48;62;28;49;58;16;60;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;10;35;19;23;59;6;8;53;9;45;61;52;36;37;34;13;3
40;31;64;11;5;43;47;17;63;27;21;25;18;10;62;28;49;58;16;60;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;61;52;36;37;34;13;3;31;268
31;268;40;31;64;11;5;43;47;17;63;27;21;25;18;10;62;28;49;58;16;60;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;61;52;36;37;34;13;3
40;31;64;11;5;43;47;17;63;27;21;25;18;10;62;28;49;58;16;60;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;61;52;36;34;37;13;3;31;268
31;268;40;31;64;11;5;43;47;17;63;27;21;25;18;10;62;28;49;58;16;60;22;14;55;7;57;56;54;29;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;61;52;36;34;37;13;3
40;31;64;11;29;43;47;17;63;27;21;25;18;10;62;28;49;58;16;60;22;14;55;7;57;56;54;5;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;61;52;36;34;37;13;3;31;272
31;272;40;31;64;11;29;43;47;17;63;27;21;25;18;10;62;28;49;58;16;60;22;14;55;7;57;56;54;5;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;61;52;36;34;37;13;3
40;31;64;11;29;43;47;17;63;27;21;25;18;10;62;28;49;5;16;60;22;14;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;61;52;36;34;37;13;3;31;268
31;268;40;31;64;11;29;43;47;17;63;27;21;25;18;10;62;28;49;5;16;60;22;14;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;61;52;36;34;37;13;3
40;31;64;11;29;43;47;49;63;27;21;25;18;10;62;28;17;5;16;60;22;14;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;61;52;36;34;37;13;3;31;268
31;268;40;31;64;11;29;43;47;49;63;27;21;25;18;10;62;28;17;5;16;60;22;14;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;61;52;36;34;37;13;3
40;31;64;61;29;43;47;49;63;27;21;25;18;10;62;28;17;5;16;60;22;14;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;11;52;36;34;37;13;3;31;272
31;272;40;31;64;61;29;43;47;49;63;27;21;25;18;10;62;28;17;5;16;60;22;14;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;12;38;44;46;48;35;19;23;59;6;8;53;9;45;11;52;36;34;37;13;3
40;31;64;61;29;43;47;49;63;27;21;25;18;10;62;28;17;5;16;60;22;12;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;14;38;44;46;48;35;19;23;59;6;8;53;9;45;11;52;36;34;37;13;3;31;276
31;276;40;31;64;61;29;43;47;49;63;27;21;25;18;10;62;28;17;5;16;60;22;12;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;20;26;32;42;14;38;44;46;48;35;19;23;59;6;8;53;9;45;11;52;36;34;37;13;3
40;31;64;61;29;43;47;49;63;27;21;25;18;10;62;28;17;5;16;60;22;12;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;6;26;32;42;14;38;44;46;48;35;19;23;59;20;8;53;9;45;11;52;36;34;37;13;3;31;276
31;276;40;31;64;61;29;43;47;49;63;27;21;25;18;10;62;28;17;5;16;60;22;12;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;6;26;32;42;14;38;44;46;48;35;19;23;59;20;8;53;9;45;11;52;36;34;37;13;3
40;31;64;61;29;43;47;49;63;16;21;25;18;10;62;28;17;5;27;60;22;12;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;6;26;32;42;14;38;44;46;48;35;19;23;59;20;8;53;9;45;11;52;36;34;37;13;3;31;280
31;280;40;31;64;61;29;43;47;49;63;16;21;25;18;10;62;28;17;5;27;60;22;12;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;6;26;32;42;14;38;44;46;48;35;19;23;59;20;8;53;9;45;11;52;36;34;37;13;3
40;31;64;61;8;43;47;49;63;16;21;25;18;10;62;28;17;5;27;60;22;12;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;6;26;32;42;14;38;44;46;48;35;19;23;59;20;29;53;9;45;11;52;36;34;37;13;3;31;280
31;280;40;31;64;61;8;43;47;49;63;16;21;25;18;10;62;28;17;5;27;60;22;12;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;6;26;32;42;14;38;44;46;48;35;19;23;59;20;29;53;9;45;11;52;36;34;37;13;3
40;31;64;61;8;43;47;49;63;16;21;25;18;10;62;28;17;5;42;60;22;12;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;6;26;32;27;14;38;44;46;48;35;19;23;59;20;29;53;9;45;11;52;36;34;37;13;3;31;268
31;268;40;31;64;61;8;43;47;49;63;16;21;25;18;10;62;28;17;5;42;60;22;12;55;7;57;56;54;58;1;30;24;51;4;50;15;41;2;33;39;6;26;32;27;14;38;44;46;48;35;19;23;59;20;29;53;9;45;11;52;36;34;37;13;3
