"X1";"X290";"X25";"X41";"X17";"X9";"X43";"X1.1";"X10";"X50";"X35";"X46";"X56";"X3";"X36";"X29";"X60";"X47";"X62";"X33";"X39";"X42";"X14";"X34";"X31";"X44";"X7";"X13";"X19";"X52";"X27";"X37";"X61";"X57";"X49";"X63";"X24";"X58";"X23";"X8";"X48";"X45";"X26";"X4";"X38";"X18";"X32";"X54";"X51";"X5";"X40";"X2";"X15";"X22";"X6";"X30";"X12";"X16";"X20";"X11";"X59";"X28";"X21";"X53";"X64";"X55"
33;276;19;6;41;32;23;27;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;16;57;22;13;31;7;34;1;42;43;30;24;26;35;40;21;15;44;49;62;25;53;20;54;5;10;4;12;2;51;36;47;56;58;48;29;59;11;37;33
19;6;62;32;23;27;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;16;57;22;13;31;7;34;1;42;43;30;24;26;35;40;21;15;44;49;41;25;53;20;54;5;10;4;12;2;51;36;47;56;58;48;29;59;11;37;33;33;286
33;286;19;6;62;32;23;27;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;16;57;22;13;31;7;34;1;42;43;30;24;26;35;40;21;15;44;49;41;25;53;20;54;5;10;4;12;2;51;36;47;56;58;48;29;59;11;37;33
19;6;62;32;23;20;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;16;57;22;13;31;7;34;1;42;43;30;24;26;35;40;21;15;44;49;41;25;53;27;54;5;10;4;12;2;51;36;47;56;58;48;29;59;11;37;33;33;290
33;290;19;6;62;32;23;20;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;16;57;22;13;31;7;34;1;42;43;30;24;26;35;40;21;15;44;49;41;25;53;27;54;5;10;4;12;2;51;36;47;56;58;48;29;59;11;37;33
19;6;62;32;23;20;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;16;57;22;13;31;7;34;1;42;43;30;24;26;35;40;21;15;11;49;41;25;53;27;54;5;10;4;12;2;51;36;47;56;58;48;29;59;44;37;33;33;290
34;290;19;6;62;32;23;20;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;16;57;22;13;31;7;34;1;42;43;30;24;26;35;40;21;15;11;49;41;25;53;27;54;5;10;4;12;2;51;36;47;56;58;48;29;59;44;37;33
19;6;62;32;23;20;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;25;57;22;13;31;7;34;1;42;43;30;24;26;35;40;21;15;11;49;41;16;53;27;54;5;10;4;12;2;51;36;47;56;58;48;29;59;44;37;33;34;290
34;290;19;6;62;32;23;20;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;25;57;22;13;31;7;34;1;42;43;30;24;26;35;40;21;15;11;49;41;16;53;27;54;5;10;4;12;2;51;36;47;56;58;48;29;59;44;37;33
19;6;62;32;23;20;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;21;15;11;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;48;29;59;44;37;33;34;290
34;290;19;6;62;32;23;20;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;21;15;11;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;48;29;59;44;37;33
19;6;62;32;23;20;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;48;15;11;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;59;44;37;33;34;290
34;290;19;6;62;32;23;20;61;64;50;60;14;9;28;46;3;55;45;38;52;63;17;39;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;48;15;11;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;59;44;37;33
19;6;62;32;23;20;61;64;50;60;14;9;48;46;3;55;45;38;52;63;17;39;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;11;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;59;44;37;33;34;290
34;290;19;6;62;32;23;20;61;64;50;60;14;9;48;46;3;55;45;38;52;63;17;39;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;11;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;59;44;37;33
19;6;62;32;23;20;61;64;50;60;14;11;48;46;3;55;45;38;52;63;17;39;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;9;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;59;44;37;33;34;290
34;290;19;6;62;32;23;20;61;64;50;60;14;11;48;46;3;55;45;38;52;63;17;39;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;9;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;59;44;37;33
19;6;62;32;23;20;61;64;50;60;14;11;48;46;3;55;45;38;52;63;39;17;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;9;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;59;44;37;33;34;294
34;294;19;6;62;32;23;20;61;64;50;60;14;11;48;46;3;55;45;38;52;63;39;17;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;9;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;59;44;37;33
19;6;62;32;23;20;61;64;50;60;14;11;48;46;3;55;45;38;52;63;39;17;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;9;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;33;34;294
34;294;19;6;62;32;23;20;61;64;50;60;14;11;48;46;3;55;45;38;52;63;39;17;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;9;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;33
19;6;62;32;23;20;61;64;50;60;9;11;48;46;3;55;45;38;52;63;39;17;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;14;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;33;34;294
34;294;19;6;62;32;23;20;61;64;50;60;9;11;48;46;3;55;45;38;52;63;39;17;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;14;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;33
19;6;62;32;23;20;61;14;50;60;9;11;48;46;3;55;45;38;52;63;39;17;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;64;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;33;34;294
34;294;19;6;62;32;23;20;61;14;50;60;9;11;48;46;3;55;45;38;52;63;39;17;18;8;25;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;64;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;33
19;6;62;32;23;20;61;14;50;60;9;11;48;46;3;55;45;38;52;63;39;17;18;8;33;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;64;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;25;34;294
34;294;19;6;62;32;23;20;61;14;50;60;9;11;48;46;3;55;45;38;52;63;39;17;18;8;33;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;64;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;25
19;6;62;32;23;20;61;14;50;60;9;11;48;46;64;55;45;38;52;63;39;17;18;8;33;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;3;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;25;34;276
34;276;19;6;62;32;23;20;61;14;50;60;9;11;48;46;64;55;45;38;52;63;39;17;18;8;33;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;3;49;41;16;53;27;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;25
19;6;62;32;23;20;61;14;50;60;9;11;48;46;64;55;45;38;52;63;39;17;18;8;27;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;3;49;41;16;53;33;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;25;34;276
34;276;19;6;62;32;23;20;61;14;50;60;9;11;48;46;64;55;45;38;52;63;39;17;18;8;27;57;22;13;31;7;34;1;42;51;30;24;26;35;40;28;15;3;49;41;16;53;33;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;25
19;6;62;32;23;20;61;14;50;60;9;11;48;46;64;55;45;38;52;63;39;17;18;42;27;57;22;13;31;7;34;1;8;51;30;24;26;35;40;28;15;3;49;41;16;53;33;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;25;34;276
34;276;19;6;62;32;23;20;61;14;50;60;9;11;48;46;64;55;45;38;52;63;39;17;18;42;27;57;22;13;31;7;34;1;8;51;30;24;26;35;40;28;15;3;49;41;16;53;33;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;25
19;6;62;32;23;20;61;14;50;60;9;11;48;46;64;1;45;38;52;63;39;17;18;42;27;57;22;13;31;7;34;55;8;51;30;24;26;35;40;28;15;3;49;41;16;53;33;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;25;34;280
34;280;19;6;62;32;23;20;61;14;50;60;9;11;48;46;64;1;45;38;52;63;39;17;18;42;27;57;22;13;31;7;34;55;8;51;30;24;26;35;40;28;15;3;49;41;16;53;33;54;5;10;4;12;2;43;36;47;56;58;21;29;44;59;37;25
19;6;62;32;23;20;61;14;50;29;9;11;48;46;64;1;45;38;52;63;39;17;18;42;27;57;22;13;31;7;34;55;8;51;30;24;26;35;40;28;15;3;49;41;16;53;33;54;5;10;4;12;2;43;36;47;56;58;21;60;44;59;37;25;34;280
34;280;19;6;62;32;23;20;61;14;50;29;9;11;48;46;64;1;45;38;52;63;39;17;18;42;27;57;22;13;31;7;34;55;8;51;30;24;26;35;40;28;15;3;49;41;16;53;33;54;5;10;4;12;2;43;36;47;56;58;21;60;44;59;37;25
19;6;62;32;23;20;61;14;50;29;9;11;48;46;16;1;45;38;52;63;39;17;18;42;27;57;22;13;31;7;34;55;8;51;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;2;43;36;47;56;58;21;60;44;59;37;25;34;280
34;280;19;6;62;32;23;20;61;14;50;29;9;11;48;46;16;1;45;38;52;63;39;17;18;42;27;57;22;13;31;7;34;55;8;51;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;2;43;36;47;56;58;21;60;44;59;37;25
19;6;62;32;23;20;61;14;50;29;9;11;48;46;16;1;45;38;52;63;39;2;18;42;27;57;22;13;31;7;34;55;8;51;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;17;43;36;47;56;58;21;60;44;59;37;25;34;276
34;276;19;6;62;32;23;20;61;14;50;29;9;11;48;46;16;1;45;38;52;63;39;2;18;42;27;57;22;13;31;7;34;55;8;51;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;17;43;36;47;56;58;21;60;44;59;37;25
19;6;51;32;23;20;61;14;50;29;9;11;48;46;16;1;45;38;52;63;39;2;18;42;27;57;22;13;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;17;43;36;47;56;58;21;60;44;59;37;25;34;272
34;272;19;6;51;32;23;20;61;14;50;29;9;11;48;46;16;1;45;38;52;63;39;2;18;42;27;57;22;13;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;17;43;36;47;56;58;21;60;44;59;37;25
19;6;51;32;23;20;17;14;50;29;9;11;48;46;16;1;45;38;52;63;39;2;18;42;27;57;22;13;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25;34;272
34;272;19;6;51;32;23;20;17;14;50;29;9;11;48;46;16;1;45;38;52;63;39;2;18;42;27;57;22;13;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25
19;42;51;32;23;20;17;14;50;29;9;11;48;46;16;1;45;38;52;63;39;2;18;6;27;57;22;13;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25;34;272
35;272;19;42;51;32;23;20;17;14;50;29;9;11;48;46;16;1;45;38;52;63;39;2;18;6;27;57;22;13;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25
19;42;51;32;23;20;17;14;50;29;9;11;48;46;16;1;45;38;52;63;39;2;18;6;27;57;13;22;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25;35;276
35;276;19;42;51;32;23;20;17;14;50;29;9;11;48;46;16;1;45;38;52;63;39;2;18;6;27;57;13;22;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25
19;42;51;32;23;20;63;14;50;29;9;11;48;46;16;1;45;38;52;17;39;2;18;6;27;57;13;22;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25;35;280
35;280;19;42;51;32;23;20;63;14;50;29;9;11;48;46;16;1;45;38;52;17;39;2;18;6;27;57;13;22;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25
19;42;51;32;23;11;63;14;50;29;9;20;48;46;16;1;45;38;52;17;39;2;18;6;27;57;13;22;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25;35;264
35;264;19;42;51;32;23;11;63;14;50;29;9;20;48;46;16;1;45;38;52;17;39;2;18;6;27;57;13;22;31;7;34;55;8;62;30;24;26;35;40;28;15;3;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25
19;42;51;32;23;11;63;14;50;29;9;20;48;46;16;1;45;38;52;17;39;2;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;40;28;15;13;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25;35;256
35;256;19;42;51;32;23;11;63;14;50;29;9;20;48;46;16;1;45;38;52;17;39;2;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;40;28;15;13;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;60;44;59;37;25
19;42;51;32;23;11;63;14;50;29;9;20;48;46;16;1;45;38;52;17;60;2;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;40;28;15;13;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;39;44;59;37;25;35;256
35;256;19;42;51;32;23;11;63;14;50;29;9;20;48;46;16;1;45;38;52;17;60;2;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;40;28;15;13;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;39;44;59;37;25
19;42;51;32;23;11;63;14;50;29;9;20;48;46;16;1;45;38;52;17;60;2;18;6;3;57;27;22;31;7;34;55;8;62;30;24;26;35;40;28;15;13;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;39;44;59;37;25;35;268
35;256;19;42;51;32;23;11;63;14;50;29;9;20;48;46;16;1;45;38;52;17;60;2;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;40;28;15;13;49;41;64;53;33;54;5;10;4;12;61;43;36;47;56;58;21;39;44;59;37;25
19;33;51;32;23;11;63;14;50;29;9;20;48;46;16;1;45;38;52;17;60;2;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;40;28;15;13;49;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;59;37;25;35;256
35;256;19;33;51;32;23;11;63;14;50;29;9;20;48;46;16;1;45;38;52;17;60;2;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;40;28;15;13;49;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;59;37;25
19;33;51;32;23;11;63;14;50;40;9;20;48;46;16;1;45;38;52;17;60;2;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;29;28;15;13;49;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;59;37;25;35;282
35;282;19;33;51;32;23;11;63;14;50;40;9;20;48;46;16;1;45;38;52;17;60;2;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;29;28;15;13;49;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;59;37;25
19;33;51;32;23;11;63;14;50;40;9;20;48;46;16;1;45;38;52;17;60;2;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;29;28;15;49;13;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;59;37;25;35;282
35;282;19;33;51;32;23;11;63;14;50;40;9;20;48;46;16;1;45;38;52;17;60;2;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;29;28;15;49;13;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;59;37;25
19;33;51;32;23;11;63;14;50;40;9;20;48;46;16;1;45;38;52;17;60;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;29;28;15;49;13;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;2;37;25;35;284
35;284;19;33;51;32;23;11;63;14;50;40;9;20;48;46;16;1;45;38;52;17;60;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;29;28;15;49;13;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;2;37;25
19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;1;45;38;52;17;60;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;29;28;15;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;2;37;25;35;284
35;284;19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;1;45;38;52;17;60;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;26;35;29;28;15;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;2;37;25
19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;1;45;38;52;17;60;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;15;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;2;37;25;35;280
35;280;19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;1;45;38;52;17;60;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;15;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;2;37;25
19;33;51;32;23;20;63;14;50;40;9;11;13;46;16;1;45;38;52;17;60;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;15;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;2;37;25;35;296
35;280;19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;1;45;38;52;17;60;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;15;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;2;37;25
19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;15;45;38;52;17;60;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;1;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;2;37;25;35;280
35;280;19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;15;45;38;52;17;60;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;1;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;2;37;25
19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;15;45;38;52;17;2;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;1;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;60;37;25;35;280
35;280;19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;15;45;38;52;17;2;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;1;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;60;37;25
19;33;51;32;23;11;63;14;50;40;9;46;13;20;16;15;45;38;52;17;2;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;1;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;60;37;25;35;300
35;280;19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;15;45;38;52;17;2;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;1;49;48;41;64;53;42;54;5;10;4;12;61;43;36;47;56;58;21;39;44;60;37;25
19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;15;45;38;52;17;10;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;1;49;48;41;64;53;42;54;5;2;4;12;61;43;36;47;56;58;21;39;44;60;37;25;35;280
35;280;19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;15;45;38;52;17;10;59;18;6;27;57;3;22;31;7;34;55;8;62;30;24;35;26;29;28;1;49;48;41;64;53;42;54;5;2;4;12;61;43;36;47;56;58;21;39;44;60;37;25
19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;7;34;55;8;62;17;24;35;26;29;28;1;49;48;41;64;53;42;54;5;2;4;12;61;43;36;47;56;58;21;39;44;60;37;25;35;280
35;280;19;33;51;32;23;11;63;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;7;34;55;8;62;17;24;35;26;29;28;1;49;48;41;64;53;42;54;5;2;4;12;61;43;36;47;56;58;21;39;44;60;37;25
19;33;51;63;23;11;32;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;7;34;55;8;62;17;24;35;26;29;28;1;49;48;41;64;53;42;54;5;2;4;12;61;43;36;47;56;58;21;39;44;60;37;25;35;284
35;284;19;33;51;63;23;11;32;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;7;34;55;8;62;17;24;35;26;29;28;1;49;48;41;64;53;42;54;5;2;4;12;61;43;36;47;56;58;21;39;44;60;37;25
19;33;51;63;23;11;32;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;24;35;26;29;28;1;49;48;41;64;53;42;54;5;7;4;12;61;43;36;47;56;58;21;39;44;60;37;25;35;284
36;284;19;33;51;63;23;11;32;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;24;35;26;29;28;1;49;48;41;64;53;42;54;5;7;4;12;61;43;36;47;56;58;21;39;44;60;37;25
4;33;51;63;23;11;32;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;24;35;26;29;28;1;49;48;41;64;53;42;54;5;7;19;12;61;43;36;47;56;58;21;39;44;60;37;25;36;284
36;284;4;33;51;63;23;11;32;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;24;35;26;29;28;1;49;48;41;64;53;42;54;5;7;19;12;61;43;36;47;56;58;21;39;44;60;37;25
4;33;51;63;23;11;32;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;24;35;26;29;28;1;49;48;41;64;53;42;54;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25;36;284
36;284;4;33;51;63;23;11;32;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;24;35;26;29;28;1;49;48;41;64;53;42;54;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25
4;24;51;63;23;11;32;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;33;35;26;29;28;1;49;48;41;64;53;42;54;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25;36;284
36;284;4;24;51;63;23;11;32;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;33;35;26;29;28;1;49;48;41;64;53;42;54;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25
4;24;51;63;23;11;32;14;50;40;9;20;13;46;16;15;54;38;52;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;33;35;26;29;28;1;49;48;41;64;53;42;45;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25;36;300
36;284;4;24;51;63;23;11;32;14;50;40;9;20;13;46;16;15;45;38;52;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;33;35;26;29;28;1;49;48;41;64;53;42;54;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25
4;24;51;63;23;11;32;14;50;40;9;52;13;46;16;15;45;38;20;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;33;35;26;29;28;1;49;48;41;64;53;42;54;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25;36;288
36;288;4;24;51;63;23;11;32;14;50;40;9;52;13;46;16;15;45;38;20;30;10;59;18;6;27;57;3;22;31;2;34;55;8;62;17;33;35;26;29;28;1;49;48;41;64;53;42;54;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25
4;24;51;63;23;11;32;14;50;40;9;52;13;46;16;15;45;38;20;30;10;59;18;6;27;57;54;22;31;2;34;55;8;62;17;33;35;26;29;28;1;49;48;41;64;53;42;3;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25;36;276
36;276;4;24;51;63;23;11;32;14;50;40;9;52;13;46;16;15;45;38;20;30;10;59;18;6;27;57;54;22;31;2;34;55;8;62;17;33;35;26;29;28;1;49;48;41;64;53;42;3;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25
4;24;51;63;23;11;32;14;50;40;9;52;13;46;16;15;45;38;20;30;10;59;18;6;27;57;54;22;31;2;34;55;8;62;17;49;35;26;29;28;1;33;48;41;64;53;42;3;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25;36;276
36;276;4;24;51;63;23;11;32;14;50;40;9;52;13;46;16;15;45;38;20;30;10;59;18;6;27;57;54;22;31;2;34;55;8;62;17;49;35;26;29;28;1;33;48;41;64;53;42;3;5;7;19;12;61;43;36;47;56;39;21;58;44;60;37;25
4;24;51;63;23;11;12;14;50;40;9;52;13;46;16;15;45;38;20;30;10;59;18;6;27;57;54;22;31;2;34;55;8;62;17;49;35;26;29;28;1;33;48;41;64;53;42;3;5;7;19;32;61;43;36;47;56;39;21;58;44;60;37;25;36;276
36;276;4;24;51;63;23;11;12;14;50;40;9;52;13;46;16;15;45;38;20;30;10;59;18;6;27;57;54;22;31;2;34;55;8;62;17;49;35;26;29;28;1;33;48;41;64;53;42;3;5;7;19;32;61;43;36;47;56;39;21;58;44;60;37;25
4;24;51;63;23;11;12;14;50;40;9;52;13;46;28;15;45;38;20;30;10;59;18;6;27;57;54;22;31;2;34;55;8;62;17;49;35;26;29;16;1;33;48;41;64;53;42;3;5;7;19;32;61;43;36;47;56;39;21;58;44;60;37;25;36;292
