"X1";"X27168";"X19";"X6";"X28";"X10";"X26";"X18";"X3";"X17";"X14";"X8";"X29";"X4";"X11";"X21";"X2";"X32";"X25";"X5";"X13";"X31";"X7";"X27";"X22";"X1.1";"X12";"X23";"X16";"X24";"X20";"X9";"X15";"X30"
82;24986;14;11;16;15;17;3;7;8;22;24;9;12;21;28;30;10;2;23;31;19;27;1;4;32;13;26;5;25;18;6;20;29
9;11;16;15;17;3;7;8;22;24;14;12;21;28;30;10;2;23;31;19;27;1;4;32;13;26;5;25;18;6;20;29;82;25186
82;25186;9;11;16;15;17;3;7;8;22;24;14;12;21;28;30;10;2;23;31;19;27;1;4;32;13;26;5;25;18;6;20;29
9;11;16;15;17;3;21;8;22;24;14;12;7;28;30;10;2;23;31;19;27;1;4;32;13;26;5;25;18;6;20;29;82;25644
82;25644;9;11;16;15;17;3;21;8;22;24;14;12;7;28;30;10;2;23;31;19;27;1;4;32;13;26;5;25;18;6;20;29
9;3;16;15;17;11;21;8;22;24;14;12;7;28;30;10;2;23;31;19;27;1;4;32;13;26;5;25;18;6;20;29;82;25524
82;25524;9;3;16;15;17;11;21;8;22;24;14;12;7;28;30;10;2;23;31;19;27;1;4;32;13;26;5;25;18;6;20;29
9;3;16;15;17;11;21;8;22;24;14;12;7;28;30;10;2;23;31;19;27;1;32;4;13;26;5;25;18;6;20;29;82;25618
82;25618;9;3;16;15;17;11;21;8;22;24;14;12;7;28;30;10;2;23;31;19;27;1;32;4;13;26;5;25;18;6;20;29
19;3;16;15;17;11;21;8;22;24;14;12;7;28;30;10;2;23;31;9;27;1;32;4;13;26;5;25;18;6;20;29;82;26438
82;25618;9;3;16;15;17;11;21;8;22;24;14;12;7;28;30;10;2;23;31;19;27;1;32;4;13;26;5;25;18;6;20;29
9;3;16;15;17;11;21;8;22;24;14;18;7;28;30;10;2;23;31;19;27;1;32;4;13;26;5;25;12;6;20;29;82;26448
82;25618;9;3;16;15;17;11;21;8;22;24;14;12;7;28;30;10;2;23;31;19;27;1;32;4;13;26;5;25;18;6;20;29
9;3;16;15;17;11;21;8;22;24;14;12;13;28;30;10;2;23;31;19;27;1;32;4;7;26;5;25;18;6;20;29;82;25738
83;25738;9;3;16;15;17;11;21;8;22;24;14;12;13;28;30;10;2;23;31;19;27;1;32;4;7;26;5;25;18;6;20;29
9;13;16;15;17;11;21;8;22;24;14;12;3;28;30;10;2;23;31;19;27;1;32;4;7;26;5;25;18;6;20;29;83;25878
83;25738;9;3;16;15;17;11;21;8;22;24;14;12;13;28;30;10;2;23;31;19;27;1;32;4;7;26;5;25;18;6;20;29
12;3;16;15;17;11;21;8;22;24;14;9;13;28;30;10;2;23;31;19;27;1;32;4;7;26;5;25;18;6;20;29;83;25818
83;25818;12;3;16;15;17;11;21;8;22;24;14;9;13;28;30;10;2;23;31;19;27;1;32;4;7;26;5;25;18;6;20;29
12;3;16;15;17;11;21;4;22;24;14;9;13;28;30;10;2;23;31;19;27;1;32;8;7;26;5;25;18;6;20;29;83;25858
83;25858;12;3;16;15;17;11;21;4;22;24;14;9;13;28;30;10;2;23;31;19;27;1;32;8;7;26;5;25;18;6;20;29
11;3;16;15;17;12;21;4;22;24;14;9;13;28;30;10;2;23;31;19;27;1;32;8;7;26;5;25;18;6;20;29;83;25798
83;25798;11;3;16;15;17;12;21;4;22;24;14;9;13;28;30;10;2;23;31;19;27;1;32;8;7;26;5;25;18;6;20;29
11;3;16;15;17;14;21;4;22;24;12;9;13;28;30;10;2;23;31;19;27;1;32;8;7;26;5;25;18;6;20;29;83;26098
83;25798;11;3;16;15;17;12;21;4;22;24;14;9;13;28;30;10;2;23;31;19;27;1;32;8;7;26;5;25;18;6;20;29
11;3;16;15;17;12;21;7;22;24;14;9;13;28;30;10;2;23;31;19;27;1;32;8;4;26;5;25;18;6;20;29;83;25518
83;25518;11;3;16;15;17;12;21;7;22;24;14;9;13;28;30;10;2;23;31;19;27;1;32;8;4;26;5;25;18;6;20;29
11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;23;31;19;27;1;32;8;4;26;5;25;28;6;20;29;83;24838
83;24838;11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;23;31;19;27;1;32;8;4;26;5;25;28;6;20;29
11;3;16;15;17;12;21;7;31;24;14;9;13;18;30;10;2;23;22;19;27;1;32;8;4;26;5;25;28;6;20;29;83;25258
83;24838;11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;23;31;19;27;1;32;8;4;26;5;25;28;6;20;29
11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;23;27;19;31;1;32;8;4;26;5;25;28;6;20;29;83;24978
83;24978;11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;23;27;19;31;1;32;8;4;26;5;25;28;6;20;29
11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29;83;24978
83;24978;11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29
11;3;16;15;17;10;21;7;22;24;14;9;13;18;30;12;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29;83;25418
83;24978;11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29
11;3;16;15;17;12;21;7;22;2;14;9;13;18;30;10;24;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29;83;26068
83;24978;11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29
11;3;16;15;17;12;21;7;22;24;14;9;13;8;30;10;2;26;27;19;31;1;32;18;4;23;5;25;28;6;20;29;83;25682
83;24978;11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29
11;3;16;15;17;12;21;7;22;24;14;9;13;31;30;10;2;26;27;19;18;1;32;8;4;23;5;25;28;6;20;29;83;25138
83;24978;11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29
11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;19;2;26;27;10;31;1;32;8;4;23;5;25;28;6;20;29;83;25862
83;24978;11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29
11;3;16;15;17;12;21;7;22;24;14;18;13;9;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29;83;25766
83;24978;11;3;16;15;17;12;21;7;22;24;14;9;13;18;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29
11;3;16;15;17;12;21;7;13;24;14;9;22;18;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29;83;24728
83;24728;11;3;16;15;17;12;21;7;13;24;14;9;22;18;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29
11;3;16;15;17;12;21;7;13;24;14;23;22;18;30;10;2;26;27;19;31;1;32;8;4;9;5;25;28;6;20;29;83;24864
83;24728;11;3;16;15;17;12;21;7;13;24;14;9;22;18;30;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29
11;30;16;15;17;12;21;7;13;24;14;9;22;18;3;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29;83;25112
83;25112;11;30;16;15;17;12;21;7;13;24;14;9;22;18;3;10;2;26;27;19;31;1;32;8;4;23;5;25;28;6;20;29
11;30;16;15;17;12;6;7;13;24;14;9;22;18;3;10;2;26;27;19;31;1;32;8;4;23;5;25;28;21;20;29;83;24462
84;24462;11;30;16;15;17;12;6;7;13;24;14;9;22;18;3;10;2;26;27;19;31;1;32;8;4;23;5;25;28;21;20;29
11;30;16;15;17;12;6;7;13;24;14;9;22;18;28;10;2;26;27;19;31;1;32;8;4;23;5;25;3;21;20;29;84;25214
84;24462;11;30;16;15;17;12;6;7;13;24;14;9;22;18;3;10;2;26;27;19;31;1;32;8;4;23;5;25;28;21;20;29
11;30;4;15;17;12;6;7;13;24;14;9;22;18;3;10;2;26;27;19;31;1;32;8;16;23;5;25;28;21;20;29;84;24482
84;24482;11;30;4;15;17;12;6;7;13;24;14;9;22;18;3;10;2;26;27;19;31;1;32;8;16;23;5;25;28;21;20;29
11;30;4;15;17;12;6;7;13;24;14;9;22;19;3;10;2;26;27;18;31;1;32;8;16;23;5;25;28;21;20;29;84;24682
84;24482;11;30;4;15;17;12;6;7;13;24;14;9;22;18;3;10;2;26;27;19;31;1;32;8;16;23;5;25;28;21;20;29
11;30;4;15;17;12;6;7;13;24;14;32;22;18;3;10;2;26;27;19;31;1;9;8;16;23;5;25;28;21;20;29;84;25744
84;24482;11;30;4;15;17;12;6;7;13;24;14;9;22;18;3;10;2;26;27;19;31;1;32;8;16;23;5;25;28;21;20;29
11;30;4;15;17;12;6;7;13;24;14;9;32;18;3;10;2;26;27;19;31;1;22;8;16;23;5;25;28;21;20;29;84;25962
84;24482;11;30;4;15;17;12;6;7;13;24;14;9;22;18;3;10;2;26;27;19;31;1;32;8;16;23;5;25;28;21;20;29
11;30;4;15;17;19;6;7;13;24;14;9;22;18;3;10;2;26;27;12;31;1;32;8;16;23;5;25;28;21;20;29;84;24556
84;24556;11;30;4;15;17;19;6;7;13;24;14;9;22;18;3;10;2;26;27;12;31;1;32;8;16;23;5;25;28;21;20;29
11;30;4;15;17;19;6;7;13;24;14;9;22;18;3;10;2;26;27;12;31;1;32;16;8;23;5;25;28;21;20;29;84;24436
84;24436;11;30;4;15;17;19;6;7;13;24;14;9;22;18;3;10;2;26;27;12;31;1;32;16;8;23;5;25;28;21;20;29
11;30;4;15;17;19;6;7;13;24;14;9;22;18;3;10;2;26;27;12;31;23;32;16;8;1;5;25;28;21;20;29;84;24674
84;24674;11;30;4;15;17;19;6;7;13;24;14;9;22;18;3;10;2;26;27;12;31;23;32;16;8;1;5;25;28;21;20;29
11;30;4;15;17;19;6;7;13;24;14;9;22;18;3;10;2;26;1;12;31;23;32;16;8;27;5;25;28;21;20;29;84;24538
84;24538;11;30;4;15;17;19;6;7;13;24;14;9;22;18;3;10;2;26;1;12;31;23;32;16;8;27;5;25;28;21;20;29
11;30;4;15;17;19;6;7;13;24;14;9;22;18;3;10;2;26;1;12;16;23;32;31;8;27;5;25;28;21;20;29;84;24632
84;24632;11;30;4;15;17;19;6;7;13;24;14;9;22;18;3;10;2;26;1;12;16;23;32;31;8;27;5;25;28;21;20;29
11;30;4;15;17;23;6;7;13;24;14;9;22;18;3;10;2;26;1;12;16;19;32;31;8;27;5;25;28;21;20;29;84;24632
84;24632;11;30;4;15;17;23;6;7;13;24;14;9;22;18;3;10;2;26;1;12;16;19;32;31;8;27;5;25;28;21;20;29
11;30;4;15;17;23;6;7;13;24;14;9;22;18;3;10;2;26;16;12;1;19;32;31;8;27;5;25;28;21;20;29;84;24952
84;24952;11;30;4;15;17;23;6;7;13;24;14;9;22;18;3;10;2;26;16;12;1;19;32;31;8;27;5;25;28;21;20;29
11;30;4;15;17;1;6;7;13;24;14;9;22;18;3;10;2;26;16;12;23;19;32;31;8;27;5;25;28;21;20;29;84;24492
84;24492;11;30;4;15;17;1;6;7;13;24;14;9;22;18;3;10;2;26;16;12;23;19;32;31;8;27;5;25;28;21;20;29
11;30;4;15;17;1;6;7;13;24;14;9;22;18;3;10;2;26;16;12;23;19;32;31;8;27;25;5;28;21;20;29;84;24304
84;24304;11;30;4;15;17;1;6;7;13;24;14;9;22;18;3;10;2;26;16;12;23;19;32;31;8;27;25;5;28;21;20;29
11;20;4;15;17;1;6;7;13;24;14;9;22;18;3;10;2;26;16;12;23;19;32;31;8;27;25;5;28;21;30;29;84;24404
84;24404;11;20;4;15;17;1;6;7;13;24;14;9;22;18;3;10;2;26;16;12;23;19;32;31;8;27;25;5;28;21;30;29
11;20;4;15;29;1;6;7;13;24;14;9;22;18;3;10;2;26;16;12;23;19;32;31;8;27;25;5;28;21;30;17;84;24784
84;24404;11;20;4;15;17;1;6;7;13;24;14;9;22;18;3;10;2;26;16;12;23;19;32;31;8;27;25;5;28;21;30;29
11;20;4;15;17;1;23;7;13;24;14;9;22;18;3;10;2;26;16;12;6;19;32;31;8;27;25;5;28;21;30;29;84;25116
84;25116;11;20;4;15;17;1;23;7;13;24;14;9;22;18;3;10;2;26;16;12;6;19;32;31;8;27;25;5;28;21;30;29
11;20;4;15;17;1;23;7;13;24;14;9;22;18;3;19;2;26;16;12;6;10;32;31;8;27;25;5;28;21;30;29;84;25274
84;25274;11;20;4;15;17;1;23;7;13;24;14;9;22;18;3;19;2;26;16;12;6;10;32;31;8;27;25;5;28;21;30;29
11;20;4;15;17;1;23;7;13;24;14;9;22;18;3;19;26;2;16;12;6;10;32;31;8;27;25;5;28;21;30;29;84;26256
84;25274;11;20;4;15;17;1;23;7;13;24;14;9;22;18;3;19;2;26;16;12;6;10;32;31;8;27;25;5;28;21;30;29
11;4;20;15;17;1;23;7;13;24;14;9;22;18;3;19;2;26;16;12;6;10;32;31;8;27;25;5;28;21;30;29;84;25458
85;25458;11;4;20;15;17;1;23;7;13;24;14;9;22;18;3;19;2;26;16;12;6;10;32;31;8;27;25;5;28;21;30;29
11;4;20;3;17;1;23;7;13;24;14;9;22;18;15;19;2;26;16;12;6;10;32;31;8;27;25;5;28;21;30;29;85;25498
85;25498;11;4;20;3;17;1;23;7;13;24;14;9;22;18;15;19;2;26;16;12;6;10;32;31;8;27;25;5;28;21;30;29
11;4;20;3;17;1;23;7;13;10;14;9;22;18;15;19;2;26;16;12;6;24;32;31;8;27;25;5;28;21;30;29;85;26106
85;25498;11;4;20;3;17;1;23;7;13;24;14;9;22;18;15;19;2;26;16;12;6;10;32;31;8;27;25;5;28;21;30;29
11;4;20;3;17;1;23;7;13;24;14;9;22;18;15;19;2;26;16;12;28;10;32;31;8;27;25;5;6;21;30;29;85;26310
85;25498;11;4;20;3;17;1;23;7;13;24;14;9;22;18;15;19;2;26;16;12;6;10;32;31;8;27;25;5;28;21;30;29
11;4;20;3;17;1;23;7;13;24;14;9;22;18;15;19;2;26;16;12;27;10;32;31;8;6;25;5;28;21;30;29;85;24524
85;24524;11;4;20;3;17;1;23;7;13;24;14;9;22;18;15;19;2;26;16;12;27;10;32;31;8;6;25;5;28;21;30;29
11;4;20;3;17;1;26;7;13;24;14;9;22;18;15;19;2;23;16;12;27;10;32;31;8;6;25;5;28;21;30;29;85;24844
85;24524;11;4;20;3;17;1;23;7;13;24;14;9;22;18;15;19;2;26;16;12;27;10;32;31;8;6;25;5;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;9;22;18;15;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29;85;24284
85;24284;11;4;20;3;17;8;23;7;13;24;14;9;22;18;15;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;23;24;13;7;14;9;22;18;15;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29;85;24562
85;24284;11;4;20;3;17;8;23;7;13;24;14;9;22;18;15;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29;85;23944
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;22;1;9;19;2;26;16;12;27;10;32;31;18;6;25;5;28;21;30;29;85;24208
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;6;1;31;25;5;28;21;30;29;85;25248
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;22;23;7;13;24;14;15;8;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29;85;24522
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;28;16;12;27;10;32;31;1;6;25;5;26;21;30;29;85;24984
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;22;18;27;19;2;26;16;12;9;10;32;31;1;6;25;5;28;21;30;29;85;25040
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
21;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;11;30;29;85;25004
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;27;7;13;24;14;15;22;18;9;19;2;26;16;12;23;10;32;31;1;6;25;5;28;21;30;29;85;24224
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;29;21;30;28;85;24584
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;5;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;3;28;21;30;29;85;24404
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;29;10;32;31;1;6;25;5;28;21;30;27;85;24884
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;2;7;13;24;14;15;22;18;9;19;23;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29;85;24322
85;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;28;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;23;21;30;29;85;24904
86;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;22;18;27;19;2;26;16;12;9;10;32;31;1;6;25;5;28;21;30;29;86;25040
86;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;29;1;6;25;5;28;21;30;31;86;24184
86;23944;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;31;1;6;25;5;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;5;1;6;25;31;28;21;30;29;86;23868
86;23868;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;5;1;6;25;31;28;21;30;29
11;4;20;3;29;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;5;1;6;25;31;28;21;30;17;86;24448
86;23868;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;5;1;6;25;31;28;21;30;29
11;4;20;3;17;8;23;6;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;5;1;7;25;31;28;21;30;29;86;24268
86;23868;11;4;20;3;17;8;23;7;13;24;14;15;22;18;9;19;2;26;16;12;27;10;32;5;1;6;25;31;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;19;18;9;22;2;26;16;12;27;10;32;5;1;6;25;31;28;21;30;29;86;24148
86;24148;11;4;20;3;17;8;23;7;13;24;14;15;19;18;9;22;2;26;16;12;27;10;32;5;1;6;25;31;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;19;18;9;22;2;26;16;28;27;10;32;5;1;6;25;31;12;21;30;29;86;24378
86;24148;11;4;20;3;17;8;23;7;13;24;14;15;19;18;9;22;2;26;16;12;27;10;32;5;1;6;25;31;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;19;18;26;22;2;9;16;12;27;10;32;5;1;6;25;31;28;21;30;29;86;24316
86;24148;11;4;20;3;17;8;23;7;13;24;14;15;19;18;9;22;2;26;16;12;27;10;32;5;1;6;25;31;28;21;30;29
11;4;20;3;17;8;23;7;13;24;14;15;19;18;9;22;2;26;16;12;27;10;32;5;1;30;25;31;28;21;6;29;86;25452
86;24148;11;4;20;3;17;8;23;7;13;24;14;15;19;18;9;22;2;26;16;12;27;10;32;5;1;6;25;31;28;21;30;29
11;4;20;3;17;8;31;7;13;24;14;15;19;18;9;22;2;26;16;12;27;10;32;5;1;6;25;23;28;21;30;29;86;24508
86;24508;11;4;20;3;17;8;31;7;13;24;14;15;19;18;9;22;2;26;16;12;27;10;32;5;1;6;25;23;28;21;30;29
11;4;20;3;17;8;31;7;13;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;6;25;23;28;21;30;29;86;24868
86;24868;11;4;20;3;17;8;31;7;13;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;6;25;23;28;21;30;29
11;4;20;3;17;8;31;7;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;6;25;23;13;21;30;29;86;24656
86;24656;11;4;20;3;17;8;31;7;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;6;25;23;13;21;30;29
11;4;20;3;17;8;31;23;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;6;25;7;13;21;30;29;86;25116
86;24656;11;4;20;3;17;8;31;7;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;6;25;23;13;21;30;29
11;4;20;3;17;5;31;7;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;8;1;6;25;23;13;21;30;29;86;25276
86;24656;11;4;20;3;17;8;31;7;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;6;25;23;13;21;30;29
11;4;20;3;17;8;25;7;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;6;31;23;13;21;30;29;86;25076
86;24656;11;4;20;3;17;8;31;7;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;6;25;23;13;21;30;29
11;4;20;3;17;8;31;7;28;22;14;15;13;18;9;24;2;26;16;12;27;10;32;5;1;6;25;23;19;21;30;29;86;25690
86;24656;11;4;20;3;17;8;31;7;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;6;25;23;13;21;30;29
11;4;20;6;17;8;31;7;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29;86;24736
86;24736;11;4;20;6;17;8;31;7;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29
11;4;20;6;17;8;31;7;28;22;14;15;1;18;9;24;2;26;16;12;27;10;32;5;19;3;25;23;13;21;30;29;86;26088
86;24736;11;4;20;6;17;8;31;7;28;22;14;15;19;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29
11;4;14;6;17;8;31;7;28;22;20;15;19;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29;86;24250
86;24250;11;4;14;6;17;8;31;7;28;22;20;15;19;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29
11;4;14;6;17;8;31;7;28;22;20;15;19;18;9;26;2;24;16;12;27;10;32;5;1;3;25;23;13;21;30;29;86;24750
87;24250;11;4;14;6;17;8;31;7;28;22;20;15;19;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29
11;4;14;6;17;8;31;7;28;22;20;15;19;9;18;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29;87;24760
87;24250;11;4;14;6;17;8;31;7;28;22;20;15;19;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29
11;4;14;6;17;8;31;25;28;22;20;15;19;18;9;24;2;26;16;12;27;10;32;5;1;3;7;23;13;21;30;29;87;25258
87;24250;11;4;14;6;17;8;31;7;28;22;20;15;19;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29
11;4;14;6;17;8;31;7;19;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29;87;24630
87;24630;11;4;14;6;17;8;31;7;19;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29
11;17;14;6;4;8;31;7;19;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29;87;24630
87;24630;11;17;14;6;4;8;31;7;19;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;13;21;30;29
11;17;14;6;4;8;31;7;13;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;30;29;87;25082
87;25082;11;17;14;6;4;8;31;7;13;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;30;29
11;29;14;6;4;8;31;7;13;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;30;17;87;25342
87;25082;11;17;14;6;4;8;31;7;13;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;30;29
30;17;14;6;4;8;31;7;13;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;11;29;87;26246
87;25082;11;17;14;6;4;8;31;7;13;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;30;29
11;17;14;6;4;8;31;7;29;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;30;13;87;25036
87;25036;11;17;14;6;4;8;31;7;29;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;30;13
11;17;14;6;4;8;31;7;29;22;20;15;28;18;9;25;2;26;16;12;27;10;32;5;1;3;24;23;19;21;30;13;87;25636
87;25036;11;17;14;6;4;8;31;7;29;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;30;13
11;17;14;6;4;27;31;7;29;22;20;15;28;18;9;24;2;26;16;12;8;10;32;5;1;3;25;23;19;21;30;13;87;26088
87;25036;11;17;14;6;4;8;31;7;29;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;30;13
11;17;31;6;4;8;14;7;29;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;30;13;87;25956
87;25036;11;17;14;6;4;8;31;7;29;22;20;15;28;18;9;24;2;26;16;12;27;10;32;5;1;3;25;23;19;21;30;13
11;17;14;6;4;8;31;7;29;22;20;15;28;18;9;5;2;26;16;12;27;10;32;24;1;3;25;23;19;21;30;13;87;24896
87;24896;11;17;14;6;4;8;31;7;29;22;20;15;28;18;9;5;2;26;16;12;27;10;32;24;1;3;25;23;19;21;30;13
11;17;14;6;4;8;31;7;29;22;20;15;28;18;9;5;2;3;16;12;27;10;32;24;1;26;25;23;19;21;30;13;87;25766
